Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-29,35.7,2021-03-29,35.7,2020-11-04-2021-02-25,29.82-37.58,Buy,0 days,0.0%,Rise by 0%,0.0%,
2021-05-19,40.0,2021-05-28,40.49,2021-02-25-2021-03-30,35.43-37.08,Sell,7 days,-1.23%,Fall by 4.99%,-1.23%,
2021-06-16,40.0,2021-06-17,38.47,2021-05-12-2021-05-26,39.98-40.84,Sell,1 days,3.83%,Fall by -2.57%,2.6%,
2021-06-21,39.57,2021-06-21,39.57,2020-11-04-2021-06-09,29.82-41.65,Buy,0 days,0.0%,Rise by 0%,2.6%,
2021-07-09,39.8,2021-07-12,40.09,2021-05-12-2021-06-17,39.6-40.84,Sell,1 days,-0.73%,Fall by 4.14%,1.87%,
2021-09-13,39.77,2021-09-13,39.77,2021-05-12-2021-08-20,38.97-40.84,Sell,0 days,-0.0%,Fall by 0%,1.87%,
2021-10-29,43.67,2022-03-11,57.05,2021-08-20-2021-10-20,38.41-45.05,Buy,95 days,30.64%,Rise by 4.47%,32.51%,
2021-12-02,40.45,2022-03-14,53.26,2020-11-04-2021-10-20,29.82-45.05,Buy,72 days,31.67%,Rise by 11.9%,64.18%,
2021-12-15,41.6,2021-12-22,42.9,2021-10-20-2021-11-30,41.08-44.25,Sell,5 days,-3.12%,Fall by -20.07%,61.05%,
2022-06-23,55.63,2022-06-28,56.45,2021-11-30-2022-06-09,40.01-62.72,Sell,3 days,-1.47%,Fall by 6.34%,59.58%,
2022-06-28,56.45,2024-12-23,65.44,2021-11-30-2022-06-09,40.01-62.72,Buy,649 days,15.93%,Rise by 6.37%,75.51%,
2022-07-05,51.91,2022-07-08,53.72,2020-11-04-2022-06-09,29.82-62.72,Sell,3 days,-3.49%,Fall by 1.58%,72.02%,
2022-07-08,53.72,2025-01-22,69.41,2021-08-20-2022-06-09,38.41-62.72,Buy,663 days,29.21%,Rise by 4.16%,101.23%,
2022-08-05,52.8,2022-08-09,53.78,2022-06-09-2022-07-14,51.19-62.32,Sell,2 days,-1.86%,Fall by 1.69%,99.37%,
2022-08-16,55.03,2022-09-07,52.87,2021-08-20-2022-06-09,38.41-62.72,Sell,16 days,3.93%,Fall by 3.86%,103.29%,
2022-09-21,53.59,2025-08-28,76.19,2022-07-14-2022-08-29,50.11-57.39,Buy,766 days,42.17%,Rise by 3.5%,145.47%,
2022-10-17,53.7,2022-10-21,53.97,2022-08-29-2022-09-26,52.22-56.72,Sell,4 days,-0.5%,Fall by 1.0%,144.96%,
2022-12-09,54.21,2023-09-21,59.71,2022-09-26-2022-11-15,50.8-57.08,Buy,204 days,10.15%,Rise by 0.25%,155.11%,
2023-01-04,54.71,2023-01-09,55.28,2022-10-10-2022-10-31,53.6-54.67,Sell,3 days,-1.04%,Fall by 2.62%,154.07%,
2023-02-28,54.0,2023-03-15,52.27,2023-01-18-2023-02-06,54.0-55.71,Sell,11 days,3.2%,Fall by 0.15%,157.27%,
2023-04-25,54.79,2023-05-02,53.13,2023-01-18-2023-03-15,52.49-55.71,Sell,5 days,3.03%,Fall by 2.26%,160.3%,
2023-05-08,53.8,2023-08-04,58.32,2023-03-15-2023-04-18,51.85-56.59,Buy,64 days,8.4%,Rise by 4.56%,168.7%,
2023-05-17,53.57,2023-05-31,51.93,2022-10-10-2023-05-04,52.58-54.67,Sell,10 days,3.06%,Fall by -1.58%,171.76%,
2023-05-26,53.45,2023-06-02,53.29,2023-04-18-2023-05-04,52.58-55.98,Sell,5 days,0.3%,Fall by 1.01%,172.06%,
2023-09-21,59.71,2023-09-28,59.92,2023-07-31-2023-08-16,57.2-58.37,Sell,5 days,-0.35%,Fall by 4.06%,171.71%,
2023-09-28,59.92,2025-01-22,69.41,2023-05-04-2023-09-14,51.36-61.07,Buy,344 days,15.84%,Rise by 4.16%,187.55%,
2023-10-27,59.53,2023-11-02,59.64,2023-07-31-2023-10-05,56.62-58.37,Sell,4 days,-0.18%,Fall by 7.16%,187.36%,
2023-11-29,58.88,2023-12-05,56.67,2023-09-14-2023-10-05,56.62-60.56,Sell,4 days,3.75%,Fall by 0.72%,191.12%,
2023-12-28,56.98,2024-01-10,56.26,2023-10-20-2023-11-16,57.85-59.63,Sell,9 days,1.26%,Fall by -1.32%,192.38%,
2024-01-22,57.18,2024-01-22,57.18,2023-07-31-2023-12-08,56.17-58.37,Sell,0 days,-0.0%,Fall by 0%,192.38%,
2024-04-25,63.22,2024-05-01,60.57,2023-12-08-2024-04-12,55.21-64.38,Buy,4 days,-4.19%,Rise by 4.99%,188.19%,
2024-05-06,61.09,2025-02-25,70.0,2021-11-30-2024-04-12,40.01-64.38,Buy,211 days,14.59%,Rise by 5.9%,202.78%,
2024-06-05,61.43,2024-06-07,61.37,2024-04-12-2024-05-02,60.46-63.1,Sell,2 days,0.1%,Fall by -1.11%,202.87%,
2024-08-07,59.99,2024-08-07,59.99,2021-08-20-2024-04-12,38.41-64.38,Buy,0 days,0.0%,Rise by 0%,202.87%,
2024-09-05,59.49,2024-09-12,60.02,2024-07-05-2024-08-05,59.62-63.3,Sell,5 days,-0.89%,Fall by -3.18%,201.98%,
2024-10-14,63.25,2024-10-22,62.99,2024-07-05-2024-09-10,59.18-63.3,Sell,6 days,0.41%,Fall by -2.86%,202.39%,
2024-12-06,65.18,2024-12-23,65.44,2024-10-07-2024-10-30,62.67-63.68,Sell,11 days,-0.4%,Fall by -5.01%,201.99%,
2025-03-05,69.78,2025-03-05,69.78,2024-08-05-2025-02-19,58.51-72.89,Buy,0 days,0.0%,Rise by 0%,201.99%,
2025-04-11,67.73,2025-04-11,67.73,2023-03-15-2025-04-02,51.85-74.13,Buy,0 days,0.0%,Rise by 0%,201.99%,
2025-05-07,68.76,2025-05-07,68.76,2024-08-05-2025-04-02,58.51-74.13,Buy,0 days,0.0%,Rise by 0%,201.99%,
