Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2015-04-30,5.31,2015-09-30,5.44,Sell,108 days,Fall by -3.010000%,-2.45
2016-09-30,5.95,2017-11-30,6.36,Buy,303 days,Rise by 7.390000%,6.89
2018-03-31,5.91,2018-08-31,5.01,Sell,108 days,Fall by 15.230000%,15.23
2019-07-31,3.77,2019-10-31,4.15,Sell,65 days,Fall by 3.450000%,-10.08
2022-03-31,3.41,2022-08-31,2.94,Sell,108 days,Fall by 13.780000%,13.78
2023-04-30,3.45,2024-09-30,4.97,Buy,369 days,Rise by -12.460000%,44.06
2024-03-31,3.58,2024-09-30,4.97,Buy,129 days,Rise by 52.230000%,38.83
2024-05-31,4.0,2024-12-31,5.15,Buy,151 days,Rise by 36.250000%,28.75
2024-09-30,4.97,2025-06-30,6.58,Buy,194 days,Rise by 64.390000%,32.39
2025-06-30,6.58,2025-06-30,6.58,Buy,0 days,Rise by 24.160000%,0.0
2025-09-30,8.35,2025-09-30,8.35,Buy,0 days,Rise by -2.160000%,0.0
