Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-28 - 2020-02-03,4 days,2020-02-11,1.793,2020-02-14,1.8133,3 days,-1.1%,Fall by 6.88%,-1.1%,
Sell,2020-02-18 - 2020-02-26,6 days,2020-03-02,1.783,2020-03-03,1.7729,1 days,0.6%,Fall by 6.36%,-0.6%,
Buy,2020-03-05 - 2020-03-17,8 days,2020-03-20,1.6696,2020-08-19,1.8072,108 days,8.2%,Rise by 6.87%,7.7%,
Sell,2020-07-10 - 2020-07-21,7 days,2020-08-04,1.799,2020-08-05,1.7953,1 days,0.2%,Fall by 3.32%,7.9%,
Sell,2020-08-04 - 2020-08-19,11 days,2020-09-03,1.8185,2020-09-14,1.7497,7 days,3.8%,Fall by 4.36%,11.7%,
Buy,2020-09-16 - 2020-09-23,5 days,2020-09-25,1.7534,2021-02-17,1.8452,103 days,5.2%,Rise by 6.78%,16.9%,
Sell,2020-11-26 - 2020-12-01,3 days,2020-12-08,1.7851,2020-12-14,1.7774,4 days,0.4%,Fall by -3.24%,17.3%,
Sell,2020-12-18 - 2020-12-24,4 days,2020-12-29,1.7901,2021-01-15,1.8117,13 days,-1.2%,Fall by -2.95%,16.1%,
Sell,2021-01-27 - 2021-02-01,3 days,2021-02-12,1.8293,2021-02-19,1.8529,5 days,-1.3%,Fall by -0.74%,14.8%,
Sell,2021-02-23 - 2021-02-24,1 days,2021-03-16,1.8693,2021-03-26,1.8517,8 days,0.9%,Fall by 1.63%,15.8%,
Sell,2021-05-19 - 2021-05-21,2 days,2021-05-26,1.8746,2021-06-03,1.8742,6 days,0.0%,Fall by 0.96%,15.8%,
Sell,2022-01-10 - 2022-01-13,3 days,2022-01-18,1.8395,2022-01-19,1.8366,1 days,0.2%,Fall by 3.39%,16.0%,
Buy,2022-03-15 - 2022-03-30,11 days,2022-04-07,1.7778,2022-09-22,1.5967,120 days,-10.2%,Rise by -2.6%,5.8%,
Buy,2022-04-29 - 2022-05-05,4 days,2022-05-13,1.7042,2022-05-13,1.7042,0 days,0.0%,Rise by -1.01%,5.8%,
Buy,2022-09-05 - 2022-09-22,13 days,2022-09-27,1.5469,2025-04-03,1.7557,657 days,13.5%,Rise by 5.82%,19.3%,
Sell,2022-10-06 - 2022-10-13,5 days,2022-10-19,1.6105,2022-10-24,1.606,3 days,0.3%,Fall by 1.39%,19.5%,
Buy,2022-12-30 - 2023-01-06,5 days,2023-01-10,1.6209,2023-06-16,1.7088,113 days,5.4%,Rise by 3.43%,25.0%,
Sell,2023-02-24 - 2023-02-28,2 days,2023-03-16,1.6298,2023-03-27,1.6297,7 days,0.0%,Fall by -4.47%,25.0%,
Sell,2023-03-22 - 2023-04-04,9 days,2023-04-10,1.6539,2023-04-11,1.6505,1 days,0.2%,Fall by -2.94%,25.2%,
Sell,2023-04-14 - 2023-04-19,3 days,2023-05-03,1.6643,2023-06-02,1.6873,22 days,-1.4%,Fall by -2.3%,23.8%,
Sell,2023-06-21 - 2023-06-26,3 days,2023-06-29,1.7099,2023-07-10,1.7283,7 days,-1.1%,Fall by 0.43%,22.7%,
Sell,2023-11-29 - 2023-11-30,1 days,2023-12-06,1.6888,2023-12-11,1.6838,3 days,0.3%,Fall by 0.87%,23.0%,
Sell,2024-01-22 - 2024-01-24,2 days,2024-01-30,1.7029,2024-01-31,1.7001,1 days,0.2%,Fall by 1.23%,23.2%,
Sell,2024-02-29 - 2024-03-07,5 days,2024-03-12,1.7051,2024-03-13,1.7046,1 days,0.0%,Fall by 1.36%,23.2%,
Sell,2024-05-02 - 2024-05-22,14 days,2024-05-30,1.7167,2024-06-24,1.7129,17 days,0.2%,Fall by 0.22%,23.4%,
Sell,2024-05-29 - 2024-06-04,4 days,2024-06-14,1.7233,2024-06-18,1.7179,2 days,0.3%,Fall by 2.44%,23.7%,
Buy,2024-11-20 - 2024-11-22,2 days,2024-12-11,1.7139,2024-12-11,1.7139,0 days,0.0%,Rise by -1.37%,23.7%,
Sell,2025-03-21 - 2025-03-24,1 days,2025-05-06,1.7141,2025-05-21,1.7343,11 days,-1.2%,Fall by -0.58%,22.6%,
Buy,2025-07-17 - 2025-07-30,9 days,2025-08-07,1.7165,2025-08-07,1.7165,0 days,0.0%,Rise by 1.46%,22.6%,
