Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-13,110.79,2016-05-08,105.58,2015-11-22,Buy,21 Weeks,-4.7%,Rise by -11.44%,-4.7%,Absolute Extrema Case,
2016-02-21,101.63,2016-05-08,105.58,2016-02-07,Buy,11 Weeks,3.89%,Rise by 8.87%,-0.82%,Normal Case,
2016-05-15,105.5,2016-10-09,118.47,2016-05-01,Buy,21 Weeks,12.29%,Rise by 12.53%,11.48%,Normal Case,
2016-05-22,106.47,2016-10-09,118.47,2016-05-08,Buy,20 Weeks,11.27%,Rise by 11.51%,22.75%,Normal Case,
2016-08-07,116.78,2016-10-09,118.47,2016-07-31,Buy,9 Weeks,1.45%,Rise by 1.66%,24.2%,Normal Case,
2016-08-21,117.26,2016-11-13,115.8,2016-08-14,Buy,12 Weeks,-1.25%,Rise by 22.34%,22.95%,Normal Case,
2016-09-25,118.33,2017-04-23,132.56,2016-09-04,Buy,30 Weeks,12.03%,Rise by 21.24%,34.98%,Normal Case,
2016-10-16,117.14,2017-04-23,132.56,2016-07-03,Buy,27 Weeks,13.16%,Rise by 22.47%,48.14%,Local Extrema Case,
2016-10-30,117.1,2017-04-23,132.56,2016-10-23,Buy,25 Weeks,13.2%,Rise by 22.51%,61.34%,Normal Case,
2017-01-08,121.93,2017-04-23,132.56,2016-12-18,Buy,15 Weeks,8.72%,Rise by 17.66%,70.06%,Normal Case,
2017-01-15,123.16,2017-04-23,132.56,2016-12-25,Buy,14 Weeks,7.63%,Rise by 16.48%,77.69%,Normal Case,
2017-01-29,125.8,2017-04-23,132.56,2017-01-22,Buy,12 Weeks,5.37%,Rise by 14.04%,83.07%,Normal Case,
2017-03-12,131.39,2017-06-25,141.24,2017-03-05,Buy,15 Weeks,7.5%,Rise by 9.19%,90.56%,Normal Case,
2017-04-09,131.97,2017-06-25,141.24,2017-03-19,Buy,11 Weeks,7.02%,Rise by 8.71%,97.59%,Normal Case,
2017-04-16,130.4,2017-06-25,141.24,2017-03-26,Buy,10 Weeks,8.31%,Rise by 10.02%,105.9%,Normal Case,
2017-05-21,137.84,2017-08-13,142.1,2017-04-30,Buy,12 Weeks,3.09%,Rise by 4.55%,108.99%,Normal Case,
2017-09-03,146.0,2018-02-11,156.1,2017-08-13,Buy,23 Weeks,6.92%,Rise by 17.08%,115.91%,Normal Case,
2017-11-19,153.95,2018-02-11,156.1,2017-11-05,Buy,12 Weeks,1.4%,Rise by 11.03%,117.31%,Normal Case,
2018-02-04,164.61,2018-07-08,175.61,2018-01-21,Buy,22 Weeks,6.68%,Rise by 13.39%,123.99%,Normal Case,
2018-02-11,156.1,2018-07-08,175.61,2017-10-29,Buy,21 Weeks,12.5%,Rise by 19.57%,136.49%,Local Extrema Case,
2018-03-11,173.16,2018-07-08,175.61,2018-02-25,Buy,17 Weeks,1.41%,Rise by 7.79%,137.9%,Normal Case,
2018-04-08,156.63,2018-07-08,175.61,2017-12-10,Buy,13 Weeks,12.12%,Rise by 19.17%,150.02%,Local Extrema Case,
2018-05-06,164.87,2018-07-08,175.61,2018-04-29,Buy,9 Weeks,6.51%,Rise by 13.21%,156.53%,Normal Case,
2018-05-13,169.46,2018-08-12,180.52,2018-04-22,Buy,13 Weeks,6.53%,Rise by 10.14%,163.06%,Normal Case,
2018-06-03,172.74,2018-08-12,180.52,2018-05-27,Buy,10 Weeks,4.5%,Rise by 8.05%,167.56%,Normal Case,
