Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-12-29,364.84,2022-09-27,291.3,194 days,2021-11-08/364.32,-20.16%,-20.16%,Rise by -1.97%,-20.16%
Buy,2023-06-12,341.17,2023-06-12,341.17,0 days,2023-04-28/341.03,0.00%,0.00%,Rise by 0%,-20.16%
