Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-03,132.36,2021-02-03,132.36,2020-11-04-2021-01-12,132.18-133.11,Sell,0 days,-0.0%,Fall by 0%,0.0%,
2021-04-28,130.4,2021-04-28,130.4,2020-11-04-2021-04-05,129.81-133.11,Sell,0 days,-0.0%,Fall by 0%,0.0%,
2021-08-30,131.41,2021-08-30,131.41,2021-04-05-2021-08-04,129.59-132.23,Buy,0 days,0.0%,Rise by 0%,0.0%,
2021-09-21,131.04,2021-09-30,130.17,2021-08-04-2021-08-27,131.24-131.69,Sell,7 days,0.66%,Fall by 1.04%,0.66%,
2021-11-12,128.82,2021-11-15,128.63,2021-08-04-2021-10-22,128.98-131.69,Sell,1 days,0.15%,Fall by 2.52%,0.81%,
2021-12-28,128.77,2021-12-31,128.67,2021-11-05-2021-11-24,128.27-129.5,Sell,3 days,0.08%,Fall by 3.14%,0.89%,
2022-01-18,126.51,2022-01-20,126.79,2021-04-05-2021-08-04,129.59-132.23,Sell,2 days,-0.22%,Fall by 1.7%,0.67%,
2022-03-08,125.66,2022-03-08,125.66,2020-11-04-2022-02-10,125.24-133.11,Sell,0 days,-0.0%,Fall by 0%,0.67%,
2022-06-03,119.62,2022-06-03,119.62,2020-11-04-2022-05-06,119.23-133.11,Sell,0 days,-0.0%,Fall by 0%,0.67%,
2022-07-12,119.41,2022-07-12,119.41,2020-11-04-2022-06-14,116.99-133.11,Sell,0 days,-0.0%,Fall by 0%,0.67%,
2022-08-05,119.63,2022-08-09,119.71,2022-05-26-2022-06-14,116.99-120.69,Sell,2 days,-0.07%,Fall by 5.31%,0.6%,
2022-08-09,119.71,2022-08-09,119.71,2022-06-14-2022-07-29,116.05-121.47,Buy,0 days,0.0%,Rise by 0%,0.6%,
2022-09-26,113.66,2022-09-29,114.55,2022-06-14-2022-07-29,116.05-121.47,Sell,3 days,-0.78%,Fall by 1.94%,-0.18%,
2022-11-23,115.28,2022-11-23,115.28,2020-11-04-2022-10-20,112.81-133.11,Sell,0 days,-0.0%,Fall by 0%,-0.18%,
2023-01-25,117.49,2023-01-26,117.24,2022-12-13-2022-12-30,115.14-116.51,Sell,1 days,0.21%,Fall by 3.15%,0.03%,
2023-02-23,114.76,2023-02-23,114.76,2022-10-20-2023-02-02,112.26-118.03,Buy,0 days,0.0%,Rise by 0%,0.03%,
2023-03-31,117.65,2023-04-03,117.8,2022-12-13-2023-03-08,113.97-116.51,Sell,1 days,-0.13%,Fall by 0.71%,-0.1%,
2023-05-11,118.82,2023-05-31,116.88,2023-02-02-2023-03-08,113.97-117.67,Sell,14 days,1.63%,Fall by 1.16%,1.54%,
2023-05-31,116.88,2023-05-31,116.88,2023-03-08-2023-05-04,113.46-119.57,Buy,0 days,0.0%,Rise by 0%,1.54%,
2023-07-20,115.44,2023-07-20,115.44,2023-04-05-2023-07-06,113.96-118.64,Sell,0 days,-0.0%,Fall by 0%,1.54%,
2023-09-08,113.94,2023-09-25,113.07,2023-07-13-2023-08-22,113.73-115.77,Sell,11 days,0.76%,Fall by 1.29%,2.3%,
2023-11-10,113.02,2023-11-10,113.02,2022-07-29-2023-10-19,111.83-120.96,Sell,0 days,-0.0%,Fall by 0%,2.3%,
2024-01-04,116.58,2024-01-04,116.58,2021-08-04-2023-10-19,111.83-131.69,Sell,0 days,-0.0%,Fall by 0%,2.3%,
2024-02-15,115.61,2024-08-08,117.98,2023-10-19-2024-02-01,111.45-117.79,Buy,125 days,2.05%,Rise by 1.91%,4.35%,
2024-03-15,115.06,2024-03-15,115.06,2024-01-12-2024-02-22,115.32-117.26,Sell,0 days,-0.0%,Fall by 0%,4.35%,
2024-05-14,114.64,2024-05-31,114.69,2024-03-08-2024-05-01,113.77-116.29,Sell,13 days,-0.04%,Fall by -0.03%,4.31%,
2024-09-30,119.61,2025-09-22,119.57,2024-05-01-2024-09-18,113.16-120.33,Buy,255 days,-0.03%,Rise by 0.15%,4.27%,
2024-12-13,116.19,2024-12-23,115.08,2024-09-18-2024-11-15,116.08-119.75,Sell,6 days,0.96%,Fall by 0.44%,5.23%,
2025-02-12,115.28,2025-02-14,116.04,2024-12-06-2025-01-13,114.68-117.04,Sell,2 days,-0.66%,Fall by -0.82%,4.57%,
2025-04-15,117.83,2025-10-27,120.13,2025-01-13-2025-04-04,114.51-119.9,Buy,139 days,1.95%,Rise by -0.32%,6.52%,
2025-06-06,117.11,2025-06-10,117.32,2025-04-30-2025-05-14,117.24-119.13,Sell,2 days,-0.18%,Fall by -0.28%,6.34%,
2025-07-29,118.54,2025-08-14,118.85,2025-06-30-2025-07-15,118.0-118.89,Sell,12 days,-0.26%,Fall by -0.29%,6.08%,
2025-10-28,120.19,2025-10-28,120.19,2024-09-18-2025-10-06,119.33-119.75,Sell,0 days,-0.0%,Fall by 0%,6.08%,
