Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2020-04-05,4.1700,2020-05-10,4.8000,24 days,15.11%,15.1079%,Rise by 15.59%,15.1079%
Buy,2021-10-31,6.1350,2022-01-09,6.3600,49 days,3.67%,3.6675%,Rise by 3.67%,18.7754%
