Symbol,Target for which Price has achieved over 90 percent of gain %,Current Trading Date/Price[$],Entry Signal Date/Price[$],Number of Trades/Historic Win Rate [%],Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Interval,Function,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType
AIA.NZ,8.2221 (Avg % Gain of Historic Winning trades),2025-10-23 (Price: 8.2),2025-09-21 (Price: 7.85),10/100.0%,2.07%/3.63%,"4.46%, 23 days",8.04%/1.62%/4.74%,8.4976 (Historic Rise or Fall to Pivot)/8.37 (Exit Rule)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2),Weekly,TRENDPULSE,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets),target_achieved
