Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2023-02-28,7.84,2023-09-30,16.0,Buy,153 days,Rise by 153.060000%,104.08
2024-10-31,41.56,2025-03-31,84.4,Buy,106 days,Rise by 382.360000%,103.08
2024-11-30,67.08,2025-08-31,156.71,Buy,194 days,Rise by 198.850000%,133.62
2024-12-31,75.63,2025-08-31,156.71,Buy,173 days,Rise by 165.070000%,107.21
