Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2004-09-30,2.65,2006-11-30,4.33,565 days,2004-07-31/2.55,63.40%,63.40%,Rise by 21.51%,63.40%
Buy,2006-12-31,4.55,2008-01-31,3.4,283 days,2006-11-30/4.33,-25.27%,-25.27%,Rise by -13.63%,38.12%
Buy,2009-12-31,3.4,2014-10-31,5.7,1261 days,2008-12-31/3.2,67.65%,67.65%,Rise by -11.76%,105.77%
Buy,2014-12-31,5.8,2020-11-30,9.3,1543 days,2014-10-31/5.7,60.34%,60.34%,Rise by 9.48%,166.11%
Buy,2020-12-31,10.06,2023-10-31,7.45,738 days,2020-11-30/9.3,-25.94%,-25.94%,Rise by 27.24%,140.17%
Buy,2024-07-31,9.1,2025-10-31,14.72,327 days,2024-03-31/8.85,61.76%,61.76%,Rise by 22.2%,201.93%
