Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2024-05-03,38.87,2025-07-17,62.45,314 days,2024-03-21/38.2133,60.64%,60.64%,Rise by 4.97%,60.64%
Buy,2025-09-11,63.39,2025-09-11,63.39,0 days,2025-07-17/62.4467,0.00%,0.00%,Rise by 0%,60.64%
