Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2026-01-15,FRACTAL TRACK,0.63%,33.33%
2026-01-15,OSCILLATOR DELTA,0.63%,100.0%
2026-01-15,DELTADRIFT,0.0%,0%
2026-01-15,TRENDPULSE,2.52%,100.0%
2026-01-15,SIGMASHELL,0.0%,0%
2026-01-15,PULSEGAUGE,0.0%,0%
2026-01-15,BASELINEDIVERGENCE,0.0%,0%
2026-01-15,All Function Combined,3.77%,75.0%
