Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"TCS.NS, Long, 2024-08-31 (Price: 4553.75)",Monthly,No Exit Yet,No Price Target,2026-03-27 (Max),105.77%/112.48%,"-47.79%, 1.6 year","2026-03-25 (Price: 2377.3999), 47.79% below",5179.4352 (Historic Rise or Fall to Pivot)/5778.7087 (Avg % Gain of Historic Winning trades)/4892.06 (Function Specific Target)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/6129.3475 (Backtested Max)/5187.1766 (Backtested Min),2026-03-27 (Max),3004.55/2272.475/4231.4862/3595.5983/No F-Track Level/No F-Track Level/3931.21,"100.0%, Past 20 years, 10",4399.3999,No Information,No Information,No Information,No Information,No Information,47.79% below/47.79% below/47.79% below,34.6%/13.91%/26.9%,"-0.0%, 13.31%",1.1 year/6 months/9 months,9.85%,13.34%,-3.49%,1.43,0.61,92.11%/76/10.9 months (Across ALL Assets),62.2%/127/9.7 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-01 (Price: 60.68)",Weekly,No Exit Yet,No Price Target,2026-03-25 (Min),9.59%/10.96%,"-3.99%, 1.8 month","2026-03-26 (Price: 58.26), 3.99% below",64.6424 (Historic Rise or Fall to Pivot)/66.032 (Avg % Gain of Historic Winning trades)/63.85 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/71.214 (Backtested Max),2027-05-11 (Max)/2026-06-28 (Avg),55.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/52.26,"95.65%, Past 10 years, 23",59.3,No Information,No Information,No Information,No Information,No Information,3.99% below/3.45% below/3.99% below,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-22 (Price: 58.0)",Weekly,2026-03-26 (Price: 67.52),68.6522 (F-Stack 2),No Date Target,2.32%/24.05%,"16.41%, 1.1 month","2026-03-26 (Price: 67.52), 16.41% above",83.76 (Function Specific Target)/69.0838 (Backtested Max),2026-07-24 (Max)/2026-04-03 (Min)/2026-05-11 (Avg),43.99/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/45.08,"86.36%, Past 10 years, 22",55.48,No Information,No Information,No Information,No Information,No Information,26.44% above/18.27% above/16.41% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2026-02-03 (Price: 125.41)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),63.23%/92.16%,"-0.04%, 1.7 month","2026-03-26 (Price: 125.36), 0.04% below",293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/204.63 (EMA 200),2026-05-13 (Max)/2026-03-27 (Min)/2026-04-26 (Avg),No Recent Minima/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.0%, Past 5 years, 10",134.99,"-13.7, 100.0%",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,11.85%,6.18%,5.67%,0.52,0.33,60.98%/41/4.6 months (Across ALL Assets),63.87%/238/3.7 months (Across ALL Assets)
TRENDPULSE,"JD, Long, 2026-03-16 (Price: 28.49)",Daily,No Exit Yet,No Price Target,2026-03-26 (Min),1.71%/3.39%,"2.42%, 10 days","2026-03-26 (Price: 29.18), 2.42% above",30.1681 (Historic Rise or Fall to Pivot)/29.678 (Avg % Gain of Historic Winning trades)/33.03 (Function Specific Target)/80.755 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/31.1 (EMA 200)/31.037 (Backtested Max),2026-11-14 (Max)/2026-04-22 (Avg),25.4/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.83%, Past 4 years, 24",28.47,No Information,No Information,No Information,No Information,No Information,3.04% above/2.42% above/2.42% above,8.94%/0.59%/4.17%,"40.68%, 51.29%",5.6 months/7 days/26 days,-13.53%,-4.79%,-8.74%,-0.19,0.05,91.84%/282/1.3 month (Across ALL Assets),80.16%/514/1.5 month (Across ALL Assets)
DELTADRIFT,"DIA, Long, 2026-03-23 (Price: 461.97)",Daily,No Exit Yet,No Price Target,2026-03-24 (Min),1.58%/1.75%,"-0.58%, 3 days","2026-03-26 (Price: 459.31), 0.58% below",493.7535 (Historic Rise or Fall to Pivot)/471.81 (Avg % Gain of Historic Winning trades)/482.78 (Function Specific Target)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/466.55 (EMA 200)/476.0601 (Backtested Max)/467.3289 (Backtested Min),2026-05-09 (Max)/2026-04-06 (Avg),455.89/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"86.67%, Past 4 years, 15",463.3,No Information,No Information,No Information,No Information,No Information,No Information,3.05%/1.16%/2.13%,"6.08%, 6.08%",1.1 month/1 day/10 days,8.1%,6.92%,1.18%,0.39,0.46,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",Weekly,2026-03-26 (Price: 37.3),No Price Target,No Date Target,9.73%/11.12%,"3.76%, 10.6 months","2026-03-26 (Price: 37.3), 3.76% above",42.0723 (Avg % Gain of Historic Winning trades)/52.54 (Function Specific Target)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/43.1005 (Backtested Max)/41.4468 (Backtested Min),2029-07-01 (Max)/2026-12-05 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 11",35.3,No Information,No Information,No Information,"23.66% (Price: 32.958), 13.17% above, Upmove Bounce Back","2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",No Information,19.89%/15.29%/17.03%,"-0.0%, 42.34%",2.9 years/3.3 months/1.1 year,9.13%,8.49%,0.64%,1.13,0.45,91.23%/57/1.5 year (Across ALL Assets),55.48%/155/7.7 months (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-03-23 (Price: 47.63)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),3.7%/4.67%,"-2.14%, 3 days","2026-03-26 (Price: 46.61), 2.14% below",49.9877 (Historic Rise or Fall to Pivot)/48.7874 (Avg % Gain of Historic Winning trades)/49.39 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/53.12 (EMA 200)/49.3637 (Backtested Max)/48.3349 (Backtested Min),2026-05-02 (Max)/2026-04-05 (Avg),46.59/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"78.57%, Past 4 years, 14",47.52,No Information,No Information,No Information,No Information,No Information,No Information,3.64%/1.48%/2.43%,"5.35%, 6.14%",28 days/2 days/9 days,5.73%,3.54%,2.19%,0.28,0.12,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"AIA.NZ, Long, 2026-03-25 (Price: 8.08)",Daily,No Exit Yet,No Price Target,2026-03-26 (Min),1.85%/4.66%,"-0.5%, 1 day","2026-03-26 (Price: 8.04), 0.5% below",8.4945 (Historic Rise or Fall to Pivot)/8.4145 (Avg % Gain of Historic Winning trades)/8.45 (Function Specific Target)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7498 (Backtested Max)/8.1891 (Backtested Min),2026-06-06 (Max)/2026-04-15 (Avg),7.93/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/8.03,"88.89%, Past 4 years, 9",7.96,No Information,No Information,No Information,No Information,No Information,No Information,8.29%/1.35%/4.14%,"5.72%, 9.11%",1.7 month/1 day/15 days,10.4%,2.17%,8.23%,0.79,0.05,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",Weekly,No Exit Yet,No Price Target,2026-03-27 (Min),9.34%/27.32%,"23.94%, 1.3 month","2026-03-26 (Price: 82.37), 23.94% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/90.0666 (Backtested Max),2027-11-02 (Max)/2026-03-27 (Min)/2026-09-02 (Avg),47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,"82.61%, Past 10 years, 23",64.36,No Information,No Information,No Information,No Information,No Information,23.94% above/23.94% above/23.94% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
DELTADRIFT,"FRW.NZ, Long, 2026-03-26 (Price: 12.58)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),2.86%/3.9%,"0.0%, 0 days","2026-03-26 (Price: 12.58), 0.0% below",13.2342 (Historic Rise or Fall to Pivot)/13.0845 (Avg % Gain of Historic Winning trades)/13.16 (Function Specific Target)/14.94 (Horizontal)/14.9925 (F-Stack 1)/16.4712 (F-Stack 2)/13.07 (EMA 200)/13.2555 (Backtested Max)/12.9398 (Backtested Min),2026-05-17 (Max)/2026-03-27 (Min)/2026-04-08 (Avg),12.35/7.405/12.2806/9.9285/12.2169/11.28/No EMA 200 Stop Loss,"71.43%, Past 4 years, 7",12.41,No Information,No Information,No Information,No Information,No Information,No Information,5.37%/2.86%/4.01%,"13.71%, 14.11%",1.2 month/1 day/9 days,0.71%,4.01%,-3.3%,-0.04,0.19,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-10-05 (Price: 8.15)",Weekly,No Exit Yet,8.4284 (F-Stack 1),No Date Target,1.13%/2.42%,"3.2%, 5.7 months","2026-03-26 (Price: 8.411), 3.2% above",8.5062 (Historic Rise or Fall to Pivot)/8.6145 (Avg % Gain of Historic Winning trades)/9.53 (Function Specific Target)/9.7443 (F-Stack 2)/9.234 (Backtested Max),2026-10-13 (Max),4.83/2.942/6.3611/No stop loss/No F-Track Level/No F-Track Level/6.09,"80.0%, Past 10 years, 15",7.94,No Information,No Information,No Information,No Information,No Information,6.33% above/5.4% above/3.2% above,13.3%/1.25%/5.7%,"10.05%, 27.7%",8.6 months/28 days/2.8 months,4.39%,0.72%,3.67%,0.36,-0.05,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-02-25 (Price: 47.1645)",Daily,No Exit Yet,No Price Target,2026-03-24 (Avg),11.34%/12.53%,"-9.55%, 29 days","2026-03-26 (Price: 42.66), 9.55% below",47.4994 (Historic Rise or Fall to Pivot)/48.004 (Avg % Gain of Historic Winning trades)/56.29 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/49.6029 (Backtested Max),2026-05-18 (Max),44.9/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.75,"88.24%, Past 4 years, 17",46.83,No Information,No Information,No Information,No Information,No Information,7.13% below/9.55% below/9.55% below,5.17%/0.29%/1.78%,"10.32%, 33.2%",1.9 month/6 days/19 days,-4.35%,-2.2%,-2.15%,0.15,-0.21,91.84%/282/1.3 month (Across ALL Assets),80.16%/514/1.5 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-01-31 (Price: 150.45)",Monthly,No Exit Yet,126.1128 (Horizontal),No Date Target,-37.71%/-25.8%,"16.68%, 1.8 month","2026-03-26 (Price: 125.36), 16.68% below",78.09 (Function Specific Target)/93.0152 (F-Stack 2),2026-09-09 (Max)/2026-09-05 (Min)/2026-09-05 (Min),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/229.74,"87.5%, Past 20 years, 8",181.7,No Information,No Information,No Information,No Information,No Information,33.86% below/16.68% below/16.68% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/6 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-26 (Price: 125.36),No Price Target,No Date Target,-17.85%/-6.76%,"41.65%, 4.9 months","2026-03-26 (Price: 125.36), 41.65% below",102.98 (Function Specific Target)/116.89 (Horizontal),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/249.35,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,41.99% below/41.65% below/41.65% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/6 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-26 (Price: 125.36),No Price Target,No Date Target,-17.45%/-6.76%,"41.99%, 5.9 months","2026-03-26 (Price: 125.36), 41.99% below",103.48 (Function Specific Target)/116.89 (Horizontal),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/250.82,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,48.6% below/48.18% below/41.99% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/6 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
DELTADRIFT,"JPM, Short, 2025-10-31 (Price: 311.12)",Monthly,2026-03-26 (Price: 291.66),291.0839 (Avg % Gain of Historic Winning trades),No Date Target,-56.88%/-1.42%,"6.25%, 4.9 months","2026-03-26 (Price: 291.66), 6.25% below",125.7575 (Horizontal)/287.5071 (F-Stack 2),No Next Date Target,315.43/No Horizontal Resistance/328.9175/381.492/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 45 years, 5",313.97,No Information,No Information,No Information,No Information,No Information,No Information,7.59%/5.25%/6.44%,"20.94%, 8.48%",3 months/2 months/2.4 months,2.69%,4.88%,-2.19%,-0.03,0.32,40.0%/5/2.5 months (Across ALL Assets),25.0%/4/3.7 months (Across ALL Assets)
FRACTAL TRACK,"AMD, Short, 2026-03-18 (Price: 199.46)",Daily,2026-03-25 (Price: 220.27),No Price Target,No Date Target,-64.64%/-20.55%,"-2.16%, 8 days","2026-03-26 (Price: 203.77), 2.16% above",198.6622 (Historic Rise or Fall to Pivot)/190.8633 (Avg % Gain of Historic Winning trades)/161.89 (Function Specific Target)/72.05 (Horizontal)/187.3421 (F-Stack 1)/170.075 (F-Stack 2)/194.77 (EMA 200),2026-06-04 (Max)/2026-03-29 (Avg),204.83/267.02/273.8526/307.9609/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.0%, Past 5 years, 40",196.125,No Information,No Information,No Information,"88.6% (Price: 257.9836), 21.01% below, Upmove Break Below","2026-01-23 (Price: 256.25), 2026-03-03 (Price: 193.64)",No Information,8.59%/0.06%/4.31%,"24.21%, 11.06%",1.8 month/1 day/8 days,20.24%,5.1%,15.14%,0.39,0.6,42.86%/7/11 days (Across ALL Assets),42.86%/7/5 days (Across ALL Assets)
DELTADRIFT,"TD.TO, Short, 2025-11-30 (Price: 117.65)",Monthly,2026-02-28 (Price: 132.88),127.9914 (Backtested Max),No Date Target,-42.78%/-35.22%,"-9.36%, 3.9 months","2026-03-26 (Price: 128.66), 9.36% above",106.4144 (Historic Rise or Fall to Pivot)/111.8734 (Avg % Gain of Historic Winning trades)/109.14 (Function Specific Target)/73.6233 (Horizontal)/101.1064 (F-Stack 1)/83.3451 (F-Stack 2)/115.48 (EMA 200)/120.3442 (Backtested Min),No Next Date Target,No Recent Maxima/No Horizontal Resistance/128.6672/152.0396/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 54 years, 6",115.02,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/2.29%/4.91%,"0.0%, 10.3%",2 months/1 month/1.4 month,5.19%,4.88%,0.31%,1.28,0.43,40.0%/5/2.5 months (Across ALL Assets),25.0%/4/3.7 months (Across ALL Assets)
