Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2026-01-05,FRACTAL TRACK,0.0%,0%
2026-01-05,OSCILLATOR DELTA,0.0%,0%
2026-01-05,DELTADRIFT,0.0%,0%
2026-01-05,TRENDPULSE,1.26%,100.0%
2026-01-05,SIGMASHELL,0.0%,0%
2026-01-05,PULSEGAUGE,0.0%,0%
2026-01-05,BASELINEDIVERGENCE,0.0%,0%
2026-01-05,All Function Combined,1.26%,100.0%
