Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Today price,Realised/Unrealised Profit,Holding Period,Status,Backtested Win Rate [%]
FRACTAL TRACK,AIA.NZ,Long,Daily,2026-02-03,8.28,,,9.16,10.6280%,,Open,100.0
FRACTAL TRACK,TSM,Long,Daily,2026-02-02,341.36,,,374.58,9.7317%,,Open,95.0
TRENDPULSE,CEN.NZ,Long,Daily,2026-02-02,9.48,2026-02-12,9.78,9.78,3.1646%,10.0,Closed,88.89
OSCILLATOR DELTA,DOL.TO,Long,Daily,2026-02-02,187.0,2026-02-09,190.7,190.7,1.9786%,7.0,Closed,88.24
BAND MATRIX,CNR.TO,Long,Daily,2026-02-02,130.79,,,153.07,17.0349%,,Open,70.0
DELTADRIFT,CAD=X,Long,Daily,2026-02-02,1.3636,,,1.364,0.0293%,,Open,80.0
FRACTAL TRACK,ATD.TO,Long,Daily,2026-02-02,73.94,,,82.78,11.9556%,,Open,91.3
TRENDPULSE,BTI,Long,Weekly,2026-02-01,60.68,,,62.65,3.2465%,,Open,95.45
TRENDPULSE,GILD,Long,Weekly,2026-02-01,141.95,,,148.95,4.9313%,,Open,96.43
TRENDPULSE,NZDCAD=X,Long,Weekly,2026-02-01,0.8195,,,0.8174,-0.2563%,,Open,79.17
TRENDPULSE,ASML,Long,Weekly,2026-02-01,1423.0,,,1450.5601,1.9368%,,Open,92.86
TRENDPULSE,SJ.TO,Long,Weekly,2026-02-01,91.3,2026-02-23,94.6,94.6,3.6145%,22.0,Closed,83.33
DELTADRIFT,HDFCBANK.NS,Long,Weekly,2026-02-01,929.25,,,887.75,-4.4660%,,Open,100.0
TRENDPULSE,^BVSP,Long,Weekly,2026-02-01,181364.0,,,188786.9844,4.0929%,,Open,100.0
TRENDPULSE,PPH,Long,Monthly,2026-01-31,106.81,,,111.7,4.5782%,,Open,85.0
TRENDPULSE,ACWX,Long,Monthly,2026-01-31,70.78,,,74.45,5.1851%,,Open,90.0
TRENDPULSE,ASHR,Long,Monthly,2026-01-31,33.44,,,34.09,1.9438%,,Open,100.0
FRACTAL TRACK,DIS,Long,Monthly,2026-01-31,112.8,,,106.04,-5.9929%,,Open,80.0
TRENDPULSE,BNS.TO,Long,Monthly,2026-01-31,101.8,,,103.48,1.6503%,,Open,92.31
FRACTAL TRACK,NVO,Long,Monthly,2026-01-31,59.43,,,37.45,-36.9847%,,Open,100.0
FRACTAL TRACK,GBPUSD=X,Long,Monthly,2026-01-31,1.3806,,,1.3483,-2.3396%,,Open,83.33
TRENDPULSE,GS,Long,Monthly,2026-01-31,935.41,,,859.57,-8.1077%,,Open,100.0
TRENDPULSE,TSM,Long,Monthly,2026-01-31,330.56,,,374.58,13.3168%,,Open,100.0
TRENDPULSE,^DJI,Long,Monthly,2026-01-31,48892.4688,,,48977.9219,0.1748%,,Open,84.62
TRENDPULSE,^BVSP,Long,Monthly,2026-01-31,181364.0,,,188786.9844,4.0929%,,Open,88.89
FRACTAL TRACK,NZDCAD=X,Long,Monthly,2026-01-31,0.8195,,,0.8174,-0.2563%,,Open,76.92
TRENDPULSE,^BVSP,Long,Weekly,2026-01-30,183206.4375,,,188786.9844,3.0460%,,Open,100.0
DELTADRIFT,HDFCBANK.NS,Long,Weekly,2026-01-30,929.25,,,887.75,-4.4660%,,Open,100.0
FRACTAL TRACK,XLF,Long,Daily,2026-01-30,53.44,,,51.43,-3.7612%,,Open,93.75
FRACTAL TRACK,JPY=X,Long,Daily,2026-01-30,154.73,,,156.017,0.8318%,,Open,100.0
TRENDPULSE,GILD,Long,Weekly,2026-01-30,141.95,,,148.95,4.9313%,,Open,96.43
BAND MATRIX,ATD.TO,Long,Daily,2026-01-30,70.84,,,82.78,16.8549%,,Open,90.0
FRACTAL TRACK,NA.TO,Long,Daily,2026-01-30,162.25,2026-02-20,178.7,178.7,10.1387%,21.0,Closed,100.0
BAND MATRIX,XLV,Long,Daily,2026-01-30,154.74,,,160.2,3.5285%,,Open,100.0
FRACTAL TRACK,JPY=X,Long,Daily,2026-01-30,153.162,,,156.017,1.8640%,,Open,100.0
DELTADRIFT,CVS,Long,Daily,2026-01-30,74.52,2026-02-26,78.01,78.01,4.6833%,27.0,Closed,71.43
FRACTAL TRACK,CSCO,Long,Weekly,2026-01-30,78.32,,,79.46,1.4556%,,Open,95.0
FRACTAL TRACK,MAR,Long,Daily,2026-01-30,315.3,,,341.73,8.3825%,,Open,100.0
TRENDPULSE,NZDCAD=X,Long,Weekly,2026-01-30,0.8192,,,0.8174,-0.2197%,,Open,79.17
TRENDPULSE,BTI,Long,Daily,2026-01-30,60.68,2026-02-06,62.8,-1.0,3.4937%,7.0,Closed,100.0
BAND MATRIX,PLTR,Long,Daily,2026-01-30,146.59,,,137.19,-6.4124%,,Open,83.33
FRACTAL TRACK,JETS,Long,Daily,2026-01-30,27.95,,,28.45,1.7889%,,Open,100.0
TRENDPULSE,BTI,Long,Weekly,2026-01-30,60.68,,,62.65,3.2465%,,Open,95.45
TRENDPULSE,SJ.TO,Long,Weekly,2026-01-30,91.3,,,93.61,2.5301%,,Open,83.33
TRENDPULSE,PG,Long,Daily,2026-01-30,151.77,2026-02-06,159.17,-1.0,4.8758%,7.0,Closed,86.96
FRACTAL TRACK,RY.TO,Long,Daily,2026-01-30,226.72,,,228.07,0.5954%,,Open,100.0
TRENDPULSE,ASML,Long,Weekly,2026-01-30,1423.0,,,1450.5601,1.9368%,,Open,92.86
DELTADRIFT,RY.TO,Long,Daily,2026-01-29,227.52,2026-02-02,230.51,-1.0,1.3142%,4.0,Closed,72.73
DELTADRIFT,LYFT,Long,Daily,2026-01-29,17.75,2026-02-12,13.135,13.135,-26.0000%,14.0,Closed,72.73
FRACTAL TRACK,WMT,Long,Daily,2026-01-29,117.41,,,127.95,8.9771%,,Open,83.33
OSCILLATOR DELTA,BRK-B,Long,Daily,2026-01-29,476.79,2026-02-04,503.83,-1.0,5.6713%,6.0,Closed,89.47
BAND MATRIX,USDCHF=X,Long,Daily,2026-01-28,0.7632,,,0.769,0.7600%,,Open,71.43
OSCILLATOR DELTA,XLU,Long,Daily,2026-01-28,43.33,2026-02-19,46.11,46.11,6.4159%,22.0,Closed,80.0
TRENDPULSE,USO,Long,Daily,2026-01-28,76.62,2026-02-23,80.9,80.9,5.5860%,26.0,Closed,95.45
BAND MATRIX,DOL.TO,Long,Daily,2026-01-28,186.3,,,200.82,7.7939%,,Open,100.0
BAND MATRIX,USDCHF=X,Long,Daily,2026-01-28,0.768,,,0.769,0.1302%,,Open,71.43
TRENDPULSE,CSCO,Long,Daily,2026-01-27,78.225,2026-02-06,84.82,-1.0,8.4308%,10.0,Closed,88.24
TRENDPULSE,VGT,Long,Daily,2026-01-27,769.9,,,726.7,-5.6111%,,Open,100.0
TRENDPULSE,CSCO,Long,Daily,2026-01-27,78.68,,,79.46,0.9914%,,Open,88.24
TRENDPULSE,RHHBY,Long,Daily,2026-01-27,56.69,2026-02-09,57.11,-1.0,0.7409%,13.0,Closed,80.0
TRENDPULSE,EEM,Long,Daily,2026-01-27,60.34,2026-02-23,61.65,61.65,2.1710%,27.0,Closed,90.91
TRENDPULSE,MCD,Long,Daily,2026-01-27,314.13,2026-02-11,324.12,324.12,3.1802%,15.0,Closed,83.33
TRENDPULSE,USO,Long,Daily,2026-01-26,73.48,2026-01-30,79.52,-1.0,8.2199%,4.0,Closed,95.45
TRENDPULSE,ORCL,Long,Daily,2026-01-26,182.44,,,145.4,-20.3026%,,Open,100.0
TRENDPULSE,MSFT,Long,Daily,2026-01-26,470.28,,,392.74,-16.4880%,,Open,87.5
TRENDPULSE,META,Long,Daily,2026-01-26,672.36,,,648.18,-3.5963%,,Open,95.0
DELTADRIFT,SUM.NZ,Long,Daily,2026-01-26,11.92,2026-02-09,11.13,11.13,-6.6275%,14.0,Closed,71.43
DELTADRIFT,BRK-B,Long,Daily,2026-01-26,483.47,2026-02-04,503.83,-1.0,4.2112%,9.0,Closed,75.0
TRENDPULSE,CVS,Long,Daily,2026-01-26,83.87,,,79.9,-4.7335%,,Open,95.24
DELTADRIFT,IHI,Long,Daily,2026-01-26,60.74,2026-02-09,58.09,58.09,-4.3629%,14.0,Closed,85.0
TRENDPULSE,EEM,Long,Weekly,2026-01-25,59.07,,,62.58,5.9421%,,Open,96.15
TRENDPULSE,EFA,Long,Weekly,2026-01-25,99.97,2026-02-17,104.22,104.22,4.2513%,23.0,Closed,85.71
FRACTAL TRACK,BABA,Long,Weekly,2026-01-25,173.23,,,144.11,-16.8100%,,Open,100.0
TRENDPULSE,WPM,Long,Weekly,2026-01-25,146.16,,,163.65,11.9663%,,Open,84.62
FRACTAL TRACK,XLU,Long,Weekly,2026-01-25,42.56,,,47.73,12.1476%,,Open,100.0
BAND MATRIX,HDB,Long,Weekly,2026-01-25,32.06,,,31.85,-0.6550%,,Open,100.0
TRENDPULSE,WPM.TO,Long,Weekly,2026-01-25,200.26,,,222.27,10.9907%,,Open,86.67
DELTADRIFT,DOL.TO,Long,Daily,2026-01-23,192.22,2026-02-25,198.22,198.22,3.1214%,33.0,Closed,80.0
FRACTAL TRACK,^NSEI,Long,Daily,2026-01-23,25048.6504,,,25178.6504,0.5190%,,Open,100.0
FRACTAL TRACK,ORCL,Long,Daily,2026-01-23,177.16,,,145.4,-17.9273%,,Open,100.0
FRACTAL TRACK,WIPRO.NS,Long,Daily,2026-01-23,238.4,,,200.96,-15.7047%,,Open,92.31
FRACTAL TRACK,NIFTY_MIDCAP_100.NS,Long,Daily,2026-01-23,57145.6484,,,59115.6016,3.4472%,,Open,92.86
TRENDPULSE,ENZL,Long,Daily,2026-01-23,46.62,2026-01-29,47.234,-1.0,1.3170%,6.0,Closed,87.5
FRACTAL TRACK,^NZ50,Long,Daily,2026-01-23,13448.2402,,,13722.9697,2.0429%,,Open,100.0
TRENDPULSE,MEL.NZ,Long,Daily,2026-01-23,5.7,,,5.66,-0.7018%,,Open,93.94
FRACTAL TRACK,MSE.PA,Long,Daily,2026-01-23,66.36,,,68.57,3.3303%,,Open,100.0
TRENDPULSE,DBC,Long,Daily,2026-01-23,24.18,2026-01-29,25.3,-1.0,4.6319%,6.0,Closed,75.0
DELTADRIFT,KXS.TO,Long,Daily,2026-01-23,149.09,2026-02-02,133.66,-1.0,-10.3495%,10.0,Closed,71.43
TRENDPULSE,GILD,Long,Daily,2026-01-23,135.93,2026-01-30,141.95,-1.0,4.4288%,7.0,Closed,96.0
FRACTAL TRACK,PLTR,Long,Daily,2026-01-23,169.6,,,137.19,-19.1097%,,Open,100.0
TRENDPULSE,XLE,Long,Daily,2026-01-22,48.91,2026-01-28,50.05,-1.0,2.3308%,6.0,Closed,95.83
DELTADRIFT,NIFTY_MIDCAP_100.NS,Long,Daily,2026-01-22,58191.3008,2026-02-03,59307.1016,-1.0,1.9175%,12.0,Closed,92.86
FRACTAL TRACK,LYFT,Long,Daily,2026-01-22,18.2,,,13.84,-23.9560%,,Open,92.31
FRACTAL TRACK,EFN.TO,Long,Daily,2026-01-22,34.76,,,32.49,-6.5305%,,Open,85.0
FRACTAL TRACK,ABNB,Long,Daily,2026-01-22,133.8,2026-02-06,122.18,-1.0,-8.6846%,15.0,Closed,100.0
FRACTAL TRACK,^GSPC,Long,Daily,2026-01-22,6913.3501,,,6878.8799,-0.4986%,,Open,100.0
FRACTAL TRACK,ATM.NZ,Long,Daily,2026-01-22,9.94,2026-02-17,11.19,11.19,12.5755%,26.0,Closed,92.31
DELTADRIFT,ATM.NZ,Long,Daily,2026-01-22,9.94,2026-02-16,10.5,10.5,5.6338%,25.0,Closed,75.0
FRACTAL TRACK,TSLA,Long,Daily,2026-01-22,449.36,,,402.51,-10.4259%,,Open,100.0
TRENDPULSE,^BVSP,Long,Daily,2026-01-22,175589.0,2026-01-28,184691.0469,-1.0,5.1837%,6.0,Closed,95.45
FRACTAL TRACK,MCD,Long,Daily,2026-01-22,306.03,2026-02-27,341.06,341.06,11.4466%,36.0,Closed,93.75
FRACTAL TRACK,CNR.TO,Long,Daily,2026-01-22,137.9,2026-02-06,138.55,-1.0,0.4714%,15.0,Closed,100.0
TRENDPULSE,DIS,Long,Daily,2026-01-22,113.21,,,106.04,-6.3334%,,Open,80.0
FRACTAL TRACK,XLV,Long,Daily,2026-01-22,158.29,,,160.2,1.2066%,,Open,100.0
DELTADRIFT,NA.TO,Long,Daily,2026-01-22,165.94,2026-02-06,168.45,-1.0,1.5126%,15.0,Closed,91.67
DELTADRIFT,^NSEI,Long,Daily,2026-01-22,25289.9004,2026-02-03,25727.5508,-1.0,1.7305%,12.0,Closed,90.91
TRENDPULSE,AMD,Long,Daily,2026-01-22,253.73,,,200.21,-21.0933%,,Open,90.48
DELTADRIFT,INDA,Long,Daily,2026-01-22,51.8,2026-02-02,53.28,-1.0,2.8571%,11.0,Closed,78.57
DELTADRIFT,HOOD,Long,Daily,2026-01-22,106.25,2026-02-04,80.62,-1.0,-24.1224%,13.0,Closed,75.0
FRACTAL TRACK,IHI,Long,Daily,2026-01-16,61.83,,,60.2,-2.6363%,,Open,93.75
TRENDPULSE,GS,Long,Weekly,2026-01-16,962.0,,,859.57,-10.6476%,,Open,100.0
TRENDPULSE,ASML,Long,Weekly,2026-01-16,1358.5699,,,1450.5601,6.7711%,,Open,92.86
FRACTAL TRACK,BN.TO,Long,Daily,2026-01-16,65.91,,,59.82,-9.2399%,,Open,95.65
FRACTAL TRACK,JPM,Long,Daily,2026-01-16,312.47,,,300.3,-3.8948%,,Open,100.0
TRENDPULSE,CNR.TO,Long,Daily,2026-01-16,139.28,2026-02-13,146.42,146.42,5.1264%,28.0,Closed,88.0
DELTADRIFT,RELIANCE.NS,Long,Daily,2026-01-16,1457.9,,,1393.9,-4.3899%,,Open,72.73
FRACTAL TRACK,KWEB,Long,Weekly,2026-01-16,35.71,,,31.06,-13.0216%,,Open,100.0
TRENDPULSE,XIU.TO,Long,Weekly,2026-01-16,48.64,,,49.71,2.1998%,,Open,93.75
DELTADRIFT,HDFCBANK.NS,Long,Daily,2026-01-16,931.1,,,887.75,-4.6558%,,Open,88.89
FRACTAL TRACK,BAC,Long,Daily,2026-01-16,52.97,,,49.83,-5.9279%,,Open,100.0
FRACTAL TRACK,EFN.TO,Long,Daily,2026-01-16,34.48,,,32.49,-5.7715%,,Open,85.0
TRENDPULSE,MTY.TO,Long,Weekly,2026-01-16,40.33,,,41.4,2.6531%,,Open,73.91
TRENDPULSE,MSE.PA,Long,Weekly,2026-01-16,67.23,,,68.57,1.9932%,,Open,100.0
TRENDPULSE,MSE.PA,Long,Daily,2026-01-15,67.41,,,68.57,1.7208%,,Open,100.0
OSCILLATOR DELTA,EFN.TO,Long,Daily,2026-01-15,35.11,,,32.49,-7.4623%,,Open,70.59
TRENDPULSE,IHI,Long,Daily,2026-01-15,62.42,,,60.2,-3.5566%,,Open,72.22
TRENDPULSE,WPM,Long,Daily,2026-01-15,135.5,,,163.65,20.7749%,,Open,96.3
FRACTAL TRACK,INFY,Long,Daily,2026-01-15,18.82,,,14.44,-23.2731%,,Open,92.86
TRENDPULSE,^BVSP,Long,Daily,2026-01-15,165568.0,2026-01-26,178721.0,-1.0,7.9442%,11.0,Closed,95.45
FRACTAL TRACK,BPCL.NS,Long,Daily,2026-01-14,356.9,,,385.4,7.9854%,,Open,86.67
TRENDPULSE,WPM.TO,Long,Daily,2026-01-14,184.93,,,222.27,20.1914%,,Open,78.95
TRENDPULSE,ETH-USD,Long,Daily,2026-01-14,3354.7227,,,1921.1412,-42.7332%,,Open,92.86
TRENDPULSE,MEL.NZ,Long,Daily,2026-01-14,5.63,2026-02-12,5.79,5.79,2.8419%,29.0,Closed,93.94
TRENDPULSE,^VIX,Long,Daily,2026-01-14,16.75,2026-02-09,17.36,-1.0,3.6418%,26.0,Closed,72.73
FRACTAL TRACK,CSCO,Long,Daily,2026-01-14,74.41,2026-02-05,82.36,-1.0,10.6840%,22.0,Closed,100.0
DELTADRIFT,HDB,Long,Daily,2026-01-13,33.2,,,31.85,-4.0663%,,Open,100.0
TRENDPULSE,BABA,Long,Daily,2026-01-13,167.01,2026-01-27,174.88,-1.0,4.7123%,14.0,Closed,73.33
TRENDPULSE,XLU,Long,Daily,2026-01-13,42.85,2026-02-09,43.48,-1.0,1.4702%,27.0,Closed,88.46
FRACTAL TRACK,AAPL,Long,Daily,2026-01-12,260.25,,,264.18,1.5101%,,Open,100.0
TRENDPULSE,BN.TO,Long,Daily,2026-01-12,66.47,,,59.82,-10.0045%,,Open,96.55
TRENDPULSE,BTI,Long,Daily,2026-01-12,55.68,,,62.65,12.5180%,,Open,100.0
TRENDPULSE,^NDX,Long,Daily,2026-01-12,25787.6641,,,24960.0352,-3.2094%,,Open,95.83
TRENDPULSE,AIA.NZ,Long,Daily,2026-01-12,8.6,2026-02-26,9.11,9.11,5.9302%,45.0,Closed,76.32
TRENDPULSE,EFA,Long,Daily,2026-01-12,99.41,2026-01-29,101.69,-1.0,2.2935%,17.0,Closed,90.0
TRENDPULSE,ORCL,Long,Daily,2026-01-12,204.68,,,145.4,-28.9623%,,Open,100.0
TRENDPULSE,ASML,Long,Daily,2026-01-12,1281.23,,,1450.5601,13.2162%,,Open,85.71
TRENDPULSE,VGT,Long,Daily,2026-01-12,765.51,,,726.7,-5.0698%,,Open,100.0
FRACTAL TRACK,DOL.TO,Long,Daily,2026-01-12,202.08,2026-01-27,189.88,-1.0,-6.0372%,15.0,Closed,85.19
DELTADRIFT,CSCO,Long,Daily,2026-01-12,74.01,2026-01-13,75.47,-1.0,1.9727%,1.0,Closed,90.91
TRENDPULSE,TSM,Long,Daily,2026-01-12,331.77,2026-02-11,374.09,374.09,12.7558%,30.0,Closed,100.0
TRENDPULSE,WMT,Long,Daily,2026-01-12,117.97,2026-02-11,129.04,129.04,9.3837%,30.0,Closed,100.0
TRENDPULSE,MSE.PA,Long,Daily,2026-01-12,67.13,2026-02-23,68.31,68.31,1.7578%,42.0,Closed,100.0
DELTADRIFT,AAPL,Long,Daily,2026-01-12,260.25,,,264.18,1.5101%,,Open,100.0
TRENDPULSE,^NDX,Long,Daily,2026-01-12,25787.6602,,,24960.0352,-3.2094%,,Open,95.83
TRENDPULSE,JNK,Long,Weekly,2026-01-11,97.69,,,97.25,-0.4504%,,Open,100.0
TRENDPULSE,MTY.TO,Long,Weekly,2026-01-11,40.19,2026-02-17,42.75,42.75,6.3697%,37.0,Closed,73.91
TRENDPULSE,AIA.NZ,Long,Weekly,2026-01-11,8.54,,,9.16,7.2600%,,Open,100.0
FRACTAL TRACK,IEI,Long,Weekly,2026-01-11,119.33,,,120.72,1.1648%,,Open,88.24
TRENDPULSE,SJ.TO,Long,Weekly,2026-01-11,88.81,2026-02-23,94.6,94.6,6.5195%,43.0,Closed,83.33
TRENDPULSE,SJ.TO,Long,Weekly,2026-01-09,88.81,,,93.61,5.4048%,,Open,83.33
TRENDPULSE,MTY.TO,Long,Weekly,2026-01-09,40.19,,,41.4,3.0107%,,Open,73.91
TRENDPULSE,BRK-B,Long,Daily,2026-01-09,499.1,,,504.95,1.1721%,,Open,100.0
TRENDPULSE,DIS,Long,Daily,2026-01-09,115.88,,,106.04,-8.4915%,,Open,80.0
FRACTAL TRACK,EFN.TO,Long,Daily,2026-01-09,35.19,,,32.49,-7.6726%,,Open,85.0
TRENDPULSE,JNK,Long,Weekly,2026-01-09,97.69,,,97.25,-0.4504%,,Open,100.0
TRENDPULSE,XIU.TO,Long,Daily,2026-01-09,48.22,2026-02-23,49.41,49.41,2.4679%,45.0,Closed,100.0
OSCILLATOR DELTA,CNQ.TO,Long,Daily,2026-01-09,44.62,2026-02-02,49.91,-1.0,11.8557%,24.0,Closed,83.33
FRACTAL TRACK,IEI,Long,Weekly,2026-01-09,119.33,,,120.72,1.1648%,,Open,88.24
TRENDPULSE,AIA.NZ,Long,Weekly,2026-01-09,8.54,,,9.16,7.2600%,,Open,100.0
FRACTAL TRACK,ATD.TO,Long,Daily,2026-01-08,75.49,,,82.78,9.6569%,,Open,91.3
TRENDPULSE,ATD.TO,Long,Daily,2026-01-08,75.49,2026-02-09,79.47,-1.0,5.2722%,32.0,Closed,100.0
FRACTAL TRACK,INFY,Long,Daily,2026-01-07,18.23,,,14.44,-20.7899%,,Open,92.86
OSCILLATOR DELTA,TRI.TO,Long,Daily,2026-01-07,177.22,,,131.33,-25.8944%,,Open,78.57
TRENDPULSE,MA,Long,Daily,2026-01-07,579.92,,,517.21,-10.8136%,,Open,96.15
TRENDPULSE,AMZN,Long,Daily,2026-01-07,241.56,,,210.0,-13.0651%,,Open,100.0
TRENDPULSE,MTY.TO,Long,Daily,2026-01-07,40.04,2026-01-26,42.91,-1.0,7.1678%,19.0,Closed,96.0
TRENDPULSE,SUM.NZ,Long,Daily,2026-01-06,12.41,,,10.66,-14.1015%,,Open,94.44
TRENDPULSE,NU,Long,Daily,2026-01-06,17.86,,,14.98,-16.1254%,,Open,100.0
TRENDPULSE,XIU.TO,Long,Daily,2026-01-06,47.91,2026-01-14,48.53,-1.0,1.2941%,8.0,Closed,100.0
TRENDPULSE,XLY,Long,Daily,2026-01-06,121.07,2026-01-14,122.25,-1.0,0.9746%,8.0,Closed,94.12
TRENDPULSE,IFT.NZ,Long,Daily,2026-01-06,11.73,,,11.22,-4.3478%,,Open,96.0
TRENDPULSE,ABNB,Long,Daily,2026-01-06,138.02,,,135.11,-2.1084%,,Open,88.89
FRACTAL TRACK,IWM,Long,Daily,2026-01-06,256.08,,,261.41,2.0814%,,Open,100.0
TRENDPULSE,ASML,Long,Daily,2026-01-06,1242.1899,2026-01-15,1331.6,-1.0,7.1978%,9.0,Closed,85.71
FRACTAL TRACK,ABNB,Long,Daily,2026-01-06,138.02,,,135.11,-2.1084%,,Open,100.0
FRACTAL TRACK,XLY,Long,Daily,2026-01-06,121.07,,,116.86,-3.4773%,,Open,93.75
TRENDPULSE,SBUX,Long,Daily,2026-01-06,89.46,2026-01-16,92.99,-1.0,3.9459%,10.0,Closed,91.67
TRENDPULSE,ETH-USD,Long,Daily,2026-01-06,3275.3845,,,1921.1412,-41.3461%,,Open,92.86
TRENDPULSE,BAC,Long,Daily,2026-01-05,56.89,,,49.83,-12.4099%,,Open,92.86
TRENDPULSE,TCEHY,Long,Daily,2026-01-05,81.11,,,65.6,-19.1222%,,Open,87.5
FRACTAL TRACK,UBER,Long,Weekly,2026-01-04,82.86,,,75.42,-8.9790%,,Open,100.0
FRACTAL TRACK,AMZN,Long,Weekly,2026-01-04,226.5,,,210.0,-7.2848%,,Open,93.75
FRACTAL TRACK,BIPC.TO,Long,Weekly,2026-01-04,62.15,,,68.02,9.4449%,,Open,100.0
DELTADRIFT,NFLX,Long,Weekly,2026-01-04,90.99,,,96.24,5.7699%,,Open,75.0
FRACTAL TRACK,FRW.NZ,Long,Weekly,2026-01-04,14.45,,,14.35,-0.6920%,,Open,100.0
FRACTAL TRACK,ORCL,Long,Weekly,2026-01-04,195.71,,,145.4,-25.7064%,,Open,86.21
FRACTAL TRACK,FXI,Long,Weekly,2026-01-04,39.82,,,37.28,-6.3787%,,Open,93.75
TRENDPULSE,NVO,Long,Weekly,2026-01-04,52.39,2026-01-27,62.715,-1.0,19.7080%,23.0,Closed,85.71
FRACTAL TRACK,FXI,Long,Weekly,2026-01-02,39.82,,,37.28,-6.3787%,,Open,93.75
FRACTAL TRACK,BIPC.TO,Long,Weekly,2026-01-02,62.15,,,68.02,9.4449%,,Open,100.0
OSCILLATOR DELTA,IBIT,Long,Daily,2026-01-02,50.94,2026-01-14,55.44,-1.0,8.8339%,12.0,Closed,83.33
FRACTAL TRACK,ORCL,Long,Weekly,2026-01-02,195.71,,,145.4,-25.7064%,,Open,86.21
DELTADRIFT,NFLX,Long,Weekly,2026-01-02,90.99,,,96.24,5.7699%,,Open,75.0
TRENDPULSE,MSE.PA,Long,Daily,2026-01-02,65.3,2026-01-08,65.84,-1.0,0.8270%,6.0,Closed,100.0
FRACTAL TRACK,UBER,Long,Weekly,2026-01-02,82.86,,,75.42,-8.9790%,,Open,100.0
FRACTAL TRACK,FRW.NZ,Long,Weekly,2026-01-02,14.45,,,14.35,-0.6920%,,Open,100.0
SIGMASHELL,NFLX,Long,Daily,2026-01-02,90.99,,,96.24,5.7699%,,Open,100.0
FRACTAL TRACK,AMZN,Long,Weekly,2026-01-02,226.5,,,210.0,-7.2848%,,Open,93.75
TRENDPULSE,NVO,Long,Weekly,2026-01-02,52.39,,,37.45,-28.5169%,,Open,85.71
TRENDPULSE,FBU.NZ,Long,Monthly,2025-12-31,3.68,,,3.51,-4.6196%,,Open,100.0
FRACTAL TRACK,SUM.NZ,Long,Quarterly,2025-12-31,12.29,,,10.66,-13.2628%,,Open,100.0
TRENDPULSE,MFT.NZ,Long,Monthly,2025-12-31,68.62,,,64.35,-6.2227%,,Open,92.86
FRACTAL TRACK,AAPL,Long,Quarterly,2025-12-31,271.86,,,264.18,-2.8250%,,Open,100.0
TRENDPULSE,JPY=X,Long,Monthly,2025-12-31,156.413,,,156.017,-0.2532%,,Open,73.33
TRENDPULSE,HDB,Long,Daily,2025-12-31,36.54,,,31.85,-12.8352%,,Open,85.71
TRENDPULSE,JPY=X,Long,Monthly,2025-12-31,156.013,,,156.017,0.0026%,,Open,73.33
FRACTAL TRACK,HDB,Long,Monthly,2025-12-31,36.54,,,31.85,-12.8352%,,Open,88.89
TRENDPULSE,EFA,Long,Monthly,2025-12-31,96.03,,,105.38,9.7365%,,Open,80.0
TRENDPULSE,BAC,Long,Monthly,2025-12-31,55.0,,,49.83,-9.4000%,,Open,76.92
FRACTAL TRACK,TCS.NS,Long,Monthly,2025-12-31,3206.2,,,2637.3999,-17.7406%,,Open,87.5
TRENDPULSE,BDGI.TO,Long,Quarterly,2025-12-31,73.13,,,73.11,-0.0273%,,Open,100.0
TRENDPULSE,MAR,Long,Monthly,2025-12-31,310.24,,,341.73,10.1502%,,Open,100.0
FRACTAL TRACK,FPH.NZ,Long,Monthly,2025-12-31,37.75,,,40.9,8.3444%,,Open,85.71
TRENDPULSE,SOXX,Long,Quarterly,2025-12-31,301.15,,,352.29,16.9816%,,Open,100.0
DELTADRIFT,KWEB,Long,Daily,2025-12-30,34.39,2026-01-02,35.63,-1.0,3.6057%,3.0,Closed,75.0
TRENDPULSE,ATM.NZ,Long,Daily,2025-12-30,10.75,2026-02-23,11.13,11.13,3.5349%,55.0,Closed,88.89
TRENDPULSE,EEM,Long,Daily,2025-12-30,54.88,2026-01-07,56.85,-1.0,3.5897%,8.0,Closed,90.91
TRENDPULSE,SBUX,Long,Daily,2025-12-29,85.57,2026-01-09,88.88,-1.0,3.8682%,11.0,Closed,91.67
TRENDPULSE,NFLX,Long,Daily,2025-12-29,94.15,,,96.24,2.2199%,,Open,88.24
FRACTAL TRACK,WMT,Long,Daily,2025-12-29,112.53,,,127.95,13.7030%,,Open,83.33
TRENDPULSE,MFT.NZ,Long,Weekly,2025-12-28,69.01,,,64.35,-6.7526%,,Open,90.91
FRACTAL TRACK,ATM.NZ,Long,Weekly,2025-12-28,10.52,,,11.55,9.7909%,,Open,100.0
TRENDPULSE,GS,Long,Weekly,2025-12-28,907.04,2026-01-27,923.68,-1.0,1.8345%,30.0,Closed,100.0
TRENDPULSE,TD.TO,Long,Weekly,2025-12-28,129.16,,,132.88,2.8801%,,Open,90.0
FRACTAL TRACK,GNE.NZ,Long,Weekly,2025-12-28,2.4,,,2.29,-4.5833%,,Open,77.78
FRACTAL TRACK,TRI.TO,Long,Weekly,2025-12-28,181.76,,,131.33,-27.7454%,,Open,91.67
TRENDPULSE,MAR,Long,Weekly,2025-12-28,315.58,,,341.73,8.2863%,,Open,81.48
