Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-01-04 (Price: 188.85)",Weekly,2026-03-13 (Price: 180.25),No Price Target,No Date Target,31.62%/33.09%,"-4.55%, 2.3 months","2026-03-13 (Price: 180.25), 4.55% below",237.2523 (Historic Rise or Fall to Pivot)/265.051 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/520.905 (Backtested Max),2027-01-25 (Max)/2026-04-05 (Min)/2026-06-26 (Avg),175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/177.4,"83.7%, Past 10 years, 92",187.71,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,75.78%,46.22%,29.56%,0.69,1.86,60.0%/25/3.6 months (Across ALL Assets),66.08%/566/3.3 months (Across ALL Assets)
TRENDPULSE,"MSFT, Long, 2026-01-26 (Price: 470.28)",Daily,No Exit Yet,No Price Target,2026-03-14 (Avg),22.27%/22.5%,"-15.89%, 1.5 month","2026-03-13 (Price: 395.55), 15.89% below",483.636 (Historic Rise or Fall to Pivot)/485.1879 (Avg % Gain of Historic Winning trades)/520.34 (Function Specific Target)/554.585 (Horizontal)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/484.55 (EMA 200)/520.0356 (Backtested Max),2026-07-14 (Max)/2026-03-14 (Avg),444.11/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Support,"96.88%, Past 4 years, 32",465.31,No Information,No Information,No Information,No Information,No Information,15.89% below/15.89% below/15.89% below,10.58%/1.84%/3.17%,"2.87%, 26.99%",3.9 months/6 days/1.1 month,11.8%,9.31%,2.49%,1.44,0.48,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-13 (Price: 207.67),No Price Target,No Date Target,17.72%/25.96%,"-5.34%, 1.2 year","2026-03-13 (Price: 207.67), 5.34% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,0.11% below/5.34% below/5.34% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,91.46%/82/11.7 months (Across ALL Assets),64.57%/127/9.5 months (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2026-02-08 (Price: 661.46)",Weekly,No Exit Yet,No Price Target,2026-03-10 (Min),12.7%/24.21%,"-7.22%, 1.1 month","2026-03-13 (Price: 613.71), 7.22% below",822.4594 (Historic Rise or Fall to Pivot)/775.4296 (Avg % Gain of Historic Winning trades)/1125.61 (Function Specific Target)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/691.65 (EMA 200)/797.4562 (Backtested Max)/762.2665 (Backtested Min),2029-02-07 (Max)/2027-03-06 (Avg),620.25/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 13 years, 6",714.6,No Information,No Information,No Information,"23.66% (Price: 613.221), 0.08% above, Upmove Bounce Back","2013-06-09 (Price: 22.67), 2025-08-17 (Price: 796.25)",No Information,20.56%/15.24%/17.23%,"0%, 73.01%",2.1 years/21 days/9 months,19.03%,15.86%,3.17%,8.93,0.74,95.45%/66/1.4 year (Across ALL Assets),54.36%/149/7.4 months (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-01-09 (Price: 499.1)",Daily,No Exit Yet,No Price Target,2026-03-15 (Max),3.99%/4.54%,"-1.82%, 2.1 months","2026-03-13 (Price: 490.03), 1.82% below",526.85 (Historic Rise or Fall to Pivot)/513.3743 (Avg % Gain of Historic Winning trades)/509.57 (Function Specific Target)/512.255 (Horizontal)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/524.1548 (Backtested Max),2026-03-15 (Max),496.12/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/497.22,"100.0%, Past 4 years, 20",498.94,No Information,No Information,No Information,No Information,No Information,1.82% below/1.82% below/1.82% below,5.02%/0.7%/2.86%,"-0.0%, 7.4%",1.5 month/6 days/12 days,13.57%,9.62%,3.95%,1.78,0.57,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
DELTADRIFT,"JPM, Long, 2026-03-11 (Price: 287.52)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),4.58%/6.1%,"-1.42%, 2 days","2026-03-13 (Price: 283.44), 1.42% below",318.2846 (Historic Rise or Fall to Pivot)/300.8609 (Avg % Gain of Historic Winning trades)/309.57 (Function Specific Target)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/300.73 (EMA 200)/310.6941 (Backtested Max)/296.4331 (Backtested Min),2026-06-01 (Max)/2026-04-04 (Avg),286.94/125.7575/287.5071/275.691/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.71%, Past 4 years, 7",288.81,No Information,No Information,No Information,No Information,No Information,No Information,8.06%/3.1%/4.64%,"8.8%, 11.57%",1.9 month/1 day/17 days,8.25%,11.75%,-3.5%,0.5,0.67,80.99%/142/14 days (Across ALL Assets),73.69%/517/15 days (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2026-03-02 (Price: 97.09)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),5.3%/9.15%,"-1.83%, 11 days","2026-03-13 (Price: 95.31), 1.83% below",100.3619 (Avg % Gain of Historic Winning trades)/113.66 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.06 (EMA 200)/104.0319 (Backtested Max),2026-06-22 (Max)/2026-04-23 (Avg),75.86/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"94.44%, Past 4 years, 18",95.26,No Information,No Information,No Information,No Information,No Information,0.97% below/1.83% below/1.83% below,7.15%/0.45%/3.37%,"0.57%, 20.2%",2.6 months/7 days/1.2 month,15.4%,9.17%,6.23%,1.08,0.47,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-10 (Price: 3325.3901)",Daily,No Exit Yet,No Price Target,2026-03-11 (Max),59.59%/68.71%,"-36.71%, 3.1 months","2026-03-13 (Price: 2104.7856), 36.71% below",3980.1594 (Historic Rise or Fall to Pivot)/3814.555 (Avg % Gain of Historic Winning trades)/4183.29 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5298.9816 (F-Stack 2)/3550.99 (EMA 200)/4647.5652 (Backtested Max)/3358.9765 (Backtested Min),No Next Date Target,2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,"95.56%, Past 4 years, 45",3321.2041,No Information,No Information,No Information,No Information,No Information,36.62% below/36.71% below/36.71% below,39.76%/1.01%/14.71%,"7.43%, 42.86%",2.1 months/5 days/19 days,53.14%,26.27%,26.87%,0.96,0.81,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2026-02-22 (Price: 1419.4)",Weekly,No Exit Yet,No Price Target,2026-03-14 (Min),4.97%/7.66%,"-2.73%, 19 days","2026-03-13 (Price: 1380.7), 2.73% below",1524.0098 (Historic Rise or Fall to Pivot)/1647.6395 (Avg % Gain of Historic Winning trades)/2146.29 (Function Specific Target)/1610.3 (Horizontal)/1879.7264 (F-Stack 1)/2065.5547 (F-Stack 2)/1449.32 (EMA 200)/1734.081 (Backtested Max)/1486.3957 (Backtested Min),2029-11-08 (Max)/2026-03-14 (Min)/2026-11-27 (Avg),1386.1/1006.0696/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.48%, Past 20 years, 21",1420.1,No Information,No Information,No Information,"23.66% (Price: 1325.1633), 4.19% above, Upmove Bounce Back","2020-03-29 (Price: 400.3177), 2026-01-11 (Price: 1611.8)",No Information,22.17%/4.72%/16.08%,"1.69%, 20.86%",2.6 years/14 days/6.4 months,15.84%,11.94%,3.9%,1.68,0.6,95.45%/66/1.4 year (Across ALL Assets),54.36%/149/7.4 months (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2026-01-31 (Price: 112.8)",Monthly,No Exit Yet,No Price Target,2026-03-15 (Min),21.51%/30.24%,"-11.98%, 1.4 month","2026-03-13 (Price: 99.29), 11.98% below",129.3139 (Historic Rise or Fall to Pivot)/138.7666 (Avg % Gain of Historic Winning trades)/139.55 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/147.283 (Backtested Max)/120.6509 (Backtested Min),2032-01-30 (Max)/2026-03-15 (Min)/2027-05-28 (Avg),90.95/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/112.79,"80.0%, Past 64 years, 20",113.44,No Information,No Information,No Information,"50% (Price: 102.395), 3.03% below, Upmove Bounce Back","2025-04-30 (Price: 80.1), 2025-06-30 (Price: 124.69)",No Information,30.57%/6.96%/23.02%,"18.11%, 60.42%",4.2 years/1 month/11.1 months,7.35%,7.97%,-0.62%,0.97,0.4,90.48%/42/1.6 year (Across ALL Assets),64.52%/62/9.8 months (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-02-25 (Price: 2629.3)",Daily,2026-03-13 (Price: 2410.5),No Price Target,2026-03-11 (Avg),10.96%/12.65%,"-8.32%, 16 days","2026-03-13 (Price: 2410.5), 8.32% below",2805.989 (Historic Rise or Fall to Pivot)/2715.541 (Avg % Gain of Historic Winning trades)/2760.77 (Function Specific Target)/4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3109.96 (EMA 200)/2778.6442 (Backtested Max)/2674.7869 (Backtested Min),2026-03-27 (Max),2573.7/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.67%, Past 4 years, 15",2596.0,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,12.04%,-0.2%,12.24%,0.76,-0.13,80.99%/142/14 days (Across ALL Assets),73.69%/517/15 days (Across ALL Assets)
OSCILLATOR DELTA,"IBIT, Long, 2026-02-06 (Price: 39.68)",Daily,2026-03-12 (Price: 39.95),No Price Target,No Date Target,2.37%/3.2%,"1.74%, 1.2 month","2026-03-13 (Price: 40.37), 1.74% above",41.3267 (Historic Rise or Fall to Pivot)/42.8306 (Avg % Gain of Historic Winning trades)/41.66 (Function Specific Target)/70.855 (Horizontal)/88.2877 (F-Stack 1)/109.8161 (F-Stack 2)/56.75 (EMA 200)/42.9258 (Backtested Max)/42.7274 (Backtested Min),2026-04-03 (Max)/2026-03-20 (Avg),No Recent Minima/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",38.05,No Information,No Information,No Information,No Information,No Information,No Information,8.18%/7.68%/7.94%,"13.32%, 14.42%",1.3 month/15 days/29 days,22.32%,27.39%,-5.07%,0.37,1.11,97.67%/43/29 days (Across ALL Assets),80.68%/409/26 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-22 (Price: 58.0)",Weekly,No Exit Yet,65.8353 (F-Stack 1),No Date Target,3.22%/3.87%,"14.67%, 19 days","2026-03-13 (Price: 66.51), 14.67% above",83.76 (Function Specific Target)/68.6522 (F-Stack 2)/69.0838 (Backtested Max),2026-07-24 (Max)/2026-04-03 (Min)/2026-05-11 (Avg),43.99/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/45.08,"86.36%, Past 10 years, 22",55.48,No Information,No Information,No Information,No Information,No Information,24.55% above/16.5% above/14.67% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,89.4%/151/4.7 months (Across ALL Assets),75.28%/267/3.6 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2026-03-06 (Price: 151.44)",Daily,No Exit Yet,No Price Target,2026-03-14 (Min),15.19%/18.84%,"-12.67%, 7 days","2026-03-13 (Price: 132.25), 12.67% below",159.1029 (Historic Rise or Fall to Pivot)/157.1644 (Avg % Gain of Historic Winning trades)/240.12 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/368.7715 (F-Stack 2)/214.26 (EMA 200)/162.8586 (Backtested Max)/152.3335 (Backtested Min),2026-11-04 (Max)/2026-03-14 (Min)/2026-05-14 (Avg),110.84/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 23",147.39,No Information,No Information,No Information,No Information,No Information,7.47% below/12.67% below/12.67% below,7.54%/0.59%/3.78%,"-0.0%, 12.09%",5.6 months/6 days/1.6 month,13.47%,0.63%,12.84%,1.42,-0.04,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
DELTADRIFT,"DIA, Long, 2026-03-10 (Price: 477.7)",Daily,No Exit Yet,No Price Target,2026-03-11 (Min),3.61%/4.6%,"-2.36%, 3 days","2026-03-13 (Price: 466.41), 2.36% below",510.5658 (Historic Rise or Fall to Pivot)/487.875 (Avg % Gain of Historic Winning trades)/499.22 (Function Specific Target)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/492.2698 (Backtested Max)/483.2413 (Backtested Min),2026-04-26 (Max)/2026-03-24 (Avg),475.23/326.1/359.6128/249.2814/No F-Track Level/No F-Track Level/464.82,"86.67%, Past 4 years, 15",477.74,No Information,No Information,No Information,No Information,No Information,No Information,3.05%/1.16%/2.13%,"6.08%, 6.08%",1.1 month/1 day/10 days,8.1%,6.92%,1.18%,0.39,0.46,80.99%/142/14 days (Across ALL Assets),73.69%/517/15 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-05 (Price: 5.67)",Daily,No Exit Yet,No Price Target,2026-03-15 (Min),6.47%/6.92%,"-5.64%, 8 days","2026-03-13 (Price: 5.35), 5.64% below",5.8764 (Historic Rise or Fall to Pivot)/5.8475 (Avg % Gain of Historic Winning trades)/5.9 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.72 (EMA 200)/6.0108 (Backtested Max)/5.6961 (Backtested Min),2027-02-28 (Max)/2026-03-15 (Min)/2026-07-09 (Avg),5.56/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.24%, Past 4 years, 34",5.6,No Information,No Information,No Information,No Information,No Information,5.64% below/5.64% below/5.64% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-13 (Price: 10.75),No Price Target,No Date Target,20.77%/29.09%,"-14.68%, 1.4 year","2026-03-13 (Price: 10.75), 14.68% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,12.24% below/13.79% below/14.68% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,5.74%,8.41%,-2.67%,1.75,0.5,91.46%/82/11.7 months (Across ALL Assets),64.57%/127/9.5 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-01-31 (Price: 150.45)",Monthly,No Exit Yet,130.5154 (Avg % Gain of Historic Winning trades)/131.2534 (F-Stack 1),No Date Target,-40.95%/-29.67%,"12.1%, 1.4 month","2026-03-13 (Price: 132.25), 12.1% below",78.09 (Function Specific Target)/126.1128 (Horizontal)/93.0152 (F-Stack 2),2026-09-09 (Max)/2026-09-05 (Min)/2026-09-05 (Min),No support/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",181.7,No Information,No Information,No Information,No Information,No Information,30.23% below/12.1% below/12.1% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.7 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-12-31 (Price: 181.13)",Monthly,No Exit Yet,131.2534 (F-Stack 1),No Date Target,-31.67%/-29.67%,"26.99%, 2.4 months","2026-03-13 (Price: 132.25), 26.99% below",90.36 (Function Specific Target)/116.89 (Horizontal)/93.0152 (F-Stack 2),2026-08-09 (Max)/2026-08-05 (Min)/2026-08-05 (Min),No support/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",187.17,No Information,No Information,No Information,No Information,No Information,30.23% below/29.14% below/26.99% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.7 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-13 (Price: 132.25),131.2534 (F-Stack 2),No Date Target,-22.13%/-11.61%,"38.44%, 4.4 months","2026-03-13 (Price: 132.25), 38.44% below",102.98 (Function Specific Target)/116.89 (Horizontal),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,38.8% below/38.44% below/38.44% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.7 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-13 (Price: 132.25),131.2534 (F-Stack 2),No Date Target,-21.75%/-11.61%,"38.8%, 5.5 months","2026-03-13 (Price: 132.25), 38.8% below",103.48 (Function Specific Target)/116.89 (Horizontal),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,45.78% below/45.34% below/38.8% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.7 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
DELTADRIFT,"JPM, Short, 2025-10-31 (Price: 311.12)",Monthly,2026-03-13 (Price: 283.44),No Price Target,2026-03-10 (Max),-55.63%,"8.9%, 4.4 months","2026-03-13 (Price: 283.44), 8.9% below",125.7575 (Horizontal),No Next Date Target,No support/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 45 years, 5",313.97,No Information,No Information,No Information,No Information,No Information,No Information,7.59%/5.25%/6.44%,"20.94%, 8.48%",3 months/2 months/2.4 months,2.69%,4.88%,-2.19%,-0.03,0.32,25.0%/4/2.8 months (Across ALL Assets),25.0%/4/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"NFLX, Short, 2026-03-10 (Price: 96.94)",Daily,2026-03-11 (Price: 94.89),No Price Target,2026-03-14 (Min),-63.42%/-18.62%,"1.68%, 3 days","2026-03-13 (Price: 95.31), 1.68% below",86.994 (Historic Rise or Fall to Pivot)/89.8537 (Avg % Gain of Historic Winning trades)/88.42 (Function Specific Target)/34.8663 (Horizontal)/86.4764 (F-Stack 1)/77.567 (F-Stack 2),2026-05-14 (Max)/2026-03-14 (Min)/2026-04-07 (Avg),No Recent Maxima/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,"100.0%, Past 6 years, 8",97.805,No Information,No Information,No Information,No Information,No Information,No Information,10.27%/4.0%/7.31%,"0.0%, 12.75%",1.5 month/3 days/20 days,19.76%,5.2%,14.56%,2.95,0.68,63.16%/19/1.1 month (Across ALL Assets),70.63%/126/1.3 month (Across ALL Assets)
DELTADRIFT,"TD.TO, Short, 2025-11-30 (Price: 117.65)",Monthly,2026-02-28 (Price: 132.88),127.9914 (Backtested Max),No Date Target,-42.5%/-34.91%,"-8.84%, 3.4 months","2026-03-13 (Price: 128.05), 8.84% above",106.4144 (Historic Rise or Fall to Pivot)/111.8734 (Avg % Gain of Historic Winning trades)/109.14 (Function Specific Target)/73.6233 (Horizontal)/101.1064 (F-Stack 1)/83.3451 (F-Stack 2)/113.96 (EMA 200)/120.3442 (Backtested Min),No Next Date Target,No Recent Maxima/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 54 years, 6",115.02,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/2.29%/4.91%,"0.0%, 10.3%",2 months/1 month/1.4 month,5.19%,4.88%,0.31%,1.28,0.43,25.0%/4/2.8 months (Across ALL Assets),25.0%/4/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"WPM.TO, Short, 2026-03-06 (Price: 199.72)",Daily,2026-03-13 (Price: 192.13),No Price Target,No Date Target,-72.53%/-20.47%,"3.8%, 7 days","2026-03-13 (Price: 192.13), 3.8% below",188.316 (Historic Rise or Fall to Pivot)/184.042 (Avg % Gain of Historic Winning trades)/186.18 (Function Specific Target)/52.782 (Horizontal)/174.4202 (F-Stack 1)/158.548 (F-Stack 2)/152.8 (EMA 200),2026-04-27 (Max)/2026-03-29 (Avg),No Recent Maxima/52.782/174.4202/158.548/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 6 years, 5",196.83,No Information,No Information,No Information,No Information,No Information,No Information,10.69%/5.67%/7.85%,"0.0%, 10.96%",1.2 month/2 days/16 days,11.21%,5.2%,6.01%,1.42,0.84,63.16%/19/1.1 month (Across ALL Assets),70.63%/126/1.3 month (Across ALL Assets)
