Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-06-30 (Price: 1500.6)",Monthly,2026-04-14 (Price: 1315.1),No Price Target,No Date Target,38.4%/41.6%,"-12.36%, 9.6 months","2026-04-14 (Price: 1315.1), 12.36% below",2256.7523 (Historic Rise or Fall to Pivot)/1906.8124 (Avg % Gain of Historic Winning trades)/1862.24 (Function Specific Target)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/2138.355 (Backtested Max)/1820.0777 (Backtested Min),2027-10-12 (Max)/2026-06-16 (Avg),1200.1/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1443.87,"75.0%, Past 48 years, 8",1412.1,No Information,No Information,No Information,"78.6% (Price: 1135.0539), 15.86% above, Upmove Bounce Back","2023-03-31 (Price: 1006.0696), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-04-05 (Price: 750.9)",Weekly,2026-04-12 (Price: 810.3),No Price Target,No Date Target,1.82%/2.58%,"5.83%, 9 days","2026-04-14 (Price: 794.7), 5.83% above",815.177 (Avg % Gain of Historic Winning trades)/809.13 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/952.08 (EMA 200)/838.8304 (Backtested Max),2026-07-13 (Max)/2026-05-15 (Min)/2026-06-17 (Avg),718.95/640.9/697.8792/606.5732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",745.2,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"12.08%, 16.27%",2.3 months/28 days/1.7 month,6.79%,9.15%,-2.36%,1.13,0.54,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"HDFCBANK.NS, Long, 2026-04-06 (Price: 771.0)",Daily,2026-04-13 (Price: 794.7),No Price Target,No Date Target,2.84%/3.57%,"3.07%, 7 days","2026-04-13 (Price: 794.7), 3.07% above",817.26 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/952.08 (EMA 200)/823.0425 (Backtested Max),2026-08-27 (Max)/2026-05-23 (Avg),No Recent Minima/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 6 years, 20",759.0,No Information,No Information,No Information,No Information,No Information,No Information,6.75%/0.15%/2.34%,"12.51%, 12.74%",3.3 months/3 days/1.1 month,-0.37%,6.52%,-6.89%,0.0,0.35,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",Weekly,No Exit Yet,154.6781 (Historic Rise or Fall to Pivot),No Date Target,1.48%/4.79%,"5.32%, 1.9 month","2026-04-14 (Price: 154.21), 5.32% above",156.4937 (Avg % Gain of Historic Winning trades)/165.6 (Function Specific Target)/171.0825 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/161.6038 (Backtested Max),2027-12-24 (Max)/2026-08-07 (Avg),130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,"88.89%, Past 10 years, 27",138.58,No Information,No Information,No Information,No Information,No Information,11.3% above/5.32% above/5.32% above,10.37%/4.41%/6.88%,"16.23%, 28.98%",1.3 year/28 days/4 months,6.03%,6.91%,-0.88%,0.0,0.4,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
PULSEGAUGE,"CNR.TO, Long, 2025-07-07 (Price: 140.7)",Weekly,No Exit Yet,No Price Target,2026-04-15 (Avg),4.47%/5.0%,"9.6%, 9.4 months","2026-04-14 (Price: 154.21), 9.6% above",161.9176 (Avg % Gain of Historic Winning trades)/218.156 (Function Specific Target)/168.08 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/163.0572 (Backtested Max)/161.1015 (Backtested Min),2027-03-24 (Max)/2026-04-15 (Avg),134.62/128.828/136.9828/86.815/No F-Track Level/No F-Track Level/136.77,"82.35%, Past 25 years, 17",144.04,No Information,No Information,No Information,No Information,No Information,No Information,15.89%/14.5%/15.08%,"22.84%, 26.76%",1.2 year/1.5 month/6.5 months,6.94%,7.84%,-0.9%,-0.2,-0.16,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-03-24 (Price: 179.48)",Daily,2026-04-13 (Price: 197.54),199.151 (Avg % Gain of Historic Winning trades)/197.4639 (Backtested Min),No Date Target,3.92%/4.08%,"10.9%, 21 days","2026-04-14 (Price: 199.05), 10.9% above",231.7 (Function Specific Target)/207.1743 (F-Stack 1)/217.2943 (F-Stack 2)/206.8507 (Backtested Max),2029-07-03 (Max)/2026-04-23 (Min)/2027-02-25 (Avg),175.12/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/162.38,"100.0%, Past 5 years, 15",177.81,No Information,No Information,No Information,"23.66% (Price: 173.1163), 14.98% above, Upmove Bounce Back","2025-04-09 (Price: 106.67), 2026-02-27 (Price: 193.71)",No Information,15.25%/10.02%/10.96%,"-0.0%, 20.53%",2.3 years/21 days/7.8 months,25.56%,11.52%,14.04%,0.0,0.82,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",Monthly,No Exit Yet,200.645 (Avg % Gain of Historic Winning trades),No Date Target,4.08%/9.24%,"17.82%, 4.5 months","2026-04-14 (Price: 199.05), 17.82% above",259.77 (Function Specific Target)/207.1743 (F-Stack 2)/217.4386 (Backtested Max),2028-01-21 (Max)/2026-07-09 (Min)/2027-01-16 (Avg),118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"83.33%, Past 20 years, 12",157.19,No Information,No Information,No Information,No Information,No Information,27.03% above/17.82% above/17.82% above,28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,7.48%,7.69%,-0.21%,0.0,0.46,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
OSCILLATOR DELTA,"DOL.TO, Long, 2026-03-26 (Price: 168.84)",Daily,No Exit Yet,177.28 (Function Specific Target),No Date Target,2.56%/4.04%,"4.6%, 19 days","2026-04-14 (Price: 176.6), 4.6% above",183.7317 (Historic Rise or Fall to Pivot)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.19 (EMA 200)/181.1147 (Backtested Max),2026-06-07 (Max)/2026-04-18 (Avg),No Recent Minima/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 6 years, 16",171.36,No Information,No Information,No Information,No Information,No Information,No Information,7.27%/0.23%/2.69%,"-0.0%, 8.07%",1.7 month/2 days/16 days,10.56%,18.66%,-8.1%,0.0,1.22,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2026-04-01 (Price: 171.3)",Daily,No Exit Yet,176.6103 (Historic Rise or Fall to Pivot),No Date Target,5.54%/7.66%,"3.09%, 13 days","2026-04-14 (Price: 176.6), 3.09% above",190.1259 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.19 (EMA 200)/199.5302 (Backtested Max)/186.3915 (Backtested Min),2026-08-18 (Max)/2026-05-27 (Min)/2026-07-05 (Avg),166.76/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 7",173.34,"-7.08, 100.0%",No Information,No Information,No Information,No Information,No Information,16.48%/8.81%/10.99%,"-0.0%, 7.51%",3.2 months/1.3 month/2.2 months,14.65%,18.4%,-3.75%,2.63,1.15,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-04-05 (Price: 46.65)",Weekly,2026-04-12 (Price: 49.34),No Price Target,2026-04-15 (Min),1.1%/3.16%,"6.54%, 9 days","2026-04-14 (Price: 49.7), 6.54% above",52.2946 (Historic Rise or Fall to Pivot)/50.2467 (Avg % Gain of Historic Winning trades)/51.27 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.71 (EMA 200)/53.5589 (Backtested Max),2026-08-13 (Max)/2026-04-15 (Min)/2026-06-04 (Avg),45.82/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 14 years, 8",45.42,No Information,No Information,No Information,No Information,No Information,No Information,14.81%/5.57%/7.71%,"-0.0%, 6.26%",3 months/7 days/1.4 month,7.44%,2.85%,4.59%,2.0,0.08,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"INDA, Long, 2026-04-08 (Price: 49.27)",Daily,No Exit Yet,No Price Target,2026-04-12 (Min),1.89%/4.38%,"0.87%, 6 days","2026-04-14 (Price: 49.7), 0.87% above",51.901 (Historic Rise or Fall to Pivot)/50.6397 (Avg % Gain of Historic Winning trades)/52.72 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.71 (EMA 200)/51.8764 (Backtested Max),2026-08-12 (Max)/2026-05-17 (Avg),No Recent Minima/39.0425/49.0901/45.3705/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"93.33%, Past 6 years, 15",49.82,No Information,No Information,No Information,No Information,No Information,No Information,5.29%/0.49%/2.78%,"10.42%, 10.55%",2.9 months/3 days/27 days,9.85%,8.02%,1.83%,0.0,0.51,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2026-01-04 (Price: 39.82)",Weekly,No Exit Yet,No Price Target,2026-04-13 (Min),8.54%/11.85%,"-7.36%, 3.3 months","2026-04-14 (Price: 36.89), 7.36% below",41.2615 (Historic Rise or Fall to Pivot)/45.7811 (Avg % Gain of Historic Winning trades)/52.5 (Function Specific Target)/42.665 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/48.1543 (Backtested Max)/40.039 (Backtested Min),2032-02-24 (Max)/2028-07-30 (Avg),38.6/20.865/38.0047/No stop loss/No F-Track Level/No F-Track Level/38.66,"94.44%, Past 20 years, 18",38.24,No Information,No Information,No Information,"23.66% (Price: 36.9983), 0.29% below, Upmove Bounce Back","2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",No Information,20.93%/0.55%/14.97%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,9.45%,1.16%,8.29%,0.0,0.04,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
DELTADRIFT,"FXI, Long, 2026-04-05 (Price: 35.56)",Weekly,2026-04-14 (Price: 36.89),No Price Target,No Date Target,1.1%/2.17%,"3.74%, 9 days","2026-04-14 (Price: 36.89), 3.74% above",38.7426 (Avg % Gain of Historic Winning trades)/37.69 (Function Specific Target)/42.105 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/38.66 (EMA 200)/39.9837 (Backtested Max)/37.2953 (Backtested Min),2027-03-14 (Max)/2026-04-25 (Min)/2026-08-17 (Avg),34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.0%, Past 15 years, 10",35.15,No Information,No Information,No Information,No Information,No Information,No Information,12.44%/4.88%/8.95%,"20.27%, 21.87%",7.9 months/14 days/3.1 months,2.0%,-1.2%,3.2%,0.26,-0.12,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
BASELINEDIVERGENCE,"MSFT, Long, 2025-11-16 (Price: 510.18)",Weekly,No Exit Yet,No Price Target,2026-04-12 (Avg),30.51%/40.77%,"-22.95%, 5 months","2026-04-14 (Price: 393.11), 22.95% below",570.5343 (Historic Rise or Fall to Pivot)/571.2996 (Avg % Gain of Historic Winning trades)/553.3726 (Function Specific Target)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/698.8956 (Backtested Max)/513.037 (Backtested Min),2026-10-25 (Max),496.82/216.39/386.873/350.287/No F-Track Level/No F-Track Level/473.11,"80.68%, Past 10 years, 88",500.04,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,36.99%/0.56%/11.98%,"16.39%, 25.9%",7.9 months/2.1 months/3.4 months,23.4%,14.4%,9.0%,0.0,0.86,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
FRACTAL TRACK,"BTC-USD, Long, 2026-03-31 (Price: 68231.1875)",Daily,No Exit Yet,74876.9052 (Historic Rise or Fall to Pivot),No Date Target,1.95%/4.74%,"8.78%, 13 days","2026-04-13 (Price: 74224.6016), 8.78% above",75668.3869 (Avg % Gain of Historic Winning trades)/77739.43 (Function Specific Target)/124582.2656 (Horizontal)/128961.5315 (F-Stack 1)/140554.5205 (F-Stack 2)/87932.14 (EMA 200)/79543.9184 (Backtested Max),2029-07-10 (Max)/2026-07-17 (Avg),65954.92/18304.4229/63455.2249/57447.2152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"89.66%, Past 5 years, 29",66727.5234,No Information,No Information,No Information,"61.8% (Price: 66127.7869), 12.24% above, Upmove Bounce Back","2026-02-06 (Price: 60074.2031), 2026-03-17 (Price: 75921.2812)",No Information,16.58%/2.6%/10.9%,"10.03%, 72.69%",2.3 years/2 days/2.5 months,39.05%,3.09%,35.96%,0.0,0.22,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2026-02-22 (Price: 411.82)",Weekly,No Exit Yet,No Price Target,2026-04-15 (Min),15.0%/32.05%,"-11.56%, 1.7 month","2026-04-14 (Price: 364.2), 11.56% below",579.2248 (Historic Rise or Fall to Pivot)/480.9234 (Avg % Gain of Historic Winning trades)/704.04 (Function Specific Target)/487.1467 (Horizontal)/541.282 (F-Stack 1)/564.9603 (F-Stack 2)/546.8558 (Backtested Max)/418.8209 (Backtested Min),2028-04-14 (Max)/2026-04-15 (Min)/2026-09-01 (Avg),411.11/196.47/353.8797/223.4247/No F-Track Level/No F-Track Level/397.66,"75.0%, Past 15 years, 16",412.36,No Information,No Information,No Information,"23.66% (Price: 383.5985), 5.06% below, Upmove Bounce Back","2019-06-09 (Price: 11.7993), 2025-12-28 (Price: 498.83)",No Information,32.79%/1.7%/16.78%,"19.51%, 42.05%",1.5 year/1.2 month/4.4 months,11.3%,28.27%,-16.97%,0.0,1.1,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-24 (Price: 125.48)",Daily,2026-04-14 (Price: 131.35),No Price Target,No Date Target,1.95%/3.27%,"4.68%, 21 days","2026-04-14 (Price: 131.35), 4.68% above",137.3755 (Historic Rise or Fall to Pivot)/133.9123 (Avg % Gain of Historic Winning trades)/135.64 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/146.66 (EMA 200)/140.8638 (Backtested Max),2026-05-15 (Max),122.41/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",124.36,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.72%,"17.99%, 17.99%",1.2 month/1 day/13 days,12.35%,-8.19%,20.54%,1.04,-0.08,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"PG, Long, 2026-03-23 (Price: 143.99)",Daily,No Exit Yet,No Price Target,2026-04-12 (Avg),2.21%/3.32%,"0.27%, 22 days","2026-04-14 (Price: 144.38), 0.27% above",152.4854 (Historic Rise or Fall to Pivot)/147.5754 (Avg % Gain of Historic Winning trades)/150.03 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/151.47 (EMA 200)/149.1736 (Backtested Max),2026-06-09 (Max),138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",146.15,No Information,No Information,No Information,No Information,No Information,No Information,3.6%/1.35%/2.49%,"8.75%, 11.0%",1.8 month/1 day/14 days,5.85%,0.6%,5.25%,0.22,-0.12,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"DIS, Long, 2026-04-05 (Price: 96.61)",Weekly,2026-04-14 (Price: 102.59),No Price Target,2026-04-15 (Min),3.08%/5.16%,"6.19%, 9 days","2026-04-14 (Price: 102.59), 6.19% above",110.0195 (Historic Rise or Fall to Pivot)/105.7493 (Avg % Gain of Historic Winning trades)/107.88 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/110.84 (EMA 200)/114.6761 (Backtested Max),2026-08-13 (Max)/2026-04-15 (Min)/2026-06-09 (Avg),92.42/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 15 years, 9",92.89,No Information,No Information,No Information,No Information,No Information,No Information,18.7%/4.98%/9.46%,"22.55%, 25.06%",3 months/7 days/1.5 month,7.0%,3.97%,3.03%,0.77,0.18,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-04-05 (Price: 24.83)",Weekly,2026-04-12 (Price: 26.73),26.7618 (Backtested Min),2026-04-15 (Min),2.53%/2.87%,"7.89%, 9 days","2026-04-14 (Price: 26.79), 7.89% above",27.6482 (Historic Rise or Fall to Pivot)/27.4669 (Avg % Gain of Historic Winning trades)/27.56 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/34.35 (EMA 200)/29.0039 (Backtested Max),2026-07-05 (Max)/2026-04-15 (Min)/2026-05-31 (Avg),24.35/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 8",24.11,No Information,No Information,No Information,No Information,No Information,No Information,16.81%/7.78%/10.62%,"-0.0%, 13.44%",2.1 months/7 days/1.3 month,13.48%,5.22%,8.26%,1.54,0.26,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
PULSEGAUGE,"TD.TO, Long, 2026-01-28 (Price: 126.9)",Weekly,2026-04-13 (Price: 140.67),No Price Target,No Date Target,1.48%/1.9%,"11.86%, 2.5 months","2026-04-14 (Price: 141.95), 11.86% above",144.6406 (Avg % Gain of Historic Winning trades)/152.0396 (Function Specific Target)/152.0396 (F-Stack 1)/161.295 (F-Stack 2)/145.3766 (Backtested Max)/144.0569 (Backtested Min),2029-03-20 (Max)/2026-12-24 (Avg),81.05/73.6233/103.0479/83.3451/No F-Track Level/No F-Track Level/117.72,"72.22%, Past 25 years, 18",130.41,No Information,No Information,No Information,No Information,No Information,No Information,14.56%/13.52%/13.98%,"26.93%, 26.97%",2.2 years/15 days/7.6 months,3.07%,5.54%,-2.47%,-0.48,-0.25,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2025-03-31 (Price: 112.05)",Quarterly,No Exit Yet,141.7433 (Historic Rise or Fall to Pivot)/140.4376 (F-Stack 2),No Date Target,11.12%/17.79%,"25.35%, 1.1 year","2026-04-14 (Price: 140.45), 25.35% above",156.0744 (Avg % Gain of Historic Winning trades)/165.4306 (Backtested Max),2029-07-12 (Max)/2027-05-22 (Min)/2028-09-02 (Avg),58.26/56.99/102.2986/87.442/No F-Track Level/No F-Track Level/88.22,"100.0%, Past 34 years, 7",92.62,No Information,No Information,No Information,No Information,No Information,52.05% above/30.18% above/25.35% above,47.64%/11.57%/39.29%,"-0.0%, 24.28%",3 years/1.5 year/2.4 years,9.04%,12.19%,-3.15%,0.0,0.53,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
TRENDPULSE,"ARM, Long, 2026-04-01 (Price: 155.07)",Daily,No Exit Yet,160.7301 (Historic Rise or Fall to Pivot),2026-04-15 (Min),5.36%/12.68%,"3.97%, 13 days","2026-04-14 (Price: 161.22), 3.97% above",169.8637 (Avg % Gain of Historic Winning trades)/214.04 (Function Specific Target)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/181.6645 (Backtested Max),2026-06-18 (Max)/2026-04-15 (Min)/2026-05-11 (Avg),114.38/No Horizontal Support/122.7432/102.2246/No F-Track Level/No F-Track Level/138.55,"83.33%, Past 4 years, 6",154.3896,No Information,No Information,No Information,No Information,No Information,6.57% above/3.97% above/3.97% above,17.15%/3.03%/9.54%,"11.36%, 41.47%",1.8 month/10 days/28 days,17.74%,26.09%,-8.35%,0.0,1.03,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"TCS.NS, Long, 2026-04-06 (Price: 2473.8999)",Daily,No Exit Yet,No Price Target,2026-04-14 (Min),5.05%/10.05%,"-0.05%, 7 days","2026-04-13 (Price: 2472.6001), 0.05% below",2597.59 (Function Specific Target)/4543.575 (Horizontal)/5901.7523 (F-Stack 1)/6711.0756 (F-Stack 2)/3019.48 (EMA 200)/2721.0425 (Backtested Max),2026-05-19 (Max)/2026-04-14 (Min)/2026-04-30 (Avg),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.0%, Past 6 years, 20",2474.0,No Information,No Information,No Information,No Information,No Information,No Information,9.99%/0.02%/2.89%,"10.44%, 10.44%",1 month/6 days/17 days,5.65%,3.94%,1.71%,1.18,0.18,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
OSCILLATOR DELTA,"BTI, Long, 2026-03-10 (Price: 59.41)",Daily,No Exit Yet,No Price Target,2026-04-16 (Avg),6.96%/13.28%,"-3.2%, 1.2 month","2026-04-14 (Price: 57.51), 3.2% below",65.149 (Historic Rise or Fall to Pivot)/61.5131 (Avg % Gain of Historic Winning trades)/68.92 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/68.0304 (Backtested Max),2026-10-04 (Max)/2026-04-16 (Avg),No Recent Minima/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/55.99,"94.74%, Past 6 years, 19",58.83,No Information,No Information,No Information,No Information,No Information,No Information,14.51%/0.09%/3.54%,"11.01%, 12.8%",4.8 months/3 days/26 days,11.31%,5.73%,5.58%,0.0,0.3,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2026-04-07 (Price: 39.1)",Daily,2026-04-13 (Price: 41.59),41.8644 (Backtested Max),2026-04-15 (Min),4.2%/30.74%,"7.75%, 7 days","2026-04-14 (Price: 42.13), 7.75% above",43.9015 (Historic Rise or Fall to Pivot)/58.73 (Function Specific Target)/70.855 (Horizontal)/73.0242 (F-Stack 1)/89.9692 (F-Stack 2)/55.08 (EMA 200),2026-06-24 (Max)/2026-04-15 (Min)/2026-05-14 (Avg),37.4/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 6",38.805,No Information,No Information,No Information,No Information,No Information,10.96% above/7.75% above/7.75% above,7.07%/4.18%/5.54%,"-0.0%, 8.48%",1.8 month/6 days/26 days,44.1%,13.13%,30.97%,0.0,0.62,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
DELTADRIFT,"EFN.TO, Long, 2026-03-29 (Price: 30.11)",Weekly,2026-04-12 (Price: 32.09),33.2445 (Backtested Min),No Date Target,2.85%/4.0%,"9.63%, 16 days","2026-04-14 (Price: 33.01), 9.63% above",33.952 (Historic Rise or Fall to Pivot)/34.7048 (Avg % Gain of Historic Winning trades)/34.33 (Function Specific Target)/34.925 (Horizontal)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/35.26 (EMA 200)/36.8155 (Backtested Max),2026-07-19 (Max)/2026-05-15 (Avg),27.54/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 15 years, 5",30.73,No Information,No Information,No Information,No Information,No Information,No Information,22.27%/10.41%/15.26%,"43.16%, 45.87%",2.6 months/7 days/1.1 month,2.35%,9.68%,-7.33%,-0.15,0.49,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"MEL.NZ, Long, 2026-04-08 (Price: 5.56)",Daily,2026-04-13 (Price: 5.57),No Price Target,2026-04-12 (Min),1.12%/3.27%,"-0.9%, 6 days","2026-04-14 (Price: 5.51), 0.9% below",5.8374 (Historic Rise or Fall to Pivot)/5.7624 (Avg % Gain of Historic Winning trades)/6.06 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.69 (EMA 200)/6.2639 (Backtested Max)/5.5717 (Backtested Min),2026-09-28 (Max)/2026-05-21 (Avg),No Recent Minima/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.48%, Past 6 years, 21",5.58,No Information,No Information,No Information,No Information,No Information,No Information,12.66%/0.21%/3.64%,"10.64%, 13.4%",4 months/3 days/1 month,9.84%,2.66%,7.18%,0.0,0.14,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
