Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-22 (Price: 58.0)",Weekly,2026-03-27 (Price: 69.46),68.6522 (F-Stack 2)/69.0838 (Backtested Max),No Date Target,20.59%,"19.76%, 1.1 month","2026-03-27 (Price: 69.46), 19.76% above",83.76 (Function Specific Target),2026-07-24 (Max)/2026-04-03 (Min)/2026-05-11 (Avg),43.99/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/45.08,"86.36%, Past 10 years, 22",55.48,No Information,No Information,No Information,No Information,No Information,30.07% above/21.67% above/19.76% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2026-02-03 (Price: 125.41)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),64.12%/93.86%,"-0.92%, 1.7 month","2026-03-27 (Price: 124.26), 0.92% below",293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/203.94 (EMA 200),2026-05-13 (Max)/2026-04-26 (Avg),No Recent Minima/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.0%, Past 5 years, 10",134.99,"-13.7, 100.0%",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,11.85%,6.18%,5.67%,0.52,0.33,60.0%/40/4.7 months (Across ALL Assets),62.81%/242/3.7 months (Across ALL Assets)
TRENDPULSE,"JD, Long, 2026-03-16 (Price: 28.49)",Daily,No Exit Yet,No Price Target,2026-03-26 (Min),3.41%/5.12%,"0.74%, 11 days","2026-03-27 (Price: 28.7), 0.74% above",30.1681 (Historic Rise or Fall to Pivot)/29.678 (Avg % Gain of Historic Winning trades)/33.03 (Function Specific Target)/80.755 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/31.1 (EMA 200)/31.037 (Backtested Max),2026-11-14 (Max)/2026-04-22 (Avg),25.4/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.83%, Past 4 years, 24",28.47,No Information,No Information,No Information,No Information,No Information,1.34% above/0.74% above/0.74% above,8.94%/0.59%/4.17%,"40.68%, 51.29%",5.6 months/7 days/26 days,-13.53%,-4.79%,-8.74%,-0.19,0.05,91.84%/282/1.3 month (Across ALL Assets),80.04%/516/1.5 month (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",Weekly,2026-03-27 (Price: 37.2),No Price Target,No Date Target,10.03%/11.42%,"3.48%, 10.7 months","2026-03-27 (Price: 37.2), 3.48% above",42.0723 (Avg % Gain of Historic Winning trades)/52.54 (Function Specific Target)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/43.1005 (Backtested Max)/41.4468 (Backtested Min),2029-07-01 (Max)/2026-12-05 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 11",35.3,No Information,No Information,No Information,"23.66% (Price: 32.958), 12.87% above, Upmove Bounce Back","2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",No Information,19.89%/15.29%/17.03%,"-0.0%, 42.34%",2.9 years/3.3 months/1.1 year,9.13%,8.49%,0.64%,1.13,0.45,91.23%/57/1.5 year (Across ALL Assets),54.19%/155/7.7 months (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-03-23 (Price: 47.63)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),5.49%/6.48%,"-3.8%, 4 days","2026-03-27 (Price: 45.82), 3.8% below",49.9877 (Historic Rise or Fall to Pivot)/48.7874 (Avg % Gain of Historic Winning trades)/49.39 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/53.08 (EMA 200)/49.3637 (Backtested Max)/48.3349 (Backtested Min),2026-05-02 (Max)/2026-04-05 (Avg),46.59/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"78.57%, Past 4 years, 14",47.52,No Information,No Information,No Information,No Information,No Information,No Information,3.64%/1.48%/2.43%,"5.35%, 6.14%",28 days/2 days/9 days,5.73%,3.54%,2.19%,0.28,0.12,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
DELTADRIFT,"AIA.NZ, Long, 2026-03-25 (Price: 8.08)",Daily,No Exit Yet,No Price Target,2026-03-26 (Min),2.75%/5.58%,"-1.36%, 2 days","2026-03-27 (Price: 7.97), 1.36% below",8.4945 (Historic Rise or Fall to Pivot)/8.4145 (Avg % Gain of Historic Winning trades)/8.45 (Function Specific Target)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7498 (Backtested Max)/8.1891 (Backtested Min),2026-06-06 (Max)/2026-04-15 (Avg),7.93/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/8.03,"88.89%, Past 4 years, 9",7.96,No Information,No Information,No Information,No Information,No Information,No Information,8.29%/1.35%/4.14%,"5.72%, 9.11%",1.7 month/1 day/15 days,10.4%,2.17%,8.23%,0.79,0.05,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2026-03-11 (Price: 342.09)",Daily,No Exit Yet,No Price Target,2026-03-29 (Min),8.3%/14.35%,"-5.44%, 16 days","2026-03-27 (Price: 323.48), 5.44% below",369.9019 (Historic Rise or Fall to Pivot)/378.8305 (Avg % Gain of Historic Winning trades)/484.46 (Function Specific Target)/411.0319 (F-Stack 1)/449.8184 (F-Stack 2)/390.4957 (Backtested Max)/350.3344 (Backtested Min),2028-03-08 (Max)/2026-03-29 (Min)/2026-09-09 (Avg),323.51/110.475/301.3628/285.4342/No F-Track Level/No F-Track Level/290.06,"85.71%, Past 5 years, 14",340.745,No Information,No Information,No Information,"23.66% (Price: 312.6772), 3.45% above, Upmove Bounce Back","2023-04-27 (Price: 131.53), 2026-02-25 (Price: 368.82)",No Information,14.15%/2.41%/10.74%,"10.44%, 40.81%",1.4 year/13 days/4.2 months,24.17%,12.97%,11.2%,1.2,0.63,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
DELTADRIFT,"FRW.NZ, Long, 2026-03-26 (Price: 12.58)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),5.2%/6.34%,"-2.23%, 1 day","2026-03-27 (Price: 12.3), 2.23% below",13.2342 (Historic Rise or Fall to Pivot)/13.0845 (Avg % Gain of Historic Winning trades)/13.16 (Function Specific Target)/14.94 (Horizontal)/16.2179 (F-Stack 1)/21.849 (F-Stack 2)/13.08 (EMA 200)/13.2555 (Backtested Max)/12.9398 (Backtested Min),2026-05-17 (Max)/2026-04-08 (Avg),12.35/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 7",12.41,No Information,No Information,No Information,No Information,No Information,No Information,5.37%/2.86%/4.01%,"13.71%, 14.11%",1.2 month/1 day/9 days,0.71%,4.01%,-3.3%,-0.04,0.19,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-01-31 (Price: 150.45)",Monthly,No Exit Yet,126.1128 (Horizontal),No Date Target,-37.16%/-25.14%,"17.41%, 1.8 month","2026-03-27 (Price: 124.26), 17.41% below",78.09 (Function Specific Target)/93.0152 (F-Stack 2),2026-09-09 (Max)/2026-09-05 (Min)/2026-09-05 (Min),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/229.74,"87.5%, Past 20 years, 8",181.7,No Information,No Information,No Information,No Information,No Information,34.44% below/17.41% below/17.41% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/6 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-27 (Price: 124.26),No Price Target,No Date Target,-17.13%/-5.93%,"42.16%, 4.9 months","2026-03-27 (Price: 124.26), 42.16% below",102.98 (Function Specific Target)/116.89 (Horizontal),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/249.35,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,42.5% below/42.16% below/42.16% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/6 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-27 (Price: 124.26),No Price Target,No Date Target,-16.72%/-5.93%,"42.5%, 5.9 months","2026-03-27 (Price: 124.26), 42.5% below",103.48 (Function Specific Target)/116.89 (Horizontal),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/250.82,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,49.05% below/48.64% below/42.5% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/6 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
DELTADRIFT,"JPM, Short, 2025-10-31 (Price: 311.12)",Monthly,2026-03-27 (Price: 282.84),No Price Target,No Date Target,-55.54%,"9.09%, 4.9 months","2026-03-27 (Price: 282.84), 9.09% below",125.7575 (Horizontal),No Next Date Target,315.43/No Horizontal Resistance/328.9175/381.492/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 45 years, 5",313.97,No Information,No Information,No Information,No Information,No Information,No Information,7.59%/5.25%/6.44%,"20.94%, 8.48%",3 months/2 months/2.4 months,2.69%,4.88%,-2.19%,-0.03,0.32,40.0%/5/2.5 months (Across ALL Assets),33.33%/3/5 months (Across ALL Assets)
FRACTAL TRACK,"AMD, Short, 2026-03-18 (Price: 199.46)",Daily,2026-03-25 (Price: 220.27),No Price Target,2026-03-29 (Avg),-64.33%/-19.85%,"-1.27%, 9 days","2026-03-27 (Price: 201.99), 1.27% above",198.6622 (Historic Rise or Fall to Pivot)/190.8633 (Avg % Gain of Historic Winning trades)/161.89 (Function Specific Target)/72.05 (Horizontal)/187.3421 (F-Stack 1)/170.075 (F-Stack 2)/195.16 (EMA 200),2026-06-04 (Max)/2026-03-29 (Avg),204.83/267.02/273.8526/307.9609/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.0%, Past 5 years, 40",196.125,No Information,No Information,No Information,"88.6% (Price: 257.9836), 21.7% below, Upmove Break Below","2026-01-23 (Price: 256.25), 2026-03-03 (Price: 193.64)",No Information,8.59%/0.06%/4.31%,"24.21%, 11.06%",1.8 month/1 day/8 days,20.24%,5.1%,15.14%,0.39,0.6,42.86%/7/11 days (Across ALL Assets),42.86%/7/5 days (Across ALL Assets)
