Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-03-11 (Price: 184.51)",Daily,No Exit Yet,No Price Target,2026-04-10 (Min),4.9%/5.54%,"4.88%, 29 days","2026-04-09 (Price: 193.51), 4.88% above",204.7323 (Avg % Gain of Historic Winning trades)/204.24 (Function Specific Target)/207.1743 (F-Stack 1)/217.2943 (F-Stack 2)/212.6478 (Backtested Max)/202.9979 (Backtested Min),2029-06-20 (Max)/2026-04-10 (Min)/2027-02-12 (Avg),183.94/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/161.48,"100.0%, Past 5 years, 15",183.72,No Information,No Information,No Information,"23.66% (Price: 185.9306), 4.08% above, Upmove Bounce Back","2026-01-28 (Price: 160.83), 2026-02-27 (Price: 193.71)",No Information,15.25%/10.02%/10.96%,"-0.0%, 20.53%",2.3 years/21 days/7.8 months,25.56%,11.52%,14.04%,0.0,0.82,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
DELTADRIFT,"DIA, Long, 2026-03-23 (Price: 461.97)",Daily,2026-04-08 (Price: 479.16),No Price Target,No Date Target,1.23%/11.67%,"4.31%, 17 days","2026-04-09 (Price: 481.9), 4.31% above",487.8403 (Historic Rise or Fall to Pivot)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2),2026-05-09 (Max),455.89/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",463.3,No Information,No Information,No Information,No Information,No Information,No Information,3.05%/1.16%/2.08%,"10.52%, 10.52%",1.1 month/1 day/10 days,4.89%,4.77%,0.12%,1.13,0.24,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"EFN.TO, Long, 2026-03-29 (Price: 30.11)",Weekly,2026-04-09 (Price: 32.23),No Price Target,2026-04-08 (Min),3.15%/5.34%,"7.04%, 11 days","2026-04-09 (Price: 32.23), 7.04% above",33.952 (Historic Rise or Fall to Pivot)/34.7048 (Avg % Gain of Historic Winning trades)/34.33 (Function Specific Target)/34.925 (Horizontal)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/35.27 (EMA 200)/36.8155 (Backtested Max)/33.2445 (Backtested Min),2026-07-19 (Max)/2026-05-15 (Avg),27.54/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 15 years, 5",30.73,No Information,No Information,No Information,No Information,No Information,No Information,22.27%/10.41%/15.26%,"43.16%, 45.87%",2.6 months/7 days/1.1 month,2.35%,9.68%,-7.33%,-0.15,0.49,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"NAUKRI.NS, Long, 2026-03-15 (Price: 952.4)",Weekly,2026-04-09 (Price: 1002.4),No Price Target,No Date Target,0.87%/3.52%,"5.25%, 25 days","2026-04-09 (Price: 1002.4), 5.25% above",1436.7906 (Historic Rise or Fall to Pivot)/1037.6398 (Avg % Gain of Historic Winning trades)/1237.22 (Function Specific Target)/1483.595 (Horizontal)/2223.4618 (F-Stack 1)/2377.3661 (F-Stack 2)/1296.29 (EMA 200)/1064.1165 (Backtested Max)/1011.1631 (Backtested Min),2026-08-05 (Max)/2026-05-27 (Avg),816.3/662.12/920.5126/832.4874/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 15 years, 4",966.0,No Information,No Information,No Information,No Information,No Information,No Information,11.73%/6.17%/8.95%,"22.33%, 28.55%",3.3 months/7 days/1.7 month,1.69%,13.09%,-11.4%,-0.21,0.64,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-15 (Price: 5.76)",Weekly,No Exit Yet,No Price Target,2026-04-08 (Min),5.63%/12.47%,"-3.47%, 1.8 month","2026-04-09 (Price: 5.56), 3.47% below",6.2605 (Historic Rise or Fall to Pivot)/6.2536 (Avg % Gain of Historic Winning trades)/6.44 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/7.1603 (Backtested Max)/5.8729 (Backtested Min),2026-07-08 (Max)/2026-04-25 (Avg),5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.73,"100.0%, Past 10 years, 18",5.65,No Information,No Information,No Information,No Information,No Information,2.63% below/3.97% below/3.47% below,24.31%/1.96%/8.57%,"-0.0%, 22.1%",3.3 months/1.2 month/1.6 month,11.13%,7.15%,3.98%,0.0,0.37,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-02-15 (Price: 98.78)",Weekly,No Exit Yet,No Price Target,2026-04-08 (Min),17.71%/22.77%,"-11.78%, 1.8 month","2026-04-09 (Price: 87.14), 11.78% below",108.7963 (Historic Rise or Fall to Pivot)/106.9787 (Avg % Gain of Historic Winning trades)/127.12 (Function Specific Target)/123.2166 (F-Stack 2)/122.3884 (Backtested Max)/102.5732 (Backtested Min),2027-07-21 (Max)/2026-06-12 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/81.32,"85.19%, Past 10 years, 27",97.81,No Information,No Information,No Information,No Information,No Information,10.92% below/11.78% below/11.78% below,23.9%/3.84%/8.3%,"6.63%, 46.57%",1 year/1.2 month/2.7 months,12.92%,11.13%,1.79%,0.0,0.62,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
DELTADRIFT,"EBO.NZ, Long, 2026-03-29 (Price: 22.6)",Weekly,No Exit Yet,No Price Target,2026-04-08 (Min),1.79%/3.3%,"0.66%, 11 days","2026-04-09 (Price: 22.75), 0.66% above",23.1582 (Historic Rise or Fall to Pivot)/23.8362 (Avg % Gain of Historic Winning trades)/23.5 (Function Specific Target)/46.625 (Horizontal)/51.6772 (F-Stack 1)/55.325 (F-Stack 2)/30.05 (EMA 200)/23.9673 (Backtested Max)/23.7051 (Backtested Min),2026-10-27 (Max)/2026-07-19 (Avg),21.86/No Horizontal Support/21.8462/19.4238/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 15 years, 4",21.83,No Information,No Information,No Information,No Information,No Information,No Information,6.05%/4.89%/5.47%,"11.57%, 11.86%",4.9 months/7 days/2.6 months,2.05%,6.09%,-4.04%,-1.01,0.32,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-01 (Price: 68.82)",Weekly,No Exit Yet,No Price Target,2026-04-10 (Min),16.49%/30.99%,"16.33%, 1.3 month","2026-04-09 (Price: 80.06), 16.33% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/93.2649 (Backtested Max),2027-06-21 (Max)/2026-04-10 (Min)/2026-09-25 (Avg),47.63/38.425/68.3859/48.7635/No F-Track Level/No F-Track Level/52.74,"92.0%, Past 10 years, 25",67.08,No Information,No Information,No Information,No Information,No Information,16.33% above/16.33% above/16.33% above,35.52%/4.37%/14.26%,"12.77%, 73.13%",11 months/28 days/4.8 months,13.72%,4.92%,8.8%,0.0,0.3,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
DELTADRIFT,"INDY, Long, 2026-04-05 (Price: 42.115)",Weekly,2026-04-09 (Price: 44.03),43.8712 (Backtested Min),No Date Target,2.54%/2.84%,"4.55%, 4 days","2026-04-09 (Price: 44.03), 4.55% above",45.1473 (Historic Rise or Fall to Pivot)/45.4126 (Avg % Gain of Historic Winning trades)/45.28 (Function Specific Target)/54.474 (Horizontal)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/50.23 (EMA 200)/48.7355 (Backtested Max),2026-08-04 (Max)/2026-05-15 (Min)/2026-06-30 (Avg),41.24/40.5875/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 15 years, 7",41.04,No Information,No Information,No Information,No Information,No Information,No Information,15.72%/4.17%/7.83%,"18.57%, 22.76%",2.8 months/28 days/2 months,3.14%,1.62%,1.52%,0.07,-0.0,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"MTY.TO, Long, 2026-03-05 (Price: 39.8)",Daily,2026-04-08 (Price: 40.73),No Price Target,No Date Target,3.47%/4.03%,"1.53%, 1.2 month","2026-04-09 (Price: 40.41), 1.53% above",42.2756 (Historic Rise or Fall to Pivot)/41.8139 (Avg % Gain of Historic Winning trades)/42.04 (Function Specific Target)/72.5033 (Horizontal)/46.1839 (Backtested Max),2026-04-26 (Max),37.0/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/38.91,"73.33%, Past 4 years, 15",39.93,No Information,No Information,No Information,No Information,No Information,No Information,16.04%/1.91%/5.06%,"10.87%, 15.04%",1.2 month/2 days/13 days,8.47%,-4.69%,13.16%,0.48,-0.21,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"TWR.NZ, Long, 2026-01-23 (Price: 1.89)",Daily,2026-04-07 (Price: 1.94),No Price Target,No Date Target,3.08%/284.83%,"1.32%, 2.5 months","2026-04-09 (Price: 1.915), 1.32% above",7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/1.9739 (Backtested Max),No Next Date Target,1.82/0.6472/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.82,"70.0%, Past 4 years, 10",1.88,No Information,No Information,No Information,No Information,No Information,No Information,4.44%/2.36%/3.4%,"10.44%, 11.77%",15 days/1 day/6 days,1.37%,10.89%,-9.52%,-0.9,0.62,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-02-25 (Price: 47.1645)",Daily,No Exit Yet,No Price Target,2026-04-09 (Max),7.66%/10.91%,"-5.18%, 1.4 month","2026-04-09 (Price: 44.7228), 5.18% below",48.1502 (Avg % Gain of Historic Winning trades)/56.29 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/49.6029 (Backtested Max),No Next Date Target,44.9/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.75,"94.44%, Past 4 years, 18",46.83,No Information,No Information,No Information,No Information,No Information,2.64% below/5.18% below/5.18% below,5.17%/0.29%/2.09%,"5.82%, 33.2%",1 month/6 days/13 days,-3.69%,-0.66%,-3.03%,0.0,-0.18,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"BDL.NS, Long, 2026-04-02 (Price: 1185.6)",Daily,2026-04-08 (Price: 1291.4),No Price Target,No Date Target,13.32%/22.75%,"11.8%, 7 days","2026-04-09 (Price: 1325.5), 11.8% above",1627.1 (Horizontal)/2336.9032 (F-Stack 1)/2616.0038 (F-Stack 2)/1502.04 (EMA 200),2026-05-19 (Max)/2026-04-17 (Avg),No Recent Minima/184.5375/1101.1152/1023.7762/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 6 years, 15",1174.0,No Information,No Information,No Information,No Information,No Information,No Information,8.19%/0.23%/4.41%,"13.23%, 14.91%",1.1 month/2 days/11 days,5.26%,34.56%,-29.3%,0.0,1.44,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
TRENDPULSE,"CRM, Long, 2025-12-07 (Price: 260.57)",Weekly,No Exit Yet,No Price Target,2026-04-12 (Avg),59.13%/64.98%,"-34.43%, 4.1 months","2026-04-09 (Price: 170.85), 34.43% below",288.451 (Historic Rise or Fall to Pivot)/286.5488 (Avg % Gain of Historic Winning trades)/281.86 (Function Specific Target)/368.045 (Horizontal)/354.7868 (F-Stack 1)/402.2468 (F-Stack 2)/316.4102 (Backtested Max)/271.8787 (Backtested Min),2027-02-05 (Max)/2026-04-12 (Avg),227.11/156.1/253.2538/209.3181/No F-Track Level/No F-Track Level/259.46,"89.29%, Past 10 years, 28",228.67,No Information,No Information,No Information,No Information,No Information,25.89% below/30.96% below/34.43% below,21.43%/4.34%/9.97%,"31.24%, 58.25%",9.8 months/1.2 month/2.9 months,10.46%,8.31%,2.15%,0.0,0.42,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2024-12-31 (Price: 592.3)",Monthly,No Exit Yet,637.4333 (Backtested Min),No Date Target,15.33%/37.53%,"7.29%, 1.3 year","2026-04-09 (Price: 635.5), 7.29% above",993.6425 (Historic Rise or Fall to Pivot)/1082.6652 (Avg % Gain of Historic Winning trades)/940.0 (Function Specific Target)/732.8952 (F-Stack 1)/874.0036 (F-Stack 2)/1327.2851 (Backtested Max),2027-09-17 (Max),280.1/229.525/500.6768/454.1688/No F-Track Level/No F-Track Level/531.3,"100.0%, Past 20 years, 17",580.1,No Information,No Information,No Information,No Information,No Information,7.29% above/7.18% above/7.29% above,124.09%/7.62%/82.79%,"-0.0%, 48.59%",1.9 year/5.1 months/10.3 months,25.6%,14.57%,11.03%,0.0,0.65,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
DELTADRIFT,"NZDUSD=X, Long, 2026-04-01 (Price: 0.5755)",Daily,2026-04-09 (Price: 0.5867),0.5868 (Historic Rise or Fall to Pivot)/0.5877 (Backtested Max),No Date Target,0.56%/23.3%,"1.95%, 8 days","2026-04-09 (Price: 0.5867), 1.95% above",0.7234 (Horizontal)/0.59 (EMA 200),2026-07-22 (Max)/2026-05-01 (Avg),0.57/0.5528/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"77.78%, Past 4 years, 18",0.5753,No Information,No Information,No Information,No Information,No Information,No Information,2.12%/0.9%/1.29%,"4.65%, 5.12%",2.6 months/1 day/21 days,3.88%,-2.92%,6.8%,-0.22,-0.78,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-12-31 (Price: 181.13)",Monthly,No Exit Yet,116.89 (Horizontal),No Date Target,-22.95%/-20.68%,"35.26%, 3.3 months","2026-04-09 (Price: 117.27), 35.26% below",90.36 (Function Specific Target)/93.0152 (F-Stack 2),2026-09-22 (Max)/2026-08-05 (Min)/2026-08-13 (Avg),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/237.39,"87.5%, Past 20 years, 8",187.17,No Information,No Information,No Information,No Information,No Information,38.13% below/37.17% below/35.26% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,8.2%,4.79%,3.41%,0.0,0.24,100.0%/3/6.1 months (Across ALL Assets),0.0%/6/6.4 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-31 (Price: 125.56),116.89 (Horizontal),No Date Target,-12.19%,"45.42%, 5.3 months","2026-04-09 (Price: 117.27), 45.42% below",102.98 (Function Specific Target),2026-07-23 (Max)/2026-06-05 (Min)/2026-06-13 (Avg),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/249.35,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,45.73% below/45.42% below/45.42% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,8.2%,4.79%,3.41%,0.0,0.24,100.0%/3/6.1 months (Across ALL Assets),0.0%/6/6.4 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-31 (Price: 125.56),116.89 (Horizontal),No Date Target,-11.76%,"45.73%, 6.4 months","2026-04-09 (Price: 117.27), 45.73% below",103.48 (Function Specific Target),2026-06-22 (Max)/2026-05-05 (Min)/2026-05-13 (Avg),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/250.82,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,51.92% below/51.53% below/45.73% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,8.2%,4.79%,3.41%,0.0,0.24,100.0%/3/6.1 months (Across ALL Assets),0.0%/6/6.4 months (Across ALL Assets)
FRACTAL TRACK,"GOOG, Short, 2026-03-31 (Price: 286.86)",Quarterly,2026-04-09 (Price: 316.37),No Price Target,No Date Target,-73.29%/-59.91%,"-10.29%, 9 days","2026-04-09 (Price: 316.37), 10.29% above",245.753 (Avg % Gain of Historic Winning trades)/126.84 (Function Specific Target)/84.51 (Horizontal)/285.4807 (F-Stack 1)/240.3589 (F-Stack 2)/268.21 (EMA 200),No Next Date Target,313.8/No Horizontal Resistance/345.4418/365.3613/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 21 years, 4",317.59,No Information,No Information,No Information,"23.66% (Price: 287.0488), 10.21% above, Upmove Break Below","2022-12-31 (Price: 83.45), 2026-03-31 (Price: 350.15)",No Information,23.19%/7.72%/14.33%,"0.0%, 23.19%",3.1 months/3.1 months/3.1 months,6.79%,4.88%,1.91%,5.77,0.76,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets)
TRENDPULSE,"ORCL, Short, 2026-03-30 (Price: 138.8)",Daily,No Exit Yet,No Price Target,2026-04-09 (Min),-39.94%/-36.82%,"0.68%, 10 days","2026-04-09 (Price: 137.86), 0.68% below",127.2241 (Historic Rise or Fall to Pivot)/130.125 (Avg % Gain of Historic Winning trades)/87.1 (Function Specific Target)/82.7925 (Horizontal)/117.4897 (F-Stack 1)/106.3198 (F-Stack 2),2026-04-27 (Max)/2026-04-14 (Avg),163.12/No Horizontal Resistance/300.069/376.1425/No F-Track Level/No F-Track Level/219.15,"90.0%, Past 4 years, 10",140.04,No Information,No Information,No Information,No Information,No Information,3.47% below/0.68% below/0.68% below,11.05%/3.55%/6.25%,"9.62%, 15.22%",20 days/7 days/11 days,11.44%,4.02%,7.42%,6.61,0.62,92.0%/25/16 days (Across ALL Assets),42.11%/19/13 days (Across ALL Assets)
TRENDPULSE,"SPOT, Short, 2026-03-20 (Price: 474.54)",Daily,No Exit Yet,No Price Target,2026-04-09 (Avg),-75.63%/-42.72%,"-2.55%, 20 days","2026-04-09 (Price: 486.62), 2.55% above",456.7922 (Historic Rise or Fall to Pivot)/456.1278 (Avg % Gain of Historic Winning trades)/278.75 (Function Specific Target)/118.6 (Horizontal)/456.7863 (F-Stack 1)/433.8097 (F-Stack 2),2026-04-19 (Max),565.19/No Horizontal Resistance/854.3544/896.959/No F-Track Level/No F-Track Level/625.21,"88.24%, Past 4 years, 17",479.38,No Information,No Information,No Information,No Information,No Information,5.83% below/2.55% above/2.55% above,6.21%/0.91%/3.88%,"11.41%, 12.38%",21 days/7 days/14 days,-0.76%,4.02%,-4.78%,0.0,0.74,92.0%/25/16 days (Across ALL Assets),42.11%/19/13 days (Across ALL Assets)
