Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,2026-04-09 (Price: 1330.0),No Price Target,2026-04-09 (Min),42.95%/49.76%,"-15.15%, 4.3 months","2026-04-09 (Price: 1330.0), 15.15% below",2357.3632 (Historic Rise or Fall to Pivot)/1991.8222 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-11-16 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1444.86,"75.0%, Past 48 years, 8",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 0.54% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-06-30 (Price: 1500.6)",Monthly,2026-04-09 (Price: 1330.0),No Price Target,No Date Target,36.85%/40.02%,"-11.37%, 9.4 months","2026-04-09 (Price: 1330.0), 11.37% below",2256.7523 (Historic Rise or Fall to Pivot)/1906.8124 (Avg % Gain of Historic Winning trades)/1862.24 (Function Specific Target)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/2138.355 (Backtested Max)/1820.0777 (Backtested Min),2027-10-12 (Max)/2026-06-16 (Avg),1200.1/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1444.86,"75.0%, Past 48 years, 8",1412.1,No Information,No Information,No Information,"78.6% (Price: 1135.0539), 17.18% above, Upmove Bounce Back","2023-03-31 (Price: 1006.0696), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-04-05 (Price: 750.9)",Weekly,2026-04-09 (Price: 797.7),803.0876 (Historic Rise or Fall to Pivot),No Date Target,1.43%/2.19%,"6.23%, 4 days","2026-04-09 (Price: 797.7), 6.23% above",815.177 (Avg % Gain of Historic Winning trades)/809.13 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/953.81 (EMA 200)/838.8304 (Backtested Max),2026-07-13 (Max)/2026-05-15 (Min)/2026-06-17 (Avg),718.95/640.9/697.8792/606.5732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",745.2,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"12.08%, 16.27%",2.3 months/28 days/1.7 month,6.79%,9.15%,-2.36%,1.13,0.54,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"HDFCBANK.NS, Long, 2026-04-06 (Price: 771.0)",Daily,No Exit Yet,No Price Target,2026-04-10 (Min),2.45%/3.18%,"3.46%, 3 days","2026-04-09 (Price: 797.7), 3.46% above",817.26 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/953.81 (EMA 200)/823.0425 (Backtested Max),2026-08-27 (Max)/2026-04-10 (Min)/2026-05-23 (Avg),No Recent Minima/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 6 years, 20",759.0,No Information,No Information,No Information,No Information,No Information,No Information,6.75%/0.15%/2.34%,"12.51%, 12.74%",3.3 months/3 days/1.1 month,-0.37%,6.52%,-6.89%,0.0,0.35,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-28 (Price: 129.16)",Weekly,No Exit Yet,137.8008 (Avg % Gain of Historic Winning trades),No Date Target,1.15%/5.17%,"6.8%, 3.4 months","2026-04-09 (Price: 137.94), 6.8% above",139.5315 (Historic Rise or Fall to Pivot)/172.77 (Function Specific Target)/152.0396 (F-Stack 2)/145.0725 (Backtested Max),2028-07-23 (Max)/2026-07-24 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,"87.5%, Past 10 years, 32",128.25,No Information,No Information,No Information,No Information,No Information,9.65% above/7.0% above/6.8% above,12.32%/1.31%/6.69%,"9.57%, 31.6%",1.8 year/28 days/4.8 months,7.5%,5.65%,1.85%,0.0,0.31,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
OSCILLATOR DELTA,"TD.TO, Long, 2026-03-31 (Price: 129.92)",Daily,2026-04-08 (Price: 137.25),No Price Target,No Date Target,3.32%/10.22%,"6.17%, 9 days","2026-04-09 (Price: 137.94), 6.17% above",152.0396 (F-Stack 1)/161.295 (F-Stack 2)/142.5222 (Backtested Max),2026-05-22 (Max)/2026-04-21 (Avg),No Recent Minima/73.6233/128.6672/103.0479/No F-Track Level/No F-Track Level/117.08,"87.5%, Past 6 years, 16",128.79,No Information,No Information,No Information,No Information,No Information,No Information,9.7%/0.74%/2.54%,"12.12%, 13.53%",1.2 month/4 days/15 days,4.79%,9.8%,-5.01%,2.05,0.64,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-03-08 (Price: 2557.6001)",Weekly,No Exit Yet,No Price Target,2026-04-07 (Min),2.42%/5.95%,"1.23%, 1.1 month","2026-04-09 (Price: 2589.0), 1.23% above",2743.0261 (Historic Rise or Fall to Pivot)/2767.8348 (Avg % Gain of Historic Winning trades)/2755.43 (Function Specific Target)/4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3028.79 (EMA 200)/2917.1987 (Backtested Max)/2651.7198 (Backtested Min),2026-05-29 (Max)/2026-04-29 (Avg),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 15 years, 5",2592.0,No Information,No Information,No Information,No Information,No Information,No Information,14.06%/3.68%/8.22%,"14.47%, 16.73%",1.9 month/21 days/1.2 month,4.77%,6.84%,-2.07%,0.14,0.36,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"TCS.NS, Long, 2026-04-06 (Price: 2473.8999)",Daily,No Exit Yet,2597.59 (Function Specific Target),No Date Target,5.1%/16.99%,"4.65%, 3 days","2026-04-09 (Price: 2589.0), 4.65% above",4543.575 (Horizontal)/5901.7523 (F-Stack 1)/6711.0756 (F-Stack 2)/3028.79 (EMA 200)/2721.0425 (Backtested Max),2026-05-19 (Max)/2026-04-14 (Min)/2026-04-30 (Avg),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.0%, Past 6 years, 20",2474.0,No Information,No Information,No Information,No Information,No Information,No Information,9.99%/0.02%/2.89%,"10.44%, 10.44%",1 month/6 days/17 days,5.65%,3.94%,1.71%,1.18,0.18,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-03-23 (Price: 47.63)",Daily,2026-04-08 (Price: 49.27),49.15 (Function Specific Target),No Date Target,0.42%/2.92%,"3.02%, 17 days","2026-04-09 (Price: 49.07), 3.02% above",49.278 (Historic Rise or Fall to Pivot)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.8 (EMA 200)/50.5021 (Backtested Max),2026-05-02 (Max),46.59/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 14",47.52,No Information,No Information,No Information,No Information,No Information,No Information,6.03%/1.48%/2.93%,"5.35%, 6.14%",28 days/2 days/10 days,4.97%,1.76%,3.21%,-0.39,-0.04,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-04-05 (Price: 46.65)",Weekly,2026-04-09 (Price: 49.07),49.2484 (Backtested Min),No Date Target,2.4%/4.48%,"5.19%, 4 days","2026-04-09 (Price: 49.07), 5.19% above",52.2946 (Historic Rise or Fall to Pivot)/50.2467 (Avg % Gain of Historic Winning trades)/51.27 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.8 (EMA 200)/53.5589 (Backtested Max),2026-08-13 (Max)/2026-04-15 (Min)/2026-06-04 (Avg),45.82/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 14 years, 8",45.42,No Information,No Information,No Information,No Information,No Information,No Information,14.81%/5.57%/7.71%,"-0.0%, 6.26%",3 months/7 days/1.4 month,7.44%,2.85%,4.59%,2.0,0.08,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-03-01 (Price: 9.16)",Weekly,No Exit Yet,No Price Target,2026-04-10 (Min),11.15%/17.19%,"-9.61%, 1.3 month","2026-04-09 (Price: 8.28), 9.61% below",9.9423 (Historic Rise or Fall to Pivot)/9.7032 (Avg % Gain of Historic Winning trades)/9.8 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.3288 (Backtested Max)/9.2031 (Backtested Min),2027-01-20 (Max)/2026-04-10 (Min)/2026-06-26 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.97,"100.0%, Past 10 years, 21",8.85,No Information,No Information,No Information,No Information,No Information,6.76% below/9.61% below/9.61% below,12.76%/0.47%/5.93%,"-0.0%, 7.89%",7.5 months/28 days/2.7 months,10.83%,5.76%,5.07%,0.0,0.3,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
OSCILLATOR DELTA,"AIA.NZ, Long, 2026-03-25 (Price: 8.08)",Daily,No Exit Yet,8.2877 (Avg % Gain of Historic Winning trades),No Date Target,0.86%/2.42%,"2.48%, 15 days","2026-04-09 (Price: 8.28), 2.48% above",8.3515 (Historic Rise or Fall to Pivot)/8.48 (Function Specific Target)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7175 (Backtested Max),2027-02-26 (Max)/2026-05-24 (Avg),No Recent Minima/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/8.04,"86.36%, Past 6 years, 22",7.96,No Information,No Information,No Information,No Information,No Information,No Information,7.89%/0.2%/2.57%,"10.83%, 12.7%",7.8 months/3 days/1.4 month,3.2%,4.83%,-1.63%,0.0,0.24,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
OSCILLATOR DELTA,"SUM.NZ, Long, 2026-04-07 (Price: 8.93)",Daily,No Exit Yet,9.1577 (Avg % Gain of Historic Winning trades),2026-04-11 (Min),1.3%/5.36%,"2.46%, 2 days","2026-04-09 (Price: 9.15), 2.46% above",9.2693 (Historic Rise or Fall to Pivot)/9.64 (Function Specific Target)/12.55 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/11.29 (EMA 200)/9.6917 (Backtested Max),2026-09-30 (Max)/2026-04-11 (Min)/2026-05-24 (Avg),No Recent Minima/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"84.21%, Past 6 years, 19",8.93,No Information,No Information,No Information,No Information,No Information,No Information,8.53%/0.08%/2.55%,"11.53%, 11.95%",4.1 months/3 days/1.1 month,3.69%,5.55%,-1.86%,0.0,0.28,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
SIGMASHELL,"SUM.NZ, Long, 2026-04-01 (Price: 8.91)",Daily,No Exit Yet,9.1399 (Historic Rise or Fall to Pivot),No Date Target,8.81%/20.95%,"2.69%, 8 days","2026-04-09 (Price: 9.15), 2.69% above",9.956 (Avg % Gain of Historic Winning trades)/19.8479 (Function Specific Target)/12.64 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/11.29 (EMA 200)/11.0671 (Backtested Max),2026-11-25 (Max)/2026-06-09 (Min)/2026-07-22 (Avg),8.88/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"78.57%, Past 5 years, 14",9.2,"-11.93, 91.67%",No Information,No Information,No Information,No Information,No Information,24.21%/2.02%/11.74%,"14.49%, 34.68%",5.5 months/1.6 month/2.6 months,10.76%,9.33%,1.43%,0.0,0.52,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"BEL.NS, Long, 2026-03-25 (Price: 413.45)",Daily,2026-04-08 (Price: 433.1),440.72 (Function Specific Target)/439.0012 (Backtested Max),2026-04-07 (Avg),2.59%/3.88%,"6.36%, 15 days","2026-04-09 (Price: 439.75), 6.36% above",451.1566 (Historic Rise or Fall to Pivot)/456.8119 (F-Stack 1)/613.9011 (F-Stack 2),2026-04-21 (Max),405.5/61.7416/382.9941/287.8162/No F-Track Level/No F-Track Level/411.18,"88.89%, Past 4 years, 9",416.3,No Information,No Information,No Information,No Information,No Information,No Information,6.18%/2.69%/4.07%,"11.23%, 12.53%",19 days/2 days/9 days,12.03%,37.48%,-25.45%,0.74,1.95,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
TRENDPULSE,"BEL.NS, Long, 2025-05-31 (Price: 384.6)",Monthly,2026-04-09 (Price: 439.75),No Price Target,No Date Target,3.88%/31.88%,"14.34%, 10.4 months","2026-04-09 (Price: 439.75), 14.34% above",697.6259 (Historic Rise or Fall to Pivot)/579.9383 (Avg % Gain of Historic Winning trades)/456.8119 (F-Stack 2)/653.8585 (Backtested Max),2026-08-21 (Max),246.25/39.05/287.8162/240.2858/No F-Track Level/No F-Track Level/293.59,"100.0%, Past 20 years, 9",310.8,No Information,No Information,No Information,No Information,No Information,40.0% above/39.23% above/14.34% above,70.01%/11.06%/50.79%,"0%, 18.14%",10.3 months/4.1 months/6.8 months,20.79%,17.26%,3.53%,0.0,0.78,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
TRENDPULSE,"MAZDOCK.NS, Long, 2026-03-06 (Price: 2471.8999)",Daily,No Exit Yet,No Price Target,2026-04-08 (Avg),3.18%/6.27%,"-1.47%, 1.1 month","2026-04-09 (Price: 2435.5), 1.47% below",2914.8644 (Historic Rise or Fall to Pivot)/2861.2241 (Avg % Gain of Historic Winning trades)/3228.56 (Function Specific Target)/2588.15 (Horizontal)/4295.3759 (F-Stack 1)/5655.9245 (F-Stack 2)/2782.31 (EMA 200)/3230.0316 (Backtested Max)/2512.9334 (Backtested Min),2026-08-18 (Max),2165.4/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.74%, Past 4 years, 19",2383.3,No Information,No Information,No Information,No Information,No Information,3.53% above/1.47% below/1.47% below,30.67%/1.66%/15.75%,"17.79%, 32.27%",3.8 months/8 days/23 days,26.86%,52.1%,-25.24%,0.0,2.05,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-01-11 (Price: 2500.5)",Weekly,No Exit Yet,No Price Target,2026-04-12 (Min),6.27%/9.55%,"-2.6%, 2.9 months","2026-04-09 (Price: 2435.5), 2.6% below",3755.0008 (Historic Rise or Fall to Pivot)/3973.0444 (Avg % Gain of Historic Winning trades)/4259.573 (Function Specific Target)/2588.15 (Horizontal)/4259.573 (F-Stack 1)/5325.1753 (F-Stack 2)/2668.01 (EMA 200)/6757.8513 (Backtested Max),2026-12-11 (Max)/2026-04-12 (Min)/2026-07-12 (Avg),2408.2/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"84.75%, Past 5 years, 59",2495.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,95.61%,52.74%,42.87%,0.0,2.02,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2020-12-31 (Price: 162.8465)",Quarterly,2026-04-09 (Price: 233.65),No Price Target,No Date Target,10.06%/13.68%,"43.48%, 5.3 years","2026-04-09 (Price: 233.65), 43.48% above",265.6189 (Avg % Gain of Historic Winning trades)/257.16 (Function Specific Target)/323.3154 (Backtested Max),2028-07-25 (Max),1.61/83.3704/132.2674/119.5138/No F-Track Level/No F-Track Level/143.87,"100.0%, Past 28 years, 5",160.4,No Information,No Information,No Information,No Information,No Information,48.41% above/42.3% above/43.48% above,98.54%/30.67%/63.11%,"0%, 51.17%",5.3 years/1.5 year/2.9 years,11.21%,21.2%,-9.99%,0.0,0.72,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
DELTADRIFT,"META, Long, 2026-03-31 (Price: 572.13)",Daily,2026-04-08 (Price: 612.42),No Price Target,No Date Target,4.49%/8.71%,"9.83%, 9 days","2026-04-09 (Price: 628.39), 9.83% above",742.455 (Horizontal)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/683.13 (EMA 200)/656.5764 (Backtested Max),2026-05-30 (Max)/2026-04-24 (Avg),525.72/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"72.73%, Past 4 years, 11",549.98,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/6.96%,"19.19%, 19.41%",1.4 month/1 day/17 days,1.26%,8.81%,-7.55%,-0.21,0.45,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-01-09 (Price: 499.1)",Daily,No Exit Yet,No Price Target,2026-04-10 (Max),5.02%/5.58%,"-2.79%, 3 months","2026-04-09 (Price: 485.2), 2.79% below",527.3491 (Historic Rise or Fall to Pivot)/513.4242 (Avg % Gain of Historic Winning trades)/509.57 (Function Specific Target)/512.255 (Horizontal)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/524.1548 (Backtested Max),2026-04-10 (Max),496.12/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/497.22,"100.0%, Past 4 years, 20",498.94,No Information,No Information,No Information,No Information,No Information,2.79% below/2.79% below/2.79% below,5.02%/0.7%/2.87%,"-0.0%, 7.4%",2.1 months/6 days/17 days,13.57%,11.63%,1.94%,0.0,0.8,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"MA, Long, 2026-03-31 (Price: 499.66)",Daily,No Exit Yet,No Price Target,2026-04-08 (Min),3.22%/6.17%,"0.78%, 9 days","2026-04-09 (Price: 503.57), 0.78% above",547.6773 (Historic Rise or Fall to Pivot)/519.7963 (Avg % Gain of Historic Winning trades)/534.64 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/552.1 (EMA 200)/582.8534 (Backtested Max),2026-07-21 (Max)/2026-04-27 (Avg),No Recent Minima/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.44%, Past 6 years, 18",500.0,No Information,No Information,No Information,No Information,No Information,No Information,16.65%/0.37%/4.03%,"12.42%, 14.53%",2.6 months/6 days/19 days,12.64%,7.99%,4.65%,0.0,0.42,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2026-03-02 (Price: 97.09)",Daily,2026-04-09 (Price: 102.05),No Price Target,No Date Target,1.71%/7.85%,"5.11%, 1.3 month","2026-04-09 (Price: 102.05), 5.11% above",113.66 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.06 (EMA 200)/103.7989 (Backtested Max),2026-06-18 (Max)/2026-04-18 (Avg),75.86/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 4 years, 18",95.26,No Information,No Information,No Information,No Information,No Information,6.04% above/5.11% above/5.11% above,6.91%/0.45%/3.51%,"0.57%, 20.2%",2.5 months/6 days/1.1 month,15.22%,12.05%,3.17%,0.0,0.58,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-24 (Price: 125.48)",Daily,No Exit Yet,No Price Target,2026-04-11 (Avg),2.18%/4.88%,"1.75%, 16 days","2026-04-09 (Price: 127.68), 1.75% above",137.3755 (Historic Rise or Fall to Pivot)/133.9123 (Avg % Gain of Historic Winning trades)/135.64 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/146.46 (EMA 200)/140.8638 (Backtested Max)/130.4616 (Backtested Min),2026-05-15 (Max)/2026-04-11 (Avg),122.41/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",124.36,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.72%,"17.99%, 17.99%",1.2 month/1 day/13 days,12.35%,-8.19%,20.54%,1.04,-0.08,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2026-03-01 (Price: 1939.0667)",Weekly,2026-04-09 (Price: 2211.4587),No Price Target,No Date Target,6.78%/11.15%,"14.05%, 1.3 month","2026-04-09 (Price: 2211.4587), 14.05% above",2670.8705 (Historic Rise or Fall to Pivot)/2457.9609 (Avg % Gain of Historic Winning trades)/2564.42 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/2947.3 (EMA 200)/2584.9698 (Backtested Max)/2361.3954 (Backtested Min),2026-05-09 (Max)/2026-04-13 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 4",1958.1396,No Information,No Information,No Information,No Information,No Information,No Information,33.31%/21.78%/26.76%,"-0.0%, 21.37%",1.6 month/14 days/1 month,25.34%,17.52%,7.82%,1.25,0.91,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"PG, Long, 2026-04-01 (Price: 144.09)",Daily,No Exit Yet,No Price Target,2026-04-09 (Min),0.9%/2.42%,"1.78%, 8 days","2026-04-09 (Price: 146.66), 1.78% above",150.2138 (Historic Rise or Fall to Pivot)/147.9804 (Avg % Gain of Historic Winning trades)/154.18 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/151.7 (EMA 200)/152.5625 (Backtested Max),2026-10-09 (Max)/2026-05-27 (Avg),No Recent Minima/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 6 years, 18",143.92,No Information,No Information,No Information,No Information,No Information,No Information,5.88%/0.19%/2.7%,"11.02%, 11.43%",4.4 months/6 days/1.3 month,5.12%,2.78%,2.34%,0.0,0.07,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
DELTADRIFT,"QQQ, Long, 2026-03-24 (Price: 583.98)",Daily,2026-04-08 (Price: 606.09),610.43 (Function Specific Target),No Date Target,0.83%/1.08%,"4.49%, 16 days","2026-04-09 (Price: 610.19), 4.49% above",616.7997 (Historic Rise or Fall to Pivot)/636.805 (Horizontal)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2)/615.2813 (Backtested Max),2026-07-14 (Max)/2026-04-23 (Avg),582.06/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.91%, Past 4 years, 11",584.82,No Information,No Information,No Information,No Information,No Information,No Information,5.36%/1.84%/3.44%,"7.84%, 13.67%",2.6 months/2 days/21 days,8.44%,8.34%,0.1%,1.28,0.47,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-03-24 (Price: 307.84)",Daily,No Exit Yet,No Price Target,2026-04-11 (Max),0.79%/2.14%,"0.56%, 16 days","2026-04-09 (Price: 309.55), 0.56% above",326.0333 (Historic Rise or Fall to Pivot)/316.1825 (Avg % Gain of Historic Winning trades)/321.11 (Function Specific Target)/321.444 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/322.4932 (Backtested Max)/311.9958 (Backtested Min),2026-04-11 (Max),302.84/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 4 years, 16",306.39,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.54%",13 days/1 day/7 days,5.25%,4.08%,1.17%,-0.36,0.17,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
OSCILLATOR DELTA,"BN.TO, Long, 2026-03-25 (Price: 55.16)",Daily,2026-04-07 (Price: 56.7),No Price Target,No Date Target,1.47%/3.02%,"6.16%, 15 days","2026-04-09 (Price: 58.56), 6.16% above",60.3285 (Historic Rise or Fall to Pivot)/68.4166 (Horizontal)/68.7243 (F-Stack 1)/74.8784 (F-Stack 2)/61.53 (EMA 200)/59.4184 (Backtested Max),2026-04-24 (Max)/2026-04-12 (Avg),No Recent Minima/41.16/52.8663/46.8365/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 2 years, 6",55.0,No Information,No Information,No Information,No Information,No Information,No Information,7.72%/0.66%/5.0%,"-0.0%, 3.47%",21 days/6 days/13 days,17.11%,17.9%,-0.79%,4.37,0.95,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
