"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"C6L.SI, Long, 2025-10-12 (Price: 6.64)",2026-03-22 (Price: 6.6),"-0.6%, 5.4 months","78.57%, Past 20 years, 14","Weekly, was CONFIRMED on 2025-10-12",Already confirmed,"2026-03-30 (Price: 6.6), 0.6% below",5.6 months,Upmove Bounce Back,61.8% (Price: 6.5361),0.98% above,"2024-08-18 (Price: 5.86), 2025-08-03 (Price: 7.63)",17.87%/5.49%/15.22%,"4.19%, 51.25%",1.5 year/3.3 months/11.6 months,2027-12-03/2026-03-04/2027-02-28,6.62%,-0.87%,7.49%,0.78,-0.15,6.7516/7.6506/7.7/6.9575/15.377/16.6022/6.66,6.46/4.792/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.66%/58/1.4 year (Across ALL Assets),52.32%/151/7.6 months (Across ALL Assets),6.56
"ATD.TO, Long, 2025-09-14 (Price: 73.64)",2026-03-22 (Price: 76.17),"3.44%, 6.3 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-09-14",Already confirmed,"2026-03-30 (Price: 77.47), 5.2% above",6.6 months,Upmove Bounce Back,78.6% (Price: 69.1621),12.01% above,"2025-03-23 (Price: 65.95), 2025-07-20 (Price: 80.96)",25.17%/0.64%/13.71%,"2.07%, 59.16%",4.1 years/1.6 month/11.5 months,2031-07-21/2025-11-22/2027-01-26,8.92%,11.07%,-2.15%,1.12,0.6,81.6078/83.736/82.65/85.51/85.3936/96.14/74.06,67.64/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.66%/58/1.4 year (Across ALL Assets),52.32%/151/7.6 months (Across ALL Assets),76.14
"ACWX, Long, 2025-06-30 (Price: 60.94)",2026-02-28 (Price: 74.45),"22.17%, 8.1 months","100.0%, Past 18 years, 7","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-03-30 (Price: 66.29), 8.78% above",9.1 months,Upmove Bounce Back,50% (Price: 48.385),37.01% above,"2022-10-31 (Price: 38.81), 2024-09-30 (Price: 57.96)",22.53%/20.09%/21.48%,"-0.0%, 23.35%",3.1 years/1.2 year/2 years,2029-12-02/2027-03-17/2028-05-07,8.75%,0.78%,7.97%,1.6,-0.09,No Target/74.0299/72.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/65.99,52.16/44.95/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.11%/38/1.6 year (Across ALL Assets),60.78%/51/9.8 months (Across ALL Assets),59.72
"MAR, Long, 2025-06-30 (Price: 273.21)",2026-02-28 (Price: 341.73),"25.08%, 8.1 months","100.0%, Past 32 years, 7","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-03-30 (Price: 319.31), 16.87% above",9.1 months,Upmove Bounce Back,38.2% (Price: 207.8333),53.64% above,"2020-03-31 (Price: 46.56), 2025-02-28 (Price: 307.52)",31.27%/20.88%/23.76%,"-0.0%, 58.79%",2.8 years/6 months/1.3 year,2029-06-27/2026-03-17/2027-05-08,9.12%,7.6%,1.52%,2.24,0.38,329.8191/338.1247/429.79/No Horizontal Resistance/372.972/399.3723/291.85,136.01/129.12/235.5515/198.7812/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.11%/38/1.6 year (Across ALL Assets),60.78%/51/9.8 months (Across ALL Assets),262.12
"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",2026-03-29 (Price: 37.2),"3.48%, 10.7 months","100.0%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-05-11",Already confirmed,"2026-03-30 (Price: 37.2), 3.48% above",10.8 months,Upmove Bounce Back,23.66% (Price: 32.958),12.87% above,"2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",19.89%/15.29%/17.03%,"-0.0%, 42.34%",2.9 years/3.3 months/1.1 year,2029-07-01/2025-10-01/2026-12-05,9.13%,8.49%,0.64%,1.13,0.45,39.4731/42.0723/52.54/39.1917/40.9296/48.5677/37.56,32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.66%/58/1.4 year (Across ALL Assets),52.32%/151/7.6 months (Across ALL Assets),35.3
"SFTBY, Short, 2026-03-30 (Price: 11.02)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 14 years, 4","Quarterly, is CONFIRMED on 2026-03-30",No Cancellation Possible,"2026-03-30 (Price: 11.02), 0.0% below",0 days,Upmove Break Below,50.0% (Price: 12.16),9.38% below,"2012-12-31 (Price: 1.82), 2025-12-31 (Price: 22.5)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-08-11 (Max),12.53%,5.4%,7.13%,1.47,0.38,9.9015/9.1014/-1.39/4.205/10.9987/9.1801/No EMA 200 Target,15.82/11.9025/22.5282/24.0279/No stop loss/No stop loss/13.55,100.0%/1/3 months (Across ALL Assets),36.36%/11/2.5 months (Across ALL Assets),14.2475
"WIPRO.NS, Short, 2026-03-30 (Price: 187.64)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 80 years, 7","Quarterly, is CONFIRMED on 2026-03-30",No Cancellation Possible,"2026-03-30 (Price: 187.64), 0.0% below",0 days,Upmove Break Below,88.6% (Price: 192.9404),2.75% below,"2023-06-30 (Price: 176.0), 2025-03-31 (Price: 324.6)",29.71%/7.32%/15.86%,"11.67%, 29.71%",1.3 year/3 months/5.6 months,2028-02-05/2026-08-07/2026-11-28,7.99%,5.5%,2.49%,0.99,0.56,No Target/157.8803/98.48/187.6062/179.092/142.8471/No EMA 200 Target,301.85/366.6625/412.2037/473.5829/357.2745/377.3542/243.75,100.0%/1/3 months (Across ALL Assets),36.36%/11/2.5 months (Across ALL Assets),264.5
"CSCO, Short, 2026-03-30 (Price: 77.04)",No Exit Yet,"-0.0%, 0 days","86.67%, Past 36 years, 15","Monthly, was CONFIRMED on 2026-03-09",No Cancellation Possible,"2026-03-30 (Price: 77.04), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 77.8529),1.04% below,"2024-08-31 (Price: 44.5), 2026-02-28 (Price: 88.19)",17.87%/3.2%/8.23%,"20.18%, 17.87%",3.1 months/1 month/1.8 month,2026-08-11/2026-05-12/2026-06-16,7.38%,5.5%,1.88%,0.56,0.68,No Target/70.6996/50.83/40.92/74.4569/64.9561/73.06,79.46/No Horizontal Resistance/81.4336/90.4142/77.8529/No stop loss/No EMA 200 Stop Loss,71.43%/7/1.4 month (Across ALL Assets),35.29%/17/1.3 month (Across ALL Assets),78.745
"AMD, Short, 2026-03-18 (Price: 199.46)",2026-03-25 (Price: 220.27),"-10.43%, 7 days","85.0%, Past 5 years, 40","Daily, was CONFIRMED on 2026-03-18",Already confirmed,"2026-03-30 (Price: 196.04), 1.71% below",12 days,Upmove Break Below,88.6% (Price: 257.9836),24.01% below,"2026-01-23 (Price: 256.25), 2026-03-03 (Price: 193.64)",8.59%/0.06%/4.31%,"24.21%, 11.06%",1.8 month/1 day/8 days,2026-06-04/2026-03-19/2026-03-29,20.24%,5.1%,15.14%,0.39,0.6,198.6622/190.8633/161.89/72.05/187.3421/170.075/195.54,204.83/267.02/273.8526/307.9609/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,42.86%/7/11 days (Across ALL Assets),42.86%/7/5 days (Across ALL Assets),196.125
"SFTBY, Short, 2025-12-31 (Price: 14.175)",2026-03-30 (Price: 11.02),"22.26%, 3 months","100.0%, Past 14 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-03-30 (Price: 11.02), 22.26% below",3 months,Upmove Break Below,50.0% (Price: 13.3475),17.44% below,"2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14 (Max),12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/13.55,15.82/No Horizontal Resistance/23.8631/27.246/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/1/3 months (Across ALL Assets),36.36%/11/2.5 months (Across ALL Assets),15.6175
"KWEB, Short, 2025-12-31 (Price: 34.05)",2026-02-28 (Price: 31.06),"8.78%, 2 months","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-03-30 (Price: 27.78), 18.41% below",3 months,Upmove Break Below,38.2% (Price: 35.4633),21.67% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-05-14/2026-02-12/2026-03-10,5.83%,5.4%,0.43%,0.25,0.12,31.1762/31.6222/21.64/24.5062/No F-Stack Support/No F-Stack Support/No EMA 200 Target,42.01/54.865/112.1402/127.8094/No F-Track Level/No F-Track Level/36.21,71.43%/7/1.4 month (Across ALL Assets),35.29%/17/1.3 month (Across ALL Assets),37.73
"C6L.SI, Short, 2025-12-31 (Price: 6.4)",2026-02-28 (Price: 7.18),"-12.19%, 2 months","92.86%, Past 40 years, 14","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-03-30 (Price: 6.6), 3.12% above",3 months,Upmove Break Below,78.6% (Price: 7.5813),12.94% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",13.97%/3.18%/6.42%,"3.38%, 13.97%",3.1 months/1 month/1.7 month,2026-05-14/2026-02-12/2026-03-14,8.07%,5.5%,2.57%,1.46,-0.19,5.9699/5.9891/6.38/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,7.13/7.0067/15.377/16.6022/No F-Track Level/No F-Track Level/6.66,71.43%/7/1.4 month (Across ALL Assets),35.29%/17/1.3 month (Across ALL Assets),6.49
