Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"GNE.NZ, Long, 2026-03-03 (Price: 2.26)",No Exit Yet,"0.0%, 0 days","93.75%, Past 4 years, 16","Daily, is CONFIRMED on 2026-03-03",Already confirmed,"2026-03-03 (Price: 2.26), 0.0% below",0 days,2.24,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/1.26%/3.36%,"7.36%, 7.72%",1.7 month/1 day/15 days,2026-05-15/2026-03-04/2026-03-24,12.51%,-6.12%,18.63%,0.91,-0.53,2.331/2.3359/2.33/3.575/4.6908/5.9676/2.39,2.23/2.0733/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,83.45%/139/13 days (Across ALL Assets),77.76%/508/15 days (Across ALL Assets)
DELTADRIFT,"NU, Long, 2026-03-03 (Price: 14.76)",No Exit Yet,"0.0%, 0 days","90.91%, Past 4 years, 11","Daily, is CONFIRMED on 2026-03-03",Already confirmed,"2026-03-03 (Price: 14.76), 0.0% below",0 days,14.68,No Information,No Information,No Information,No Information,No Information,No Information,23.68%/2.44%/9.29%,"24.09%, 24.09%",2.1 months/1 day/20 days,2026-06-02/2026-03-04/2026-03-31,23.55%,9.78%,13.77%,0.51,0.54,15.5231/16.1312/15.83/16.285/19.3185/24.577/15.05,14.73/5.54/No F-Stack Support/No F-Stack Support/13.995/12.8185/No EMA 200 Support,83.45%/139/13 days (Across ALL Assets),77.76%/508/15 days (Across ALL Assets)
SIGMASHELL,"XLY, Long, 2026-03-03 (Price: 114.36)",No Exit Yet,"0.0%, 0 days","90.91%, Past 5 years, 11","Daily, is CONFIRMED on 2026-03-03",Already confirmed,"2026-03-03 (Price: 114.36), 0.0% below",0 days,113.1,"-3.36, 75.0%",No Information,No Information,No Information,No Information,No Information,15.66%/1.37%/9.46%,"0.63%, 20.66%",4.4 months/1.4 month/3.2 months,2026-09-10/2026-05-02/2026-07-20,18.83%,5.93%,12.9%,1.75,0.31,116.7616/125.1785/125.4815/122.0862/125.4815/149.5056/115.67,110.58/66.775/97.0194/64.5812/No support/113.5776/No EMA 200 Support,72.09%/43/4.6 months (Across ALL Assets),69.58%/240/3.6 months (Across ALL Assets)
DELTADRIFT,"BAC, Long, 2026-03-03 (Price: 49.97)",No Exit Yet,"0.0%, 0 days","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2026-03-03",Already confirmed,"2026-03-03 (Price: 49.97), 0.0% below",0 days,48.76,No Information,No Information,No Information,No Information,No Information,No Information,6.86%/2.52%/4.16%,"10.59%, 11.17%",1.1 month/1 day/11 days,2026-04-19/2026-03-04/2026-03-18,13.59%,7.35%,6.24%,0.55,0.38,53.0132/52.0488/52.53/No Horizontal Resistance/60.5768/64.246/50.43,49.81/29.49/44.5293/38.6463/49.8392/45.1006/No EMA 200 Support,83.45%/139/13 days (Across ALL Assets),77.76%/508/15 days (Across ALL Assets)
SIGMASHELL,"SUM.NZ, Long, 2026-03-03 (Price: 10.28)",No Exit Yet,"0.0%, 0 days","72.73%, Past 5 years, 11","Daily, is CONFIRMED on 2026-03-03",Already confirmed,"2026-03-03 (Price: 10.28), 0.0% below",0 days,10.32,"-8.89, 87.5%",No Information,No Information,No Information,No Information,No Information,24.21%/2.02%/11.83%,"14.49%, 34.68%",6.1 months/1.6 month/2.7 months,2026-11-23/2026-05-11/2026-06-28,11.52%,11.34%,0.18%,0.46,0.64,10.6542/11.4961/16.7981/12.64/16.7981/18.5763/11.47,No Recent Minima/9.1367/8.9354/8.0661/No support/No support/No EMA 200 Support,72.09%/43/4.6 months (Across ALL Assets),69.58%/240/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2026-03-03 (Price: 12.26)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, is CONFIRMED on 2026-03-03",No Cancellation Possible,"2026-03-03 (Price: 12.26), 0.0% below",0 days,14.2475,No Information,No Information,No Information,"50.0% (Price: 12.16), 0.82% above, Upmove Break Below","2012-12-31 (Price: 1.82), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-07-15 (Max),12.53%,5.4%,7.13%,1.47,0.38,11.0156/10.1255/-0.15/4.205/12.0158/10.9987/No EMA 200 Target,No support/4.205/12.0158/10.9987/11.1875/8.1123/No support,100.0%/3/5.7 months (Across ALL Assets),50.0%/8/3.8 months (Across ALL Assets)
