Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"CVS, Long, 2025-12-21 (Price: 77.72)",2026-03-25 (Price: 72.18),"-7.13%, 3.1 months","90.91%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2026-03-25 (Price: 72.18), 7.13% below",3.1 months,79.75,No Information,No Information,No Information,"23.66% (Price: 75.3098), 4.16% below, Upmove Bounce Back","2024-12-29 (Price: 43.56), 2025-11-02 (Price: 85.15)",No Information,19.47%/0.13%/12.94%,"6.64%, 50.05%",6.2 years/2.1 months/2.3 years,2034-10-27/2026-03-22/2029-04-01,4.71%,3.7%,1.01%,0.98,0.17,78.6837/87.777/102.67/106.045/116.3721/144.3517/No EMA 200 Target,75.63/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level/74.25,91.23%/57/1.5 year (Across ALL Assets),55.48%/155/7.7 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-10-31 (Price: 45.14)",2026-03-25 (Price: 47.67),"5.6%, 4.8 months","92.31%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-25 (Price: 47.67), 5.6% above",4.8 months,44.75,No Information,No Information,No Information,No Information,No Information,11.48% above/4.86% above/5.6% above,12.69%/5.3%/8.8%,"6.95%, 19.49%",1.2 year/4 months/7.1 months,2027-07-18/2026-04-22/2026-09-04,5.6%,3.96%,1.64%,1.05,0.16,49.97/49.1123/65.32/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/28.5233/37.996/28.1885/No F-Track Level/No F-Track Level/40.37,92.21%/77/10.8 months (Across ALL Assets),63.78%/127/9.7 months (Across ALL Assets)
SIGMASHELL,"MCY.NZ, Long, 2025-12-02 (Price: 6.3)",2026-03-25 (Price: 6.25),"-0.79%, 3.8 months","76.47%, Past 5 years, 17","Daily, was CONFIRMED on 2025-12-02",Already confirmed,"2026-03-25 (Price: 6.25), 0.79% below",3.8 months,6.34,"-3.38, 82.14%",No Information,No Information,No Information,No Information,No Information,22.29%/3.47%/11.45%,"5.11%, 24.61%",1.5 year/1.3 month/4.8 months,2028-01-23/2026-01-27/2026-06-28,24.55%,5.54%,19.01%,0.96,0.28,6.5772/7.0213/7.8394/7.085/7.8394/8.9737/6.4,6.07/5.13/5.8309/4.54/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,60.98%/41/4.6 months (Across ALL Assets),63.37%/243/3.7 months (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",2026-03-25 (Price: 224.51),"9.27%, 4.8 months","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-25 (Price: 224.51), 9.27% above",4.8 months,204.86,No Information,No Information,No Information,No Information,No Information,12.49% above/9.27% above/9.27% above,16.93%/2.86%/11.22%,"-0.0%, 21.22%",2.5 years/4 months/11.3 months,2029-05-26/2026-04-22/2027-03-06,4.79%,6.63%,-1.84%,1.91,0.39,229.6333/228.5237/312.78/No Horizontal Resistance/221.431/339.4883/No EMA 200 Target,162.1/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level/179.57,92.21%/77/10.8 months (Across ALL Assets),63.78%/127/9.7 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-22 (Price: 58.0)",2026-03-25 (Price: 68.0),"17.24%, 1 month","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2026-02-20",Already confirmed,"2026-03-25 (Price: 68.0), 17.24% above",1 month,55.48,No Information,No Information,No Information,No Information,No Information,27.34% above/19.11% above/17.24% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2026-07-24/2026-04-03/2026-05-11,-1.83%,3.94%,-5.77%,0.27,0.24,58.87/62.1064/83.76/No Horizontal Resistance/65.8353/68.6522/No EMA 200 Target,43.99/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/45.08,88.51%/148/5.1 months (Across ALL Assets),75.95%/262/3.7 months (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2024-02-18 (Price: 82.0)",2026-03-25 (Price: 78.62),"-4.12%, 2.1 years","90.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2024-02-16",Already confirmed,"2026-03-25 (Price: 78.62), 4.12% below",2.1 years,81.01,No Information,No Information,No Information,No Information,No Information,4.12% below/6.73% below/4.12% below,15.58%/3.82%/6.76%,"7.08%, 28.5%",8.6 months/28 days/4.1 months,2025-02-25/2024-03-29/2024-08-12,10.6%,14.26%,-3.66%,0.87,0.82,88.355/87.5432/121.69/No Horizontal Resistance/85.3936/96.14/No EMA 200 Target,68.98/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/72.47,88.51%/148/5.1 months (Across ALL Assets),75.95%/262/3.7 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",2026-03-25 (Price: 9.25),"-22.59%, 1.5 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-03-25 (Price: 9.25), 22.59% below",1.5 year,11.3,No Information,No Information,No Information,No Information,No Information,22.59% below/22.59% below/22.59% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-06-17/2025-05-05/2026-03-05,7.79%,10.92%,-3.13%,0.19,0.59,13.0016/14.6328/14.19/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.75,92.21%/77/10.8 months (Across ALL Assets),63.78%/127/9.7 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",2026-03-25 (Price: 9.25),"-25.34%, 1.4 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-25 (Price: 9.25), 25.34% below",1.4 year,11.89,No Information,No Information,No Information,No Information,No Information,22.59% below/25.34% below/25.34% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-07-18/2025-06-05/2026-04-05,7.79%,10.92%,-3.13%,0.19,0.59,13.4803/15.1716/14.37/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.96,92.21%/77/10.8 months (Across ALL Assets),63.78%/127/9.7 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",2026-03-25 (Price: 9.25),"-27.9%, 1.3 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2026-03-25 (Price: 9.25), 27.9% below",1.3 year,12.4,No Information,No Information,No Information,No Information,No Information,22.59% below/26.29% below/27.9% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-08-17/2025-07-05/2026-05-05,7.79%,10.92%,-3.13%,0.19,0.59,13.959/15.7103/14.55/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/11.15,92.21%/77/10.8 months (Across ALL Assets),63.78%/127/9.7 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",2026-03-25 (Price: 11.18),"-11.27%, 1.4 year","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-25 (Price: 11.18), 11.27% below",1.4 year,12.315,No Information,No Information,No Information,No Information,No Information,8.73% below/10.34% below/11.27% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,2026-09-08/2025-06-05/2025-12-26,5.74%,8.41%,-2.67%,1.75,0.5,14.044/13.8776/19.79/No Horizontal Resistance/18.927/29.733/No EMA 200 Target,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,92.21%/77/10.8 months (Across ALL Assets),63.78%/127/9.7 months (Across ALL Assets)
