Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2026-03-25 (Price: 37.19)",No Exit Yet,"0.3%, 1 day","90.0%, Past 5 years, 10","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-26 (Price: 37.3), 0.3% above",1 day,36.46,No Information,No Information,No Information,"23.66% (Price: 36.4054), 2.46% above, Upmove Bounce Back","2023-10-27 (Price: 20.29), 2026-03-03 (Price: 41.4)",No Information,10.94%/2.55%/7.81%,"1.6%, 46.76%",3.3 years/28 days/1.1 year,2030-12-09/2026-05-04/2027-10-19,8.47%,1.81%,6.66%,1.1,0.09,38.1569/40.0945/49.86/39.407/40.9296/48.5677/37.56,36.18/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2026-03-25 (Price: 63.19)",No Exit Yet,"-1.57%, 1 day","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-26 (Price: 62.2), 1.57% below",1 day,63.35,No Information,No Information,No Information,"23.66% (Price: 59.315), 4.86% above, Upmove Bounce Back","2023-10-23 (Price: 41.94), 2025-11-13 (Price: 64.7)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-07-06/2026-05-20/2026-11-18,22.9%,9.15%,13.75%,2.88,0.6,65.2184/68.5801/76.85/No Horizontal Resistance/81.1364/93.8009/No EMA 200 Target,61.5/33.6667/58.4776/52.627/No F-Track Level/No F-Track Level/62.59,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
DELTADRIFT,"AIA.NZ, Long, 2026-03-25 (Price: 8.08)",No Exit Yet,"-0.5%, 1 day","88.89%, Past 4 years, 9","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-26 (Price: 8.04), 0.5% below",1 day,7.96,No Information,No Information,No Information,No Information,No Information,No Information,8.29%/1.35%/4.14%,"5.72%, 9.11%",1.7 month/1 day/15 days,2026-06-06/2026-03-26/2026-04-15,10.4%,2.17%,8.23%,0.79,0.05,8.4945/8.4145/8.45/8.8962/11.1706/12.8535/No EMA 200 Target,7.93/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/8.03,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
OSCILLATOR DELTA,"^BVSP, Long, 2026-03-24 (Price: 182509.1406)",No Exit Yet,"0.12%, 2 days","81.25%, Past 6 years, 16","Daily, is Confirmed on 2026-03-24",No Cancellation Possible,"2026-03-26 (Price: 182732.6719), 0.12% above",2 days,181931.9375,No Information,No Information,No Information,No Information,No Information,No Information,22.07%/5.37%/9.84%,"11.51%, 14.48%",9.9 months/1 day/3.2 months,2027-05-28/2026-03-25/2026-08-10,14.92%,3.63%,11.29%,0.59,0.16,192711.4016/200468.04/191634.6/No Horizontal Resistance/192289.6/275648.698/No EMA 200 Target,No Recent Minima/96132.0/173653.968/121313.6/No F-Track Level/No F-Track Level/154678.8,97.56%/41/29 days (Across ALL Assets),78.47%/418/26 days (Across ALL Assets)
FRACTAL TRACK,"XIU.TO, Long, 2026-03-24 (Price: 47.07)",No Exit Yet,"-0.04%, 2 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 47.05), 0.04% below",2 days,46.71,No Information,No Information,No Information,"23.66% (Price: 46.2447), 1.74% above, Upmove Bounce Back","2025-04-09 (Price: 33.87), 2026-03-02 (Price: 50.08)",No Information,11.01%/2.15%/7.15%,"0%, 17.58%",2.5 years/1.3 month/11.5 months,2029-10-17/2026-05-19/2027-08-05,11.71%,8.23%,3.48%,2.2,0.67,48.934/50.4355/56.8/No Horizontal Resistance/53.8646/57.8672/No EMA 200 Target,46.23/27.9467/44.2067/37.996/No F-Track Level/No F-Track Level/44.95,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"ACWX, Long, 2026-03-24 (Price: 67.5)",No Exit Yet,"-1.02%, 2 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 66.81), 1.02% below",2 days,66.8,No Information,No Information,No Information,"38.2% (Price: 65.0147), 2.76% above, Upmove Bounce Back","2025-04-08 (Price: 48.99), 2026-02-25 (Price: 74.92)",No Information,10.95%/0.24%/9.51%,"0%, 31.47%",3.9 years/2.1 months/1 year,2031-10-17/2026-06-23/2027-08-27,15.62%,3.37%,12.25%,3.17,0.11,68.6407/73.9192/83.06/No Horizontal Resistance/76.9985/87.9979/No EMA 200 Target,66.37/45.07/61.9685/No stop loss/No F-Track Level/No F-Track Level/65.93,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2026-03-24 (Price: 1399.42)",No Exit Yet,"-5.0%, 2 days","100.0%, Past 5 years, 16","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 1329.5), 5.0% below",2 days,1348.6801,No Information,No Information,No Information,"23.66% (Price: 1314.59), 1.13% above, Upmove Bounce Back","2023-09-28 (Price: 564.0), 2026-02-25 (Price: 1547.2198)",No Information,15.95%/4.96%/10.87%,"-0.0%, 53.28%",2.2 years/13 days/6.5 months,2029-05-14/2026-04-11/2026-12-31,24.72%,12.44%,12.28%,3.0,0.59,1523.9684/1551.537/1989.35/No Horizontal Resistance/1508.8624/1630.5302/No EMA 200 Target,1317.25/576.784/1338.7292/1224.19/No F-Track Level/No F-Track Level/1038.79,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"EEM, Long, 2026-03-24 (Price: 56.52)",No Exit Yet,"-1.86%, 2 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 55.47), 1.86% below",2 days,56.13,No Information,No Information,No Information,"38.2% (Price: 54.6604), 1.48% above, Upmove Bounce Back","2023-10-23 (Price: 36.38), 2026-02-27 (Price: 65.96)",No Information,10.77%/2.11%/8.51%,"-0.0%, 16.11%",1.9 year/1.9 month/8.3 months,2028-12-08/2026-06-14/2027-03-19,13.08%,0.95%,12.13%,1.69,-0.08,57.1361/61.3299/74.27/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,55.64/36.64/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/53.9,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Long, 2026-03-24 (Price: 139.03)",No Exit Yet,"1.16%, 2 days","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 140.64), 1.16% above",2 days,137.04,No Information,No Information,No Information,"78.6% (Price: 133.7381), 5.16% above, Upmove Bounce Back","2025-11-24 (Price: 128.05), 2026-03-02 (Price: 154.63)",No Information,11.26%/0.33%/9.09%,"-0.0%, 14.35%",1.3 year/18 days/7.1 months,2028-01-30/2026-04-19/2027-01-26,16.8%,-0.9%,17.7%,0.98,-0.19,No Target/151.6678/154.98/171.0825/218.156/349.4971/No EMA 200 Target,135.45/127.6867/136.9828/86.815/No F-Track Level/No F-Track Level/136.39,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-03-24 (Price: 25.12)",No Exit Yet,"-0.04%, 2 days","100.0%, Past 4 years, 16","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 25.11), 0.04% below",2 days,25.23,No Information,No Information,No Information,No Information,No Information,No Information,6.97%/1.34%/3.61%,"-0.0%, 9.88%",2.4 months/1 day/23 days,2026-07-06/2026-03-25/2026-04-26,15.13%,-1.6%,16.73%,2.09,-0.12,27.0743/26.0268/26.55/39.3812/40.717/51.346/35.06,No Recent Minima/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"QQQ, Long, 2026-03-24 (Price: 583.98)",No Exit Yet,"-1.74%, 2 days","91.67%, Past 4 years, 12","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 573.79), 1.74% below",2 days,584.82,No Information,No Information,No Information,No Information,No Information,No Information,5.36%/1.84%/3.31%,"7.84%, 13.67%",2.6 months/2 days/18 days,2026-07-14/2026-03-26/2026-04-19,9.42%,9.64%,-0.22%,0.63,0.56,625.1506/603.3097/614.23/636.805/836.2536/910.0135/593.93,582.06/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"GLD, Long, 2026-03-24 (Price: 404.13)",No Exit Yet,"-0.86%, 2 days","90.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 400.64), 0.86% below",2 days,400.24,No Information,No Information,No Information,No Information,No Information,No Information,2.63%/1.46%/2.02%,"4.6%, 4.6%",24 days/2 days/9 days,2026-04-27/2026-03-26/2026-04-06,7.18%,14.45%,-7.27%,0.65,1.17,422.033/412.2934/417.16/No Horizontal Resistance/520.3579/624.146/No EMA 200 Target,404.04/150.8/381.6561/346.8156/No F-Track Level/No F-Track Level/376.1,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"SLV, Long, 2026-03-24 (Price: 62.95)",No Exit Yet,"-3.46%, 2 days","87.5%, Past 4 years, 16","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 60.77), 3.46% below",2 days,61.62,No Information,No Information,No Information,No Information,No Information,No Information,4.4%/2.49%/3.36%,"8.73%, 8.73%",1.9 month/1 day/13 days,2026-06-14/2026-03-25/2026-04-11,10.88%,19.32%,-8.44%,0.52,1.02,66.0534/65.0651/65.56/No Horizontal Resistance/89.0774/103.171/No EMA 200 Target,61.52/18.99/59.1217/54.635/No F-Track Level/No F-Track Level/52.02,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"^NDX, Long, 2026-03-24 (Price: 24002.4473)",No Exit Yet,"-1.73%, 2 days","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 23586.9941), 1.73% below",2 days,24042.2324,No Information,No Information,No Information,No Information,No Information,No Information,5.34%/1.84%/3.16%,"7.94%, 13.69%",2.6 months/2 days/17 days,2026-07-14/2026-03-26/2026-04-17,8.39%,9.65%,-1.26%,0.56,0.55,25637.014/24760.9246/25198.97/26173.5898/33965.62/36701.6323/24404.69,23898.15/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"^NSEI, Long, 2026-03-24 (Price: 22912.4004)",No Exit Yet,"1.72%, 1 day","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-25 (Price: 23306.4492), 1.72% above",1 day,22878.4492,No Information,No Information,No Information,No Information,No Information,No Information,3.06%/1.21%/2.08%,"3.64%, 4.21%",19 days/1 day/5 days,2026-04-20/2026-03-25/2026-03-31,7.24%,8.84%,-1.6%,0.75,0.7,24468.1524/23388.9783/23928.57/26106.6328/No Next Fib Ext/No Next Fib Ext/25256.3,22512.65/16662.0827/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-24 (Price: 125.48)",No Exit Yet,"-0.06%, 2 days","78.57%, Past 4 years, 14","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 125.41), 0.06% below",2 days,124.36,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.89%,"17.99%, 17.99%",1.2 month/1 day/14 days,2026-05-15/2026-03-25/2026-04-13,10.65%,-5.22%,15.87%,0.35,0.01,136.2964/134.1256/135.21/181.595/395.5515/453.696/146.11,122.41/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"NIFTY_MIDCAP_100.NS, Long, 2026-03-24 (Price: 54087.0)",No Exit Yet,"2.3%, 1 day","92.86%, Past 4 years, 14","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-25 (Price: 55331.0508), 2.3% above",1 day,53878.3008,No Information,No Information,No Information,No Information,No Information,No Information,4.01%/1.72%/2.76%,"7.88%, 9.89%",20 days/2 days/7 days,2026-04-21/2026-03-26/2026-04-03,9.79%,15.36%,-5.57%,0.56,1.16,58127.2989/55579.8012/56853.55/60128.6094/69983.5191/76335.2565/58730.54,52717.55/26608.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"BPCL.NS, Long, 2026-03-24 (Price: 282.25)",No Exit Yet,"0.81%, 1 day","80.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-25 (Price: 284.55), 0.81% above",1 day,280.0,No Information,No Information,No Information,No Information,No Information,No Information,5.64%/2.52%/4.01%,"9.33%, 10.91%",1.2 month/2 days/9 days,2026-05-15/2026-03-26/2026-04-06,6.09%,8.96%,-2.87%,0.22,0.48,302.5156/293.5682/298.04/383.0667/393.108/467.0257/344.0,271.3/145.35/248.4289/232.8593/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-03-24 (Price: 307.84)",No Exit Yet,"0.35%, 2 days","73.33%, Past 4 years, 15","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 308.93), 0.35% above",2 days,306.39,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.54%",13 days/1 day/7 days,2026-04-11/2026-03-25/2026-04-03,5.61%,6.12%,-0.51%,0.14,0.35,327.2647/316.1825/321.72/321.444/370.0426/590.3302/308.49,302.84/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-03-24 (Price: 9.31)",No Exit Yet,"0.43%, 2 days","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 9.35), 0.43% above",2 days,9.12,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,2026-06-18/2026-03-25/2026-04-20,5.72%,-0.28%,6.0%,0.18,-0.09,9.4301/9.661/9.55/12.64/19.8479/26.5969/11.37,9.09/9.1367/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"MSE.PA, Long, 2026-03-24 (Price: 62.37)",No Exit Yet,"-0.27%, 2 days","100.0%, Past 4 years, 7","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-26 (Price: 62.2), 0.27% below",2 days,62.54,No Information,No Information,No Information,No Information,No Information,No Information,6.0%/1.71%/3.52%,"0%, 8.29%",1.4 month/5 days/15 days,2026-05-23/2026-03-31/2026-04-14,11.44%,9.61%,1.83%,2.12,0.65,68.2951/64.5654/66.43/No Horizontal Resistance/81.1364/93.8009/62.59,61.5/33.6667/58.4776/52.627/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
