Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",Monthly,2026-03-10 (Price: 10.35),No Price Target,No Date Target,34.87%/35.69%,"-19.33%, 1.3 year","2026-03-10 (Price: 10.35), 19.33% below",13.959 (Historic Rise or Fall to Pivot)/15.7103 (Avg % Gain of Historic Winning trades)/14.55 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.8452 (Backtested Max)/14.0437 (Backtested Min),2027-08-17 (Max)/2026-05-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.15,"83.33%, Past 20 years, 12",12.4,No Information,No Information,No Information,No Information,No Information,13.39% below/17.53% below/19.33% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.46%/82/11.7 months (Across ALL Assets),65.87%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",Monthly,2026-03-10 (Price: 10.35),No Price Target,No Date Target,30.24%/31.03%,"-16.46%, 1.4 year","2026-03-10 (Price: 10.35), 16.46% below",13.4803 (Historic Rise or Fall to Pivot)/15.1716 (Avg % Gain of Historic Winning trades)/14.37 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.2333 (Backtested Max)/13.5621 (Backtested Min),2027-07-18 (Max)/2026-04-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.96,"83.33%, Past 20 years, 12",11.89,No Information,No Information,No Information,No Information,No Information,13.39% below/16.46% below/16.46% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.46%/82/11.7 months (Across ALL Assets),65.87%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",Monthly,2026-03-10 (Price: 10.35),No Price Target,No Date Target,25.62%/26.38%,"-13.39%, 1.5 year","2026-03-10 (Price: 10.35), 13.39% below",13.0016 (Historic Rise or Fall to Pivot)/14.6328 (Avg % Gain of Historic Winning trades)/14.19 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/16.6213 (Backtested Max)/13.0805 (Backtested Min),2027-06-17 (Max),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.75,"83.33%, Past 20 years, 12",11.3,No Information,No Information,No Information,No Information,No Information,13.39% below/13.39% below/13.39% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.46%/82/11.7 months (Across ALL Assets),65.87%/126/9.5 months (Across ALL Assets)
FRACTAL TRACK,"TRI.TO, Long, 2025-12-28 (Price: 181.76)",Weekly,No Exit Yet,No Price Target,2026-03-07 (Min),30.95%/43.7%,"-22.57%, 2.4 months","2026-03-10 (Price: 140.74), 22.57% below",215.6764 (Historic Rise or Fall to Pivot)/202.2444 (Avg % Gain of Historic Winning trades)/263.5 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/213.03 (EMA 200)/213.4771 (Backtested Max)/184.3046 (Backtested Min),2028-02-18 (Max)/2026-08-28 (Avg),179.89/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"91.67%, Past 20 years, 12",182.27,No Information,No Information,No Information,"88.6% (Price: 178.5402), 21.17% below, Upmove Bounce Back","2023-10-29 (Price: 163.01), 2025-07-20 (Price: 299.24)",No Information,17.45%/1.4%/11.27%,"1.51%, 22.04%",1.5 year/1.6 month/5.6 months,9.55%,6.23%,3.32%,1.2,0.33,95.45%/66/1.4 year (Across ALL Assets),58.0%/150/7.3 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-03-01 (Price: 131.33)",Weekly,2026-03-08 (Price: 151.44),No Price Target,No Date Target,51.36%/71.16%,"7.17%, 9 days","2026-03-10 (Price: 140.74), 7.17% above",240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/213.03 (EMA 200),2028-02-27 (Max)/2026-03-21 (Min)/2026-10-30 (Avg),113.99/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 5",113.04,No Information,No Information,No Information,No Information,No Information,No Information,8.09%/4.48%/6.17%,"-0.0%, 11.31%",1.4 year/14 days/5.6 months,5.14%,6.08%,-0.94%,1.52,0.34,76.92%/13/2.8 months (Across ALL Assets),86.09%/115/2.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-07-31 (Price: 278.08)",Monthly,No Exit Yet,No Price Target,2026-03-09 (Min),108.35%/111.34%,"-49.39%, 7.4 months","2026-03-10 (Price: 140.74), 49.39% below",302.1895 (Historic Rise or Fall to Pivot)/321.6829 (Avg % Gain of Historic Winning trades)/419.29 (Function Specific Target)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/367.9555 (Backtested Max)/297.4344 (Backtested Min),2027-11-12 (Max)/2026-08-21 (Avg),166.11/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/249.41,"100.0%, Past 20 years, 7",274.44,No Information,No Information,No Information,No Information,No Information,48.61% below/49.05% below/49.39% below,32.32%/6.96%/15.68%,"-0.0%, 18.1%",1.6 year/5.1 months/8.9 months,10.47%,4.66%,5.81%,1.09,0.22,91.46%/82/11.7 months (Across ALL Assets),65.87%/126/9.5 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,2026-03-10 (Price: 97.0),95.9858 (Backtested Min),No Date Target,4.26%/4.99%,"21.84%, 4.3 months","2026-03-10 (Price: 97.0), 21.84% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 29.53% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.48%/42/1.6 year (Across ALL Assets),63.93%/61/9.4 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-03-10 (Price: 97.0),95.0177 (F-Stack 1),No Date Target,2.79%/3.51%,"23.58%, 8.4 months","2026-03-10 (Price: 97.0), 23.58% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 57.07% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.48%/42/1.6 year (Across ALL Assets),63.93%/61/9.4 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,97.8686 (Avg % Gain of Historic Winning trades),No Date Target,2.16%/13.44%,"9.22%, 1.9 month","2026-03-10 (Price: 97.0), 9.22% above",99.0942 (Historic Rise or Fall to Pivot)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,9.22% above/10.71% above/9.22% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,89.54%/153/4.7 months (Across ALL Assets),76.6%/265/3.6 months (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",Weekly,No Exit Yet,No Price Target,2026-03-10 (Avg),17.56%/20.27%,"-6.71%, 23 days","2026-03-10 (Price: 149.4), 6.71% below",214.1232 (Historic Rise or Fall to Pivot)/179.6771 (Avg % Gain of Historic Winning trades)/196.9 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/220.31 (EMA 200)/182.3834 (Backtested Max)/175.6416 (Backtested Min),2026-03-17 (Max),142.82/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Support,"75.0%, Past 15 years, 4",148.49,No Information,No Information,No Information,No Information,No Information,No Information,13.89%/9.68%/12.2%,"20.01%, 25.53%",21 days/7 days/16 days,5.26%,6.77%,-1.51%,0.27,0.34,76.92%/13/2.8 months (Across ALL Assets),86.09%/115/2.2 months (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-09-21 (Price: 308.66)",Weekly,No Exit Yet,No Price Target,2026-03-13 (Avg),110.57%/122.4%,"-51.6%, 5.7 months","2026-03-10 (Price: 149.4), 51.6% below",348.971 (Historic Rise or Fall to Pivot)/332.2725 (Avg % Gain of Historic Winning trades)/468.66 (Function Specific Target)/376.1425 (F-Stack 2)/374.2502 (Backtested Max)/314.5863 (Backtested Min),2028-01-03 (Max)/2026-03-13 (Avg),226.13/82.7925/233.7381/167.1709/No F-Track Level/No F-Track Level/188.37,"93.33%, Past 10 years, 30",306.45,No Information,No Information,No Information,No Information,No Information,48.87% below/51.6% below/51.6% below,21.25%/1.92%/7.65%,"11.71%, 25.99%",1.6 year/28 days/4 months,9.45%,6.74%,2.71%,0.83,0.34,89.54%/153/4.7 months (Across ALL Assets),76.6%/265/3.6 months (Across ALL Assets)
DELTADRIFT,"MA, Long, 2026-02-25 (Price: 509.39)",Daily,2026-03-05 (Price: 524.66),No Price Target,2026-03-11 (Avg),2.59%/4.39%,"1.05%, 13 days","2026-03-10 (Price: 514.72), 1.05% above",555.4898 (Historic Rise or Fall to Pivot)/528.0337 (Avg % Gain of Historic Winning trades)/541.76 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/559.96 (EMA 200)/537.3046 (Backtested Max),2026-04-22 (Max)/2026-03-11 (Avg),496.03/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Support,"93.33%, Past 4 years, 15",502.82,No Information,No Information,No Information,No Information,No Information,No Information,5.48%/1.68%/3.66%,"3.92%, 6.0%",1.3 month/2 days/10 days,13.9%,7.14%,6.76%,1.39,0.38,83.57%/140/14 days (Across ALL Assets),75.82%/517/15 days (Across ALL Assets)
OSCILLATOR DELTA,"MA, Long, 2026-03-04 (Price: 522.92)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),7.34%/8.79%,"-1.57%, 6 days","2026-03-10 (Price: 514.72), 1.57% below",576.2055 (Historic Rise or Fall to Pivot)/578.8724 (Avg % Gain of Historic Winning trades)/627.5 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/559.96 (EMA 200)/623.1638 (Backtested Max)/552.5173 (Backtested Min),2026-11-15 (Max)/2026-03-12 (Min)/2026-05-25 (Avg),No Recent Minima/305.0867/515.4888/442.8637/No F-Track Level/No F-Track Level/No EMA 200 Support,"82.35%, Past 6 years, 17",524.16,No Information,No Information,No Information,No Information,No Information,No Information,19.17%/5.66%/10.7%,"12.38%, 17.31%",5.9 months/6 days/1.9 month,17.15%,7.39%,9.76%,0.56,0.38,97.62%/42/29 days (Across ALL Assets),80.44%/409/26 days (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2026-02-22 (Price: 1957.8059)",Weekly,No Exit Yet,2026.7207 (Historic Rise or Fall to Pivot),No Date Target,13.12%/19.74%,"3.66%, 16 days","2026-03-10 (Price: 2029.3853), 3.66% above",2430.0287 (Avg % Gain of Historic Winning trades)/4097.97 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3313.8 (EMA 200)/2608.7764 (Backtested Max)/2295.7232 (Backtested Min),2026-10-14 (Max)/2026-06-23 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 5",1965.1317,No Information,No Information,No Information,"88.6% (Price: 1793.4297), 13.16% above, Upmove Bounce Back","2025-04-13 (Price: 1386.7993), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/17.26%/24.12%,"-0.0%, 44.11%",5.4 months/7 days/2.8 months,44.95%,44.58%,0.37%,1.56,1.59,95.45%/66/1.4 year (Across ALL Assets),58.0%/150/7.3 months (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-10 (Price: 3325.3901)",Daily,No Exit Yet,No Price Target,2026-03-11 (Max),65.52%/74.98%,"-38.97%, 3 months","2026-03-10 (Price: 2029.3853), 38.97% below",3980.1594 (Historic Rise or Fall to Pivot)/3814.555 (Avg % Gain of Historic Winning trades)/4183.29 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5298.9816 (F-Stack 2)/3550.99 (EMA 200)/4647.5652 (Backtested Max)/3358.9765 (Backtested Min),2026-03-11 (Max),2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,"95.56%, Past 4 years, 45",3321.2041,No Information,No Information,No Information,No Information,No Information,38.89% below/38.97% below/38.97% below,39.76%/1.01%/14.71%,"7.43%, 42.86%",2.1 months/5 days/19 days,53.14%,26.27%,26.87%,0.96,0.81,92.26%/297/1.2 month (Across ALL Assets),80.46%/522/1.4 month (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-02-01 (Price: 929.25)",Weekly,No Exit Yet,No Price Target,2026-03-13 (Min),14.3%/14.68%,"-8.59%, 1.2 month","2026-03-10 (Price: 849.45), 8.59% below",1065.7568 (Historic Rise or Fall to Pivot)/1008.7938 (Avg % Gain of Historic Winning trades)/1037.28 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/970.9 (EMA 200)/1038.0652 (Backtested Max)/974.1328 (Backtested Min),2026-05-11 (Max)/2026-03-13 (Min)/2026-04-15 (Avg),916.1/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 4",906.0,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"0%, 16.27%",2.3 months/28 days/1.7 month,12.02%,10.83%,1.19%,2.91,0.65,76.92%/13/2.8 months (Across ALL Assets),86.09%/115/2.2 months (Across ALL Assets)
