Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2026-04-10 (Price: 629.86)",No Exit Yet,"0.0%, 0 days","100.0%, Past 13 years, 9","Weekly, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 629.86), 0.0% below",0 days,577.69,No Information,No Information,No Information,"38.2% (Price: 525.7329), 19.81% above, Upmove Bounce Back","2022-11-06 (Price: 88.09), 2025-08-17 (Price: 796.25)",No Information,20.56%/15.24%/17.03%,"-0.0%, 73.01%",2.1 years/21 days/8.4 months,2029-04-09/2026-05-10/2027-04-10,15.2%,14.59%,0.61%,0.0,0.68,744.9354/737.1252/1054.76/742.455/915.851/1095.6891/682.72,525.72/276.89/627.6205/491.5059/628.6993/525.7329/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"JPY=X, Long, 2026-04-10 (Price: 159.245)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 15","Daily, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 159.245), 0.0% below",0 days,158.96,No Information,No Information,No Information,"23.66% (Price: 158.3493), 0.57% above, Upmove Bounce Back","2026-02-12 (Price: 152.278), 2026-03-30 (Price: 160.231)",No Information,10.95%/0.93%/6.56%,"-0.0%, 10.97%",1.6 year/21 days/6.7 months,2028-07-22/2026-05-10/2027-01-26,12.4%,5.37%,7.03%,0.0,0.37,160.4553/169.6915/164.02/159.617/175.8568/187.2285/No EMA 200 Target,158.64/112.9488/156.7717/138.2059/155.4188/152.4615/153.04,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
FRACTAL TRACK,"XLV, Long, 2026-04-10 (Price: 147.31)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 18","Weekly, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 147.31), 0.0% below",0 days,146.28,No Information,No Information,No Information,"50% (Price: 143.97), 2.32% above, Upmove Bounce Back","2025-05-18 (Price: 127.35), 2026-01-11 (Price: 160.59)",No Information,16.96%/1.4%/12.81%,"-0.0%, 24.31%",2.3 years/2.8 months/1.1 year,2029-07-20/2026-08-09/2027-11-04,9.46%,5.57%,3.89%,0.0,0.31,No Target/166.1804/167.25/159.8525/224.2592/345.2017/No EMA 200 Target,143.26/120.475/103.3166/74.766/No stop loss/143.97/146.13,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"XLF, Long, 2026-04-10 (Price: 50.77)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 18","Weekly, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 50.77), 0.0% below",0 days,49.51,No Information,No Information,No Information,"38.2% (Price: 46.9089), 8.23% above, Upmove Bounce Back","2023-10-29 (Price: 31.36), 2026-01-11 (Price: 56.52)",No Information,18.9%/6.5%/15.52%,"-0.0%, 39.33%",2.9 years/2.1 months/1.1 year,2030-05-31/2026-07-10/2027-11-04,11.14%,2.25%,8.89%,0.0,0.1,55.9993/58.6495/65.87/51.78/59.6731/64.3957/52.7,47.81/30.1167/49.3988/43.6866/50.1484/46.2327/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-04-10 (Price: 21.05)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 20","Weekly, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 21.05), 0.0% below",0 days,20.65,No Information,No Information,No Information,"38.2% (Price: 19.4813), 8.05% above, Upmove Bounce Back","2012-12-09 (Price: 1.914), 2025-11-16 (Price: 30.34)",No Information,22.46%/3.67%/15.62%,"-0.0%, 82.39%",11.3 years/14 days/1.3 year,2042-05-28/2026-04-30/2028-02-16,9.08%,2.8%,6.28%,0.0,0.16,21.9404/24.338/38.11/26.85/31.4999/37.8207/25.68,19.91/14.992/20.7885/19.3165/20.8735/18.3001/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"BIPC.TO, Long, 2026-04-10 (Price: 58.11)",No Exit Yet,"0.0%, 0 days","100.0%, Past 18 years, 4","Weekly, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 58.11), 0.0% below",0 days,55.81,No Information,No Information,No Information,"78.6% (Price: 50.9109), 14.14% above, Upmove Bounce Back","2025-04-13 (Price: 45.7), 2026-02-15 (Price: 70.05)",No Information,16.58%/5.26%/12.71%,"-0.0%, 43.75%",3.2 years/2.3 months/1.3 year,2030-11-03/2026-07-18/2028-02-16,8.35%,6.28%,2.07%,0.0,0.32,59.9986/65.4958/72.72/67.0517/No Next Fib Ext/No Next Fib Ext/60.4,52.45/44.9667/No F-Stack Support/No F-Stack Support/56.7793/52.68/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2026-04-10 (Price: 64.16)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 12","Daily, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 64.16), 0.0% below",0 days,62.99,No Information,No Information,No Information,"23.66% (Price: 62.4547), 2.73% above, Upmove Bounce Back","2023-06-20 (Price: 34.915), 2026-03-30 (Price: 70.99)",No Information,12.12%/7.23%/10.42%,"0%, 32.88%",1.8 year/27 days/9.2 months,2028-11-03/2026-05-19/2027-05-14,23.89%,19.22%,4.67%,0.0,1.0,74.4898/70.8455/85.8/No Horizontal Resistance/73.1275/84.827/No EMA 200 Target,63.14/34.9317/59.9244/57.6062/62.4558/57.2113/48.66,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2026-04-10 (Price: 176.82)",No Exit Yet,"0.0%, 0 days","100.0%, Past 16 years, 5","Weekly, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 176.82), 0.0% below",0 days,172.35,No Information,No Information,No Information,"23.66% (Price: 168.4935), 4.94% above, Upmove Bounce Back","2020-03-22 (Price: 34.7), 2025-12-14 (Price: 209.96)",No Information,23.76%/3.36%/13.51%,"-0.0%, 37.85%",2.6 years/1.9 month/1 year,2029-12-25/2026-07-01/2027-09-13,7.2%,18.41%,-11.21%,0.0,1.16,188.2603/200.7084/281.98/199.54/252.753/384.8349/190.36,166.76/53.2967/171.1219/120.6711/168.4935/143.0107/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2026-04-10 (Price: 82.76)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 14","Daily, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 82.76), 0.0% below",0 days,80.69,No Information,No Information,No Information,"38.2% (Price: 74.6493), 10.87% above, Upmove Bounce Back","2025-10-30 (Price: 45.01), 2026-03-30 (Price: 92.97)",No Information,13.69%/5.07%/11.4%,"0%, 52.03%",1.8 year/25 days/6.8 months,2028-11-03/2026-05-16/2027-01-30,26.45%,8.76%,17.69%,0.0,0.45,90.8125/92.1946/111.54/No Horizontal Resistance/117.4996/153.5474/No EMA 200 Target,80.06/38.425/81.2495/76.4358/No stop loss/No stop loss/57.21,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-04-10 (Price: 8.25)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-04-10",Already confirmed,"2026-04-10 (Price: 8.25), 0.0% below",0 days,8.1,No Information,No Information,No Information,No Information,No Information,0.0% below/0.24% below/0.0% below,12.76%/0.47%/5.93%,"-0.0%, 7.89%",7.5 months/28 days/2.7 months,2027-03-01/2026-05-20/2026-08-05,10.83%,5.76%,5.07%,0.0,0.3,8.9545/8.7392/8.61/8.953/10.766/12.7253/No EMA 200 Target,7.97/7.0017/7.3669/6.5752/No stop loss/8.125/8.04,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
