Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2025-12-29,FRACTAL TRACK,0.63%,25.0%
2025-12-29,OSCILLATOR DELTA,0.0%,0%
2025-12-29,DELTADRIFT,0.0%,0%
2025-12-29,TRENDPULSE,1.26%,100.0%
2025-12-29,SIGMASHELL,0.0%,0%
2025-12-29,PULSEGAUGE,0.0%,0%
2025-12-29,BASELINEDIVERGENCE,0.0%,0%
2025-12-29,All Function Combined,1.89%,50.0%
