Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-31 (Price: 92.54)",2026-03-02 (Price: 110.27),"19.16%, 4.1 months","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-02 (Price: 110.27), 19.16% above",4.1 months,90.84,No Information,No Information,No Information,No Information,No Information,22.03% above/16.98% above/19.16% above,20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-02-11/2026-06-05/2027-10-29,2.32%,2.1%,0.22%,1.05,-0.03,102.7657/102.34/96.72/No Horizontal Resistance/100.0174/110.0139/No EMA 200 Target,82.93/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.68,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-10-31 (Price: 45.14)",2026-03-02 (Price: 50.06),"10.9%, 4.1 months","92.31%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-02 (Price: 50.06), 10.9% above",4.1 months,44.75,No Information,No Information,No Information,No Information,No Information,17.07% above/10.12% above/10.9% above,12.69%/5.3%/8.8%,"6.95%, 19.49%",1.2 year/4 months/7.1 months,2027-07-18/2026-04-22/2026-09-04,5.6%,3.96%,1.64%,1.05,0.16,49.97/49.1123/65.32/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/28.5233/37.996/28.1885/No F-Track Level/No F-Track Level/40.37,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",2026-03-02 (Price: 306.36),"8.71%, 4.1 months","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-02 (Price: 306.36), 8.71% above",4.1 months,241.18,No Information,No Information,No Information,No Information,No Information,25.79% above/21.71% above/8.71% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,2027-01-17/2026-06-09/2026-07-27,12.41%,17.09%,-4.68%,1.16,0.87,346.1313/412.669/443.81/No Horizontal Resistance/285.4807/322.8294/No EMA 200 Target,156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",2026-03-02 (Price: 208.39),"-5.01%, 1.2 year","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2026-03-02 (Price: 208.39), 5.01% below",1.2 year,209.96,No Information,No Information,No Information,No Information,No Information,0.24% above/5.01% below/5.01% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,2027-07-27/2025-09-22/2026-06-01,15.9%,18.33%,-2.43%,1.69,0.81,276.9141/286.2381/244.46/No Horizontal Resistance/213.1321/231.81/No EMA 200 Target,84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"COIN, Long, 2026-02-06 (Price: 165.12)",2026-03-02 (Price: 185.24),"12.19%, 24 days","88.89%, Past 4 years, 9","Daily, was CONFIRMED on 2026-02-06",Already confirmed,"2026-03-02 (Price: 185.24), 12.19% above",24 days,154.56,No Information,No Information,No Information,No Information,No Information,No Information,19.07%/5.69%/9.26%,"27.31%, 39.8%",2.7 months/3 days/23 days,2026-06-03/2026-02-10/2026-03-11,12.46%,-11.08%,23.54%,0.43,0.2,171.8569/180.4101/176.13/289.6467/449.909/643.0255/287.85,146.12/86.505/130.0002/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",2026-03-02 (Price: 686.38),"3.03%, 5.1 months","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-02 (Price: 686.38), 3.03% above",5.1 months,637.5,No Information,No Information,No Information,No Information,No Information,3.03% above/3.03% above/3.03% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,2027-04-26/2026-03-22/2026-10-17,5.38%,4.9%,0.48%,0.81,0.25,761.9767/741.1252/1004.58/No Horizontal Resistance/969.1148/1522.3697/No EMA 200 Target,554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",2026-03-02 (Price: 11.24),"-10.79%, 1.4 year","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-02 (Price: 11.24), 10.79% below",1.4 year,12.315,No Information,No Information,No Information,No Information,No Information,8.24% below/9.86% below/10.79% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,2026-09-08/2025-06-05/2025-12-26,5.74%,8.41%,-2.67%,1.75,0.5,14.044/13.8776/19.79/No Horizontal Resistance/18.927/29.733/No EMA 200 Target,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"RELIANCE.NS, Long, 2026-01-12 (Price: 1483.2)",2026-03-02 (Price: 1358.0),"-8.44%, 1.6 month","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2026-01-12",Already confirmed,"2026-03-02 (Price: 1358.0), 8.44% below",1.6 month,1475.3,No Information,No Information,No Information,No Information,No Information,No Information,4.67%/1.25%/2.83%,"6.81%, 6.81%",16 days/4 days/9 days,2026-02-04/2026-01-17/2026-01-25,4.15%,6.83%,-2.68%,0.09,0.37,1536.5952/1525.1746/1530.88/1531.725/1879.7264/2065.5547/No EMA 200 Target,1470.6/1025.8126/1375.0525/1288.3015/No F-Track Level/No F-Track Level/1450.87,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",2026-03-02 (Price: 10.32),"-19.56%, 1.3 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2026-03-02 (Price: 10.32), 19.56% below",1.3 year,12.4,No Information,No Information,No Information,No Information,No Information,13.64% below/17.77% below/19.56% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-08-17/2025-07-05/2026-05-05,7.79%,10.92%,-3.13%,0.19,0.59,13.959/15.7103/14.55/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.15,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",2026-03-02 (Price: 10.32),"-16.71%, 1.4 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-02 (Price: 10.32), 16.71% below",1.4 year,11.89,No Information,No Information,No Information,No Information,No Information,13.64% below/16.71% below/16.71% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-07-18/2025-06-05/2026-04-05,7.79%,10.92%,-3.13%,0.19,0.59,13.4803/15.1716/14.37/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.96,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",2026-03-02 (Price: 95.38),"21.52%, 8.2 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-03-02 (Price: 95.38), 21.52% above",8.2 months,77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 54.44% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-05-06/2025-09-29/2027-12-03,8.5%,12.52%,-4.02%,1.5,0.63,99.7058/100.4044/135.41/84.9567/95.0177/123.2166/82.59,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"BDGI.TO, Long, 2026-02-17 (Price: 68.65)",2026-03-02 (Price: 75.62),"10.15%, 13 days","92.86%, Past 5 years, 14","Daily, was CONFIRMED on 2026-02-17",Already confirmed,"2026-03-02 (Price: 75.62), 10.15% above",13 days,68.76,No Information,No Information,No Information,"38.2% (Price: 63.8711), 18.39% above, Upmove Bounce Back","2025-04-07 (Price: 33.62), 2026-01-19 (Price: 82.57)",No Information,14.12%/2.16%/11.1%,"0.42%, 41.99%",2.8 years/19 days/10.2 months,2030-02-14/2026-03-16/2027-05-06,19.04%,8.7%,10.34%,2.35,0.44,74.3479/76.2702/98.02/No Horizontal Resistance/79.8787/84.3122/No EMA 200 Target,65.8/24.32/63.2847/58.5532/No F-Track Level/No F-Track Level/62.73,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",2026-03-02 (Price: 10.32),"-13.64%, 1.4 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-03-02 (Price: 10.32), 13.64% below",1.4 year,11.3,No Information,No Information,No Information,No Information,No Information,13.64% below/13.64% below/13.64% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-06-17/2025-05-05/2026-03-05,7.79%,10.92%,-3.13%,0.19,0.59,13.0016/14.6328/14.19/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.75,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",2026-03-02 (Price: 230.74),"12.3%, 4.1 months","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-02 (Price: 230.74), 12.3% above",4.1 months,204.86,No Information,No Information,No Information,No Information,No Information,15.61% above/12.3% above/12.3% above,16.93%/2.86%/11.22%,"-0.0%, 21.22%",2.5 years/4 months/11.3 months,2029-05-26/2026-04-22/2027-03-06,4.79%,6.63%,-1.84%,1.91,0.39,229.6333/228.5237/312.78/No Horizontal Resistance/221.431/339.4883/No EMA 200 Target,162.1/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level/179.57,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2026-02-08 (Price: 102.61)",2026-03-02 (Price: 103.3),"0.67%, 22 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-03-02 (Price: 103.3), 0.67% above",22 days,100.88,No Information,No Information,No Information,No Information,No Information,3.33% above/0.67% above/0.67% above,7.21%/1.24%/3.58%,"13.66%, 23.59%",10.7 months/1.2 month/3.4 months,2027-05-18/2026-04-01/2026-07-05,2.98%,2.36%,0.62%,0.36,0.03,105.6678/106.2834/128.08/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/92.46,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2026-01-25 (Price: 59.07)",2026-03-02 (Price: 61.5),"4.11%, 1.2 month","96.3%, Past 10 years, 27","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-03-02 (Price: 61.5), 4.11% above",1.2 month,57.35,No Information,No Information,No Information,No Information,No Information,4.11% above/5.56% above/4.11% above,11.23%/1.19%/3.92%,"20.12%, 35.1%",1.4 year/28 days/4.2 months,2028-01-23/2026-03-06/2026-07-26,3.37%,1.17%,2.2%,0.55,-0.05,61.4387/61.3855/73.31/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/50.68,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-14 (Price: 116.7)",2026-03-01 (Price: 127.95),"9.64%, 2.6 months","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2026-03-02 (Price: 127.1), 8.91% above",2.6 months,114.57,No Information,No Information,No Information,No Information,No Information,15.01% above/8.91% above/8.91% above,10.45%/2.48%/5.35%,"1.31%, 24.69%",1.5 year/28 days/5.6 months,2028-02-04/2026-01-23/2026-08-14,8.33%,9.41%,-1.08%,1.49,0.58,124.2505/122.9435/172.7/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,101.18/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.71,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",2026-03-01 (Price: 341.06),"9.58%, 2.8 months","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2026-03-02 (Price: 334.82), 7.58% above",2.8 months,309.48,No Information,No Information,No Information,No Information,No Information,7.58% above/7.58% above/7.58% above,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,2027-02-27/2026-01-28/2026-06-11,7.73%,6.98%,0.75%,1.39,0.42,331.989/326.5736/316.15/321.3575/370.0426/590.3302/No EMA 200 Target,297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"UPS, Long, 2025-07-06 (Price: 104.13)",2026-03-01 (Price: 115.96),"11.36%, 7.9 months","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2026-03-02 (Price: 114.42), 9.88% above",8 months,101.16,No Information,No Information,No Information,No Information,No Information,15.26% above/9.52% above/9.88% above,31.22%/1.77%/9.21%,"12.29%, 27.26%",9.8 months/28 days/4.9 months,2026-09-04/2025-08-15/2026-02-03,6.49%,1.99%,4.5%,0.53,0.06,103.1304/113.7204/128.96/221.2667/228.7501/289.9226/117.28,95.37/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"SBUX, Long, 2025-02-02 (Price: 107.68)",2026-03-01 (Price: 98.02),"-8.97%, 1.1 year","81.25%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2026-03-02 (Price: 96.76), 10.14% below",1.1 year,98.52,No Information,No Information,No Information,No Information,No Information,2.07% below/10.89% below/10.14% below,20.61%/4.98%/14.44%,"16.17%, 42.95%",4.9 months/1.2 month/2.3 months,2025-09-02/2025-03-26/2025-05-12,6.25%,8.41%,-2.16%,0.63,0.44,116.1006/123.229/113.75/117.4325/142.4098/150.3462/No EMA 200 Target,87.97/71.47/104.577/89.1063/No F-Track Level/No F-Track Level/88.98,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2026-02-22 (Price: 78.67)",2026-03-01 (Price: 96.24),"22.33%, 7 days","80.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-03-02 (Price: 97.09), 23.41% above",8 days,76.92,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,2026-08-01/2026-03-24/2026-05-28,0.19%,16.07%,-15.88%,-0.03,0.7,90.738/91.3595/91.05/82.231/139.352/152.4292/110.06,76.87/34.8663/77.567/72.1834/No F-Track Level/No F-Track Level/No EMA 200 Support,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
