Symbol,Interval,Latest Horizontal,Today price,Difference (%),Type
NZDUSD=X,Daily,0.5837,0.5855,0.31,Support
NZDUSD=X,Weekly,0.5829,0.5855,0.45,Support
NZDUSD=X,Monthly,0.5854,0.5855,0.01,Support
NZDUSD=X,Quarterly,0.5854,0.5855,0.02,Support
USDCHF=X,Weekly,0.7933,0.7879,0.68,Resistance
USDCHF=X,Daily,0.798,0.7879,1.27,Resistance
NZDCAD=X,Daily,0.8068,0.8007,0.76,Resistance
EURUSD=X,Daily,1.1455,1.1504,0.43,Support
GBPUSD=X,Quarterly,1.3404,1.3315,0.66,Resistance
GBPUSD=X,Weekly,1.3303,1.3315,0.09,Support
CAD=X,Daily,1.3824,1.3686,1.0,Resistance
CAD=X,Weekly,1.3924,1.3686,1.71,Resistance
CAD=X,Monthly,1.3912,1.3686,1.62,Resistance
CAD=X,Quarterly,1.3845,1.3686,1.15,Resistance
GBPSGD=X,Monthly,1.6627,1.7009,2.3,Support
GBPSGD=X,Daily,1.6858,1.7009,0.9,Support
TWR.NZ,Monthly,1.8131,1.83,0.93,Support
GNE.NZ,Quarterly,2.245,2.17,3.34,Resistance
GNE.NZ,Monthly,2.1975,2.17,1.25,Resistance
GNE.NZ,Weekly,2.195,2.17,1.14,Resistance
FBU.NZ,Weekly,3.424,3.4,0.7,Resistance
^TNX,Weekly,4.322,4.22,2.36,Resistance
MEL.NZ,Daily,5.3586,5.38,0.4,Support
MEL.NZ,Weekly,5.395,5.38,0.28,Resistance
MEL.NZ,Monthly,5.3367,5.38,0.81,Support
MCY.NZ,Weekly,6.2483,6.4,2.43,Support
C6L.SI,Weekly,6.416,6.54,1.93,Support
C6L.SI,Daily,6.48,6.54,0.93,Support
C6L.SI,Quarterly,6.6554,6.54,1.73,Resistance
FSF.NZ,Monthly,8.245,8.12,1.52,Resistance
FSF.NZ,Weekly,8.245,8.12,1.52,Resistance
AIA.NZ,Daily,8.365,8.29,0.9,Resistance
AIA.NZ,Weekly,8.2967,8.29,0.08,Resistance
AIA.NZ,Monthly,8.295,8.29,0.06,Resistance
CNU.NZ,Quarterly,9.4062,9.11,3.15,Resistance
CNU.NZ,Daily,9.18,9.11,0.76,Resistance
CEN.NZ,Quarterly,9.083,9.16,0.85,Support
CEN.NZ,Monthly,8.9946,9.16,1.84,Support
IFT.NZ,Daily,10.78,10.84,0.56,Support
IFT.NZ,Weekly,10.87,10.84,0.28,Resistance
FRW.NZ,Weekly,13.02,13.15,1.0,Support
BYDDY,Daily,13.1794,13.26,0.61,Support
EBO.NZ,Weekly,23.015,22.64,1.63,Resistance
^VIX,Daily,23.4133,23.51,0.41,Support
^VIX,Weekly,23.248,23.51,1.13,Support
^VIX,Monthly,23.0925,23.51,1.81,Support
JETS,Weekly,25.1975,24.58,2.45,Resistance
PFE,Weekly,26.097,26.61,1.97,Support
PFE,Monthly,26.7683,26.61,0.59,Resistance
PFE,Daily,26.76,26.61,0.56,Resistance
JD,Daily,28.38,28.49,0.39,Support
JD,Weekly,28.7225,28.49,0.81,Resistance
HDB,Monthly,28.2025,28.99,2.79,Support
EFN.TO,Daily,30.265,30.84,1.9,Support
RINF,Monthly,31.2333,32.09,2.74,Support
RINF,Daily,32.3212,32.09,0.72,Resistance
ASHR,Weekly,34.235,33.64,1.74,Resistance
ASHR,Quarterly,33.8,33.64,0.47,Resistance
ASHR,Daily,34.17,33.64,1.55,Resistance
FXI,Weekly,37.6122,36.88,1.95,Resistance
FXI,Monthly,37.67,36.88,2.1,Resistance
FPH.NZ,Quarterly,38.695,38.35,0.89,Resistance
MTY.TO,Weekly,40.175,39.29,2.2,Resistance
IBIT,Weekly,42.485,41.94,1.28,Resistance
IBIT,Daily,41.99,41.94,0.12,Resistance
INDY,Daily,44.1,43.84,0.59,Resistance
INDY,Weekly,44.25,43.84,0.93,Resistance
ENZL,Weekly,43.836,44.85,2.31,Support
ENZL,Quarterly,43.725,44.85,2.57,Support
ENZL,Daily,43.9783,44.85,1.98,Support
ENZL,Monthly,43.745,44.85,2.53,Support
BAC,Quarterly,47.775,47.06,1.5,Resistance
BAC,Monthly,47.72,47.06,1.38,Resistance
INDA,Quarterly,49.225,48.56,1.35,Resistance
INDA,Monthly,47.6433,48.56,1.92,Support
RHHBY,Weekly,52.46,51.5,1.83,Resistance
IHI,Daily,55.65,55.58,0.13,Resistance
IHI,Weekly,55.2897,55.58,0.53,Support
EEM,Monthly,57.0584,58.38,2.32,Support
BTI,Quarterly,60.8175,60.94,0.2,Support
BTI,Monthly,60.3733,60.94,0.94,Support
BTI,Weekly,59.9443,60.94,1.66,Support
BIPC.TO,Daily,63.8475,63.26,0.92,Resistance
BIPC.TO,Weekly,64.0947,63.26,1.3,Resistance
BIPC.TO,Monthly,64.3678,63.26,1.72,Resistance
MX.TO,Monthly,70.755,68.88,2.65,Resistance
TCEHY,Weekly,73.145,71.94,1.65,Resistance
CVS,Quarterly,76.5267,75.84,0.9,Resistance
HYG,Daily,80.2044,79.45,0.94,Resistance
HYG,Monthly,80.3525,79.45,1.12,Resistance
HYG,Weekly,80.9292,79.45,1.83,Resistance
ATD.TO,Monthly,84.5867,84.25,0.4,Resistance
ATD.TO,Daily,85.51,84.25,1.47,Resistance
ATD.TO,Weekly,83.554,84.25,0.83,Support
TLT,Daily,86.035,87.21,1.37,Support
TLT,Quarterly,87.43,87.21,0.25,Resistance
JNK,Daily,96.9467,95.65,1.34,Resistance
JNK,Weekly,94.27,95.65,1.46,Support
JNK,Quarterly,98.3,95.65,2.7,Resistance
JNK,Monthly,97.6225,95.65,2.02,Resistance
SJ.TO,Weekly,96.37,96.53,0.17,Support
SBUX,Weekly,99.3733,97.82,1.56,Resistance
SBUX,Daily,97.9,97.82,0.08,Resistance
DIS,Daily,97.04,98.66,1.67,Support
DIS,Weekly,101.12,98.66,2.43,Resistance
DIS,Monthly,98.0767,98.66,0.59,Support
XLY,Quarterly,113.835,112.2,1.44,Resistance
IEI,Quarterly,119.232,119.09,0.12,Resistance
IEI,Daily,119.5325,119.09,0.37,Resistance
ABNB,Weekly,130.225,128.32,1.46,Resistance
ABNB,Daily,127.482,128.32,0.66,Support
KXS.TO,Daily,133.84,135.43,1.19,Support
TFII.TO,Daily,137.2133,139.13,1.4,Support
TFII.TO,Weekly,138.708,139.13,0.3,Support
CNR.TO,Monthly,149.275,145.33,2.64,Resistance
CNR.TO,Weekly,143.6733,145.33,1.15,Support
CNR.TO,Daily,144.4475,145.33,0.61,Support
XLV,Weekly,149.295,151.01,1.15,Support
XLV,Daily,149.295,151.01,1.15,Support
PG,Weekly,152.498,152.12,0.25,Resistance
PG,Daily,152.498,152.12,0.25,Resistance
JPY=X,Monthly,156.1598,159.089,1.88,Support
JPY=X,Daily,159.617,159.089,0.33,Resistance
JPY=X,Weekly,159.617,159.089,0.33,Resistance
LULU,Monthly,162.02,159.91,1.3,Resistance
LULU,Daily,159.855,159.91,0.03,Support
LULU,Weekly,161.64,159.91,1.07,Resistance
WIPRO.NS,Monthly,190.4575,195.11,2.44,Support
DOL.TO,Weekly,197.56,198.34,0.39,Support
DOL.TO,Daily,197.56,198.34,0.39,Support
BYD.TO,Weekly,221.1725,215.88,2.39,Resistance
BYD.TO,Daily,213.9933,215.88,0.88,Support
IWM,Weekly,247.4033,248.92,0.61,Support
