Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2026-03-29 (Price: 282.84)",Weekly,No Exit Yet,No Price Target,2026-04-08 (Min),1.24%/4.98%,"9.56%, 12 days","2026-04-10 (Price: 309.87), 9.56% above",313.7261 (Historic Rise or Fall to Pivot)/330.7531 (Avg % Gain of Historic Winning trades)/424.42 (Function Specific Target)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/345.8002 (Backtested Max)/325.2943 (Backtested Min),2029-05-19 (Max)/2027-05-07 (Avg),210.28/125.7575/275.691/208.1524/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.12%, Past 20 years, 17",294.31,No Information,No Information,No Information,"23.66% (Price: 281.4195), 10.11% above, Upmove Bounce Back","2022-10-16 (Price: 101.28), 2026-01-11 (Price: 337.25)",No Information,22.26%/15.01%/16.94%,"6.94%, 37.49%",2.2 years/7 days/9.3 months,13.23%,7.04%,6.19%,0.0,0.36,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-03-31 (Price: 245.3)",Quarterly,2026-04-10 (Price: 309.87),No Price Target,No Date Target,22.0%/24.85%,"26.32%, 1 year","2026-04-10 (Price: 309.87), 26.32% above",386.88 (Function Specific Target)/378.0318 (Backtested Max),2030-05-21 (Max)/2026-09-03 (Min)/2027-10-25 (Avg),104.5/91.08/208.1524/186.1217/No F-Track Level/No F-Track Level/230.23,"100.0%, Past 45 years, 6",240.92,No Information,No Information,No Information,No Information,No Information,29.27% above/24.89% above/26.32% above,54.11%/10.04%/26.54%,"0%, 36.16%",3.6 years/1 year/1.8 year,5.39%,6.11%,-0.72%,0.0,0.31,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2024-06-30 (Price: 202.26)",Quarterly,2026-04-10 (Price: 309.87),318.02 (Function Specific Target)/311.7029 (Backtested Max),No Date Target,No Next Target,"53.2%, 1.8 year","2026-04-10 (Price: 309.87), 53.2% above",No Next Target,2029-08-20 (Max)/2027-01-24 (Avg),104.5/91.08/186.1217/130.0388/No F-Track Level/No F-Track Level/173.92,"100.0%, Past 45 years, 6",199.99,No Information,No Information,No Information,No Information,No Information,53.2% above/53.2% above/53.2% above,54.11%/10.04%/26.54%,"0%, 36.16%",3.6 years/1 year/1.8 year,5.39%,6.11%,-0.72%,0.0,0.31,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
OSCILLATOR DELTA,"JPM, Long, 2026-04-08 (Price: 307.97)",Daily,2026-04-10 (Price: 309.87),No Price Target,2026-04-12 (Min),3.31%/5.35%,"0.62%, 2 days","2026-04-10 (Price: 309.87), 0.62% above",340.738 (Historic Rise or Fall to Pivot)/320.1348 (Avg % Gain of Historic Winning trades)/326.45 (Function Specific Target)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/329.8359 (Backtested Max),2026-05-06 (Max)/2026-04-12 (Min)/2026-04-22 (Avg),No Recent Minima/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/303.12,"93.33%, Past 6 years, 15",307.97,No Information,No Information,No Information,No Information,No Information,No Information,7.1%/0.19%/3.95%,"10.51%, 10.82%",20 days/3 days/10 days,11.72%,14.75%,-3.03%,0.0,0.81,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
FRACTAL TRACK,"AMD, Long, 2026-03-22 (Price: 201.33)",Weekly,2026-04-10 (Price: 245.04),No Price Target,No Date Target,7.35%/8.97%,"21.71%, 19 days","2026-04-10 (Price: 245.04), 21.71% above",328.84 (Function Specific Target)/267.02 (Horizontal)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2)/263.0578 (Backtested Max),2028-10-15 (Max)/2027-02-23 (Avg),192.43/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/199.41,"85.71%, Past 20 years, 14",194.845,No Information,No Information,No Information,"38.2% (Price: 185.9012), 31.81% above, Upmove Bounce Back","2022-10-16 (Price: 54.57), 2025-11-02 (Price: 267.08)",No Information,30.66%/1.73%/18.99%,"17.29%, 53.25%",1.8 year/7 days/7.8 months,10.0%,7.0%,3.0%,0.0,0.43,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"AMD, Long, 2026-02-22 (Price: 200.15)",Weekly,2026-04-10 (Price: 245.04),No Price Target,No Date Target,6.72%/11.76%,"22.43%, 1.6 month","2026-04-10 (Price: 245.04), 22.43% above",314.51 (Function Specific Target)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2)/261.516 (Backtested Max),2028-09-17 (Max)/2027-01-26 (Avg),151.14/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/199.41,"85.71%, Past 20 years, 14",202.145,No Information,No Information,No Information,"38.2% (Price: 194.2708), 26.13% above, Upmove Bounce Back","2025-04-13 (Price: 76.48), 2025-11-02 (Price: 267.08)",No Information,30.66%/1.73%/18.99%,"17.29%, 53.25%",1.8 year/7 days/7.8 months,10.0%,7.0%,3.0%,0.0,0.43,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2026-03-10 (Price: 203.23)",Daily,2026-04-09 (Price: 236.64),241.47 (Function Specific Target),No Date Target,8.97%/11.76%,"20.57%, 1 month","2026-04-10 (Price: 245.04), 20.57% above",267.02 (Horizontal)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2),2026-06-30 (Max)/2026-04-15 (Avg),190.95/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/189.52,"86.36%, Past 4 years, 22",202.51,No Information,No Information,No Information,No Information,No Information,20.9% above/20.57% above/20.57% above,11.8%/5.01%/8.69%,"14.7%, 48.49%",2.6 months/8 days/25 days,22.49%,19.53%,2.96%,0.0,0.83,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
SIGMASHELL,"AMD, Long, 2026-03-03 (Price: 190.95)",Daily,No Exit Yet,248.1395 (Backtested Max),No Date Target,8.97%/11.76%,"28.33%, 1.3 month","2026-04-10 (Price: 245.04), 28.33% above",273.8526 (Function Specific Target)/267.02 (Horizontal)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2),2026-10-27 (Max)/2026-05-11 (Min)/2026-07-28 (Avg),151.14/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 5 years, 7",191.46,"-3.21, 93.75%",No Information,No Information,No Information,No Information,No Information,29.95%/11.64%/20.21%,"21.78%, 48.49%",5.5 months/1.6 month/3.4 months,11.76%,6.65%,5.11%,0.0,0.44,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2026-03-23 (Price: 336.59)",Daily,2026-04-08 (Price: 370.4),392.161 (Backtested Max),2026-04-10 (Min),3.89%/6.32%,"14.86%, 18 days","2026-04-10 (Price: 386.6), 14.86% above",401.62 (Function Specific Target)/411.0319 (F-Stack 1)/449.8184 (F-Stack 2),2027-12-08 (Max)/2026-10-17 (Avg),323.51/110.475/301.3628/285.4342/No F-Track Level/No F-Track Level/295.58,"91.67%, Past 5 years, 12",340.115,No Information,No Information,No Information,"38.2% (Price: 327.4188), 18.08% above, Upmove Bounce Back","2025-11-21 (Price: 260.44), 2026-02-25 (Price: 368.82)",No Information,16.51%/10.1%/11.81%,"4.47%, 36.16%",1.2 year/13 days/4.8 months,23.32%,12.54%,10.78%,0.0,0.61,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2026-03-11 (Price: 342.09)",Daily,2026-04-09 (Price: 378.63),382.4908 (Avg % Gain of Historic Winning trades),No Date Target,3.1%/6.32%,"13.01%, 1 month","2026-04-10 (Price: 386.6), 13.01% above",474.4 (Function Specific Target)/411.0319 (F-Stack 1)/449.8184 (F-Stack 2)/398.5691 (Backtested Max),2027-11-26 (Max)/2026-10-05 (Avg),323.51/110.475/301.3628/285.4342/No F-Track Level/No F-Track Level/295.58,"91.67%, Past 5 years, 12",340.745,No Information,No Information,No Information,"23.66% (Price: 316.6473), 22.09% above, Upmove Bounce Back","2025-04-07 (Price: 148.31), 2026-02-25 (Price: 368.82)",No Information,16.51%/10.1%/11.81%,"4.47%, 36.16%",1.2 year/13 days/4.8 months,23.32%,12.54%,10.78%,0.0,0.61,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
