Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2026-04-08 (Price: 370.4)",Daily,No Exit Yet,388.4014 (Historic Rise or Fall to Pivot)/386.5124 (Avg % Gain of Historic Winning trades),No Date Target,6.32%/9.7%,"4.37%, 2 days","2026-04-10 (Price: 386.6), 4.37% above",411.0319 (F-Stack 1)/449.8184 (F-Stack 2)/424.108 (Backtested Max),2026-06-03 (Max)/2026-04-16 (Min)/2026-04-25 (Avg),309.79/110.475/348.2242/301.3628/No F-Track Level/No F-Track Level/294.06,"82.14%, Past 4 years, 28",368.2,No Information,No Information,No Information,No Information,No Information,11.17% above/4.37% above/4.37% above,14.5%/0.41%/4.35%,"10.17%, 34.33%",1.3 month/6 days/12 days,10.99%,20.03%,-9.04%,0.0,0.96,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",Quarterly,No Exit Yet,394.627 (Historic Rise or Fall to Pivot)/397.4879 (Backtested Min),No Date Target,6.32%/15.76%,"28.37%, 3.3 months","2026-04-10 (Price: 386.6), 28.37% above",447.539 (Avg % Gain of Historic Winning trades)/467.71 (Function Specific Target)/411.0319 (F-Stack 2)/525.5369 (Backtested Max),2030-09-16 (Max)/2027-11-08 (Min)/2028-09-16 (Avg),106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,"100.0%, Past 24 years, 8",269.38,No Information,No Information,No Information,No Information,No Information,28.37% above/42.75% above/28.37% above,74.51%/31.99%/48.61%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,15.16%,9.13%,6.03%,0.0,0.47,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2026-02-22 (Price: 1957.8059)",Weekly,2026-04-10 (Price: 2254.814),2264.0067 (Backtested Min),No Date Target,7.42%/15.7%,"15.17%, 1.6 month","2026-04-10 (Price: 2254.814), 15.17% above",2422.1975 (Avg % Gain of Historic Winning trades)/4097.97 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/2937.56 (EMA 200)/2608.7764 (Backtested Max),2026-10-14 (Max)/2026-06-19 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 6",1965.9232,No Information,No Information,No Information,"88.6% (Price: 1793.4297), 25.73% above, Upmove Bounce Back","2025-04-13 (Price: 1386.7993), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/15.64%/23.72%,"-0.0%, 44.11%",5.4 months/7 days/2.7 months,38.51%,17.52%,20.99%,0.0,0.91,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2026-03-01 (Price: 1939.0667)",Weekly,2026-04-10 (Price: 2254.814),No Price Target,2026-04-13 (Avg),4.73%/9.01%,"16.28%, 1.3 month","2026-04-10 (Price: 2254.814), 16.28% above",2670.8705 (Historic Rise or Fall to Pivot)/2457.9609 (Avg % Gain of Historic Winning trades)/2564.42 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/2937.56 (EMA 200)/2584.9698 (Backtested Max)/2361.3954 (Backtested Min),2026-05-09 (Max)/2026-04-13 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 4",1958.1396,No Information,No Information,No Information,No Information,No Information,No Information,33.31%/21.78%/26.76%,"-0.0%, 21.37%",1.6 month/14 days/1 month,25.34%,17.52%,7.82%,1.25,0.91,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
PULSEGAUGE,"ETH-USD, Long, 2025-10-09 (Price: 4369.1436)",Weekly,No Exit Yet,No Price Target,2026-04-13 (Avg),116.75%/116.75%,"-48.39%, 6.1 months","2026-04-10 (Price: 2254.814), 48.39% below",5162.1432 (Historic Rise or Fall to Pivot)/6818.9224 (Avg % Gain of Historic Winning trades)/4887.278 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/8057.5746 (Backtested Max)/6346.618 (Backtested Min),2027-03-14 (Max)/2026-04-13 (Avg),4141.48/1370.4997/4185.6763/3929.1537/No F-Track Level/No F-Track Level/2937.56,"100.0%, Past 10 years, 7",4515.3008,No Information,No Information,No Information,No Information,No Information,No Information,84.42%/45.26%/56.07%,"-0.0%, 61.08%",1 year/14 days/4.3 months,43.55%,17.1%,26.45%,0.44,0.14,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-03-24 (Price: 25.12)",Daily,2026-04-08 (Price: 27.11),No Price Target,No Date Target,28.92%/47.33%,"6.41%, 17 days","2026-04-10 (Price: 26.73), 6.41% above",39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/34.46 (EMA 200),2026-07-06 (Max)/2026-04-27 (Avg),No Recent Minima/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.12%, Past 4 years, 17",25.23,No Information,No Information,No Information,No Information,No Information,No Information,6.97%/1.34%/3.62%,"10.43%, 10.43%",2.4 months/1 day/24 days,12.14%,-5.09%,17.23%,0.77,-0.31,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-04-05 (Price: 24.83)",Weekly,2026-04-10 (Price: 26.73),26.7618 (Backtested Min),No Date Target,2.76%/3.11%,"7.65%, 5 days","2026-04-10 (Price: 26.73), 7.65% above",27.6482 (Historic Rise or Fall to Pivot)/27.4669 (Avg % Gain of Historic Winning trades)/27.56 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/34.46 (EMA 200)/29.0039 (Backtested Max),2026-07-05 (Max)/2026-04-15 (Min)/2026-05-31 (Avg),24.35/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 8",24.11,No Information,No Information,No Information,No Information,No Information,No Information,16.81%/7.78%/10.62%,"-0.0%, 13.44%",2.1 months/7 days/1.3 month,13.48%,5.22%,8.26%,1.54,0.26,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"HDB, Long, 2026-03-25 (Price: 25.81)",Daily,2026-04-08 (Price: 27.11),No Price Target,No Date Target,1.38%/1.4%,"3.56%, 16 days","2026-04-10 (Price: 26.73), 3.56% above",27.9213 (Historic Rise or Fall to Pivot)/27.1031 (Avg % Gain of Historic Winning trades)/27.1 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/34.46 (EMA 200)/28.8427 (Backtested Max),2026-07-02 (Max)/2026-04-28 (Avg),No Recent Minima/25.6925/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.0%, Past 6 years, 25",26.0,No Information,No Information,No Information,No Information,No Information,No Information,11.75%/0.27%/5.01%,"10.41%, 13.52%",2.3 months/3 days/24 days,14.18%,3.88%,10.3%,0.0,0.2,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-04-05 (Price: 750.9)",Weekly,2026-04-10 (Price: 810.3),815.177 (Avg % Gain of Historic Winning trades)/809.13 (Function Specific Target),No Date Target,3.52%/17.61%,"7.91%, 5 days","2026-04-10 (Price: 810.3), 7.91% above",1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/953.02 (EMA 200)/838.8304 (Backtested Max),2026-07-13 (Max)/2026-05-15 (Min)/2026-06-17 (Avg),718.95/640.9/697.8792/606.5732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",745.2,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"12.08%, 16.27%",2.3 months/28 days/1.7 month,6.79%,9.15%,-2.36%,1.13,0.54,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"HDFCBANK.NS, Long, 2026-04-06 (Price: 771.0)",Daily,No Exit Yet,No Price Target,2026-04-10 (Min),0.86%/1.57%,"5.1%, 4 days","2026-04-10 (Price: 810.3), 5.1% above",817.26 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/953.02 (EMA 200)/823.0425 (Backtested Max),2026-08-27 (Max)/2026-05-23 (Avg),No Recent Minima/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 6 years, 20",759.0,No Information,No Information,No Information,No Information,No Information,No Information,6.75%/0.15%/2.34%,"12.51%, 12.74%",3.3 months/3 days/1.1 month,-0.37%,6.52%,-6.89%,0.0,0.35,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
SIGMASHELL,"HDFCBANK.NS, Long, 2026-03-23 (Price: 744.15)",Daily,No Exit Yet,817.0023 (Backtested Max),No Date Target,17.61%/24.6%,"8.89%, 18 days","2026-04-10 (Price: 810.3), 8.89% above",1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/953.02 (EMA 200),2026-11-03 (Max)/2026-06-09 (Min)/2026-08-13 (Avg),No Recent Minima/640.9/697.8792/606.5732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 7",763.15,"-3.21, 100.0%",No Information,No Information,No Information,No Information,No Information,9.79%/0.8%/5.86%,"-0.0%, 22.66%",5.2 months/1.8 month/3.3 months,8.27%,12.09%,-3.82%,0.0,0.64,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"DOL.TO, Long, 2026-03-27 (Price: 166.76)",Daily,2026-04-06 (Price: 175.6),177.09 (Function Specific Target),No Date Target,2.69%/7.66%,"6.03%, 14 days","2026-04-10 (Price: 176.82), 6.03% above",181.585 (Historic Rise or Fall to Pivot)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.36 (EMA 200),2026-05-13 (Max)/2026-04-14 (Avg),163.59/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 7",168.42,No Information,No Information,No Information,No Information,No Information,No Information,5.3%/2.44%/3.5%,"4.54%, 4.54%",1.1 month/3 days/13 days,8.21%,17.08%,-8.87%,1.77,1.12,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
OSCILLATOR DELTA,"DOL.TO, Long, 2026-03-26 (Price: 168.84)",Daily,No Exit Yet,177.28 (Function Specific Target),No Date Target,2.43%/3.91%,"4.73%, 15 days","2026-04-10 (Price: 176.82), 4.73% above",183.7317 (Historic Rise or Fall to Pivot)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.36 (EMA 200)/181.1147 (Backtested Max),2026-06-07 (Max)/2026-04-18 (Avg),No Recent Minima/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 6 years, 16",171.36,No Information,No Information,No Information,No Information,No Information,No Information,7.27%/0.23%/2.69%,"-0.0%, 8.07%",1.7 month/2 days/16 days,10.56%,18.66%,-8.1%,0.0,1.22,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2026-04-01 (Price: 171.3)",Daily,No Exit Yet,176.6103 (Historic Rise or Fall to Pivot),No Date Target,5.41%/7.53%,"3.22%, 9 days","2026-04-10 (Price: 176.82), 3.22% above",190.1259 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.36 (EMA 200)/199.5302 (Backtested Max)/186.3915 (Backtested Min),2026-08-18 (Max)/2026-05-27 (Min)/2026-07-05 (Avg),166.76/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 7",173.34,"-7.08, 100.0%",No Information,No Information,No Information,No Information,No Information,16.48%/8.81%/10.99%,"-0.0%, 7.51%",3.2 months/1.3 month/2.2 months,14.65%,18.4%,-3.75%,2.63,1.15,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-03-23 (Price: 47.63)",Daily,2026-04-08 (Price: 49.27),49.278 (Historic Rise or Fall to Pivot),No Date Target,2.36%/6.95%,"3.59%, 18 days","2026-04-10 (Price: 49.34), 3.59% above",55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.77 (EMA 200)/50.5021 (Backtested Max),2026-05-02 (Max),46.59/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 14",47.52,No Information,No Information,No Information,No Information,No Information,No Information,6.03%/1.48%/2.93%,"5.35%, 6.14%",28 days/2 days/10 days,4.97%,1.76%,3.21%,-0.39,-0.04,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-04-05 (Price: 46.65)",Weekly,2026-04-10 (Price: 49.34),49.2484 (Backtested Min),No Date Target,1.84%/3.91%,"5.77%, 5 days","2026-04-10 (Price: 49.34), 5.77% above",52.2946 (Historic Rise or Fall to Pivot)/50.2467 (Avg % Gain of Historic Winning trades)/51.27 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.77 (EMA 200)/53.5589 (Backtested Max),2026-08-13 (Max)/2026-04-15 (Min)/2026-06-04 (Avg),45.82/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 14 years, 8",45.42,No Information,No Information,No Information,No Information,No Information,No Information,14.81%/5.57%/7.71%,"-0.0%, 6.26%",3 months/7 days/1.4 month,7.44%,2.85%,4.59%,2.0,0.08,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"INDA, Long, 2026-04-08 (Price: 49.27)",Daily,No Exit Yet,No Price Target,2026-04-12 (Min),0.35%/2.63%,"0.14%, 2 days","2026-04-10 (Price: 49.34), 0.14% above",51.901 (Historic Rise or Fall to Pivot)/50.6397 (Avg % Gain of Historic Winning trades)/52.72 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.77 (EMA 200)/51.8764 (Backtested Max)/49.5114 (Backtested Min),2026-08-12 (Max)/2026-04-12 (Min)/2026-05-17 (Avg),No Recent Minima/39.0425/49.0901/45.3705/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"93.33%, Past 6 years, 15",49.82,No Information,No Information,No Information,No Information,No Information,No Information,5.29%/0.49%/2.78%,"10.42%, 10.55%",2.9 months/3 days/27 days,9.85%,8.02%,1.83%,0.0,0.51,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
