Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-03-27 (Price: 11.71)",Daily,No Exit Yet,No Price Target,2026-04-04 (Min),2.91%/6.51%,"-1.96%, 6 days","2026-04-02 (Price: 11.48), 1.96% below",12.2569 (Historic Rise or Fall to Pivot)/12.2276 (Avg % Gain of Historic Winning trades)/12.36 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.8201 (Backtested Max)/11.8142 (Backtested Min),2026-08-17 (Max)/2026-04-04 (Min)/2026-05-13 (Avg),10.65/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.52,"96.43%, Past 4 years, 28",11.39,No Information,No Information,No Information,No Information,No Information,2.68% above/1.96% below/1.96% below,9.48%/0.89%/4.42%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.69%,13.09%,2.6%,0.0,0.76,91.79%/329/1.3 month (Across ALL Assets),77.61%/777/1.6 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-03-17 (Price: 10.9)",Daily,2026-03-31 (Price: 11.65),No Price Target,No Date Target,3.95%/5.14%,"5.32%, 16 days","2026-04-02 (Price: 11.48), 5.32% above",12.07 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/11.9333 (Backtested Max),2026-08-07 (Max)/2026-05-03 (Avg),10.65/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"96.43%, Past 4 years, 28",10.81,No Information,No Information,No Information,No Information,No Information,5.9% above/5.32% above/5.32% above,9.48%/0.89%/4.42%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.69%,13.09%,2.6%,0.0,0.76,91.79%/329/1.3 month (Across ALL Assets),77.61%/777/1.6 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-19 (Price: 11.08)",Daily,2026-03-31 (Price: 11.65),No Price Target,No Date Target,5.67%/5.75%,"3.61%, 1.4 month","2026-04-02 (Price: 11.48), 3.61% above",12.14 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.1304 (Backtested Max),2026-07-12 (Max)/2026-04-07 (Avg),10.74/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"96.43%, Past 4 years, 28",10.99,No Information,No Information,No Information,No Information,No Information,4.17% above/3.61% above/3.61% above,9.48%/0.89%/4.42%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.69%,13.09%,2.6%,0.0,0.76,91.79%/329/1.3 month (Across ALL Assets),77.61%/777/1.6 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-12 (Price: 11.3)",Daily,No Exit Yet,No Price Target,2026-03-31 (Avg),2.78%/3.03%,"1.59%, 1.6 month","2026-04-02 (Price: 11.48), 1.59% above",11.8277 (Historic Rise or Fall to Pivot)/11.7995 (Avg % Gain of Historic Winning trades)/12.23 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.3712 (Backtested Max),2026-07-05 (Max),10.83/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"96.43%, Past 4 years, 28",11.27,No Information,No Information,No Information,No Information,No Information,1.77% above/1.59% above/1.59% above,9.48%/0.89%/4.42%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.69%,13.09%,2.6%,0.0,0.76,91.79%/329/1.3 month (Across ALL Assets),77.61%/777/1.6 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2025-11-12 (Price: 12.67)",Daily,2026-04-01 (Price: 11.3),No Price Target,2026-04-04 (Max),11.06%/11.35%,"-9.39%, 4.7 months","2026-04-02 (Price: 11.48), 9.39% below",13.2617 (Historic Rise or Fall to Pivot)/13.23 (Avg % Gain of Historic Winning trades)/12.75 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/13.8711 (Backtested Max)/12.7828 (Backtested Min),2026-04-04 (Max),12.27/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.29,"96.43%, Past 4 years, 28",12.54,No Information,No Information,No Information,No Information,No Information,8.89% below/9.39% below/9.39% below,9.48%/0.89%/4.42%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.69%,13.09%,2.6%,0.0,0.76,91.79%/329/1.3 month (Across ALL Assets),77.61%/777/1.6 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-31 (Price: 11.65),No Price Target,No Date Target,13.09%/20.89%,"-8.89%, 1.4 year","2026-04-02 (Price: 11.48), 8.89% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"91.67%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,6.29% below/7.94% below/8.89% below,20.0%/3.04%/10.14%,"7.54%, 19.22%",1.3 year/5 months/9.7 months,5.0%,8.46%,-3.46%,0.0,0.5,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
SIGMASHELL,"IFT.NZ, Long, 2025-12-02 (Price: 11.75)",Daily,2026-03-31 (Price: 11.65),No Price Target,No Date Target,3.88%/5.5%,"-2.3%, 4 months","2026-04-02 (Price: 11.48), 2.3% below",12.1119 (Historic Rise or Fall to Pivot)/13.1835 (Avg % Gain of Historic Winning trades)/18.927 (Function Specific Target)/11.925 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/14.1658 (Backtested Max)/12.321 (Backtested Min),2026-06-02 (Max),11.39/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.54,"90.0%, Past 5 years, 10",11.58,"-3.31, 87.5%",No Information,No Information,No Information,No Information,No Information,20.56%/4.86%/12.2%,"0.85%, 16.37%",4.2 months/1.8 month/2.6 months,25.1%,7.96%,17.14%,0.0,0.44,63.04%/46/4.6 months (Across ALL Assets),62.99%/308/3.5 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,2026-04-02 (Price: 1350.5),No Price Target,No Date Target,40.78%/47.49%,"-13.84%, 4.1 months","2026-04-02 (Price: 1350.5), 13.84% below",2357.3632 (Historic Rise or Fall to Pivot)/1991.8222 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-04-09 (Min)/2026-11-16 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1447.12,"100.0%, Past 48 years, 8",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 2.09% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"-0.0%, 28.2%",1.6 year/3 months/8.1 months,10.3%,13.21%,-2.91%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-06-30 (Price: 1500.6)",Monthly,2026-04-02 (Price: 1350.5),No Price Target,No Date Target,34.77%/37.89%,"-10.0%, 9.2 months","2026-04-02 (Price: 1350.5), 10.0% below",2256.7523 (Historic Rise or Fall to Pivot)/1906.8124 (Avg % Gain of Historic Winning trades)/1862.24 (Function Specific Target)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/2138.355 (Backtested Max)/1820.0777 (Backtested Min),2027-10-12 (Max)/2026-06-16 (Avg),1200.1/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1447.12,"100.0%, Past 48 years, 8",1412.1,No Information,No Information,No Information,"78.6% (Price: 1135.0539), 18.98% above, Upmove Bounce Back","2023-03-31 (Price: 1006.0696), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"-0.0%, 28.2%",1.6 year/3 months/8.1 months,10.3%,13.21%,-2.91%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2026-03-23 (Price: 1407.8)",Daily,No Exit Yet,No Price Target,2026-04-02 (Min),4.71%/6.92%,"-4.07%, 10 days","2026-04-02 (Price: 1350.5), 4.07% below",1443.9805 (Historic Rise or Fall to Pivot)/1457.3546 (Avg % Gain of Historic Winning trades)/1530.2 (Function Specific Target)/1610.3 (Horizontal)/1879.7264 (F-Stack 1)/2065.5547 (F-Stack 2)/1448.89 (EMA 200)/1487.3407 (Backtested Max)/1414.1351 (Backtested Min),2026-11-25 (Max)/2026-05-04 (Avg),1345.0/1024.7604/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 4 years, 27",1400.0,No Information,No Information,No Information,No Information,No Information,2.48% below/4.07% below/4.07% below,5.65%/0.45%/3.52%,"13.97%, 27.42%",5.7 months/7 days/29 days,4.56%,12.37%,-7.81%,0.0,0.71,91.79%/329/1.3 month (Across ALL Assets),77.61%/777/1.6 month (Across ALL Assets)
