Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2026-01-04 (Price: 206.17)",Weekly,2026-03-15 (Price: 194.75),No Price Target,No Date Target,3.99%/12.21%,"-3.8%, 2.4 months","2026-03-16 (Price: 198.34), 3.8% below",228.2714 (Historic Rise or Fall to Pivot)/222.5605 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/264.1656 (Backtested Max)/206.2525 (Backtested Min),2026-08-26 (Max)/2026-04-05 (Min)/2026-05-14 (Avg),174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/191.08,"84.81%, Past 10 years, 79",205.6,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),65.97%/576/3.2 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-12-21 (Price: 203.39)",Weekly,2026-03-15 (Price: 194.75),No Price Target,No Date Target,10.7%/13.54%,"-2.48%, 2.8 months","2026-03-16 (Price: 198.34), 2.48% below",225.1934 (Historic Rise or Fall to Pivot)/219.5595 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/260.6036 (Backtested Max),2026-08-12 (Max)/2026-03-22 (Min)/2026-04-30 (Avg),174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/191.08,"84.81%, Past 10 years, 79",202.72,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),65.97%/576/3.2 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-23 (Price: 197.68)",Weekly,2026-03-15 (Price: 194.75),No Price Target,No Date Target,7.59%/10.35%,"0.33%, 3.8 months","2026-03-16 (Price: 198.34), 0.33% above",218.8713 (Historic Rise or Fall to Pivot)/213.3956 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/253.2874 (Backtested Max),2026-07-15 (Max)/2026-04-02 (Avg),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/191.08,"84.81%, Past 10 years, 79",194.41,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),65.97%/576/3.2 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-16 (Price: 194.93)",Weekly,2026-03-15 (Price: 194.75),No Price Target,No Date Target,6.09%/8.82%,"1.75%, 4 months","2026-03-16 (Price: 198.34), 1.75% above",215.8265 (Historic Rise or Fall to Pivot)/210.4269 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/249.7638 (Backtested Max),2026-07-08 (Max)/2026-03-26 (Avg),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/191.08,"84.81%, Past 10 years, 79",184.95,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),65.97%/576/3.2 months (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-02-19 (Price: 10.51)",Daily,No Exit Yet,No Price Target,2026-03-18 (Avg),6.05%/6.31%,"-3.52%, 25 days","2026-03-16 (Price: 10.14), 3.52% below",10.9062 (Avg % Gain of Historic Winning trades)/10.78 (Function Specific Target)/12.55 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/11.43 (EMA 200)/11.0849 (Backtested Max)/10.7538 (Backtested Min),2026-05-16 (Max)/2026-03-18 (Avg),10.42/9.1367/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 14",10.41,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,5.72%,-0.28%,6.0%,0.18,-0.09,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",Monthly,2026-03-16 (Price: 10.14),No Price Target,No Date Target,37.66%/38.5%,"-20.97%, 1.3 year","2026-03-16 (Price: 10.14), 20.97% below",13.959 (Historic Rise or Fall to Pivot)/15.7103 (Avg % Gain of Historic Winning trades)/14.55 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.8452 (Backtested Max)/14.0437 (Backtested Min),2027-08-17 (Max)/2026-05-05 (Avg),8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/11.15,"83.33%, Past 20 years, 12",12.4,No Information,No Information,No Information,No Information,No Information,15.15% below/19.2% below/20.97% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",Monthly,2026-03-16 (Price: 10.14),No Price Target,No Date Target,32.94%/33.75%,"-18.16%, 1.4 year","2026-03-16 (Price: 10.14), 18.16% below",13.4803 (Historic Rise or Fall to Pivot)/15.1716 (Avg % Gain of Historic Winning trades)/14.37 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.2333 (Backtested Max)/13.5621 (Backtested Min),2027-07-18 (Max)/2026-04-05 (Avg),8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.96,"83.33%, Past 20 years, 12",11.89,No Information,No Information,No Information,No Information,No Information,15.15% below/18.16% below/18.16% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",Monthly,2026-03-16 (Price: 10.14),No Price Target,No Date Target,28.22%/29.0%,"-15.15%, 1.5 year","2026-03-16 (Price: 10.14), 15.15% below",13.0016 (Historic Rise or Fall to Pivot)/14.6328 (Avg % Gain of Historic Winning trades)/14.19 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/16.6213 (Backtested Max)/13.0805 (Backtested Min),2027-06-17 (Max),8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.75,"83.33%, Past 20 years, 12",11.3,No Information,No Information,No Information,No Information,No Information,15.15% below/15.15% below/15.15% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",Weekly,No Exit Yet,No Price Target,2026-03-17 (Max),12.61%/15.2%,"-2.6%, 29 days","2026-03-16 (Price: 155.97), 2.6% below",214.1232 (Historic Rise or Fall to Pivot)/179.6771 (Avg % Gain of Historic Winning trades)/196.9 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/220.28 (EMA 200)/182.3834 (Backtested Max)/175.6416 (Backtested Min),2026-03-17 (Max),142.82/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 15 years, 4",148.49,No Information,No Information,No Information,No Information,No Information,No Information,13.89%/9.68%/12.2%,"20.01%, 25.53%",21 days/7 days/16 days,5.26%,6.77%,-1.51%,0.27,0.34,76.92%/13/2.5 months (Across ALL Assets),84.48%/116/2.3 months (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2026-03-06 (Price: 152.96)",Daily,2026-03-16 (Price: 155.97),No Price Target,2026-03-14 (Min),4.47%/11.43%,"1.97%, 10 days","2026-03-16 (Price: 155.97), 1.97% above",162.9483 (Historic Rise or Fall to Pivot)/268.62 (Function Specific Target)/300.069 (F-Stack 1)/370.6658 (F-Stack 2)/220.39 (EMA 200)/173.7932 (Backtested Max),2026-07-23 (Max)/2026-04-27 (Avg),141.31/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 19",152.92,No Information,No Information,No Information,No Information,No Information,0.76% above/1.97% above/1.97% above,13.62%/0.73%/5.92%,"-0.0%, 11.99%",3.2 months/6 days/1.2 month,18.7%,11.12%,7.58%,0.94,0.53,92.28%/298/1.2 month (Across ALL Assets),80.39%/515/1.4 month (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-09-21 (Price: 308.66)",Weekly,No Exit Yet,No Price Target,2026-03-13 (Avg),101.7%/113.04%,"-49.47%, 5.9 months","2026-03-16 (Price: 155.97), 49.47% below",348.971 (Historic Rise or Fall to Pivot)/332.2725 (Avg % Gain of Historic Winning trades)/468.66 (Function Specific Target)/376.1425 (F-Stack 2)/374.2502 (Backtested Max)/314.5863 (Backtested Min),2028-01-03 (Max),226.13/82.7925/233.7381/167.1709/No F-Track Level/No F-Track Level/188.37,"93.33%, Past 10 years, 30",306.45,No Information,No Information,No Information,No Information,No Information,46.62% below/49.47% below/49.47% below,21.25%/1.92%/7.65%,"11.71%, 25.99%",1.6 year/28 days/4 months,9.45%,6.74%,2.71%,0.83,0.34,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-03-10 (Price: 306.93)",Daily,No Exit Yet,No Price Target,2026-03-15 (Min),1.94%/5.42%,"-0.82%, 6 days","2026-03-16 (Price: 304.42), 0.82% below",320.926 (Avg % Gain of Historic Winning trades)/332.86 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/339.8636 (Backtested Max)/310.3369 (Backtested Min),2026-06-30 (Max)/2026-04-09 (Avg),298.3/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/255.14,"100.0%, Past 4 years, 21",305.875,No Information,No Information,No Information,No Information,No Information,0.52% below/0.82% below/0.82% below,10.73%/1.11%/4.56%,"0%, 25.37%",2.6 months/4 days/21 days,18.52%,18.48%,0.04%,1.44,0.93,92.28%/298/1.2 month (Across ALL Assets),80.39%/515/1.4 month (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-16 (Price: 304.42),No Price Target,No Date Target,13.7%/35.56%,"8.02%, 4.5 months","2026-03-16 (Price: 304.42), 8.02% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,24.99% above/20.94% above/8.02% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets)
