Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2025-11-28,FRACTAL TRACK,3.18%,50.0%
2025-11-28,OSCILLATOR DELTA,0.64%,100.0%
2025-11-28,DELTADRIFT,0.0%,0%
2025-11-28,TRENDPULSE,5.73%,100.0%
2025-11-28,SIGMASHELL,0.0%,0%
2025-11-28,PULSEGAUGE,0.0%,0%
2025-11-28,BASELINEDIVERGENCE,0.64%,100.0%
2025-11-28,All Function Combined,10.19%,76.19%
