Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"CVS, Long, 2025-12-21 (Price: 77.72)",2026-03-23 (Price: 71.29),"-8.27%, 3.1 months","90.91%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2026-03-23 (Price: 71.29), 8.27% below",3.1 months,79.75,No Information,No Information,No Information,"23.66% (Price: 75.3098), 5.34% below, Upmove Bounce Back","2024-12-29 (Price: 43.56), 2025-11-02 (Price: 85.15)",No Information,19.47%/0.13%/12.94%,"6.64%, 50.05%",6.2 years/2.1 months/2.3 years,2034-10-27/2026-03-22/2029-04-01,4.71%,3.7%,1.01%,0.98,0.17,78.6837/87.777/102.67/106.045/116.3721/144.3517/No EMA 200 Target,75.63/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level/74.15,92.75%/69/1.4 year (Across ALL Assets),55.94%/143/7.7 months (Across ALL Assets)
TRENDPULSE,"USO, Long, 2024-07-07 (Price: 81.31)",2026-03-23 (Price: 110.56),"35.97%, 1.7 year","75.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2024-07-05",Already confirmed,"2026-03-23 (Price: 110.56), 35.97% above",1.7 year,80.21,No Information,No Information,No Information,No Information,No Information,40.57% above/35.97% above/35.97% above,10.72%/0.56%/3.8%,"70.35%, 78.81%",11 months/1.2 month/3.7 months,2025-10-27/2024-08-28/2024-12-14,-7.02%,-6.0%,-1.02%,-0.18,-0.19,No Target/84.3998/103.28/105.92/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,73.02/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/74.58,88.82%/152/5.1 months (Across ALL Assets),75.94%/266/3.7 months (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-10-31 (Price: 91.99)",2026-03-23 (Price: 95.01),"3.28%, 4.8 months","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-23 (Price: 95.01), 3.28% above",4.8 months,90.0,No Information,No Information,No Information,No Information,No Information,10.77% above/3.43% above/3.28% above,24.83%/4.28%/13.78%,"30.99%, 38.87%",1.1 year/6 months/10.2 months,2027-05-27/2026-07-18/2027-01-17,1.92%,4.47%,-2.55%,0.3,0.2,97.7578/104.6662/93.8/No Horizontal Resistance/92.969/100.7509/No EMA 200 Target,56.15/62.2517/69.3218/61.3348/No F-Track Level/No F-Track Level/76.35,92.21%/77/10.8 months (Across ALL Assets),62.2%/127/9.6 months (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-09-30 (Price: 65.01)",2026-03-23 (Price: 68.03),"4.65%, 5.8 months","90.91%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-23 (Price: 68.03), 4.65% above",5.8 months,62.0,No Information,No Information,No Information,No Information,No Information,4.65% above/5.65% above/4.65% above,15.1%/1.97%/7.67%,"10.07%, 26.55%",3.3 years/4.1 months/1.5 year,2030-06-16/2026-03-25/2027-11-21,1.48%,1.08%,0.4%,0.36,-0.07,70.7049/69.9963/78.29/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No stop loss/No F-Track Level/No F-Track Level/58.09,92.21%/77/10.8 months (Across ALL Assets),62.2%/127/9.6 months (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-30 (Price: 76.4)",2026-03-23 (Price: 83.38),"9.14%, 5.8 months","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-23 (Price: 83.38), 9.14% above",5.8 months,64.39,No Information,No Information,No Information,No Information,No Information,31.99% above/11.65% above/9.14% above,64.32%/20.13%/42.14%,"-0.0%, 37.94%",1.5 year/6.1 months/10.4 months,2027-11-21/2026-06-22/2026-12-25,8.21%,3.31%,4.9%,1.9,0.2,96.6842/108.595/96.69/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.91/25.645/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/49.26,92.21%/77/10.8 months (Across ALL Assets),62.2%/127/9.6 months (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-31 (Price: 92.54)",2026-03-23 (Price: 100.93),"9.07%, 4.8 months","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-23 (Price: 100.93), 9.07% above",4.8 months,90.84,No Information,No Information,No Information,No Information,No Information,11.7% above/7.08% above/9.07% above,20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-02-11/2026-06-05/2027-10-29,2.32%,2.1%,0.22%,1.05,-0.03,102.7657/102.34/96.72/No Horizontal Resistance/100.0174/110.0139/No EMA 200 Target,82.93/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.68,92.21%/77/10.8 months (Across ALL Assets),62.2%/127/9.6 months (Across ALL Assets)
TRENDPULSE,"USO, Long, 2025-06-22 (Price: 83.12)",2026-03-23 (Price: 110.56),"33.01%, 9.1 months","75.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-06-20",Already confirmed,"2026-03-23 (Price: 110.56), 33.01% above",9.1 months,79.01,No Information,No Information,No Information,No Information,No Information,37.82% above/34.34% above/33.01% above,10.72%/0.56%/3.8%,"70.35%, 78.81%",11 months/1.2 month/3.7 months,2026-10-12/2025-08-13/2025-11-29,-7.02%,-6.0%,-1.02%,-0.18,-0.19,No Target/86.2786/84.0/83.47/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,64.01/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/72.76,88.82%/152/5.1 months (Across ALL Assets),75.94%/266/3.7 months (Across ALL Assets)
TRENDPULSE,"USO, Long, 2025-01-12 (Price: 80.64)",2026-03-23 (Price: 110.56),"37.1%, 1.2 year","75.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-01-10",Already confirmed,"2026-03-23 (Price: 110.56), 37.1% above",1.2 year,78.43,No Information,No Information,No Information,No Information,No Information,37.1% above/37.1% above/37.1% above,10.72%/0.56%/3.8%,"70.35%, 78.81%",11 months/1.2 month/3.7 months,2026-05-04/2025-03-05/2025-06-21,-7.02%,-6.0%,-1.02%,-0.18,-0.19,No Target/83.7043/129.65/83.1/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,69.75/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/75.38,88.82%/152/5.1 months (Across ALL Assets),75.94%/266/3.7 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",2026-03-23 (Price: 10.9),"-13.49%, 1.4 year","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-23 (Price: 10.9), 13.49% below",1.4 year,12.315,No Information,No Information,No Information,No Information,No Information,11.02% below/12.59% below/13.49% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,2026-09-08/2025-06-05/2025-12-26,5.74%,8.41%,-2.67%,1.75,0.5,14.044/13.8776/19.79/No Horizontal Resistance/18.927/29.733/No EMA 200 Target,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,92.21%/77/10.8 months (Across ALL Assets),62.2%/127/9.6 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",2026-03-23 (Price: 210.14),"-4.22%, 1.2 year","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2026-03-23 (Price: 210.14), 4.22% below",1.2 year,209.96,No Information,No Information,No Information,No Information,No Information,1.08% above/4.22% below/4.22% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,2027-07-27/2025-09-22/2026-06-01,15.9%,18.33%,-2.43%,1.69,0.81,276.9141/286.2381/244.46/No Horizontal Resistance/No Target/231.81/No EMA 200 Target,84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,92.21%/77/10.8 months (Across ALL Assets),62.2%/127/9.6 months (Across ALL Assets)
