Symbol,Interval,Latest Horizontal,Current Price,Difference (%),Type
NZDUSD=X,Daily,0.5837,0.5806,0.53,Resistance
USDCHF=X,Daily,0.798,0.788,1.26,Resistance
NZDCAD=X,Daily,0.8068,0.7978,1.12,Resistance
NZDCAD=X,Weekly,0.791,0.7978,0.86,Support
EURUSD=X,Daily,1.175,1.1777,0.23,Support
GBPUSD=X,Weekly,1.3445,1.3513,0.51,Support
GBPUSD=X,Daily,1.3631,1.3513,0.87,Resistance
CAD=X,Daily,1.3921,1.3672,1.79,Resistance
CAD=X,Weekly,1.3724,1.3672,0.38,Resistance
GBPSGD=X,Weekly,1.7483,1.7364,0.68,Resistance
GBPSGD=X,Daily,1.7443,1.7364,0.45,Resistance
^TNX,Daily,4.1085,4.116,0.18,Support
C6L.SI,Daily,6.48,6.43,0.77,Resistance
C6L.SI,Monthly,6.5913,6.43,2.45,Resistance
AIA.NZ,Daily,8.365,8.32,0.54,Resistance
AIA.NZ,Weekly,8.295,8.32,0.3,Support
CEN.NZ,Daily,9.4367,9.34,1.02,Resistance
CNU.NZ,Weekly,9.3875,9.45,0.67,Support
PFE,Daily,24.95,25.0,0.2,Support
EBO.NZ,Daily,28.005,27.63,1.34,Resistance
RINF,Daily,32.33,32.035,0.91,Resistance
KWEB,Daily,34.595,34.47,0.36,Resistance
FPH.NZ,Daily,37.54,37.47,0.19,Resistance
MTY.TO,Weekly,37.07,37.9,2.24,Support
FXI,Weekly,37.755,38.47,1.89,Support
XLE,Daily,43.9862,44.62,1.44,Support
CNQ.TO,Daily,46.105,45.49,1.33,Resistance
INDY,Daily,49.0133,48.87,0.29,Resistance
IHI,Daily,62.445,62.62,0.28,Support
BIPC.TO,Daily,63.1517,62.99,0.26,Resistance
ATD.TO,Daily,73.26,74.4,1.56,Support
HYG,Weekly,78.975,80.63,2.1,Support
HYG,Daily,80.075,80.63,0.69,Support
UBER,Daily,82.12,81.5,0.75,Resistance
SJ.TO,Daily,84.3925,85.71,1.56,Support
JNK,Weekly,96.515,97.19,0.7,Support
JNK,Daily,96.8482,97.19,0.35,Support
UPS,Weekly,101.785,99.68,2.07,Resistance
DIS,Weekly,114.645,114.19,0.4,Resistance
IEI,Daily,118.72,119.59,0.73,Support
IEI,Weekly,119.345,119.59,0.21,Support
XLY,Daily,121.1117,120.85,0.22,Resistance
CNR.TO,Daily,138.38,136.25,1.54,Resistance
PG,Daily,142.22,144.57,1.65,Support
IWM,Weekly,244.72,249.88,2.11,Support
BPCL.NS,Daily,378.775,371.6,1.89,Resistance
HDFCBANK.NS,Daily,1009.6,991.7,1.77,Resistance
RELIANCE.NS,Daily,1531.725,1545.6,0.91,Support
^NZ50,Weekly,13418.2035,13529.0596,0.83,Support
^NSEI,Daily,25973.3496,25942.0996,0.12,Resistance
NIFTY_MIDCAP_100.NS,Daily,60182.9323,60001.3008,0.3,Resistance
