Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2025-11-10,FRACTAL TRACK,1.27%,66.67%
2025-11-10,OSCILLATOR DELTA,1.91%,100.0%
2025-11-10,DELTADRIFT,1.27%,100.0%
2025-11-10,TRENDPULSE,0.0%,0%
2025-11-10,SIGMASHELL,0.0%,0%
2025-11-10,PULSEGAUGE,0.0%,0%
2025-11-10,BASELINEDIVERGENCE,0.0%,0%
2025-11-10,All Function Combined,3.82%,87.5%
