Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"MA, Long, 2026-03-04 (Price: 522.92)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),9.63%/11.04%,"-3.62%, 7 days","2026-03-11 (Price: 504.0), 3.62% below",576.2055 (Historic Rise or Fall to Pivot)/578.8724 (Avg % Gain of Historic Winning trades)/627.5 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/559.63 (EMA 200)/623.1638 (Backtested Max)/552.5173 (Backtested Min),2026-11-15 (Max)/2026-03-12 (Min)/2026-05-25 (Avg),No Recent Minima/305.0867/515.4888/442.8637/No F-Track Level/No F-Track Level/No EMA 200 Support,"82.35%, Past 6 years, 17",524.16,No Information,No Information,No Information,No Information,No Information,No Information,19.17%/5.66%/10.7%,"12.38%, 17.31%",5.9 months/6 days/1.9 month,17.15%,7.39%,9.76%,0.56,0.38,97.62%/42/29 days (Across ALL Assets),80.73%/410/26 days (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-02-09 (Price: 22.33)",Daily,No Exit Yet,No Price Target,2026-03-11 (Min),10.67%/14.34%,"-3.76%, 1 month","2026-03-11 (Price: 21.49), 3.76% below",23.7837 (Historic Rise or Fall to Pivot)/24.9091 (Avg % Gain of Historic Winning trades)/31.52 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.23 (EMA 200)/25.4741 (Backtested Max)/24.5719 (Backtested Min),2030-07-14 (Max)/2026-10-14 (Avg),21.24/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 5 years, 12",22.13,No Information,No Information,No Information,"61.8% (Price: 20.8735), 2.95% above, Upmove Bounce Back","2024-05-10 (Price: 15.022), 2025-11-12 (Price: 30.34)",No Information,14.08%/10.04%/11.55%,"5.03%, 43.88%",3.1 years/21 days/5.7 months,19.13%,6.23%,12.9%,1.28,0.32,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-02-22 (Price: 21.93)",Weekly,No Exit Yet,No Price Target,2026-03-14 (Min),6.84%/17.99%,"-2.01%, 17 days","2026-03-11 (Price: 21.49), 2.01% below",22.9607 (Historic Rise or Fall to Pivot)/25.3555 (Avg % Gain of Historic Winning trades)/31.12 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.23 (EMA 200)/26.8555 (Backtested Max),2042-04-11 (Max)/2026-03-14 (Min)/2027-12-31 (Avg),21.82/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 18",22.71,No Information,No Information,No Information,"61.8% (Price: 20.8735), 2.95% above, Upmove Bounce Back","2024-05-12 (Price: 15.022), 2025-11-16 (Price: 30.34)",No Information,22.46%/3.67%/15.62%,"-0.0%, 82.39%",11.3 years/14 days/1.3 year,9.4%,4.91%,4.49%,2.5,0.26,95.45%/66/1.4 year (Across ALL Assets),56.67%/150/7.3 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-03-01 (Price: 131.33)",Weekly,2026-03-08 (Price: 151.44),No Price Target,No Date Target,51.64%/71.99%,"6.65%, 10 days","2026-03-11 (Price: 140.06), 6.65% above",240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/212.39 (EMA 200),2028-02-27 (Max)/2026-03-21 (Min)/2026-10-30 (Avg),113.99/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 5",113.04,No Information,No Information,No Information,No Information,No Information,No Information,8.09%/4.48%/6.17%,"-0.0%, 11.31%",1.4 year/14 days/5.6 months,5.14%,6.08%,-0.94%,1.52,0.34,76.92%/13/2.5 months (Across ALL Assets),86.96%/115/2.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-07-31 (Price: 278.08)",Monthly,No Exit Yet,No Price Target,2026-03-09 (Min),109.36%/112.36%,"-49.63%, 7.4 months","2026-03-11 (Price: 140.06), 49.63% below",302.1895 (Historic Rise or Fall to Pivot)/321.6829 (Avg % Gain of Historic Winning trades)/419.29 (Function Specific Target)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/367.9555 (Backtested Max)/297.4344 (Backtested Min),2027-11-12 (Max)/2026-08-21 (Avg),166.11/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/249.41,"100.0%, Past 20 years, 7",274.44,No Information,No Information,No Information,No Information,No Information,48.85% below/49.3% below/49.63% below,32.32%/6.96%/15.68%,"-0.0%, 18.1%",1.6 year/5.1 months/8.9 months,10.47%,4.66%,5.81%,1.09,0.22,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-01-04 (Price: 188.85)",Weekly,2026-03-11 (Price: 186.03),No Price Target,No Date Target,27.53%/28.95%,"-1.49%, 2.2 months","2026-03-11 (Price: 186.03), 1.49% below",237.2523 (Historic Rise or Fall to Pivot)/265.051 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/520.905 (Backtested Max),2027-01-25 (Max)/2026-04-05 (Min)/2026-06-26 (Avg),175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/176.91,"83.7%, Past 10 years, 92",187.71,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,75.78%,46.22%,29.56%,0.69,1.86,60.0%/25/3.6 months (Across ALL Assets),65.79%/570/3.3 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-11 (Price: 308.42),No Price Target,No Date Target,12.23%/33.8%,"9.44%, 4.4 months","2026-03-11 (Price: 308.42), 9.44% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,26.64% above/22.53% above/9.44% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-11 (Price: 212.65),No Price Target,No Date Target,14.96%/23.01%,"-3.07%, 1.2 year","2026-03-11 (Price: 212.65), 3.07% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,2.29% above/3.07% below/3.07% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2026-02-08 (Price: 661.46)",Weekly,No Exit Yet,No Price Target,2026-03-10 (Min),5.63%/16.4%,"-1.0%, 1 month","2026-03-11 (Price: 654.86), 1.0% below",822.4594 (Historic Rise or Fall to Pivot)/775.4296 (Avg % Gain of Historic Winning trades)/1125.61 (Function Specific Target)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/691.74 (EMA 200)/797.4562 (Backtested Max)/762.2665 (Backtested Min),2029-02-07 (Max)/2027-03-06 (Avg),620.25/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 13 years, 6",714.6,No Information,No Information,No Information,"23.66% (Price: 613.221), 6.79% above, Upmove Bounce Back","2013-06-09 (Price: 22.67), 2025-08-17 (Price: 796.25)",No Information,20.56%/15.24%/17.23%,"0%, 73.01%",2.1 years/21 days/9 months,19.03%,15.86%,3.17%,8.93,0.74,95.45%/66/1.4 year (Across ALL Assets),56.67%/150/7.3 months (Across ALL Assets)
DELTADRIFT,"JPM, Long, 2026-03-11 (Price: 287.52)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),3.1%/4.52%,"0.0%, 0 days","2026-03-11 (Price: 287.52), 0.0% below",318.2846 (Historic Rise or Fall to Pivot)/300.8609 (Avg % Gain of Historic Winning trades)/309.57 (Function Specific Target)/357.3035 (F-Stack 1)/404.0796 (F-Stack 2)/300.53 (EMA 200)/310.6941 (Backtested Max)/296.4331 (Backtested Min),2026-06-01 (Max)/2026-03-12 (Min)/2026-04-04 (Avg),286.94/125.7575/271.3591/242.2068/281.4195/247.1095/No EMA 200 Support,"85.71%, Past 4 years, 7",288.81,No Information,No Information,No Information,No Information,No Information,No Information,8.06%/3.1%/4.64%,"8.8%, 11.57%",1.9 month/1 day/17 days,8.25%,11.75%,-3.5%,0.5,0.67,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-06 (Price: 130.79)",Daily,2026-03-10 (Price: 136.85),No Price Target,No Date Target,2.58%/3.4%,"4.21%, 5 days","2026-03-11 (Price: 136.29), 4.21% above",142.0641 (Historic Rise or Fall to Pivot)/139.8014 (Avg % Gain of Historic Winning trades)/140.93 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/145.45 (EMA 200)/146.8249 (Backtested Max),2026-04-27 (Max)/2026-03-26 (Avg),130.35/67.495/108.0763/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"78.57%, Past 4 years, 14",129.3,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.89%,"17.99%, 17.99%",1.2 month/1 day/14 days,10.65%,-5.22%,15.87%,0.35,0.01,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-10 (Price: 3325.3901)",Daily,No Exit Yet,No Price Target,2026-03-11 (Max),62.02%/71.28%,"-37.66%, 3 months","2026-03-11 (Price: 2073.2031), 37.66% below",3980.1594 (Historic Rise or Fall to Pivot)/3814.555 (Avg % Gain of Historic Winning trades)/4183.29 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5298.9816 (F-Stack 2)/3550.99 (EMA 200)/4647.5652 (Backtested Max)/3358.9765 (Backtested Min),No Next Date Target,2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,"95.56%, Past 4 years, 45",3321.2041,No Information,No Information,No Information,No Information,No Information,37.58% below/37.66% below/37.66% below,39.76%/1.01%/14.71%,"7.43%, 42.86%",2.1 months/5 days/19 days,53.14%,26.27%,26.87%,0.96,0.81,92.26%/297/1.2 month (Across ALL Assets),80.46%/522/1.4 month (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",Monthly,2026-02-28 (Price: 200.21),No Price Target,2026-03-09 (Min),22.71%/65.03%,"16.18%, 7.4 months","2026-03-11 (Price: 204.83), 16.18% above",338.0392 (Historic Rise or Fall to Pivot)/355.6878 (Avg % Gain of Historic Winning trades)/251.3512 (F-Stack 2)/512.4979 (Backtested Max),2029-02-23 (Max)/2026-11-12 (Avg),97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,"87.5%, Past 20 years, 16",138.77,No Information,No Information,No Information,No Information,No Information,84.98% above/42.09% above/16.18% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2026-02-22 (Price: 1419.4)",Weekly,No Exit Yet,No Price Target,2026-03-14 (Min),4.28%/6.92%,"-2.06%, 17 days","2026-03-11 (Price: 1390.2), 2.06% below",1524.0098 (Historic Rise or Fall to Pivot)/1647.6395 (Avg % Gain of Historic Winning trades)/2146.29 (Function Specific Target)/1610.3 (Horizontal)/1879.7264 (F-Stack 1)/2065.5547 (F-Stack 2)/1449.74 (EMA 200)/1734.081 (Backtested Max)/1486.3957 (Backtested Min),2029-11-08 (Max)/2026-03-14 (Min)/2026-11-27 (Avg),1386.1/1006.0696/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.48%, Past 20 years, 21",1420.1,No Information,No Information,No Information,"23.66% (Price: 1325.1633), 4.91% above, Upmove Bounce Back","2020-03-29 (Price: 400.3177), 2026-01-11 (Price: 1611.8)",No Information,22.17%/4.72%/16.08%,"1.69%, 20.86%",2.6 years/14 days/6.4 months,15.84%,11.94%,3.9%,1.68,0.6,95.45%/66/1.4 year (Across ALL Assets),56.67%/150/7.3 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-03-09 (Price: 29.72)",Daily,No Exit Yet,No Price Target,2026-03-10 (Min),5.68%/8.05%,"-4.1%, 2 days","2026-03-11 (Price: 28.5), 4.1% below",32.0322 (Historic Rise or Fall to Pivot)/30.7929 (Avg % Gain of Historic Winning trades)/31.41 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/35.66 (EMA 200)/31.7915 (Backtested Max)/30.1182 (Backtested Min),2026-06-21 (Max)/2026-04-11 (Avg),29.47/25.6925/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 16",28.93,No Information,No Information,No Information,No Information,No Information,No Information,6.97%/1.34%/3.61%,"-0.0%, 9.88%",2.4 months/1 day/23 days,15.13%,-1.6%,16.73%,2.09,-0.12,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-02-01 (Price: 929.25)",Weekly,2026-03-11 (Price: 833.95),No Price Target,2026-03-13 (Min),16.34%/16.81%,"-10.26%, 1.3 month","2026-03-11 (Price: 833.95), 10.26% below",1065.7568 (Historic Rise or Fall to Pivot)/1008.7938 (Avg % Gain of Historic Winning trades)/1037.28 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/970.24 (EMA 200)/1038.0652 (Backtested Max)/974.1328 (Backtested Min),2026-05-11 (Max)/2026-03-13 (Min)/2026-04-15 (Avg),916.1/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 4",906.0,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"0%, 16.27%",2.3 months/28 days/1.7 month,12.02%,10.83%,1.19%,2.91,0.65,76.92%/13/2.5 months (Across ALL Assets),86.96%/115/2.2 months (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-02-25 (Price: 2629.3)",Daily,No Exit Yet,No Price Target,2026-03-11 (Avg),8.52%/10.17%,"-6.25%, 14 days","2026-03-11 (Price: 2464.8999), 6.25% below",2805.989 (Historic Rise or Fall to Pivot)/2715.541 (Avg % Gain of Historic Winning trades)/2760.77 (Function Specific Target)/4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3120.87 (EMA 200)/2778.6442 (Backtested Max)/2674.7869 (Backtested Min),2026-03-27 (Max),2573.7/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.67%, Past 4 years, 15",2596.0,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,12.04%,-0.2%,12.24%,0.76,-0.13,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
TRENDPULSE,"HOOD, Long, 2025-09-30 (Price: 143.18)",Daily,No Exit Yet,No Price Target,2026-03-09 (Max),100.55%/109.5%,"-45.04%, 5.4 months","2026-03-11 (Price: 78.69), 45.04% below",172.4889 (Historic Rise or Fall to Pivot)/157.813 (Avg % Gain of Historic Winning trades)/200.38 (Function Specific Target)/164.8517 (F-Stack 1)/245.4076 (F-Stack 2)/174.9946 (Backtested Max),No Next Date Target,100.82/8.2917/115.0659/84.2959/No F-Track Level/No F-Track Level/70.24,"100.0%, Past 4 years, 25",135.67,No Information,No Information,No Information,No Information,No Information,42.44% below/45.04% below/45.04% below,22.22%/3.89%/10.22%,"-0.0%, 47.66%",3.7 months/6 days/29 days,67.82%,12.03%,55.79%,1.39,0.66,92.26%/297/1.2 month (Across ALL Assets),80.46%/522/1.4 month (Across ALL Assets)
DELTADRIFT,"DIA, Long, 2026-03-10 (Price: 477.7)",Daily,No Exit Yet,No Price Target,2026-03-11 (Min),1.78%/2.75%,"-0.6%, 1 day","2026-03-11 (Price: 474.81), 0.6% below",510.5658 (Historic Rise or Fall to Pivot)/487.875 (Avg % Gain of Historic Winning trades)/499.22 (Function Specific Target)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/492.2698 (Backtested Max)/483.2413 (Backtested Min),2026-04-26 (Max)/2026-03-24 (Avg),475.23/326.1/359.6128/249.2814/No F-Track Level/No F-Track Level/464.35,"86.67%, Past 4 years, 15",477.74,No Information,No Information,No Information,No Information,No Information,No Information,3.05%/1.16%/2.13%,"6.08%, 6.08%",1.1 month/1 day/10 days,8.1%,6.92%,1.18%,0.39,0.46,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
DELTADRIFT,"TFII.TO, Long, 2026-03-11 (Price: 150.79)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),2.44%/2.47%,"0.0%, 0 days","2026-03-11 (Price: 150.79), 0.0% below",154.5145 (Historic Rise or Fall to Pivot)/157.4851 (Avg % Gain of Historic Winning trades)/156.0 (Function Specific Target)/219.9933 (Horizontal)/242.6984 (F-Stack 1)/258.8209 (F-Stack 2)/161.3151 (Backtested Max)/154.4693 (Backtested Min),2026-07-15 (Max)/2026-03-12 (Min)/2026-04-14 (Avg),150.27/115.528/137.0861/127.5271/149.105/No support/133.83,"76.92%, Past 4 years, 13",149.08,No Information,No Information,No Information,No Information,No Information,No Information,6.98%/2.44%/4.44%,"22.89%, 22.89%",2.9 months/1 day/24 days,2.12%,8.54%,-6.42%,0.02,0.43,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-11-03 (Price: 5.94)",Daily,No Exit Yet,No Price Target,2026-03-09 (Avg),10.38%/10.63%,"-6.57%, 4.3 months","2026-03-11 (Price: 5.55), 6.57% below",6.1562 (Historic Rise or Fall to Pivot)/6.1259 (Avg % Gain of Historic Winning trades)/6.14 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.297 (Backtested Max),2026-10-29 (Max),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"88.24%, Past 4 years, 34",5.9,No Information,No Information,No Information,No Information,No Information,6.57% below/6.57% below/6.57% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.26%/297/1.2 month (Across ALL Assets),80.46%/522/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-11 (Price: 10.93),No Price Target,No Date Target,18.78%/26.97%,"-13.25%, 1.4 year","2026-03-11 (Price: 10.93), 13.25% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,10.78% below/12.35% below/13.25% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,5.74%,8.41%,-2.67%,1.75,0.5,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
DELTADRIFT,"KXS.TO, Long, 2026-02-22 (Price: 124.2)",Weekly,2026-03-08 (Price: 135.23),139.3151 (Avg % Gain of Historic Winning trades)/140.6689 (Backtested Max)/138.2843 (Backtested Min),No Date Target,3.2%/6.21%,"11.96%, 17 days","2026-03-11 (Price: 139.05), 11.96% above",147.6862 (Historic Rise or Fall to Pivot)/143.5 (Function Specific Target)/209.885 (Horizontal)/245.9157 (F-Stack 1)/289.1348 (F-Stack 2)/176.73 (EMA 200),2026-07-24 (Max)/2026-05-15 (Min)/2026-06-19 (Avg),123.77/No Horizontal Support/118.5983/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 11 years, 4",122.9,No Information,No Information,No Information,No Information,No Information,No Information,13.26%/11.34%/12.17%,"0%, 17.71%",3.5 months/1.9 month/2.7 months,12.67%,15.77%,-3.1%,14.45,0.74,76.92%/13/2.5 months (Across ALL Assets),86.96%/115/2.2 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-01 (Price: 68.82)",Weekly,No Exit Yet,72.2541 (Backtested Min),No Date Target,1.15%/8.97%,"5.49%, 10 days","2026-03-11 (Price: 72.6), 5.49% above",79.1155 (Historic Rise or Fall to Pivot)/80.7534 (Avg % Gain of Historic Winning trades)/80.74 (Function Specific Target)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/93.2649 (Backtested Max),2027-11-16 (Max)/2026-04-10 (Min)/2026-09-16 (Avg),47.63/38.425/68.3859/48.7635/No F-Track Level/No F-Track Level/52.74,"82.61%, Past 10 years, 23",67.08,No Information,No Information,No Information,No Information,No Information,5.49% above/5.49% above/5.49% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,89.4%/151/4.7 months (Across ALL Assets),77.07%/266/3.6 months (Across ALL Assets)
