Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2026-01-12,FRACTAL TRACK,1.26%,50.0%
2026-01-12,OSCILLATOR DELTA,0.0%,0%
2026-01-12,DELTADRIFT,1.26%,100.0%
2026-01-12,TRENDPULSE,6.92%,100.0%
2026-01-12,SIGMASHELL,0.0%,0%
2026-01-12,PULSEGAUGE,0.0%,0%
2026-01-12,BASELINEDIVERGENCE,0.0%,0%
2026-01-12,All Function Combined,8.81%,88.24%
