Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"BABA, Long, 2026-01-25 (Price: 173.23)",Weekly,No Exit Yet,No Price Target,2026-04-04 (Min),54.99%/63.04%,"-28.57%, 2.2 months","2026-04-01 (Price: 123.73), 28.57% below",191.7656 (Historic Rise or Fall to Pivot)/212.2934 (Avg % Gain of Historic Winning trades)/248.85 (Function Specific Target)/399.1612 (F-Stack 1)/524.2534 (F-Stack 2)/230.2573 (Backtested Max)/201.7263 (Backtested Min),2027-10-12 (Max)/2026-04-04 (Min)/2026-09-20 (Avg),149.79/67.495/144.416/No stop loss/No F-Track Level/No F-Track Level/146.23,"100.0%, Past 11 years, 8",161.83,No Information,No Information,No Information,"38.2% (Price: 144.5227), 14.39% below, Upmove Bounce Back","2024-01-28 (Price: 66.63), 2025-10-05 (Price: 192.67)",No Information,32.92%/16.45%/22.55%,"-0.0%, 31.31%",1.2 year/1.6 month/5.5 months,17.14%,1.77%,15.37%,0.0,0.17,88.33%/60/1.6 year (Across ALL Assets),52.69%/167/8 months (Across ALL Assets)
FRACTAL TRACK,"AMD, Long, 2026-03-22 (Price: 201.33)",Weekly,No Exit Yet,No Price Target,2026-04-01 (Min),10.67%/15.97%,"4.41%, 10 days","2026-04-01 (Price: 210.21), 4.41% above",245.9447 (Historic Rise or Fall to Pivot)/243.7905 (Avg % Gain of Historic Winning trades)/328.84 (Function Specific Target)/267.02 (Horizontal)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2)/263.0578 (Backtested Max)/232.6368 (Backtested Min),2028-10-15 (Max)/2027-03-22 (Avg),192.43/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/196.43,"78.57%, Past 20 years, 14",194.845,No Information,No Information,No Information,"38.2% (Price: 185.9012), 13.08% above, Upmove Bounce Back","2022-10-16 (Price: 54.57), 2025-11-02 (Price: 267.08)",No Information,30.66%/15.55%/21.09%,"17.29%, 60.71%",1.8 year/7 days/8.4 months,10.9%,6.49%,4.41%,0.0,0.42,88.33%/60/1.6 year (Across ALL Assets),52.69%/167/8 months (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-03-24 (Price: 307.84)",Daily,No Exit Yet,No Price Target,2026-04-03 (Avg),1.53%/2.89%,"-0.18%, 8 days","2026-04-01 (Price: 307.29), 0.18% below",326.0333 (Historic Rise or Fall to Pivot)/316.1825 (Avg % Gain of Historic Winning trades)/321.11 (Function Specific Target)/321.444 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/322.4932 (Backtested Max)/311.9958 (Backtested Min),2026-04-11 (Max)/2026-04-03 (Avg),302.84/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 4 years, 16",306.39,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.54%",13 days/1 day/7 days,5.25%,4.6%,0.65%,0.0,0.22,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
TRENDPULSE,"ARM, Long, 2025-10-09 (Price: 170.66)",Daily,2026-03-31 (Price: 151.28),No Price Target,No Date Target,20.39%/21.32%,"-9.14%, 5.8 months","2026-04-01 (Price: 155.07), 9.14% below",186.685 (Historic Rise or Fall to Pivot)/188.1356 (Avg % Gain of Historic Winning trades)/218.0854 (F-Stack 1)/235.5107 (F-Stack 2)/199.9282 (Backtested Max),No Next Date Target,139.62/165.49/169.9022/159.9054/No F-Track Level/No F-Track Level/136.96,"80.0%, Past 4 years, 5",164.51,No Information,No Information,No Information,No Information,No Information,2.68% below/9.14% below/9.14% below,17.15%/3.93%/10.24%,"11.36%, 41.27%",1.8 month/10 days/26 days,19.16%,26.86%,-7.7%,0.0,1.06,91.82%/330/1.3 month (Across ALL Assets),77.65%/783/1.6 month (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-03-16 (Price: 2409.2)",Daily,No Exit Yet,No Price Target,2026-03-31 (Avg),1.77%/3.12%,"-0.04%, 16 days","2026-04-01 (Price: 2408.2), 0.04% below",2483.4034 (Historic Rise or Fall to Pivot)/2487.499 (Avg % Gain of Historic Winning trades)/2485.45 (Function Specific Target)/4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3052.45 (EMA 200)/2546.0426 (Backtested Max)/2450.8792 (Backtested Min),2026-04-15 (Max),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"73.33%, Past 4 years, 15",2410.0,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.25%,"13.77%, 13.77%",21 days/1 day/11 days,3.91%,-4.03%,7.94%,0.0,-0.39,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
DELTADRIFT,"BN.TO, Long, 2026-03-16 (Price: 53.6)",Daily,2026-03-31 (Price: 56.37),56.7999 (Historic Rise or Fall to Pivot)/56.42 (Function Specific Target),No Date Target,1.46%/8.51%,"5.62%, 16 days","2026-04-01 (Price: 56.61), 5.62% above",68.4166 (Horizontal)/68.7243 (F-Stack 1)/74.7795 (F-Stack 2)/61.43 (EMA 200)/57.4378 (Backtested Max),2026-04-06 (Max),52.71/41.16/52.8663/46.8365/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 2 years, 4",53.5,No Information,No Information,No Information,No Information,No Information,No Information,7.16%/2.87%/4.57%,"0%, 3.54%",15 days/4 days/9 days,14.23%,17.81%,-3.58%,0.0,0.96,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-22 (Price: 58.0)",Weekly,2026-03-29 (Price: 69.46),No Price Target,2026-04-03 (Min),6.21%/6.87%,"11.45%, 1.3 month","2026-04-01 (Price: 64.64), 11.45% above",83.76 (Function Specific Target)/68.6522 (F-Stack 2)/69.0838 (Backtested Max),2027-02-11 (Max)/2026-04-03 (Min)/2026-05-19 (Avg),43.99/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/45.08,"76.19%, Past 10 years, 21",55.48,No Information,No Information,No Information,No Information,No Information,21.05% above/13.22% above/11.45% above,19.11%/3.31%/9.4%,"22.31%, 71.02%",8.2 months/28 days/2 months,3.41%,5.14%,-1.73%,0.0,0.29,91.3%/161/4.7 months (Across ALL Assets),74.62%/390/4 months (Across ALL Assets)
DELTADRIFT,"WPM.TO, Long, 2026-03-23 (Price: 164.22)",Daily,2026-03-31 (Price: 182.6),No Price Target,No Date Target,23.61%/33.28%,"15.77%, 9 days","2026-04-01 (Price: 190.12), 15.77% above",235.0118 (F-Stack 1)/253.398 (F-Stack 2),2026-05-04 (Max)/2026-04-06 (Avg),157.08/52.782/158.548/146.049/No F-Track Level/No F-Track Level/156.14,"75.0%, Past 4 years, 12",156.74,No Information,No Information,No Information,No Information,No Information,No Information,11.19%/1.64%/4.97%,"11.96%, 12.04%",29 days/1 day/10 days,5.76%,19.82%,-14.06%,0.0,1.0,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2024-02-18 (Price: 82.0)",Weekly,2026-03-29 (Price: 77.62),No Price Target,No Date Target,9.2%/11.53%,"-4.1%, 2.1 years","2026-04-01 (Price: 78.64), 4.1% below",87.8302 (Historic Rise or Fall to Pivot)/87.7072 (Avg % Gain of Historic Winning trades)/121.69 (Function Specific Target)/96.14 (F-Stack 2)/94.7756 (Backtested Max)/85.8786 (Backtested Min),No Next Date Target,68.98/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/72.47,"76.19%, Past 10 years, 21",81.01,No Information,No Information,No Information,No Information,No Information,4.1% below/6.7% below/4.1% below,15.58%/4.73%/6.96%,"7.58%, 28.5%",8.6 months/1.6 month/4.2 months,8.5%,14.48%,-5.98%,0.0,0.83,91.3%/161/4.7 months (Across ALL Assets),74.62%/390/4 months (Across ALL Assets)
TRENDPULSE,"JD, Long, 2026-03-16 (Price: 28.49)",Daily,2026-03-30 (Price: 28.94),No Price Target,No Date Target,2.77%/4.2%,"1.33%, 16 days","2026-04-01 (Price: 28.87), 1.33% above",30.0826 (Historic Rise or Fall to Pivot)/29.6695 (Avg % Gain of Historic Winning trades)/33.03 (Function Specific Target)/80.755 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/31.1 (EMA 200)/31.037 (Backtested Max),2026-11-14 (Max)/2026-04-25 (Avg),25.4/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 4 years, 24",28.47,No Information,No Information,No Information,No Information,No Information,1.94% above/1.33% above/1.33% above,8.94%/0.59%/4.14%,"40.68%, 51.29%",5.6 months/7 days/28 days,-13.85%,-3.71%,-10.14%,0.0,0.08,91.82%/330/1.3 month (Across ALL Assets),77.65%/783/1.6 month (Across ALL Assets)
TRENDPULSE,"TFII.TO, Long, 2026-02-04 (Price: 167.11)",Daily,No Exit Yet,No Price Target,2026-04-01 (Avg),11.1%/14.57%,"-8.07%, 1.9 month","2026-04-01 (Price: 153.63), 8.07% below",176.017 (Historic Rise or Fall to Pivot)/176.652 (Avg % Gain of Historic Winning trades)/238.26 (Function Specific Target)/219.9933 (Horizontal)/223.9051 (F-Stack 1)/280.6304 (F-Stack 2)/182.2836 (Backtested Max)/170.6862 (Backtested Min),2026-06-27 (Max),146.33/115.528/150.2411/113.6809/No F-Track Level/No F-Track Level/128.53,"83.33%, Past 4 years, 18",161.08,No Information,No Information,No Information,No Information,No Information,4.61% below/8.07% below/8.07% below,9.08%/2.14%/5.71%,"5.39%, 18.82%",3.3 months/8 days/1.3 month,16.44%,20.93%,-4.49%,0.0,0.97,91.82%/330/1.3 month (Across ALL Assets),77.65%/783/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-05 (Price: 5.67)",Daily,No Exit Yet,No Price Target,2026-04-02 (Min),5.09%/5.54%,"-4.41%, 27 days","2026-04-01 (Price: 5.42), 4.41% below",5.8174 (Historic Rise or Fall to Pivot)/5.8446 (Avg % Gain of Historic Winning trades)/5.9 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.72 (EMA 200)/6.0108 (Backtested Max)/5.6961 (Backtested Min),2027-02-28 (Max)/2026-04-02 (Min)/2026-05-04 (Avg),5.56/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.12%, Past 4 years, 34",5.6,No Information,No Information,No Information,No Information,No Information,4.41% below/4.41% below/4.41% below,6.01%/0.46%/3.08%,"6.51%, 16.22%",8.3 months/20 days/1.4 month,14.16%,3.69%,10.47%,0.0,0.19,91.82%/330/1.3 month (Across ALL Assets),77.65%/783/1.6 month (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,2026-04-01 (Price: 46.11),No Price Target,No Date Target,No Next Target,"23.85%, 4.1 years","2026-04-01 (Price: 46.11), 23.85% above",No Next Target,No Next Date Target,12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"75.0%, Past 27 years, 4",35.775,No Information,No Information,No Information,No Information,No Information,23.85% above/23.85% above/23.85% above,15.95%/15.95%/15.95%,"8.82%, 39.64%",2.8 years/2.8 years/2.8 years,1.14%,2.89%,-1.75%,0.0,0.06,100.0%/17/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-02-05 (Price: 9.65)",Daily,No Exit Yet,No Price Target,2026-04-02 (Avg),6.24%/6.29%,"-4.46%, 1.8 month","2026-04-01 (Price: 9.22), 4.46% below",9.7996 (Historic Rise or Fall to Pivot)/9.9173 (Avg % Gain of Historic Winning trades)/9.85 (Horizontal)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.3795 (Backtested Max)/9.7957 (Backtested Min),2026-07-15 (Max)/2026-04-02 (Avg),9.18/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.21,"80.0%, Past 4 years, 30",9.46,No Information,No Information,No Information,No Information,No Information,3.66% below/4.46% below/4.46% below,7.56%/1.51%/2.77%,"7.04%, 16.17%",3.7 months/10 days/1.3 month,1.47%,5.48%,-4.01%,0.0,0.28,91.82%/330/1.3 month (Across ALL Assets),77.65%/783/1.6 month (Across ALL Assets)
PULSEGAUGE,"BYD.TO, Long, 2025-07-08 (Price: 209.81)",Weekly,No Exit Yet,No Price Target,2026-04-03 (Avg),50.52%/53.14%,"-18.74%, 8.9 months","2026-04-01 (Price: 170.49), 18.74% below",264.0459 (Avg % Gain of Historic Winning trades)/367.2583 (Function Specific Target)/256.6133 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/268.305 (Backtested Max)/261.0876 (Backtested Min),2027-02-01 (Max)/2026-04-03 (Avg),199.76/188.7067/147.1212/139.9966/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"76.92%, Past 22 years, 13",213.29,No Information,No Information,No Information,No Information,No Information,No Information,27.88%/24.44%/25.85%,"42.94%, 40.93%",1.1 year/1.6 month/6.2 months,4.53%,9.63%,-5.1%,0.0,-0.01,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.4 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",Weekly,2026-04-01 (Price: 81.98),No Price Target,No Date Target,9.86%/27.92%,"23.35%, 1.5 month","2026-04-01 (Price: 81.98), 23.35% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/90.0666 (Backtested Max),2027-06-07 (Max)/2026-09-20 (Avg),47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,"91.67%, Past 10 years, 24",64.36,No Information,No Information,No Information,No Information,No Information,23.35% above/23.35% above/23.35% above,35.52%/4.37%/13.81%,"12.77%, 73.13%",11 months/28 days/5 months,11.88%,4.78%,7.1%,0.0,0.29,91.3%/161/4.7 months (Across ALL Assets),74.62%/390/4 months (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2026-03-26 (Price: 31.91)",Daily,No Exit Yet,32.7811 (Backtested Min),No Date Target,7.86%/14.88%,"2.66%, 6 days","2026-04-01 (Price: 32.76), 2.66% above",35.3339 (Avg % Gain of Historic Winning trades)/38.56 (Function Specific Target)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/37.6347 (Backtested Max),2029-07-05 (Max)/2026-06-07 (Min)/2027-06-16 (Avg),31.79/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/31.86,"100.0%, Past 5 years, 14",32.09,No Information,No Information,No Information,"23.66% (Price: 31.7285), 3.25% above, Upmove Bounce Back","2025-04-07 (Price: 23.27), 2026-01-12 (Price: 34.35)",No Information,17.94%/2.73%/10.73%,"-0.0%, 32.83%",2.3 years/1.7 month/10.3 months,18.06%,-2.49%,20.55%,0.0,-0.22,91.75%/303/4.9 months (Across ALL Assets),60.59%/170/4.2 months (Across ALL Assets)
DELTADRIFT,"INDY, Long, 2026-03-16 (Price: 43.84)",Daily,No Exit Yet,No Price Target,2026-03-30 (Avg),5.42%/6.01%,"-3.76%, 16 days","2026-04-01 (Price: 42.19), 3.76% below",44.7256 (Historic Rise or Fall to Pivot)/44.8922 (Avg % Gain of Historic Winning trades)/44.81 (Function Specific Target)/54.474 (Horizontal)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/50.47 (EMA 200)/45.3656 (Backtested Max)/44.4757 (Backtested Min),2026-04-22 (Max),43.16/40.5875/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 14",43.73,No Information,No Information,No Information,No Information,No Information,No Information,3.48%/1.45%/2.4%,"10.43%, 10.43%",26 days/4 days/10 days,2.9%,-0.97%,3.87%,0.0,-0.29,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
PULSEGAUGE,"FSF.NZ, Long, 2025-12-04 (Price: 7.849)",Weekly,No Exit Yet,No Price Target,2026-03-31 (Min),0.94%/0.94%,"6.38%, 3.9 months","2026-04-01 (Price: 8.35), 6.38% above",9.0287 (Avg % Gain of Historic Winning trades)/8.4284 (Function Specific Target)/8.4284 (F-Stack 1)/9.7443 (F-Stack 2)/9.21 (Backtested Max)/8.8851 (Backtested Min),2028-05-08 (Max)/2026-11-16 (Avg),7.75/2.942/6.3611/No stop loss/No F-Track Level/No F-Track Level/7.7,"80.0%, Past 13 years, 10",7.8,No Information,No Information,No Information,No Information,No Information,No Information,17.34%/13.2%/15.03%,"20.47%, 23.06%",1.7 year/2.7 months/8 months,6.33%,0.83%,5.5%,0.0,-0.4,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.4 months (Across ALL Assets)
TRENDPULSE,"BEL.NS, Long, 2025-05-31 (Price: 384.6)",Monthly,2026-04-01 (Price: 418.7),No Price Target,No Date Target,9.1%/13.69%,"8.87%, 10.2 months","2026-04-01 (Price: 418.7), 8.87% above",697.6259 (Historic Rise or Fall to Pivot)/599.053 (Avg % Gain of Historic Winning trades)/456.8119 (F-Stack 2)/653.8585 (Backtested Max)/476.0194 (Backtested Min),2026-05-17 (Max),246.25/39.05/287.8162/240.2858/No F-Track Level/No F-Track Level/293.59,"100.0%, Past 20 years, 9",310.8,No Information,No Information,No Information,No Information,No Information,33.3% above/32.56% above/8.87% above,70.01%/23.77%/55.76%,"-0.0%, 18.14%",8.1 months/4.1 months/6.3 months,21.4%,17.05%,4.35%,0.0,0.77,93.41%/91/10.8 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-03-25 (Price: 629.05)",Daily,No Exit Yet,No Price Target,2026-04-02 (Min),0.57%/2.11%,"-0.15%, 7 days","2026-04-01 (Price: 628.1), 0.15% below",642.5746 (Historic Rise or Fall to Pivot)/655.0298 (Avg % Gain of Historic Winning trades)/631.66 (Function Specific Target)/732.8952 (F-Stack 1)/880.2014 (F-Stack 2)/689.2501 (Backtested Max)/641.3794 (Backtested Min),2026-05-16 (Max)/2026-04-02 (Min)/2026-04-15 (Avg),554.35/229.525/454.1688/427.3502/No F-Track Level/No F-Track Level/541.45,"86.36%, Past 4 years, 22",612.0,No Information,No Information,No Information,No Information,No Information,3.59% above/0.15% below/0.15% below,9.57%/1.96%/4.13%,"2.15%, 34.75%",1.2 month/6 days/15 days,4.44%,18.76%,-14.32%,0.0,0.89,91.82%/330/1.3 month (Across ALL Assets),77.65%/783/1.6 month (Across ALL Assets)
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2025-09-28 (Price: 2827.6001)",Weekly,No Exit Yet,No Price Target,2026-03-29 (Avg),76.45%/76.45%,"-18.02%, 6.2 months","2026-04-01 (Price: 2318.2), 18.02% below",4246.2071 (Historic Rise or Fall to Pivot)/4492.7738 (Avg % Gain of Historic Winning trades)/4090.5272 (Function Specific Target)/4090.5272 (F-Stack 1)/4287.3338 (F-Stack 2)/7641.872 (Backtested Max),2026-08-28 (Max),2603.1/113.85/2784.682/1843.1138/No F-Track Level/No F-Track Level/2690.03,"84.75%, Past 5 years, 59",3025.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,95.61%,50.73%,44.88%,0.0,1.94,75.56%/45/3.2 months (Across ALL Assets),64.65%/396/3.4 months (Across ALL Assets)
DELTADRIFT,"NZDUSD=X, Long, 2026-04-01 (Price: 0.5755)",Daily,No Exit Yet,No Price Target,2026-04-02 (Min),0.78%/0.9%,"0.0%, 0 days","2026-04-01 (Price: 0.5755), 0.0% below",0.5871 (Historic Rise or Fall to Pivot)/0.5828 (Avg % Gain of Historic Winning trades)/0.58 (Function Specific Target)/0.7234 (Horizontal)/0.59 (EMA 200)/0.5877 (Backtested Max)/0.5807 (Backtested Min),2026-07-22 (Max)/2026-04-02 (Min)/2026-05-01 (Avg),0.57/0.5528/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,"77.78%, Past 4 years, 18",0.5753,No Information,No Information,No Information,No Information,No Information,No Information,2.12%/0.9%/1.27%,"4.65%, 5.12%",2.6 months/1 day/21 days,4.05%,-2.69%,6.74%,0.0,-0.75,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
DELTADRIFT,"PERSISTENT.NS, Long, 2026-02-26 (Price: 4781.5)",Daily,2026-04-01 (Price: 5049.1001),No Price Target,2026-04-01 (Max),1.71%/12.12%,"5.6%, 1.1 month","2026-04-01 (Price: 5049.1001), 5.6% above",6693.95 (Horizontal)/9957.5854 (F-Stack 1)/15965.083 (F-Stack 2)/5661.22 (EMA 200)/5135.331 (Backtested Max),No Next Date Target,4662.0/1548.5125/3950.0879/2531.9096/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 4 years, 10",4765.0,No Information,No Information,No Information,No Information,No Information,No Information,7.4%/3.1%/4.87%,"13.29%, 13.29%",24 days/5 days/14 days,5.16%,25.21%,-20.05%,0.0,1.24,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-31 (Price: 125.56),116.89 (Horizontal),No Date Target,-15.88%,"43.02%, 5.1 months","2026-04-01 (Price: 122.42), 43.02% below",102.98 (Function Specific Target),2026-07-23 (Max)/2026-06-05 (Min)/2026-06-13 (Avg),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/249.35,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,43.35% below/43.02% below/43.02% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,8.2%,4.79%,3.41%,0.0,0.24,100.0%/3/6.1 months (Across ALL Assets),0.0%/5/6.5 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-31 (Price: 125.56),116.89 (Horizontal),No Date Target,-15.47%,"43.35%, 6.1 months","2026-04-01 (Price: 122.42), 43.35% below",103.48 (Function Specific Target),2026-06-22 (Max)/2026-05-05 (Min)/2026-05-13 (Avg),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/250.82,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,49.81% below/49.4% below/43.35% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,8.2%,4.79%,3.41%,0.0,0.24,100.0%/3/6.1 months (Across ALL Assets),0.0%/5/6.5 months (Across ALL Assets)
DELTADRIFT,"JPM, Short, 2025-10-31 (Price: 311.12)",Monthly,2026-03-31 (Price: 294.16),No Price Target,No Date Target,-57.43%/-2.67%,"5.06%, 5.1 months","2026-04-01 (Price: 295.38), 5.06% below",291.8617 (Avg % Gain of Historic Winning trades)/125.7575 (Horizontal)/287.5071 (F-Stack 2),2026-06-05 (Max),315.43/No Horizontal Resistance/328.9175/381.492/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 45 years, 5",313.97,No Information,No Information,No Information,No Information,No Information,No Information,7.59%/5.25%/6.19%,"20.94%, 8.71%",5 months/2 months/3 months,3.17%,4.88%,-1.71%,0.0,0.32,33.33%/3/3.3 months (Across ALL Assets),16.67%/6/5.1 months (Across ALL Assets)
FRACTAL TRACK,"NAUKRI.NS, Short, 2025-09-30 (Price: 1309.3)",Quarterly,2026-03-31 (Price: 967.7),No Price Target,No Date Target,-38.0%/-32.8%,"24.75%, 6.1 months","2026-04-01 (Price: 985.25), 24.75% below",610.82 (Function Specific Target)/662.12 (Horizontal)/920.5126 (F-Stack 2),2026-10-30 (Max)/2026-06-22 (Avg),1735.45/1483.595/2223.4618/2377.3661/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 19 years, 6",1488.3,No Information,No Information,No Information,"38.2% (Price: 1381.0785), 28.66% below, Upmove Break Below","2023-03-31 (Price: 661.64), 2025-03-31 (Price: 1825.78)",No Information,26.09%/3.95%/13.06%,"0%, 27.44%",9.1 months/3 months/6.1 months,8.69%,4.79%,3.9%,0.0,0.62,100.0%/4/5.3 months (Across ALL Assets),46.15%/13/2.1 months (Across ALL Assets)
