Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2026-03-16 (Price: 47.26)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 16","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 47.26), 0.0% below",0 days,47.45,No Information,No Information,No Information,"23.66% (Price: 46.3624), 1.94% above, Upmove Bounce Back","2026-01-07 (Price: 41.74), 2026-02-27 (Price: 47.795)",No Information,11.21%/2.82%/8.7%,"-0.0%, 28.07%",2.4 years/1.2 month/9.8 months,2029-08-18/2026-05-07/2027-05-15,18.46%,5.33%,13.13%,2.44,0.28,50.0011/51.3716/50.89/No Horizontal Resistance/60.8844/89.6256/No EMA 200 Target,46.17/29.8725/43.1213/32.1431/44.8884/43.1021/43.34,92.31%/286/5.5 months (Across ALL Assets),41.82%/55/5.1 months (Across ALL Assets)
DELTADRIFT,"XLF, Long, 2026-03-16 (Price: 49.3)",No Exit Yet,"0.0%, 0 days","90.91%, Past 4 years, 11","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 49.3), 0.0% below",0 days,49.25,No Information,No Information,No Information,No Information,No Information,No Information,4.22%/1.32%/2.7%,"8.98%, 9.74%",1.1 month/2 days/10 days,2026-05-02/2026-03-18/2026-03-30,6.63%,8.74%,-2.11%,0.38,0.55,53.0123/50.6311/51.82/51.78/59.6731/64.3957/52.81,48.83/30.1167/43.6866/39.3186/No stop loss/No stop loss/No EMA 200 Stop Loss,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-03-16 (Price: 2409.2)",No Exit Yet,"0.0%, 0 days","86.67%, Past 4 years, 15","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 2409.2), 0.0% below",0 days,2410.0,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,2026-04-15/2026-03-17/2026-03-30,12.04%,-0.2%,12.24%,0.76,-0.13,2571.0982/2488.2218/2529.66/4543.575/No Next Fib Ext/No Next Fib Ext/3104.51,No Recent Minima/No Horizontal Support/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
FRACTAL TRACK,"IEI, Long, 2026-03-16 (Price: 119.09)",No Exit Yet,"0.0%, 0 days","85.71%, Past 5 years, 7","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 119.09), 0.0% below",0 days,119.06,No Information,No Information,No Information,"23.66% (Price: 120.2949), 1.0% below, Upmove Bounce Back","2026-02-03 (Price: 118.73), 2026-02-27 (Price: 120.7799)",No Information,2.05%/2.05%/2.05%,"0.03%, 4.21%",5.8 months/5.8 months/5.8 months,2026-11-23 (Max),3.55%,-1.4%,4.95%,0.29,-1.34,119.5306/121.5313/120.32/130.0867/No Next Fib Ext/No Next Fib Ext/119.21,118.72/113.0583/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,92.31%/286/5.5 months (Across ALL Assets),41.82%/55/5.1 months (Across ALL Assets)
DELTADRIFT,"HYG, Long, 2026-03-16 (Price: 79.45)",No Exit Yet,"0.0%, 0 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 79.45), 0.0% below",0 days,79.51,No Information,No Information,No Information,No Information,No Information,No Information,2.18%/0.82%/1.28%,"4.4%, 4.96%",1.2 month/1 day/12 days,2026-05-07/2026-03-17/2026-04-02,5.93%,-1.0%,6.93%,0.33,-0.74,81.5554/80.467/81.01/86.9871/No Next Fib Ext/No Next Fib Ext/80.51,79.2/72.2733/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
DELTADRIFT,"SPY, Long, 2026-03-16 (Price: 669.03)",No Exit Yet,"0.0%, 0 days","81.82%, Past 4 years, 11","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 669.03), 0.0% below",0 days,668.38,No Information,No Information,No Information,No Information,No Information,No Information,4.02%/1.22%/2.49%,"5.43%, 5.45%",1.1 month/1 day/11 days,2026-05-02/2026-03-17/2026-03-31,6.87%,8.78%,-1.91%,0.35,0.59,708.369/685.6888/697.03/693.77/737.061/912.7117/No EMA 200 Target,662.29/412.1625/594.461/499.7412/615.0939/564.2431/659.0,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
DELTADRIFT,"^GSPC, Long, 2026-03-16 (Price: 6699.3799)",No Exit Yet,"0.0%, 0 days","80.0%, Past 4 years, 10","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 6699.3799), 0.0% below",0 days,6674.3701,No Information,No Information,No Information,No Information,No Information,No Information,3.94%/1.7%/2.66%,"5.5%, 5.5%",21 days/2 days/9 days,2026-04-15/2026-03-18/2026-03-29,6.85%,8.78%,-1.93%,0.31,0.59,7093.9734/6877.5834/6985.78/6961.3098/8586.4727/11677.179/No EMA 200 Target,6632.19/4128.7074/6676.3264/5495.7663/6648.7633/No stop loss/6608.11,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
OSCILLATOR DELTA,"RY.TO, Long, 2026-03-16 (Price: 224.21)",No Exit Yet,"0.0%, 0 days","80.0%, Past 6 years, 15","Daily, is Confirmed on 2026-03-16",No Cancellation Possible,"2026-03-16 (Price: 224.21), 0.0% below",0 days,222.62,No Information,No Information,No Information,No Information,No Information,No Information,16.11%/5.13%/8.32%,"10.73%, 13.72%",7.3 months/2 days/2.7 months,2027-01-27/2026-03-18/2026-07-11,13.98%,9.01%,4.97%,0.53,0.54,235.555/242.8643/235.42/No Horizontal Resistance/240.0573/255.5041/No EMA 200 Target,No Recent Minima/118.8425/200.2171/172.0705/219.2613/206.3076/206.36,97.73%/44/29 days (Across ALL Assets),81.03%/406/27 days (Across ALL Assets)
DELTADRIFT,"JNK, Long, 2026-03-16 (Price: 95.65)",No Exit Yet,"0.0%, 0 days","78.57%, Past 4 years, 14","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 95.65), 0.0% below",0 days,95.66,No Information,No Information,No Information,No Information,No Information,No Information,2.45%/0.59%/1.37%,"3.61%, 4.19%",1.4 month/1 day/15 days,2026-05-15/2026-03-17/2026-04-06,5.35%,-1.47%,6.82%,0.26,-0.82,97.936/96.9604/97.45/108.6314/169.7114/218.5371/97.05,95.25/88.8814/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
DELTADRIFT,"MEL.NZ, Long, 2026-03-16 (Price: 5.38)",No Exit Yet,"0.0%, 0 days","77.78%, Past 4 years, 9","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-16 (Price: 5.38), 0.0% below",0 days,5.41,No Information,No Information,No Information,No Information,No Information,No Information,4.7%/2.65%/3.72%,"9.78%, 16.99%",23 days/1 day/11 days,2026-04-18/2026-03-17/2026-03-31,4.59%,-3.26%,7.85%,0.12,-0.21,5.6162/5.5801/5.6/6.825/No Next Fib Ext/No Next Fib Ext/5.71,5.34/4.3875/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,80.29%/137/14 days (Across ALL Assets),72.96%/514/15 days (Across ALL Assets)
