Symbol,Interval,Latest Horizontal,Current Price,Difference (%),Type
NZDUSD=X,Weekly,0.5496,0.5633,2.5,Support
NZDUSD=X,Monthly,0.5498,0.5633,2.46,Support
NZDCAD=X,Weekly,0.791,0.7901,0.11,Resistance
NZDCAD=X,Daily,0.7945,0.7901,0.56,Resistance
USDCHF=X,Daily,0.7933,0.8051,1.49,Support
EURUSD=X,Daily,1.1686,1.1569,1.0,Resistance
EURUSD=X,Weekly,1.1452,1.1569,1.02,Support
GBPUSD=X,Weekly,1.3359,1.3162,1.47,Resistance
CAD=X,Daily,1.3828,1.4031,1.47,Support
CAD=X,Weekly,1.3845,1.4031,1.34,Support
GBPSGD=X,Monthly,1.6701,1.712,2.51,Support
GBPSGD=X,Weekly,1.7483,1.712,2.08,Resistance
GBPSGD=X,Daily,1.7306,1.712,1.08,Resistance
GNE.NZ,Daily,2.495,2.52,1.0,Support
FBU.NZ,Daily,3.49,3.49,0.0,Support
^TNX,Daily,4.1085,4.093,0.38,Resistance
MEL.NZ,Weekly,5.73,5.82,1.57,Support
MEL.NZ,Daily,5.725,5.82,1.66,Support
C6L.SI,Daily,6.53,6.58,0.77,Support
C6L.SI,Monthly,6.5913,6.58,0.17,Resistance
C6L.SI,Weekly,6.6638,6.58,1.26,Resistance
AIA.NZ,Daily,7.965,8.07,1.32,Support
CNU.NZ,Weekly,9.3875,9.5,1.2,Support
CEN.NZ,Daily,9.4367,9.52,0.88,Support
SUM.NZ,Daily,11.6867,11.86,1.48,Support
DBC,Daily,23.34,22.9,1.89,Resistance
RINF,Daily,32.38,32.37,0.03,Resistance
HDB,Daily,35.675,35.81,0.38,Support
FPH.NZ,Daily,39.1437,38.5,1.64,Resistance
KWEB,Daily,38.78,38.97,0.49,Support
KWEB,Weekly,38.6033,38.97,0.95,Support
FXI,Daily,39.255,39.94,1.75,Support
RHHBY,Daily,42.14,41.98,0.38,Resistance
NVO,Daily,45.4025,45.68,0.61,Support
MX.TO,Daily,52.9,52.49,0.78,Resistance
XLF,Daily,52.13,52.78,1.25,Support
IHI,Daily,62.445,61.26,1.9,Resistance
BIPC.TO,Daily,63.1517,63.57,0.66,Support
PYPL,Daily,66.986,66.22,1.14,Resistance
ATD.TO,Daily,67.226,68.51,1.91,Support
USO,Daily,71.282,71.26,0.03,Resistance
HYG,Weekly,78.975,80.33,1.72,Support
HYG,Daily,80.0929,80.33,0.3,Support
SJ.TO,Daily,84.3925,83.75,0.76,Resistance
XLE,Daily,87.9725,89.54,1.78,Support
JNK,Daily,96.9656,96.76,0.21,Resistance
JNK,Weekly,96.515,96.76,0.25,Support
GILD,Daily,120.895,118.84,1.7,Resistance
IEI,Weekly,119.345,119.6,0.21,Support
IEI,Daily,118.72,119.6,0.74,Support
XLV,Weekly,142.595,146.14,2.49,Support
JPY=X,Daily,151.585,153.444,1.23,Support
WIPRO.NS,Daily,237.845,236.49,0.57,Resistance
IWM,Weekly,244.72,241.61,1.27,Resistance
MCD,Weekly,300.87,299.66,0.4,Resistance
MCD,Daily,297.775,299.66,0.63,Support
TCS.NS,Daily,2999.4,2991.8,0.25,Resistance
^NZ50,Weekly,13418.2035,13599.21,1.35,Support
^NSEI,Daily,25973.3496,25492.3008,1.85,Resistance
NIFTY_MIDCAP_100.NS,Daily,60182.9323,59843.1484,0.56,Resistance
