Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"USCI, Long, 2026-02-19 (Price: 82.76)",2026-03-11 (Price: 91.48),"10.54%, 20 days","94.44%, Past 5 years, 18","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-03-11 (Price: 91.48), 10.54% above",20 days,82.05,No Information,No Information,No Information,"23.66% (Price: 80.9518), 13.01% above, Upmove Bounce Back","2023-12-08 (Price: 55.21), 2026-01-29 (Price: 88.93)",No Information,11.87%/8.4%/10.4%,"4.19%, 12.02%",1.8 year/1.1 month/7 months,2028-09-14/2026-04-07/2026-12-20,22.67%,13.72%,8.95%,1.7,0.99,87.8746/91.367/102.99/No Horizontal Resistance/90.2685/96.4537/No EMA 200 Target,79.86/38.42/81.0354/75.2881/No F-Track Level/No F-Track Level/77.83,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",2026-03-11 (Price: 97.19),"22.08%, 4.4 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-03-11 (Price: 97.19), 22.08% above",4.4 months,79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 29.78% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-09-06/2026-01-30/2028-04-04,8.5%,12.52%,-4.02%,1.5,0.63,101.1286/101.8371/138.22/84.3925/95.0177/123.2166/83.33,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,90.48%/42/1.6 year (Across ALL Assets),68.85%/61/9.4 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",2026-03-11 (Price: 97.19),"23.82%, 8.5 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-03-11 (Price: 97.19), 23.82% above",8.5 months,77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 57.37% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-05-06/2025-09-29/2027-12-03,8.5%,12.52%,-4.02%,1.5,0.63,99.7058/100.4044/135.41/84.9567/95.0177/123.2166/83.33,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,90.48%/42/1.6 year (Across ALL Assets),68.85%/61/9.4 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-02-01 (Price: 929.25)",2026-03-11 (Price: 833.95),"-10.26%, 1.3 month","100.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2026-02-01",Already confirmed,"2026-03-11 (Price: 833.95), 10.26% below",1.3 month,906.0,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"0%, 16.27%",2.3 months/28 days/1.7 month,2026-05-11/2026-03-13/2026-04-15,12.02%,10.83%,1.19%,2.91,0.65,1065.7568/1008.7938/1037.28/1009.6/1098.0619/1305.7899/970.24,916.1/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Support,76.92%/13/2.5 months (Across ALL Assets),86.96%/115/2.2 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-23 (Price: 197.68)",2026-03-11 (Price: 193.29),"-2.22%, 3.6 months","84.81%, Past 10 years, 79","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2026-03-11 (Price: 193.29), 2.22% below",3.6 months,194.41,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,2026-07-15/2026-02-22/2026-04-02,31.56%,15.32%,16.24%,0.92,0.93,218.8713/213.3956/194.1559/No Horizontal Resistance/194.1559/294.0831/No EMA 200 Target,174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/190.76,60.0%/25/3.6 months (Across ALL Assets),65.79%/570/3.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-12-21 (Price: 203.39)",2026-03-11 (Price: 193.29),"-4.97%, 2.7 months","84.81%, Past 10 years, 79","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2026-03-11 (Price: 193.29), 4.97% below",2.7 months,202.72,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,2026-08-12/2026-03-22/2026-04-30,31.56%,15.32%,16.24%,0.92,0.93,225.1934/219.5595/294.0831/No Horizontal Resistance/294.0831/455.769/No EMA 200 Target,174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/190.76,60.0%/25/3.6 months (Across ALL Assets),65.79%/570/3.3 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",2026-03-11 (Price: 212.65),"-3.07%, 1.2 year","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2026-03-11 (Price: 212.65), 3.07% below",1.2 year,209.96,No Information,No Information,No Information,No Information,No Information,2.29% above/3.07% below/3.07% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,2027-07-27/2025-09-22/2026-06-01,15.9%,18.33%,-2.43%,1.69,0.81,276.9141/286.2381/244.46/No Horizontal Resistance/213.1321/231.81/No EMA 200 Target,84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",2026-03-11 (Price: 308.42),"9.44%, 4.4 months","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-11 (Price: 308.42), 9.44% above",4.4 months,241.18,No Information,No Information,No Information,No Information,No Information,26.64% above/22.53% above/9.44% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,2027-01-17/2026-06-09/2026-07-27,12.41%,17.09%,-4.68%,1.16,0.87,346.1313/412.669/443.81/No Horizontal Resistance/285.4807/322.8294/No EMA 200 Target,156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",2026-03-11 (Price: 10.38),"-19.1%, 1.3 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2026-03-11 (Price: 10.38), 19.1% below",1.3 year,12.4,No Information,No Information,No Information,No Information,No Information,13.14% below/17.29% below/19.1% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-08-17/2025-07-05/2026-05-05,7.79%,10.92%,-3.13%,0.19,0.59,13.959/15.7103/14.55/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.15,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
DELTADRIFT,"MSE.PA, Long, 2026-03-09 (Price: 63.5)",2026-03-10 (Price: 65.13),"2.57%, 1 day","100.0%, Past 4 years, 7","Daily, was CONFIRMED on 2026-03-09",Already confirmed,"2026-03-11 (Price: 64.68), 1.86% above",2 days,62.17,No Information,No Information,No Information,No Information,No Information,No Information,6.0%/1.71%/3.52%,"0%, 8.29%",1.4 month/5 days/15 days,2026-05-08/2026-03-16/2026-03-30,11.44%,9.61%,1.83%,2.12,0.65,69.5325/65.7352/67.63/No Horizontal Resistance/81.1364/93.8009/No EMA 200 Target,63.33/33.6667/58.4776/52.627/No F-Track Level/No F-Track Level/62.39,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
SIGMASHELL,"NFLX, Long, 2026-02-02 (Price: 82.76)",2026-03-10 (Price: 96.94),"17.13%, 1.2 month","100.0%, Past 5 years, 5","Daily, was CONFIRMED on 2026-02-02",Already confirmed,"2026-03-11 (Price: 94.89), 14.66% above",1.2 month,83.53,"-3.5, 60.0%",No Information,No Information,No Information,No Information,No Information,44.38%/13.01%/27.21%,"0%, 18.45%",6.7 months/2 months/3.1 months,2026-11-20/2026-04-29/2026-06-16,64.2%,22.33%,41.87%,2.41,0.93,89.6622/105.279/139.352/No Horizontal Resistance/139.352/152.4292/109.34,No Recent Minima/34.8663/77.567/72.1834/No F-Track Level/No F-Track Level/No EMA 200 Support,69.05%/42/4.3 months (Across ALL Assets),66.95%/233/3.7 months (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-06 (Price: 130.79)",2026-03-10 (Price: 136.85),"4.63%, 4 days","78.57%, Past 4 years, 14","Daily, was CONFIRMED on 2026-03-06",Already confirmed,"2026-03-11 (Price: 136.29), 4.21% above",5 days,129.3,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.89%,"17.99%, 17.99%",1.2 month/1 day/14 days,2026-04-27/2026-03-07/2026-03-26,10.65%,-5.22%,15.87%,0.35,0.01,142.0641/139.8014/140.93/181.595/395.5515/453.696/145.45,130.35/67.495/108.0763/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
DELTADRIFT,"XLF, Long, 2026-01-21 (Price: 53.46)",2026-03-10 (Price: 50.06),"-6.36%, 1.6 month","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2026-01-21",Already confirmed,"2026-03-11 (Price: 49.64), 7.15% below",1.6 month,53.37,No Information,No Information,No Information,No Information,No Information,No Information,4.22%/1.32%/2.7%,"8.98%, 9.74%",1.1 month/2 days/10 days,2026-03-09/2026-01-23/2026-02-04,6.63%,8.74%,-2.11%,0.38,0.55,57.4855/54.9034/56.19/No Horizontal Resistance/70.6138/110.4396/No EMA 200 Target,53.2/30.1167/45.9996/No support/No F-Track Level/No F-Track Level/52.84,82.98%/141/14 days (Across ALL Assets),75.24%/521/15 days (Across ALL Assets)
SIGMASHELL,"NFLX, Long, 2026-01-02 (Price: 90.99)",2026-03-10 (Price: 96.94),"6.54%, 2.2 months","100.0%, Past 5 years, 5","Daily, was CONFIRMED on 2026-01-02",Already confirmed,"2026-03-11 (Price: 94.89), 4.29% above",2.3 months,94.13,"-5.54, 66.67%",No Information,No Information,No Information,No Information,No Information,44.38%/13.01%/27.21%,"0%, 18.45%",6.7 months/2 months/3.1 months,2026-10-20/2026-03-29/2026-05-16,64.2%,22.33%,41.87%,2.41,0.93,98.5786/115.7484/139.352/No Horizontal Resistance/139.352/152.4292/109.34,85.59/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,69.05%/42/4.3 months (Across ALL Assets),66.95%/233/3.7 months (Across ALL Assets)
