Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-11-16 (Price: 508.94)",Weekly,No Exit Yet,No Price Target,2026-02-28 (Avg),8.39%/9.75%,"-5.65%, 3.5 months","2026-03-02 (Price: 480.17), 5.65% below",541.9702 (Historic Rise or Fall to Pivot)/533.7763 (Avg % Gain of Historic Winning trades)/526.98 (Function Specific Target)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/567.977 (Backtested Max)/520.442 (Backtested Min),2027-01-15 (Max),477.54/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/496.0,"96.0%, Past 10 years, 25",497.08,No Information,No Information,No Information,No Information,No Information,5.65% below/4.42% below/5.65% below,11.6%/2.26%/4.88%,"13.62%, 25.57%",9.8 months/1.2 month/2.4 months,8.49%,8.59%,-0.1%,0.7,0.55,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,2026-03-02 (Price: 686.38),No Price Target,No Date Target,5.38%/7.98%,"3.03%, 5.1 months","2026-03-02 (Price: 686.38), 3.03% above",761.9767 (Historic Rise or Fall to Pivot)/741.1252 (Avg % Gain of Historic Winning trades)/1004.58 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/755.4481 (Backtested Max)/723.3382 (Backtested Min),2027-04-26 (Max)/2026-03-22 (Min)/2026-10-17 (Avg),554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,"80.0%, Past 20 years, 10",637.5,No Information,No Information,No Information,No Information,No Information,3.03% above/3.03% above/3.03% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,5.38%,4.9%,0.48%,0.81,0.25,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
FRACTAL TRACK,"ORCL, Long, 2026-01-04 (Price: 195.71)",Weekly,No Exit Yet,No Price Target,2026-03-05 (Min),38.52%/47.78%,"-23.74%, 1.9 month","2026-03-02 (Price: 149.25), 23.74% below",231.7402 (Historic Rise or Fall to Pivot)/228.2174 (Avg % Gain of Historic Winning trades)/401.38 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/220.56 (EMA 200)/243.0327 (Backtested Max)/206.748 (Backtested Min),2029-09-20 (Max)/2026-03-05 (Min)/2027-03-18 (Avg),189.97/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.21%, Past 20 years, 29",194.16,No Information,No Information,No Information,"50% (Price: 174.3317), 14.39% below, Upmove Bounce Back","1996-04-14 (Price: 2.9433), 2025-09-14 (Price: 345.72)",No Information,24.18%/5.64%/16.61%,"12.23%, 26.99%",2.6 years/1.4 month/10.1 months,12.55%,10.22%,2.33%,1.29,0.53,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2026-02-22 (Price: 1957.8059)",Weekly,No Exit Yet,No Price Target,2026-03-04 (Min),12.3%/18.87%,"4.41%, 8 days","2026-03-02 (Price: 2044.2185), 4.41% above",2430.0287 (Avg % Gain of Historic Winning trades)/4097.97 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3394.41 (EMA 200)/2608.7764 (Backtested Max)/2295.7232 (Backtested Min),2026-10-14 (Max)/2026-03-04 (Min)/2026-06-23 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 5",1965.1317,No Information,No Information,No Information,"88.6% (Price: 1793.4297), 13.98% above, Upmove Bounce Back","2025-04-13 (Price: 1386.7993), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/17.26%/24.12%,"-0.0%, 44.11%",5.4 months/7 days/2.8 months,44.95%,44.58%,0.37%,1.56,1.59,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2024-09-30 (Price: 173.2)",Monthly,No Exit Yet,No Price Target,2026-03-05 (Avg),10.24%/12.32%,"-5.59%, 1.4 year","2026-03-02 (Price: 163.51), 5.59% below",183.6613 (Historic Rise or Fall to Pivot)/188.84 (Avg % Gain of Historic Winning trades)/253.33 (Function Specific Target)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/202.5228 (Backtested Max)/180.2492 (Backtested Min),2028-09-27 (Max)/2026-03-05 (Avg),126.25/122.9033/161.0808/140.2317/No F-Track Level/No F-Track Level/162.39,"92.86%, Past 20 years, 14",171.03,No Information,No Information,No Information,No Information,No Information,4.68% below/5.59% below/5.59% below,16.93%/4.07%/9.03%,"3.8%, 22.42%",2.8 years/5.1 months/1 year,4.95%,4.3%,0.65%,0.98,0.19,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"RELIANCE.NS, Long, 2026-01-12 (Price: 1483.2)",Daily,2026-03-02 (Price: 1358.0),No Price Target,No Date Target,10.58%/12.31%,"-8.44%, 1.6 month","2026-03-02 (Price: 1358.0), 8.44% below",1536.5952 (Historic Rise or Fall to Pivot)/1525.1746 (Avg % Gain of Historic Winning trades)/1530.88 (Function Specific Target)/1531.725 (Horizontal)/1879.7264 (F-Stack 1)/2065.5547 (F-Stack 2)/1552.4654 (Backtested Max)/1501.74 (Backtested Min),No Next Date Target,1470.6/1025.8126/1375.0525/1288.3015/No F-Track Level/No F-Track Level/1450.87,"72.73%, Past 4 years, 11",1475.3,No Information,No Information,No Information,No Information,No Information,No Information,4.67%/1.25%/2.83%,"6.81%, 6.81%",16 days/4 days/9 days,4.15%,6.83%,-2.68%,0.09,0.37,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",Weekly,2026-03-01 (Price: 341.06),No Price Target,No Date Target,3.04%/10.52%,"7.58%, 2.8 months","2026-03-02 (Price: 334.82), 7.58% above",370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/344.9985 (Backtested Max),2027-02-27 (Max)/2026-06-11 (Avg),297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,"100.0%, Past 10 years, 19",309.48,No Information,No Information,No Information,No Information,No Information,7.58% above/7.58% above/7.58% above,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,7.73%,6.98%,0.75%,1.39,0.42,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,2026-02-22 (Price: 62.08),62.2886 (Avg % Gain of Historic Winning trades),No Date Target,8.14%/32.37%,"8.53%, 6.8 months","2026-03-02 (Price: 62.12), 8.53% above",82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.65%, Past 10 years, 23",55.02,No Information,No Information,No Information,No Information,No Information,14.3% above/8.53% above/8.53% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-19 (Price: 58.23)",Daily,No Exit Yet,60.5243 (Avg % Gain of Historic Winning trades),No Date Target,2.71%/3.65%,"4.04%, 11 days","2026-03-02 (Price: 60.58), 4.04% above",62.2246 (Historic Rise or Fall to Pivot)/81.57 (Function Specific Target)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/62.7894 (Backtested Max),2026-04-25 (Max)/2026-03-06 (Avg),42.38/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/44.98,"78.26%, Past 4 years, 23",57.83,No Information,No Information,No Information,No Information,No Information,9.39% above/4.04% above/4.04% above,7.83%/0.32%/3.94%,"11.63%, 29.81%",1.5 month/4 days/11 days,17.54%,12.66%,4.88%,0.1,0.6,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
DELTADRIFT,"COIN, Long, 2026-02-06 (Price: 165.12)",Daily,2026-03-02 (Price: 185.24),No Price Target,No Date Target,6.14%/55.39%,"12.19%, 24 days","2026-03-02 (Price: 185.24), 12.19% above",289.6467 (Horizontal)/449.909 (F-Stack 1)/643.0255 (F-Stack 2)/287.85 (EMA 200)/196.6084 (Backtested Max),2026-06-03 (Max)/2026-03-11 (Avg),146.12/86.505/130.0002/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.89%, Past 4 years, 9",154.56,No Information,No Information,No Information,No Information,No Information,No Information,19.07%/5.69%/9.26%,"27.31%, 39.8%",2.7 months/3 days/23 days,12.46%,-11.08%,23.54%,0.43,0.2,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",Monthly,No Exit Yet,188.6608 (F-Stack 1),No Date Target,5.16%/8.58%,"12.93%, 3.1 months","2026-03-02 (Price: 190.8), 12.93% above",200.645 (Avg % Gain of Historic Winning trades)/259.77 (Function Specific Target)/207.1743 (F-Stack 2)/217.4386 (Backtested Max),2028-01-21 (Max)/2026-07-09 (Min)/2027-01-16 (Avg),118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"83.33%, Past 20 years, 12",157.19,No Information,No Information,No Information,No Information,No Information,21.76% above/12.93% above/12.93% above,28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,7.48%,7.04%,0.44%,1.07,0.41,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
FRACTAL TRACK,"EFN.TO, Long, 2026-01-16 (Price: 34.48)",Daily,No Exit Yet,No Price Target,2026-03-04 (Min),13.9%/18.28%,"-6.9%, 1.5 month","2026-03-02 (Price: 32.1), 6.9% below",36.5626 (Historic Rise or Fall to Pivot)/37.9694 (Avg % Gain of Historic Winning trades)/46.27 (Function Specific Target)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/40.8347 (Backtested Max),2027-08-12 (Max)/2026-03-04 (Min)/2026-06-21 (Avg),31.79/12.67/29.5041/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.0%, Past 5 years, 20",35.2,No Information,No Information,No Information,"23.66% (Price: 33.5008), 4.18% below, Upmove Bounce Back","2023-10-23 (Price: 18.5), 2025-09-19 (Price: 38.15)",No Information,18.43%/2.81%/10.12%,"6.91%, 23.72%",1.1 year/1.1 month/3.6 months,27.0%,15.63%,11.37%,1.17,0.95,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-18 (Price: 5.64)",Daily,No Exit Yet,No Price Target,2026-02-28 (Min),3.13%/3.64%,"0.0%, 12 days","2026-03-02 (Price: 5.64), 0.0% below",5.8453 (Historic Rise or Fall to Pivot)/5.8165 (Avg % Gain of Historic Winning trades)/5.89 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.979 (Backtested Max),2027-02-13 (Max)/2026-06-24 (Avg),5.58/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.24%, Past 4 years, 34",5.6,No Information,No Information,No Information,No Information,No Information,0.71% above/0.0% below/0.0% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",Monthly,2026-01-31 (Price: 43.25),47.8501 (Backtested Max),No Date Target,4.47%/8.55%,"20.15%, 11.2 months","2026-03-02 (Price: 47.37), 20.15% above",51.42 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2),2033-09-01 (Max)/2026-07-26 (Min)/2027-09-03 (Avg),29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",39.57,No Information,No Information,No Information,"23.66% (Price: 36.9765), 28.11% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-02 (Price: 11.24),No Price Target,No Date Target,15.51%/23.47%,"-10.79%, 1.4 year","2026-03-02 (Price: 11.24), 10.79% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,8.24% below/9.86% below/10.79% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,5.74%,8.41%,-2.67%,1.75,0.5,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",Quarterly,No Exit Yet,348.2242 (F-Stack 1),No Date Target,12.91%/15.72%,"16.9%, 2 months","2026-03-02 (Price: 352.05), 16.9% above",407.3957 (Historic Rise or Fall to Pivot)/444.9491 (Avg % Gain of Historic Winning trades)/467.71 (Function Specific Target)/411.0319 (F-Stack 2)/525.5369 (Backtested Max)/397.4879 (Backtested Min),2030-09-16 (Max)/2027-11-08 (Min)/2028-09-16 (Avg),106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,"100.0%, Past 24 years, 7",269.38,No Information,No Information,No Information,No Information,No Information,16.9% above/29.99% above/16.9% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,15.4%,9.16%,6.24%,0.71,0.47,100.0%/9/2.4 years (Across ALL Assets),25.0%/4/7.2 months (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-18 (Price: 40.33)",Weekly,2026-02-22 (Price: 43.14),No Price Target,2026-02-27 (Min),9.05%/14.63%,"0.22%, 1.4 month","2026-03-02 (Price: 40.42), 0.22% above",44.0767 (Avg % Gain of Historic Winning trades)/60.23 (Function Specific Target)/72.5033 (Horizontal)/46.3351 (Backtested Max),2027-08-14 (Max)/2026-08-27 (Avg),33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.21,"79.17%, Past 10 years, 24",39.9,No Information,No Information,No Information,No Information,No Information,0.22% above/0.22% above/0.22% above,14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,0.91%,5.06%,-4.15%,-0.11,0.29,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-02-08 (Price: 120.18)",Weekly,2026-03-02 (Price: 136.05),No Price Target,No Date Target,-60.43%/-49.0%,"-13.21%, 22 days","2026-03-02 (Price: 136.05), 13.21% above",113.4499 (Avg % Gain of Historic Winning trades)/53.83 (Function Specific Target)/93.0152 (F-Stack 1)/69.3828 (F-Stack 2),2026-10-18 (Max)/2026-03-20 (Min)/2026-05-27 (Avg),No support/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No support,"89.47%, Past 10 years, 19",155.0,No Information,No Information,No Information,No Information,No Information,13.21% above/13.21% above/13.21% above,15.6%/1.62%/5.6%,"24.19%, 18.85%",5.8 months/28 days/2.5 months,-0.74%,4.79%,-5.53%,0.37,0.22,80.0%/5/2 months (Across ALL Assets),35.71%/14/1.4 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-02 (Price: 136.05),131.2534 (F-Stack 2),No Date Target,-24.31%/-14.08%,"36.67%, 4.1 months","2026-03-02 (Price: 136.05), 36.67% below",102.98 (Function Specific Target)/116.89 (Horizontal),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,37.04% below/36.67% below/36.67% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-02 (Price: 136.05),131.2534 (F-Stack 2),No Date Target,-23.94%/-14.08%,"37.04%, 5.1 months","2026-03-02 (Price: 136.05), 37.04% below",103.48 (Function Specific Target)/116.89 (Horizontal),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,44.22% below/43.76% below/37.04% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
DELTADRIFT,"TD.TO, Short, 2025-11-30 (Price: 117.65)",Monthly,2026-02-28 (Price: 132.88),No Price Target,No Date Target,-45.21%/-37.98%,"-14.22%, 3.1 months","2026-03-02 (Price: 134.38), 14.22% above",106.4144 (Historic Rise or Fall to Pivot)/111.8734 (Avg % Gain of Historic Winning trades)/109.14 (Function Specific Target)/73.6233 (Horizontal)/101.1064 (F-Stack 1)/83.3451 (F-Stack 2)/112.19 (EMA 200)/127.9914 (Backtested Max)/120.3442 (Backtested Min),No Next Date Target,No Recent Maxima/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 54 years, 6",115.02,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/2.29%/4.91%,"0.0%, 10.3%",2 months/1 month/1.4 month,5.19%,4.88%,0.31%,1.28,0.43,0.0%/2/4 months (Across ALL Assets),0.0%/3/4.3 months (Across ALL Assets)
