Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"NIFTY_MIDCAP_100.NS, Long, 2026-03-18 (Price: 56289.8516)",No Exit Yet,"0.0%, 0 days","92.86%, Past 5 years, 14","Daily, is CONFIRMED on 2026-03-18",Already confirmed,"2026-03-18 (Price: 56289.8516), 0.0% below",0 days,55289.1016,No Information,No Information,No Information,"23.66% (Price: 53895.1604), 4.44% above, Upmove Bounce Back","2023-03-28 (Price: 29200.1992), 2026-01-07 (Price: 61548.8516)",No Information,11.12%/5.89%/9.55%,"0.28%, 21.42%",1.6 year/1 month/6.4 months,2028-06-29/2026-04-30/2026-12-21,20.49%,16.66%,3.83%,1.2,1.27,60826.8136/61665.5324/75699.04/60128.6094/72577.1591/79594.0726/58813.6,54614.95/26608.2998/51420.3721/37395.584/No stop loss/No stop loss/No EMA 200 Stop Loss,92.28%/285/5.4 months (Across ALL Assets),42.59%/54/5.1 months (Across ALL Assets)
FRACTAL TRACK,"CEN.NZ, Long, 2026-03-18 (Price: 9.35)",No Exit Yet,"0.0%, 0 days","90.91%, Past 5 years, 11","Daily, is CONFIRMED on 2026-03-18",Already confirmed,"2026-03-18 (Price: 9.35), 0.0% below",0 days,9.22,No Information,No Information,No Information,"88.6% (Price: 9.2275), 1.33% above, Upmove Bounce Back","2025-12-17 (Price: 9.15), 2026-02-12 (Price: 9.83)",No Information,12.03%/1.09%/6.9%,"3.1%, 17.16%",2.9 years/1.3 month/11 months,2030-05-08/2026-05-13/2027-07-08,8.13%,2.77%,5.36%,0.86,0.1,9.4201/9.9951/9.76/9.85/10.1719/12.7072/No EMA 200 Target,9.16/6.86/9.0337/8.3812/No stop loss/9.1207/9.25,92.28%/285/5.4 months (Across ALL Assets),42.59%/54/5.1 months (Across ALL Assets)
FRACTAL TRACK,"CNU.NZ, Long, 2026-03-18 (Price: 9.43)",No Exit Yet,"0.0%, 0 days","73.33%, Past 5 years, 15","Daily, is CONFIRMED on 2026-03-18",Already confirmed,"2026-03-18 (Price: 9.43), 0.0% below",0 days,9.19,No Information,No Information,No Information,"78.6% (Price: 9.079), 3.87% above, Upmove Bounce Back","2025-10-14 (Price: 8.88), 2026-02-23 (Price: 9.81)",No Information,11.98%/1.84%/7.67%,"1.13%, 19.63%",1.6 year/1 month/11.2 months,2028-06-29/2026-04-30/2027-07-17,10.79%,2.16%,8.63%,0.95,0.05,9.4913/10.1533/9.99/9.875/11.0627/11.8475/No EMA 200 Target,9.11/6.0983/No F-Stack Support/No F-Stack Support/9.4015/9.046/9.2,92.28%/285/5.4 months (Across ALL Assets),42.59%/54/5.1 months (Across ALL Assets)
TRENDPULSE,"RINF, Long, 2026-03-18 (Price: 32.3103)",No Exit Yet,"0.0%, 0 days","73.33%, Past 4 years, 15","Daily, is CONFIRMED on 2026-03-18",Already confirmed,"2026-03-18 (Price: 32.3103), 0.0% below",0 days,32.31,No Information,No Information,No Information,No Information,No Information,0.44% above/0.0% below/0.0% below,3.92%/0.3%/1.33%,"6.5%, 14.15%",17 days/6 days/10 days,2026-04-11/2026-03-26/2026-04-01,4.94%,2.3%,2.64%,-0.17,-0.01,33.1665/32.74/33.13/35.1525/41.8158/48.2716/32.51,31.79/28.7133/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,92.15%/293/1.2 month (Across ALL Assets),80.12%/518/1.4 month (Across ALL Assets)
TRENDPULSE,"MCY.NZ, Long, 2026-03-18 (Price: 6.46)",No Exit Yet,"0.0%, 0 days","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2026-03-18",Already confirmed,"2026-03-18 (Price: 6.46), 0.0% below",0 days,6.4,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,6.24%/1.3%/4.25%,"14.39%, 20.6%",5.6 months/8 days/1.5 month,2026-11-16/2026-03-29/2026-05-22,15.72%,2.24%,13.48%,0.7,0.11,6.6364/6.7345/6.76/7.2/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,6.2/5.13/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/6.39,92.15%/293/1.2 month (Across ALL Assets),80.12%/518/1.4 month (Across ALL Assets)
TRENDPULSE,"UBER, Long, 2026-03-17 (Price: 77.79)",No Exit Yet,"-1.45%, 1 day","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 76.66), 1.45% below",1 day,77.39,No Information,No Information,No Information,No Information,No Information,4.54% above/1.45% below/1.45% below,15.75%/2.64%/8.94%,"34.98%, 57.69%",3.5 months/4 days/25 days,2026-08-16/2026-03-22/2026-04-22,11.48%,7.62%,3.86%,0.3,0.43,82.1696/84.7444/91.33/82.12/111.0948/120.7433/87.66,72.36/34.6025/75.9736/63.3753/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.15%/293/1.2 month (Across ALL Assets),80.12%/518/1.4 month (Across ALL Assets)
TRENDPULSE,"PYPL, Long, 2026-03-17 (Price: 46.13)",No Exit Yet,"-3.34%, 1 day","78.57%, Past 4 years, 14","Daily, is CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 44.59), 3.34% below",1 day,45.85,No Information,No Information,No Information,No Information,No Information,0.69% below/3.34% below/3.34% below,7.4%/1.59%/4.62%,"17.75%, 23.23%",1.7 month/6 days/17 days,2026-05-29/2026-03-25/2026-04-10,8.66%,-12.11%,20.77%,0.09,-0.28,48.4826/48.2612/47.55/92.955/No Next Fib Ext/No Next Fib Ext/63.43,44.36/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.15%/293/1.2 month (Across ALL Assets),80.12%/518/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-03-17 (Price: 10.9)",No Exit Yet,"1.56%, 1 day","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 11.07), 1.56% above",1 day,10.81,No Information,No Information,No Information,No Information,No Information,2.12% above/1.56% above/1.56% above,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,2026-08-07/2026-03-25/2026-05-03,15.16%,8.14%,7.02%,0.86,0.43,11.3938/11.348/12.07/12.825/18.927/29.733/11.49,10.65/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.15%/293/1.2 month (Across ALL Assets),80.12%/518/1.4 month (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2026-03-17 (Price: 254.23)",No Exit Yet,"-1.69%, 1 day","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 249.94), 1.69% below",1 day,253.0785,No Information,No Information,No Information,"78.6% (Price: 251.4429), 0.6% below, Upmove Bounce Back","2026-01-20 (Price: 243.42), 2026-02-06 (Price: 280.91)",No Information,11.89%/10.08%/10.61%,"0%, 30.22%",1.2 year/7 days/4.5 months,2027-12-02/2026-03-27/2026-09-28,27.85%,12.15%,15.7%,18.72,0.65,267.1449/281.2038/276.72/284.765/289.238/325.3828/No EMA 200 Target,250.12/136.32/202.8031/187.5583/No F-Track Level/No F-Track Level/246.37,92.28%/285/5.4 months (Across ALL Assets),42.59%/54/5.1 months (Across ALL Assets)
FRACTAL TRACK,"PG, Long, 2026-03-17 (Price: 151.48)",No Exit Yet,"-3.15%, 1 day","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 146.71), 3.15% below",1 day,153.01,No Information,No Information,No Information,"50% (Price: 152.43), 3.75% below, Upmove Bounce Back","2026-01-07 (Price: 137.62), 2026-02-27 (Price: 167.24)",No Information,11.03%/2.9%/8.22%,"2.47%, 24.38%",2.6 years/1.7 month/9.3 months,2029-12-01/2026-05-29/2027-04-25,11.54%,1.17%,10.37%,0.89,-0.07,153.3432/163.9317/169.25/179.4533/186.6499/209.3631/153.09,150.5/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.28%/285/5.4 months (Across ALL Assets),42.59%/54/5.1 months (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2026-03-17 (Price: 11.5)",No Exit Yet,"2.17%, 1 day","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 11.75), 2.17% above",1 day,11.43,No Information,No Information,No Information,"23.66% (Price: 11.273), 4.23% above, Upmove Bounce Back","2026-01-20 (Price: 9.25), 2026-03-09 (Price: 11.9)",No Information,20.37%/5.32%/11.64%,"1.65%, 37.5%",1.1 year/21 days/6 months,2027-10-11/2026-04-16/2026-12-02,23.8%,-3.41%,27.21%,1.69,-0.03,12.3636/12.8386/13.09/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,11.35/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/9.97,92.28%/285/5.4 months (Across ALL Assets),42.59%/54/5.1 months (Across ALL Assets)
DELTADRIFT,"AAPL, Long, 2026-03-17 (Price: 254.23)",No Exit Yet,"-1.69%, 1 day","90.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 249.94), 1.69% below",1 day,253.0785,No Information,No Information,No Information,No Information,No Information,No Information,6.6%/2.84%/3.83%,"4.88%, 13.99%",2.3 months/2 days/21 days,2026-06-24/2026-03-19/2026-04-16,9.39%,10.3%,-0.91%,0.96,0.55,270.3736/263.967/267.17/284.765/289.238/325.3828/No EMA 200 Target,250.12/136.32/202.8031/187.5583/No F-Track Level/No F-Track Level/246.37,78.57%/140/14 days (Across ALL Assets),73.55%/518/15 days (Across ALL Assets)
DELTADRIFT,"^NZ50, Long, 2026-03-17 (Price: 13171.9697)",No Exit Yet,"0.09%, 1 day","80.0%, Past 4 years, 15","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-03-18 (Price: 13183.9697), 0.09% above",1 day,13164.5801,No Information,No Information,No Information,No Information,No Information,No Information,2.31%/1.02%/1.46%,"4.04%, 4.41%",1.7 month/1 day/11 days,2026-05-29/2026-03-18/2026-04-01,5.2%,0.33%,4.87%,0.25,-0.31,13506.5377/13364.2805/13435.41/13448.908/14773.8816/17170.3822/13180.16,13163.22/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,78.57%/140/14 days (Across ALL Assets),73.55%/518/15 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2026-03-16 (Price: 28.49)",No Exit Yet,"-1.02%, 2 days","70.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-18 (Price: 28.2), 1.02% below",2 days,28.47,No Information,No Information,No Information,No Information,No Information,0.42% below/1.02% below/1.02% below,8.94%/0.59%/4.17%,"40.68%, 51.29%",5.6 months/7 days/26 days,2026-11-14/2026-03-26/2026-04-22,-13.53%,-4.79%,-8.74%,-0.19,0.05,30.1681/29.678/33.03/80.755/97.2627/102.2552/31.1,25.4/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.15%/293/1.2 month (Across ALL Assets),80.12%/518/1.4 month (Across ALL Assets)
