Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"SLV, Long, 2026-03-08 (Price: 75.94)",2026-03-31 (Price: 68.14),"-10.27%, 23 days","100.0%, Past 19 years, 11","Weekly, was CONFIRMED on 2026-03-08",Already confirmed,"2026-03-31 (Price: 68.14), 10.27% below",23 days,81.17,No Information,No Information,No Information,"50% (Price: 64.4), 5.81% above, Upmove Bounce Back","2023-10-08 (Price: 18.97), 2026-02-01 (Price: 109.83)",No Information,27.39%/2.49%/14.94%,"0%, 72.45%",14.4 years/2.1 months/3.5 years,2046-09-27/2026-06-07/2031-03-07,2.66%,4.57%,-1.91%,1.86,0.24,93.5733/87.2854/130.46/No Horizontal Resistance/89.0774/103.171/No EMA 200 Target,27.08/18.99/73.9426/67.9787/No F-Track Level/No F-Track Level/52.5,90.0%/60/1.5 year (Across ALL Assets),54.55%/154/7.7 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-10-31 (Price: 45.14)",2026-03-31 (Price: 48.15),"6.67%, 5 months","92.31%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-31 (Price: 48.15), 6.67% above",5 months,44.75,No Information,No Information,No Information,No Information,No Information,12.61% above/5.92% above/6.67% above,12.69%/5.3%/8.8%,"6.95%, 19.49%",1.2 year/4 months/7.1 months,2027-07-18/2026-04-22/2026-09-04,5.6%,3.96%,1.64%,1.05,0.16,49.97/49.1123/65.32/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/28.5233/37.996/28.1885/No F-Track Level/No F-Track Level/40.37,92.0%/75/11 months (Across ALL Assets),65.32%/124/9.5 months (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",2026-03-31 (Price: 224.88),"9.45%, 5 months","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-31 (Price: 224.88), 9.45% above",5 months,204.86,No Information,No Information,No Information,No Information,No Information,12.68% above/9.45% above/9.45% above,16.93%/2.86%/11.22%,"-0.0%, 21.22%",2.5 years/4 months/11.3 months,2029-05-26/2026-04-22/2027-03-06,4.79%,6.63%,-1.84%,1.91,0.39,229.6333/228.5237/312.78/No Horizontal Resistance/221.431/339.4883/No EMA 200 Target,162.1/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level/179.57,92.0%/75/11 months (Across ALL Assets),65.32%/124/9.5 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",2026-03-31 (Price: 82.89),"24.72%, 1.5 month","82.61%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-03-31 (Price: 82.89), 24.72% above",1.5 month,64.36,No Information,No Information,No Information,No Information,No Information,24.72% above/24.72% above/24.72% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,2027-11-02/2026-03-27/2026-09-02,11.89%,3.89%,8.0%,0.73,0.26,76.4024/77.9842/76.97/73.435/104.8718/122.9238/No EMA 200 Target,47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,88.59%/149/5.1 months (Across ALL Assets),75.29%/259/3.7 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",2026-03-31 (Price: 143.18),"-17.24%, 2.2 years","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2024-02-09",Already confirmed,"2026-03-31 (Price: 143.18), 17.24% below",2.2 years,170.9,No Information,No Information,No Information,No Information,No Information,16.05% below/17.24% below/17.24% below,10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,2025-12-19/2024-04-03/2024-09-15,8.06%,6.5%,1.56%,1.1,0.37,183.7885/184.7055/173.93/No Horizontal Resistance/218.156/349.4971/No EMA 200 Target,145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level/157.05,88.59%/149/5.1 months (Across ALL Assets),75.29%/259/3.7 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",2026-03-31 (Price: 8.88),"-25.69%, 1.5 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-03-31 (Price: 8.88), 25.69% below",1.5 year,11.3,No Information,No Information,No Information,No Information,No Information,25.69% below/25.69% below/25.69% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-06-17/2025-05-05/2026-03-05,7.79%,10.92%,-3.13%,0.19,0.59,13.0016/14.6328/14.19/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.75,92.0%/75/11 months (Across ALL Assets),65.32%/124/9.5 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",2026-03-31 (Price: 8.88),"-28.33%, 1.4 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-31 (Price: 8.88), 28.33% below",1.4 year,11.89,No Information,No Information,No Information,No Information,No Information,25.69% below/28.33% below/28.33% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-07-18/2025-06-05/2026-04-05,7.79%,10.92%,-3.13%,0.19,0.59,13.4803/15.1716/14.37/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.96,92.0%/75/11 months (Across ALL Assets),65.32%/124/9.5 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",2026-03-31 (Price: 8.88),"-30.79%, 1.4 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2026-03-31 (Price: 8.88), 30.79% below",1.4 year,12.4,No Information,No Information,No Information,No Information,No Information,25.69% below/29.24% below/30.79% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-08-17/2025-07-05/2026-05-05,7.79%,10.92%,-3.13%,0.19,0.59,13.959/15.7103/14.55/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/11.15,92.0%/75/11 months (Across ALL Assets),65.32%/124/9.5 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",2026-03-31 (Price: 11.65),"-7.54%, 1.4 year","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-31 (Price: 11.65), 7.54% below",1.4 year,12.315,No Information,No Information,No Information,No Information,No Information,4.9% below/6.58% below/7.54% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,2026-09-08/2025-06-05/2025-12-26,5.74%,8.41%,-2.67%,1.75,0.5,14.044/13.8776/19.79/No Horizontal Resistance/18.927/29.733/No EMA 200 Target,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,92.0%/75/11 months (Across ALL Assets),65.32%/124/9.5 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-19 (Price: 11.08)",2026-03-31 (Price: 11.65),"5.14%, 1.3 month","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2026-02-19",Already confirmed,"2026-03-31 (Price: 11.65), 5.14% above",1.3 month,10.99,No Information,No Information,No Information,No Information,No Information,5.72% above/5.14% above/5.14% above,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,2026-07-12/2026-02-27/2026-04-07,15.16%,8.14%,7.02%,0.86,0.43,11.5819/11.5354/12.14/12.825/18.927/29.733/11.54,10.74/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,91.4%/279/1.3 month (Across ALL Assets),80.08%/512/1.4 month (Across ALL Assets)
