Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"SLV, Long, 2026-03-08 (Price: 75.94)",2026-03-30 (Price: 63.52),"-16.36%, 22 days","100.0%, Past 19 years, 11","Weekly, was CONFIRMED on 2026-03-08",Already confirmed,"2026-03-30 (Price: 63.52), 16.36% below",22 days,81.17,No Information,No Information,No Information,"50% (Price: 64.4), 1.37% below, Upmove Bounce Back","2023-10-08 (Price: 18.97), 2026-02-01 (Price: 109.83)",No Information,27.39%/2.49%/14.94%,"0%, 72.45%",14.4 years/2.1 months/3.5 years,2046-09-27/2026-06-07/2031-03-07,2.66%,4.57%,-1.91%,1.86,0.24,93.5733/87.2854/130.46/No Horizontal Resistance/89.0774/103.171/No EMA 200 Target,27.08/18.99/73.9426/67.9787/No F-Track Level/No F-Track Level/52.33,89.66%/58/1.4 year (Across ALL Assets),52.32%/151/7.6 months (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-09-30 (Price: 65.01)",2026-03-30 (Price: 66.29),"1.97%, 6 months","90.91%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-30 (Price: 66.29), 1.97% above",6 months,62.0,No Information,No Information,No Information,No Information,No Information,1.97% above/2.95% above/1.97% above,15.1%/1.97%/7.67%,"10.07%, 26.55%",3.3 years/4.1 months/1.5 year,2030-06-16/2026-03-25/2027-11-21,1.48%,1.08%,0.4%,0.36,-0.07,70.7049/69.9963/78.29/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No stop loss/No F-Track Level/No F-Track Level/58.09,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",2026-03-30 (Price: 87.0),"30.91%, 1.4 month","82.61%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-03-30 (Price: 87.0), 30.91% above",1.4 month,64.36,No Information,No Information,No Information,No Information,No Information,30.91% above/30.91% above/30.91% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,2027-11-02/2026-03-27/2026-09-02,11.89%,3.89%,8.0%,0.73,0.26,76.4024/77.9842/76.97/73.435/104.8718/122.9238/No EMA 200 Target,47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,88.59%/149/5.1 months (Across ALL Assets),74.72%/265/3.7 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",2026-03-30 (Price: 141.2),"-18.39%, 2.2 years","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2024-02-09",Already confirmed,"2026-03-30 (Price: 141.2), 18.39% below",2.2 years,170.9,No Information,No Information,No Information,No Information,No Information,17.21% below/18.39% below/18.39% below,10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,2025-12-19/2024-04-03/2024-09-15,8.06%,6.5%,1.56%,1.1,0.37,183.7885/184.7055/173.93/No Horizontal Resistance/218.156/349.4971/No EMA 200 Target,145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level/157.05,88.59%/149/5.1 months (Across ALL Assets),74.72%/265/3.7 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",2026-03-30 (Price: 9.32),"-22.01%, 1.5 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-03-30 (Price: 9.32), 22.01% below",1.5 year,11.3,No Information,No Information,No Information,No Information,No Information,22.01% below/22.01% below/22.01% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-06-17/2025-05-05/2026-03-05,7.79%,10.92%,-3.13%,0.19,0.59,13.0016/14.6328/14.19/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.75,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",2026-03-30 (Price: 9.32),"-24.78%, 1.4 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-30 (Price: 9.32), 24.78% below",1.4 year,11.89,No Information,No Information,No Information,No Information,No Information,22.01% below/24.78% below/24.78% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-07-18/2025-06-05/2026-04-05,7.79%,10.92%,-3.13%,0.19,0.59,13.4803/15.1716/14.37/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.96,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",2026-03-30 (Price: 9.32),"-27.36%, 1.3 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2026-03-30 (Price: 9.32), 27.36% below",1.3 year,12.4,No Information,No Information,No Information,No Information,No Information,22.01% below/25.74% below/27.36% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-08-17/2025-07-05/2026-05-05,7.79%,10.92%,-3.13%,0.19,0.59,13.959/15.7103/14.55/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/11.15,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",2026-03-30 (Price: 11.71),"-7.06%, 1.4 year","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-30 (Price: 11.71), 7.06% below",1.4 year,12.315,No Information,No Information,No Information,No Information,No Information,4.41% below/6.09% below/7.06% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,2026-09-08/2025-06-05/2025-12-26,5.74%,8.41%,-2.67%,1.75,0.5,14.044/13.8776/19.79/No Horizontal Resistance/18.927/29.733/No EMA 200 Target,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-31 (Price: 92.54)",2026-03-30 (Price: 101.9),"10.11%, 5 months","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-30 (Price: 101.9), 10.11% above",5 months,90.84,No Information,No Information,No Information,No Information,No Information,12.77% above/8.11% above/10.11% above,20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-02-11/2026-06-05/2027-10-29,2.32%,2.1%,0.22%,1.05,-0.03,102.7657/102.34/96.72/No Horizontal Resistance/100.0174/110.0139/No EMA 200 Target,82.93/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.68,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
TRENDPULSE,"JD, Long, 2026-03-16 (Price: 28.49)",2026-03-30 (Price: 28.94),"1.58%, 14 days","70.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-03-16",Already confirmed,"2026-03-30 (Price: 28.94), 1.58% above",14 days,28.47,No Information,No Information,No Information,No Information,No Information,2.19% above/1.58% above/1.58% above,8.94%/0.59%/4.17%,"40.68%, 51.29%",5.6 months/7 days/26 days,2026-11-14/2026-03-26/2026-04-22,-13.53%,-4.79%,-8.74%,-0.19,0.05,30.1681/29.678/33.03/80.755/97.2627/102.2552/31.1,25.4/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,91.76%/279/1.3 month (Across ALL Assets),80.08%/512/1.4 month (Across ALL Assets)
