Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"CSCO, Long, 2026-03-11 (Price: 78.1)",No Exit Yet,"-0.46%, 1 day","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 77.74), 0.46% below",1 day,77.635,No Information,No Information,No Information,"78.6% (Price: 76.0935), 2.16% above, Upmove Bounce Back","2026-01-12 (Price: 72.8), 2026-02-10 (Price: 88.19)",No Information,13.58%/2.93%/10.01%,"0%, 37.04%",3.2 years/1 month/7.1 months,2030-10-04/2026-04-23/2027-01-13,22.72%,7.9%,14.82%,3.15,0.44,79.045/85.9178/87.33/No Horizontal Resistance/109.6316/119.2504/No EMA 200 Target,76.21/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/72.16,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"DIA, Long, 2026-03-11 (Price: 474.81)",No Exit Yet,"-1.54%, 1 day","94.44%, Past 5 years, 18","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 467.48), 1.54% below",1 day,477.4,No Information,No Information,No Information,"23.66% (Price: 472.4173), 1.05% below, Upmove Bounce Back","2025-04-07 (Price: 366.32), 2026-02-10 (Price: 505.3)",No Information,10.56%/4.34%/8.4%,"2.53%, 21.9%",2.4 years/1.7 month/10.7 months,2029-08-13/2026-05-23/2027-06-18,17.57%,6.62%,10.95%,2.06,0.43,488.3421/514.694/558.2/No Horizontal Resistance/538.1343/826.9871/No EMA 200 Target,458.1/326.1/359.6128/249.2814/No F-Track Level/No F-Track Level/464.61,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"EEM, Long, 2026-03-11 (Price: 58.83)",No Exit Yet,"-3.2%, 1 day","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 56.95), 3.2% below",1 day,58.7,No Information,No Information,No Information,"38.2% (Price: 55.3519), 2.89% above, Upmove Bounce Back","2025-04-08 (Price: 38.19), 2026-02-27 (Price: 65.96)",No Information,10.77%/2.11%/8.51%,"-0.0%, 16.11%",1.9 year/1.9 month/8.3 months,2028-11-25/2026-06-01/2027-03-06,13.08%,0.95%,12.13%,1.69,-0.08,59.4712/63.8364/75.49/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,57.32/36.64/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/53.36,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"GDX, Long, 2026-03-11 (Price: 101.36)",No Exit Yet,"-2.03%, 1 day","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 99.3), 2.03% below",1 day,102.05,No Information,No Information,No Information,"23.66% (Price: 97.3586), 1.99% above, Upmove Bounce Back","2024-12-30 (Price: 33.42), 2026-03-02 (Price: 117.175)",No Information,16.06%/1.26%/10.28%,"3.89%, 38.9%",2.3 years/14 days/4.8 months,2029-06-20/2026-03-31/2026-10-05,25.44%,12.61%,12.83%,1.62,0.62,110.381/111.7798/151.61/No Horizontal Resistance/136.5646/157.2221/No EMA 200 Target,92.44/25.645/90.9746/72.73/No F-Track Level/No F-Track Level/75.21,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2026-03-11 (Price: 252.85)",No Exit Yet,"-2.15%, 1 day","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 247.41), 2.15% below",1 day,252.34,No Information,No Information,No Information,"23.66% (Price: 245.5906), 0.74% above, Upmove Bounce Back","2023-10-27 (Price: 161.67), 2026-01-22 (Price: 271.6)",No Information,13.11%/0.65%/9.22%,"-0.0%, 28.11%",3.9 years/1.9 month/11.3 months,2031-10-04/2026-06-01/2027-07-15,14.39%,3.76%,10.63%,1.95,0.16,242.8877/276.1628/318.81/No Horizontal Resistance/267.7701/348.4025/No EMA 200 Target,250.89/162.3167/230.2783/209.2101/No F-Track Level/No F-Track Level/240.01,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"RHHBY, Long, 2026-03-11 (Price: 53.25)",No Exit Yet,"-2.48%, 1 day","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 51.93), 2.48% below",1 day,52.95,No Information,No Information,No Information,"38.2% (Price: 51.9341), 0.01% below, Upmove Bounce Back","2025-08-11 (Price: 37.51), 2026-02-24 (Price: 60.85)",No Information,14.16%/3.63%/9.5%,"-0.0%, 32.35%",2.9 years/6 days/9.9 months,2030-05-01/2026-03-19/2027-05-15,17.08%,1.63%,15.45%,1.74,0.02,50.7686/58.3087/67.25/No Horizontal Resistance/65.2057/86.6196/No EMA 200 Target,51.37/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/46.03,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"WPM, Long, 2026-03-11 (Price: 148.67)",No Exit Yet,"-1.98%, 1 day","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 145.73), 1.98% below",1 day,148.0,No Information,No Information,No Information,"38.2% (Price: 137.8014), 5.75% above, Upmove Bounce Back","2025-10-28 (Price: 92.57), 2026-03-02 (Price: 165.76)",No Information,13.39%/1.64%/9.35%,"-0.0%, 36.58%",11.9 months/6 days/4.1 months,2027-08-10/2026-03-19/2026-09-03,31.01%,14.41%,16.6%,1.92,0.71,158.6606/162.5706/192.58/No Horizontal Resistance/188.656/216.4147/No EMA 200 Target,146.85/38.3375/136.0789/127.6576/No F-Track Level/No F-Track Level/110.48,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2026-03-11 (Price: 218.93)",No Exit Yet,"-4.69%, 1 day","85.71%, Past 5 years, 14","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 208.66), 4.69% below",1 day,220.95,No Information,No Information,No Information,"50% (Price: 217.165), 3.92% below, Upmove Bounce Back","2025-08-08 (Price: 186.1), 2026-02-11 (Price: 248.23)",No Information,12.1%/10.05%/11.03%,"1.1%, 48.71%",2.1 years/26 days/4.6 months,2029-03-10/2026-04-17/2026-09-26,27.71%,0.9%,26.81%,1.63,0.03,233.9705/243.078/256.21/256.6133/367.2583/388.6839/219.93,215.55/190.7867/147.1212/139.9966/No F-Track Level/No F-Track Level/No EMA 200 Support,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"BIPC.TO, Long, 2026-03-11 (Price: 64.65)",No Exit Yet,"-1.13%, 1 day","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 63.92), 1.13% below",1 day,63.45,No Information,No Information,No Information,"23.66% (Price: 61.8305), 3.38% above, Upmove Bounce Back","2023-10-30 (Price: 35.31), 2026-02-12 (Price: 70.05)",No Information,12.52%/2.79%/9.56%,"2.3%, 18.18%",8.4 months/14 days/2.7 months,2027-03-11/2026-03-31/2026-07-06,22.95%,1.41%,21.54%,1.2,0.05,65.7426/70.8305/85.49/67.0517/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,62.75/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/60.32,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-03-11 (Price: 184.51)",No Exit Yet,"-1.72%, 1 day","100.0%, Past 5 years, 9","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 181.33), 1.72% below",1 day,183.72,No Information,No Information,No Information,"23.66% (Price: 185.9306), 2.47% below, Upmove Bounce Back","2026-01-28 (Price: 160.83), 2026-02-27 (Price: 193.71)",No Information,15.25%/10.02%/11.05%,"0%, 19.4%",2.1 years/2 months/7.9 months,2029-03-10/2026-06-05/2027-02-17,24.66%,12.6%,12.06%,7.0,0.93,192.3332/204.8984/204.24/No Horizontal Resistance/207.1743/217.2943/No EMA 200 Target,183.94/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/156.94,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"RY.TO, Long, 2026-03-11 (Price: 224.19)",No Exit Yet,"-0.93%, 1 day","100.0%, Past 5 years, 9","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 222.11), 0.93% below",1 day,224.61,No Information,No Information,No Information,"23.66% (Price: 213.6657), 3.95% above, Upmove Bounce Back","2024-02-13 (Price: 127.6), 2026-01-06 (Price: 240.34)",No Information,10.81%/4.09%/9.09%,"0%, 26.48%",2.5 years/1.2 month/8.2 months,2029-10-04/2026-05-02/2027-02-28,16.77%,10.42%,6.35%,3.94,0.82,232.9782/244.5689/291.83/No Horizontal Resistance/339.4883/371.0652/No EMA 200 Target,221.95/118.8425/221.431/150.7521/No F-Track Level/No F-Track Level/205.92,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2026-03-11 (Price: 64.68)",No Exit Yet,"-0.77%, 1 day","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 64.18), 0.77% below",1 day,64.56,No Information,No Information,No Information,"23.66% (Price: 62.5404), 2.62% above, Upmove Bounce Back","2023-03-20 (Price: 40.795), 2026-02-26 (Price: 69.28)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-06-22/2026-05-06/2026-11-04,22.9%,9.15%,13.75%,2.88,0.6,66.7562/70.1972/81.77/No Horizontal Resistance/81.1364/93.8009/No EMA 200 Target,63.5/33.6667/58.4776/52.627/No F-Track Level/No F-Track Level/62.42,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"EFA, Long, 2026-03-11 (Price: 99.01)",No Exit Yet,"-1.57%, 1 day","100.0%, Past 5 years, 16","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 97.46), 1.57% below",1 day,98.64,No Information,No Information,No Information,"61.8% (Price: 96.8369), 0.64% above, Upmove Bounce Back","2025-11-20 (Price: 91.21), 2026-02-27 (Price: 105.94)",No Information,10.73%/3.3%/7.67%,"0%, 32.13%",3.4 years/23 days/9.5 months,2031-01-16/2026-04-13/2027-04-27,16.46%,3.92%,12.54%,2.72,0.16,98.8912/106.6041/107.85/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,98.28/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/94.37,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"IBKR, Long, 2026-03-11 (Price: 68.39)",No Exit Yet,"-2.15%, 1 day","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 66.92), 2.15% below",1 day,68.2,No Information,No Information,No Information,"78.6% (Price: 63.2792), 5.75% above, Upmove Bounce Back","2025-11-21 (Price: 58.95), 2026-02-10 (Price: 79.18)",No Information,16.34%/10.24%/12.37%,"7.97%, 31.97%",1.1 year/28 days/3 months,2027-10-05/2026-04-20/2026-07-19,35.27%,24.2%,11.07%,1.68,1.19,73.9091/76.8498/80.53/No Horizontal Resistance/102.297/159.1852/No EMA 200 Target,66.7/13.0762/67.1382/45.4088/No F-Track Level/No F-Track Level/65.24,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"EWJ, Long, 2026-03-11 (Price: 85.73)",No Exit Yet,"-1.8%, 1 day","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 84.19), 1.8% below",1 day,85.3,No Information,No Information,No Information,"38.2% (Price: 81.1239), 3.78% above, Upmove Bounce Back","2025-04-07 (Price: 59.84), 2026-02-12 (Price: 94.28)",No Information,11.53%/1.99%/7.79%,"-0.0%, 31.15%",3.7 years/24 days/10.3 months,2031-06-22/2026-04-14/2027-06-01,12.5%,3.34%,9.16%,1.51,0.11,86.8959/92.4084/106.39/No Horizontal Resistance/95.5508/104.8752/No EMA 200 Target,84.77/53.915/83.4752/68.8472/No F-Track Level/No F-Track Level/80.85,94.22%/294/5.5 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
DELTADRIFT,"IHI, Long, 2026-03-11 (Price: 56.28)",No Exit Yet,"-2.33%, 1 day","85.0%, Past 4 years, 20","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 54.97), 2.33% below",1 day,56.42,No Information,No Information,No Information,No Information,No Information,No Information,5.45%/1.28%/2.72%,"9.31%, 10.0%",19 days/1 day/7 days,2026-04-07/2026-03-12/2026-03-21,10.24%,1.25%,8.99%,0.38,-0.05,59.9495/57.8108/58.88/65.682/68.9264/76.3906/61.08,54.27/46.725/56.0899/46.1919/No F-Track Level/No F-Track Level/No EMA 200 Support,82.98%/141/14 days (Across ALL Assets),74.18%/519/15 days (Across ALL Assets)
DELTADRIFT,"JPM, Long, 2026-03-11 (Price: 287.52)",No Exit Yet,"-1.61%, 1 day","85.71%, Past 4 years, 7","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 282.89), 1.61% below",1 day,288.81,No Information,No Information,No Information,No Information,No Information,No Information,8.06%/3.1%/4.64%,"8.8%, 11.57%",1.9 month/1 day/17 days,2026-06-01/2026-03-12/2026-04-04,8.25%,11.75%,-3.5%,0.5,0.67,318.2846/300.8609/309.57/No Horizontal Resistance/328.9175/381.492/300.64,286.94/125.7575/287.5071/275.691/No F-Track Level/No F-Track Level/No EMA 200 Support,82.98%/141/14 days (Across ALL Assets),74.18%/519/15 days (Across ALL Assets)
DELTADRIFT,"RHHBY, Long, 2026-03-11 (Price: 53.25)",No Exit Yet,"-2.48%, 1 day","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 51.93), 2.48% below",1 day,52.95,No Information,No Information,No Information,No Information,No Information,No Information,6.91%/2.23%/3.07%,"9.92%, 11.39%",2.3 months/1 day/15 days,2026-06-18/2026-03-12/2026-04-01,2.5%,2.95%,-0.45%,-0.03,0.11,55.9285/54.8848/55.41/No Horizontal Resistance/65.2057/86.6196/No EMA 200 Target,51.37/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/46.03,82.98%/141/14 days (Across ALL Assets),74.18%/519/15 days (Across ALL Assets)
DELTADRIFT,"TFII.TO, Long, 2026-03-11 (Price: 150.79)",No Exit Yet,"-6.93%, 1 day","76.92%, Past 4 years, 13","Daily, was CONFIRMED on 2026-03-11",Already confirmed,"2026-03-12 (Price: 140.34), 6.93% below",1 day,149.08,No Information,No Information,No Information,No Information,No Information,No Information,6.98%/2.44%/4.44%,"22.89%, 22.89%",2.9 months/1 day/24 days,2026-07-15/2026-03-12/2026-04-14,2.12%,8.54%,-6.42%,0.02,0.43,154.5145/157.4851/156.0/219.9933/223.9051/280.6304/No EMA 200 Target,150.27/115.528/150.2411/113.6809/No F-Track Level/No F-Track Level/133.93,82.98%/141/14 days (Across ALL Assets),74.18%/519/15 days (Across ALL Assets)
