Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2026-01-29,FRACTAL TRACK,0.63%,100.0%
2026-01-29,DELTADRIFT,1.26%,66.67%
2026-01-29,TRENDPULSE,0.0%,0%
2026-01-29,OSCILLATOR DELTA,0.63%,50.0%
2026-01-29,BAND MATRIX,0.0%,0%
2026-01-29,SIGMASHELL,0.0%,0%
2026-01-29,PULSEGAUGE,0.0%,0%
2026-01-29,All Function Combined,2.52%,66.67%
