Date,Function,Bullish Asset vs Total Asset (%),Bullish Signal vs Total Signal (%)
2025-12-17,FRACTAL TRACK,0.63%,25.0%
2025-12-17,OSCILLATOR DELTA,0.0%,0%
2025-12-17,DELTADRIFT,0.0%,0%
2025-12-17,TRENDPULSE,0.0%,0%
2025-12-17,SIGMASHELL,0.0%,0%
2025-12-17,PULSEGAUGE,0.0%,0%
2025-12-17,BASELINEDIVERGENCE,0.0%,0%
2025-12-17,All Function Combined,0.63%,25.0%
