Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"BNS.TO, Long, 2026-03-11 (Price: 96.94)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 6","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 96.94), 0.0% below",0 days,97.05,No Information,No Information,No Information,"23.66% (Price: 94.2784), 2.82% above, Upmove Bounce Back","2023-10-27 (Price: 55.2), 2026-02-23 (Price: 106.39)",No Information,11.46%/10.3%/10.88%,"-0.0%, 19.75%",1.5 year/1.4 month/7.1 months,2028-05-01/2026-05-10/2027-01-13,15.96%,4.96%,11.0%,2.04,0.25,96.3584/107.4871/127.65/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,96.23/62.2517/95.6649/90.1456/94.2784/86.8354/89.59,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"ACWX, Long, 2026-03-11 (Price: 70.22)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 11","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 70.22), 0.0% below",0 days,70.12,No Information,No Information,No Information,"23.66% (Price: 67.8149), 3.55% above, Upmove Bounce Back","2023-10-27 (Price: 44.89), 2026-02-25 (Price: 74.92)",No Information,10.95%/0.24%/9.51%,"0%, 31.47%",3.9 years/2.1 months/1 year,2031-10-04/2026-06-10/2027-08-14,15.62%,3.37%,12.25%,3.17,0.11,71.4067/76.8979/88.24/No Horizontal Resistance/76.2652/83.5436/No EMA 200 Target,69.3/45.07/67.4663/60.1332/66.3764/61.126/65.48,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"CSCO, Long, 2026-03-11 (Price: 78.1)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 13","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 78.1), 0.0% below",0 days,77.635,No Information,No Information,No Information,"78.6% (Price: 76.0935), 2.64% above, Upmove Bounce Back","2026-01-12 (Price: 72.8), 2026-02-10 (Price: 88.19)",No Information,13.58%/2.93%/10.01%,"0%, 37.04%",3.2 years/1 month/7.1 months,2030-10-04/2026-04-23/2027-01-13,22.72%,7.9%,14.82%,3.15,0.44,79.045/85.9178/87.33/No Horizontal Resistance/81.4336/89.7071/No EMA 200 Target,76.21/40.92/73.1467/64.9561/77.8529/71.5004/72.09,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"EEM, Long, 2026-03-11 (Price: 58.83)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 11","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 58.83), 0.0% below",0 days,58.7,No Information,No Information,No Information,"38.2% (Price: 55.3519), 6.28% above, Upmove Bounce Back","2025-04-08 (Price: 38.19), 2026-02-27 (Price: 65.96)",No Information,10.77%/2.11%/8.51%,"-0.0%, 16.11%",1.9 year/1.9 month/8.3 months,2028-11-25/2026-06-01/2027-03-06,13.08%,0.95%,12.13%,1.69,-0.08,59.4712/63.8364/75.49/No Horizontal Resistance/64.643/69.5308/No EMA 200 Target,57.32/36.64/54.2403/No support/57.4755/52.2615/53.3,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2026-03-11 (Price: 252.85)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 13","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 252.85), 0.0% below",0 days,252.34,No Information,No Information,No Information,"23.66% (Price: 245.5906), 2.96% above, Upmove Bounce Back","2023-10-27 (Price: 161.67), 2026-01-22 (Price: 271.6)",No Information,13.11%/0.65%/9.22%,"-0.0%, 28.11%",3.9 years/1.9 month/11.3 months,2031-10-04/2026-06-01/2027-07-15,14.39%,3.76%,10.63%,1.95,0.16,242.8877/276.1628/318.81/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,250.89/162.3167/245.3626/196.8345/247.9708/233.4497/239.78,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"RHHBY, Long, 2026-03-11 (Price: 53.25)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 15","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 53.25), 0.0% below",0 days,52.95,No Information,No Information,No Information,"38.2% (Price: 51.9341), 2.53% above, Upmove Bounce Back","2025-08-11 (Price: 37.51), 2026-02-24 (Price: 60.85)",No Information,14.16%/3.63%/9.5%,"-0.0%, 32.35%",2.9 years/6 days/9.9 months,2030-05-01/2026-03-19/2027-05-15,17.08%,1.63%,15.45%,1.74,0.02,50.7686/58.3087/67.25/No Horizontal Resistance/61.9288/68.5893/No EMA 200 Target,51.37/34.5167/52.5578/44.2574/52.7802/51.8242/45.97,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"WPM, Long, 2026-03-11 (Price: 148.67)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 18","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 148.67), 0.0% below",0 days,148.0,No Information,No Information,No Information,"38.2% (Price: 137.8014), 7.89% above, Upmove Bounce Back","2025-10-28 (Price: 92.57), 2026-03-02 (Price: 165.76)",No Information,13.39%/1.64%/9.35%,"-0.0%, 36.58%",11.9 months/6 days/4.1 months,2027-08-10/2026-03-19/2026-09-03,31.01%,14.41%,16.6%,1.92,0.71,158.6606/162.5706/192.58/No Horizontal Resistance/167.6521/176.3625/No EMA 200 Target,146.85/38.3375/129.2378/119.4321/135.6195/117.097/110.19,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-03-11 (Price: 184.51)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 9","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 184.51), 0.0% below",0 days,183.72,No Information,No Information,No Information,"23.66% (Price: 185.9306), 0.76% below, Upmove Bounce Back","2026-01-28 (Price: 160.83), 2026-02-27 (Price: 193.71)",No Information,15.25%/10.02%/11.05%,"0%, 19.4%",2.1 years/2 months/7.9 months,2029-03-10/2026-06-05/2027-02-17,24.66%,12.6%,12.06%,7.0,0.93,192.3332/204.8984/204.24/No Horizontal Resistance/204.2705/222.3218/No EMA 200 Target,183.94/82.9367/162.0277/152.3147/173.1163/160.4607/156.68,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"RY.TO, Long, 2026-03-11 (Price: 224.19)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 9","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 224.19), 0.0% below",0 days,224.61,No Information,No Information,No Information,"23.66% (Price: 213.6657), 4.93% above, Upmove Bounce Back","2024-02-13 (Price: 127.6), 2026-01-06 (Price: 240.34)",No Information,10.81%/4.09%/9.09%,"0%, 26.48%",2.5 years/1.2 month/8.2 months,2029-10-04/2026-05-02/2027-02-28,16.77%,10.42%,6.35%,3.94,0.82,232.9782/244.5689/291.83/No Horizontal Resistance/240.0573/255.5041/No EMA 200 Target,221.95/118.8425/200.2171/172.0705/219.2613/206.3076/205.69,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2026-03-11 (Price: 64.68)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 15","Daily, is CONFIRMED on 2026-03-11",Already confirmed,"2026-03-11 (Price: 64.68), 0.0% below",0 days,64.56,No Information,No Information,No Information,"23.66% (Price: 62.5404), 3.42% above, Upmove Bounce Back","2023-03-20 (Price: 40.795), 2026-02-26 (Price: 69.28)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-06-22/2026-05-06/2026-11-04,22.9%,9.15%,13.75%,2.88,0.6,66.7562/70.1972/81.77/No Horizontal Resistance/79.2125/108.6508/No EMA 200 Target,63.5/33.6667/58.6808/47.8642/60.7245/55.4669/62.39,94.22%/294/5.4 months (Across ALL Assets),50.0%/54/4.8 months (Across ALL Assets)
