Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2005-07-31,1.29,2009-03-31,1.14,Buy,955 days,Rise by 2.120000%,-11.62
2006-05-31,1.22,2007-02-28,1.22,Sell,194 days,Fall by 1.670000%,-0.11
2007-10-31,1.16,2008-04-30,1.03,Sell,129 days,Fall by 14.230000%,10.74
2009-02-28,1.17,2010-10-31,0.99,Buy,434 days,Rise by -11.570000%,-15.39
2009-08-31,1.06,2010-05-31,1.16,Sell,194 days,Fall by 7.690000%,-9.28
2010-08-31,1.03,2011-01-31,0.94,Sell,108 days,Fall by 10.390000%,8.13
2011-03-31,0.92,2011-08-31,0.82,Sell,108 days,Fall by 10.830000%,10.83
2011-05-31,0.85,2011-09-30,0.9,Sell,87 days,Fall by -7.090000%,-5.51
2013-03-31,0.95,2015-05-31,0.94,Buy,564 days,Rise by 4.140000%,-0.65
2013-10-31,0.9,2014-05-31,0.9,Sell,151 days,Fall by 1.900000%,0.27
2013-12-31,0.89,2014-09-30,0.95,Sell,194 days,Fall by -8.770000%,-7.18
2014-08-31,0.92,2014-12-31,0.99,Buy,86 days,Rise by 12.590000%,8.03
2014-12-31,0.99,2016-03-31,0.96,Buy,325 days,Rise by 4.220000%,-2.38
2015-03-31,0.97,2017-03-31,1.0,Buy,522 days,Rise by 6.490000%,3.41
2017-06-30,0.96,2018-04-30,0.99,Sell,215 days,Fall by 2.170000%,-3.43
2017-12-31,0.98,2018-11-30,1.0,Sell,238 days,Fall by 0.210000%,-1.76
2018-10-31,1.0,2021-08-31,0.92,Buy,738 days,Rise by 1.420000%,-8.74
2018-12-31,0.98,2019-10-31,0.99,Sell,217 days,Fall by 0.710000%,-0.56
2020-06-30,0.95,2020-10-31,0.92,Sell,88 days,Fall by 7.300000%,3.75
2020-07-31,0.91,2021-03-31,0.94,Sell,172 days,Fall by 2.960000%,-3.65
2020-08-31,0.9,2021-03-31,0.94,Sell,151 days,Fall by -3.540000%,-4.22
2020-11-30,0.9,2022-04-30,0.97,Sell,369 days,Fall by -2.070000%,-7.47
2021-01-31,0.89,2022-04-30,0.97,Sell,324 days,Fall by -3.860000%,-9.35
2022-04-30,0.97,2022-04-30,0.97,Buy,0 days,Rise by 2.540000%,0.0
2023-09-30,0.91,2023-09-30,0.91,Buy,0 days,Rise by -0.450000%,0.0
2024-04-30,0.91,2024-04-30,0.91,Buy,0 days,Rise by -0.140000%,0.0
2025-01-31,0.91,2025-01-31,0.91,Buy,0 days,Rise by -12.220000%,0.0
2025-05-31,0.82,2025-10-31,0.8,Sell,108 days,Fall by 2.170000%,2.17
2025-09-30,0.8,2025-09-30,0.8,Sell,0 days,Fall by -0.880000%,0.0
