Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2016-05-08,27.64,2016-11-20,31.46,139 days,13.800000%,13.800000%,Rise by 24.310000%,13.800000%
Buy,2018-04-08,28.15,2021-10-03,48.75,909 days,73.180000%,73.180000%,Rise by 12.770000%,86.980000%
