Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2017-10-31,64.33,2017-11-30,73.2,2014-06-30-2017-05-31,12.92-91.98,Sell,22 days,-13.79%,Fall by 9.97%,-13.79%
2018-01-31,82.83,2018-11-30,74.3,2014-06-30-2017-05-31,12.92-91.98,Buy,217 days,-10.3%,Rise by 173.76%,-24.09%
2018-10-31,88.88,2018-11-30,74.3,2017-11-30-2018-08-31,63.15-100.68,Sell,22 days,16.4%,Fall by -113.38%,-7.68%
2018-11-30,74.3,2018-12-31,65.9,2014-06-30-2018-08-31,12.92-100.68,Sell,21 days,11.31%,Fall by -108.1%,3.62%
2020-05-31,177.78,2021-04-30,158.54,2017-11-30-2018-08-31,63.15-100.68,Buy,239 days,-10.82%,Rise by -10.33%,-7.2%
2020-09-30,196.01,2020-12-31,180.34,2018-12-31-2020-08-31,60.01-224.98,Sell,66 days,7.99%,Fall by 23.95%,0.8%
2020-11-30,195.79,2020-12-31,180.34,2014-06-30-2020-08-31,12.92-224.98,Sell,23 days,7.89%,Fall by 23.95%,8.69%
2021-01-31,177.51,2021-02-28,172.0,2017-05-31-2018-12-31,76.42-81.87,Sell,19 days,3.1%,Fall by 15.52%,11.79%
2021-05-31,137.14,2021-05-31,137.14,2018-12-31-2020-08-31,60.01-224.98,Buy,0 days,0.0%,Rise by 0%,11.79%
2021-12-31,177.33,2022-01-31,164.88,2014-07-31-2021-11-30,13.45-229.98,Sell,21 days,7.02%,Fall by 15.72%,18.81%
2022-02-28,145.31,2022-03-31,163.62,2018-12-31-2021-11-30,60.01-229.98,Sell,23 days,-12.6%,Fall by 16.23%,6.21%
2022-05-31,140.47,2022-08-31,151.44,2021-03-31-2021-11-30,124.05-229.98,Sell,66 days,-7.81%,Fall by 10.58%,-1.6%
2022-08-31,151.44,2022-08-31,151.44,2014-07-31-2021-11-30,13.45-229.98,Buy,0 days,0.0%,Rise by 0%,-1.6%
2022-11-30,152.2,2022-11-30,152.2,2018-12-31-2021-11-30,60.01-229.98,Buy,0 days,0.0%,Rise by 0%,-1.6%
2023-01-31,154.65,2023-03-31,185.56,2020-08-31-2022-06-30,146.5-189.02,Sell,43 days,-19.99%,Fall by 10.23%,-21.59%
2023-12-31,148.71,2023-12-31,148.71,2022-06-30-2023-06-30,119.48-191.8,Buy,0 days,0.0%,Rise by 0%,-21.59%
2024-02-29,140.68,2024-06-30,157.76,2022-06-30-2023-06-30,119.48-191.8,Sell,86 days,-12.14%,Fall by -7.66%,-33.73%
2024-10-31,154.64,2024-10-31,154.64,2022-06-30-2023-06-30,119.48-191.8,Buy,0 days,0.0%,Rise by 0%,-33.73%
