Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
TRENDPULSE,KWEB,Long,Weekly,2025-07-20,36.22,2025-09-14,40.63,12.175593594699071,39,100.0,16,57
TRENDPULSE,KWEB,Long,Weekly,2025-02-23,36.65,2025-09-14,40.63,10.859481582537528,144,100.0,16,57
