Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-02-01,36.66,2021-04-22,38.1,Buy,58 Days,-4.17,Rise by 4.26%,3.93%,3.93%,
2021-10-01,34.85,2021-12-15,35.89,Buy,53 Days,-3.41,Rise by 3.59%,2.98%,6.91%,
2021-12-01,33.72,2022-01-27,42.71,Buy,41 Days,-4.78,Rise by 8.9%,26.66%,33.57%,
2022-04-01,42.78,2022-12-08,41.14,Buy,179 Days,-6.73,Rise by 1.82%,-3.83%,29.74%,
2022-08-01,39.58,2022-12-08,41.14,Buy,93 Days,-5.01,Rise by 4.55%,3.94%,33.68%,
2023-06-01,31.9,2024-05-21,31.47,Buy,253 Days,-9.21,Rise by 2.01%,-1.35%,32.33%,
2024-05-01,29.42,2024-06-27,31.64,Buy,41 Days,-3.99,Rise by 7.38%,7.55%,39.88%,
2025-10-01,52.28,2025-10-01,52.28,Buy,0 Days,-6.68,Rise by 0%,0.0%,39.88%,
