Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,BTI,Long,Daily,2022-12-20,40.8,2025-08-27,56.77,39.14215686274512,701,100.0,26,322,
FRACTAL TRACK,BTI,Long,Daily,2022-06-06,44.22,2025-05-30,45.2,2.2161917684305834,779,100.0,26,322,
