Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2019-12-26 - 2019-12-27,1 days,2020-01-06,34.85,2020-01-07,34.62,1 days,0.7%,Fall by 5.8%,0.7%
Buy,2020-01-23 - 2020-01-27,2 days,2020-02-10,34.69,2020-02-25,31.08,11 days,-10.4%,Rise by -16.03%,-9.7%
Sell,2020-02-11 - 2020-02-12,1 days,2020-02-18,34.27,2020-03-03,27.75,10 days,19.0%,Fall by 21.86%,9.3%
Buy,2020-02-27 - 2020-03-05,5 days,2020-03-10,23.61,2020-03-12,20.51,2 days,-13.1%,Rise by -10.08%,-3.9%
Buy,2020-03-09 - 2020-03-16,5 days,2020-03-20,19.67,2020-03-24,21.03,2 days,6.9%,Rise by 26.39%,3.1%
Buy,2020-06-26 - 2020-07-07,7 days,2020-07-10,24.02,2020-08-07,26.11,20 days,8.7%,Rise by 12.07%,11.8%
Sell,2020-08-07 - 2020-08-11,2 days,2020-08-14,26.47,2020-08-24,25.69,6 days,2.9%,Fall by 12.13%,14.7%
Sell,2020-11-11 - 2020-11-16,3 days,2020-11-20,26.81,2020-11-24,28.98,2 days,-8.1%,Fall by -10.59%,6.6%
Sell,2020-11-27 - 2020-12-02,3 days,2020-12-11,28.57,2020-12-21,29.74,6 days,-4.1%,Fall by -3.78%,2.5%
Sell,2021-02-17 - 2021-02-25,6 days,2021-03-16,37.64,2021-03-18,38.94,2 days,-3.5%,Fall by -1.17%,-0.9%
Sell,2021-03-12 - 2021-03-18,4 days,2021-03-23,36.9,2021-03-26,38.68,3 days,-4.8%,Fall by -3.2%,-5.8%
Sell,2021-04-09 - 2021-04-12,1 days,2021-04-16,39.15,2021-04-22,38.36,4 days,2.0%,Fall by 0.95%,-3.7%
Sell,2021-05-10 - 2021-05-18,6 days,2021-06-09,42.32,2021-06-21,39.75,8 days,6.1%,Fall by 10.4%,2.3%
Buy,2021-06-21 - 2021-07-08,13 days,2021-07-12,40.63,2021-10-15,46.37,69 days,14.1%,Rise by 3.74%,16.5%
Sell,2021-08-12 - 2021-08-26,10 days,2021-08-31,41.75,2021-09-03,41.05,3 days,1.7%,Fall by 6.32%,18.1%
Buy,2021-09-14 - 2021-09-20,4 days,2021-09-22,40.14,2021-09-27,43.26,3 days,7.8%,Rise by 20.5%,25.9%
Sell,2021-09-27 - 2021-09-28,1 days,2021-10-13,43.14,2021-10-14,45.07,1 days,-4.5%,Fall by -0.05%,21.4%
Sell,2021-10-22 - 2021-10-26,2 days,2021-11-05,46.97,2021-11-22,46.28,11 days,1.5%,Fall by 8.11%,22.9%
Buy,2021-11-19 - 2021-12-13,16 days,2021-12-21,44.19,2022-03-07,38.34,54 days,-13.2%,Rise by 11.36%,9.7%
Sell,2022-02-08 - 2022-02-10,2 days,2022-02-17,46.07,2022-02-25,45.02,6 days,2.3%,Fall by 16.24%,11.9%
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-09,41.04,2022-03-22,44.18,9 days,7.7%,Rise by -11.18%,19.6%
Buy,2022-04-14 - 2022-04-18,2 days,2022-05-03,37.13,2022-06-10,33.17,28 days,-10.7%,Rise by 0.19%,8.9%
Buy,2022-06-14 - 2022-06-16,2 days,2022-07-06,30.98,2022-07-19,33.35,9 days,7.7%,Rise by 18.27%,16.6%
