Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2010-12-05,12.09,2012-12-23,19.77,534 days,2010-10-31/12.08,63.52%,63.52%,Rise by 12.99%,63.52%
Buy,2013-10-27,22.19,2017-01-29,35.78,849 days,2013-03-31/21.9,61.24%,61.24%,Rise by 14.6%,124.77%
Buy,2017-12-24,33.03,2020-07-19,54.03,669 days,2017-10-15/32.74,63.58%,63.58%,Rise by 46.65%,188.35%
Buy,2020-10-11,62.74,2021-05-02,107.7,144 days,2020-08-23/60.23,71.66%,71.66%,Rise by 54.4%,260.01%
Buy,2021-07-18,122.76,2022-06-19,95.06,239 days,2021-05-30/115.8,-22.56%,-22.56%,Rise by 17.36%,237.44%
Buy,2022-08-07,137.38,2025-04-20,107.5,704 days,2022-02-13/136.46,-21.75%,-21.75%,Rise by -10.04%,215.69%
