Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2012-06-03,20.5600,2012-07-01,22.5600,19 days,9.73%,9.7276%,Rise by 29.91%,9.7276%,
Buy,2013-09-08,21.5500,2013-09-15,22.7500,4 days,5.57%,5.5684%,Rise by 16.01%,15.2961%,
Buy,2015-09-20,27.9200,2015-10-11,29.5900,14 days,5.98%,5.9814%,Rise by -13.9%,21.2774%,
Buy,2018-10-28,29.3600,2018-11-04,31.2700,4 days,6.51%,6.5054%,Rise by 13.62%,27.7829%,
Buy,2020-04-12,25.4600,2020-06-07,29.2300,39 days,14.81%,14.8075%,Rise by 35.78%,42.5904%,
Buy,2022-05-29,41.3600,2022-08-14,43.7100,54 days,5.68%,5.6818%,Rise by 5.83%,48.2723%,
Buy,2025-02-02,50.9900,2025-05-04,53.9100,64 days,5.73%,5.7266%,Rise by 9.55%,53.9989%,
