Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2018-02-25,9664.7305,2018-05-20,8513.25,2018-02-18,Buy,12 Weeks,-11.91%,Rise by -13.82%,-11.91%,Normal Case,
2018-04-22,8802.46,2018-08-12,6322.6899,2018-02-11,Buy,16 Weeks,-28.17%,Rise by -22.91%,-40.09%,Local Extrema Case,
2018-07-01,6385.8198,2019-03-10,3951.5999,2018-06-24,Buy,36 Weeks,-38.12%,Rise by -11.94%,-78.2%,Normal Case,
2018-07-08,6773.8799,2019-03-10,3951.5999,2018-06-17,Buy,35 Weeks,-41.66%,Rise by -16.98%,-119.87%,Normal Case,
2018-07-22,7418.4902,2019-03-10,3951.5999,2018-07-08,Buy,33 Weeks,-46.73%,Rise by -15.07%,-166.6%,Normal Case,
2018-08-05,7068.48,2019-03-10,3951.5999,2018-07-22,Buy,31 Weeks,-44.1%,Rise by -11.0%,-210.7%,Normal Case,
2018-08-19,6506.0698,2019-03-10,3951.5999,2017-11-12,Buy,29 Weeks,-39.26%,Rise by -13.56%,-249.96%,Absolute Extrema Case,
2018-08-26,6707.2598,2019-03-10,3951.5999,2018-08-12,Buy,28 Weeks,-41.08%,Rise by -16.16%,-291.05%,Normal Case,
2018-09-09,6300.8599,2019-03-10,3951.5999,2018-08-19,Buy,26 Weeks,-37.28%,Rise by -10.75%,-328.33%,Normal Case,
2018-09-16,6517.1802,2019-03-10,3951.5999,2018-09-09,Buy,25 Weeks,-39.37%,Rise by -13.71%,-367.7%,Normal Case,
2018-10-14,6290.9302,2019-03-10,3951.5999,2018-09-23,Buy,21 Weeks,-37.19%,Rise by -34.19%,-404.88%,Normal Case,
2019-03-03,3847.1758,2019-07-14,10256.0586,2019-02-24,Buy,19 Weeks,166.59%,Rise by 197.64%,-238.3%,Normal Case,
2019-03-17,4025.229,2019-07-14,10256.0586,2019-03-03,Buy,17 Weeks,154.79%,Rise by 184.48%,-83.5%,Normal Case,
2019-04-21,5314.5312,2019-07-14,10256.0586,2019-04-14,Buy,12 Weeks,92.98%,Rise by 115.46%,9.48%,Normal Case,
2019-04-28,5285.1392,2019-07-14,10256.0586,2019-04-21,Buy,11 Weeks,94.05%,Rise by 116.66%,103.54%,Normal Case,
