Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-09-30,133.27,2023-04-18,105.12,402 days,-21.120000%,-21.120000%,Rise by 13.090000%,-21.120000%
Buy,2023-06-28,121.08,2023-08-16,129.11,34 days,6.630000%,6.630000%,Rise by 3.820000%,-14.490000%
Buy,2023-09-26,129.45,2024-01-05,137.39,72 days,6.130000%,6.130000%,Rise by 9.460000%,-8.350000%
Buy,2024-07-26,168.68,2025-01-02,190.63,113 days,13.010000%,13.010000%,Rise by 0.170000%,4.660000%
Buy,2025-04-01,158.88,2025-09-30,243.55,129 days,53.290000%,53.290000%,Rise by 9.500000%,57.950000%
