Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-05-13,76.63,2020-05-18,80.6,Sell,2 days,Fall by -24.920000%,-5.17
2020-09-02,107.47,2020-10-14,109.37,Buy,29 days,Rise by -10.420000%,1.77
2021-01-06,128.02,2021-01-12,135.08,Buy,3 days,Rise by 10.540000%,5.51
2021-03-03,134.84,2021-03-09,132.84,Sell,3 days,Fall by 0.750000%,1.49
2021-03-04,128.35,2021-03-09,132.84,Sell,2 days,Fall by -4.270000%,-3.5
2021-03-24,133.95,2021-03-26,140.44,Sell,1 days,Fall by -5.500000%,-4.85
2021-04-01,146.53,2021-07-01,149.24,Buy,64 days,Rise by -11.830000%,1.85
2021-05-03,139.21,2021-05-14,134.89,Sell,8 days,Fall by -2.540000%,3.11
2021-05-05,137.72,2021-05-14,134.89,Sell,6 days,Fall by -3.640000%,2.06
2021-06-29,151.28,2021-08-05,156.03,Buy,26 days,Rise by 3.140000%,3.14
2021-07-15,145.41,2021-07-29,151.07,Sell,9 days,Fall by -0.590000%,-3.89
2021-07-30,152.3,2021-08-09,154.73,Buy,5 days,Rise by 3.290000%,1.59
2021-08-18,146.27,2021-08-25,153.92,Sell,4 days,Fall by 0.940000%,-5.23
2021-09-30,148.62,2021-10-18,152.62,Sell,11 days,Fall by -14.760000%,-2.69
2021-11-04,170.21,2021-11-16,177.03,Buy,7 days,Rise by 7.750000%,4.01
2021-11-05,172.1,2021-11-17,175.8,Buy,7 days,Rise by 6.570000%,2.15
2022-01-20,160.21,2022-01-31,159.82,Sell,6 days,Fall by 11.200000%,0.24
2022-02-14,154.82,2022-02-15,163.36,Sell,0 days,Fall by 9.500000%,-5.52
2022-02-18,155.52,2022-02-25,159.02,Sell,4 days,Fall by 9.910000%,-2.25
2022-03-17,155.05,2022-03-29,166.77,Buy,7 days,Rise by -10.590000%,7.56
2022-05-03,139.2,2022-12-07,122.46,Buy,155 days,Rise by 3.930000%,-12.03
2022-05-19,132.39,2022-05-26,137.14,Sell,4 days,Fall by 11.220000%,-3.59
2022-05-27,142.78,2022-12-07,122.46,Buy,137 days,Rise by -14.360000%,-14.23
2022-07-28,134.74,2022-08-08,137.62,Buy,6 days,Rise by 4.730000%,2.14
2022-08-01,136.3,2022-12-07,122.46,Buy,91 days,Rise by 3.530000%,-10.16
2022-08-22,130.53,2022-09-01,120.94,Sell,7 days,Fall by 10.090000%,7.34
2022-08-25,136.33,2022-12-07,122.46,Buy,73 days,Rise by -13.450000%,-10.18
2022-11-07,112.04,2022-11-15,128.29,Buy,5 days,Rise by 15.450000%,14.51
2022-11-11,126.06,2023-01-26,136.57,Buy,53 days,Rise by 2.610000%,8.34
2023-01-09,123.46,2023-01-17,128.88,Buy,5 days,Rise by 17.330000%,4.4
2023-01-12,128.21,2023-01-26,136.57,Buy,9 days,Rise by 12.990000%,6.52
2023-01-23,134.96,2023-02-06,139.72,Buy,9 days,Rise by 9.820000%,3.53
2023-01-27,135.7,2023-02-07,144.17,Buy,6 days,Rise by 9.230000%,6.24
2023-04-12,140.1,2023-04-26,134.38,Sell,9 days,Fall by -15.330000%,4.08
2023-10-26,146.53,2023-11-02,154.36,Sell,4 days,Fall by -14.710000%,-5.34
2023-12-13,183.97,2023-12-19,190.26,Buy,3 days,Rise by 11.620000%,3.42
2024-02-05,201.54,2024-02-13,205.13,Buy,5 days,Rise by 17.970000%,1.78
2024-04-15,215.31,2024-04-23,205.87,Sell,5 days,Fall by 7.440000%,4.38
2024-07-18,243.9,2024-07-29,228.89,Sell,6 days,Fall by 10.450000%,6.15
2024-08-02,206.81,2024-08-08,213.04,Sell,3 days,Fall by 1.390000%,-3.01
2024-08-29,225.25,2024-09-09,207.96,Sell,6 days,Fall by 3.100000%,7.68
2024-11-12,223.11,2024-11-18,213.94,Sell,3 days,Fall by 4.990000%,4.11
2024-12-16,227.44,2025-01-24,230.64,Buy,28 days,Rise by 0.650000%,1.41
2024-12-23,221.32,2025-01-21,232.45,Buy,20 days,Rise by 6.550000%,5.03
2025-01-06,228.91,2025-01-24,230.64,Buy,13 days,Rise by 3.010000%,0.76
2025-01-21,232.45,2025-06-17,225.64,Buy,104 days,Rise by -0.590000%,-2.93
2025-01-28,213.5,2025-02-18,226.76,Sell,14 days,Fall by 10.010000%,-6.21
2025-02-05,220.59,2025-02-20,231.07,Buy,10 days,Rise by 4.750000%,4.75
2025-02-14,223.07,2025-02-21,223.98,Buy,4 days,Rise by -11.220000%,0.41
2025-02-25,214.21,2025-03-05,206.63,Sell,5 days,Fall by 10.310000%,3.54
2025-03-11,192.12,2025-03-17,204.44,Sell,3 days,Fall by 11.330000%,-6.41
2025-04-04,157.63,2025-04-09,183.62,Sell,2 days,Fall by -50.310000%,-16.49
2025-05-05,188.57,2025-05-13,213.76,Buy,5 days,Rise by 31.490000%,13.36
2025-08-21,242.36,2025-09-10,253.45,Sell,13 days,Fall by -26.490000%,-4.58
2025-09-16,258.58,2025-09-23,269.51,Buy,4 days,Rise by 12.750000%,4.23
2025-09-18,267.57,2025-10-02,281.69,Buy,9 days,Rise by 8.960000%,5.28
