Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-06,25.96,2016-05-08,23.06,2015-11-29,Buy,22 Weeks,-11.17%,Rise by -13.06%,-11.17%,Normal Case,
2015-12-13,24.79,2016-05-08,23.06,2015-11-22,Buy,21 Weeks,-6.98%,Rise by -13.76%,-18.15%,Absolute Extrema Case,
2015-12-13,24.79,2016-05-08,23.06,2015-12-06,Buy,21 Weeks,-6.98%,Rise by -13.76%,-25.13%,Normal Case,
2015-12-27,25.52,2016-05-08,23.06,2015-12-13,Buy,19 Weeks,-9.64%,Rise by -14.97%,-34.77%,Normal Case,
2016-02-21,23.24,2016-05-08,23.06,2016-02-07,Buy,11 Weeks,-0.77%,Rise by 11.08%,-35.54%,Normal Case,
2016-08-21,22.41,2016-12-25,28.72,2016-08-14,Buy,18 Weeks,28.16%,Rise by 28.78%,-7.39%,Normal Case,
2016-09-04,22.75,2016-12-25,28.72,2016-08-28,Buy,16 Weeks,26.24%,Rise by 26.86%,18.86%,Normal Case,
2016-09-11,23.175,2016-12-25,28.72,2016-09-04,Buy,15 Weeks,23.93%,Rise by 24.53%,42.78%,Normal Case,
2016-10-16,23.568,2016-12-25,28.72,2016-08-07,Buy,10 Weeks,21.86%,Rise by 22.45%,64.64%,Local Extrema Case,
2016-10-16,23.568,2016-12-25,28.72,2016-10-02,Buy,10 Weeks,21.86%,Rise by 22.45%,86.5%,Normal Case,
2016-10-23,24.25,2016-12-25,28.72,2016-10-09,Buy,9 Weeks,18.43%,Rise by 19.01%,104.94%,Normal Case,
2016-11-06,23.959,2017-02-12,28.41,2016-10-30,Buy,14 Weeks,18.58%,Rise by 22.38%,123.51%,Normal Case,
2016-12-25,28.72,2017-03-19,27.942,2015-11-15,Buy,12 Weeks,-2.71%,Rise by 2.09%,120.81%,Tangent Case,
2017-04-02,28.03,2017-06-25,31.27,2017-03-26,Buy,12 Weeks,11.56%,Rise by 16.41%,132.36%,Normal Case,
2017-04-09,27.8,2017-06-25,31.27,2017-03-19,Buy,11 Weeks,12.48%,Rise by 17.37%,144.85%,Normal Case,
2017-04-16,27.72,2017-06-25,31.27,2017-04-09,Buy,10 Weeks,12.81%,Rise by 17.71%,157.65%,Normal Case,
2017-05-21,29.75,2017-07-30,30.3,2017-05-07,Buy,10 Weeks,1.85%,Rise by 9.68%,159.5%,Normal Case,
2017-07-02,31.52,2017-10-29,29.53,2017-06-25,Buy,17 Weeks,-6.31%,Rise by -0.01%,153.19%,Normal Case,
2017-10-01,29.638,2018-01-07,32.73,2017-09-24,Buy,14 Weeks,10.43%,Rise by 16.94%,163.62%,Normal Case,
2018-02-11,30.47,2018-10-07,30.83,2017-11-19,Buy,34 Weeks,1.18%,Rise by 9.29%,164.8%,Local Extrema Case,
2018-03-25,31.74,2018-10-07,30.83,2018-03-04,Buy,28 Weeks,-2.87%,Rise by 4.91%,161.94%,Normal Case,
2018-06-03,30.398,2018-10-07,30.83,2018-05-27,Buy,18 Weeks,1.42%,Rise by 9.55%,163.36%,Normal Case,
2018-09-16,32.444,2018-12-23,27.51,2018-09-02,Buy,14 Weeks,-15.21%,Rise by 1.5%,148.15%,Normal Case,
2018-11-04,30.63,2019-03-10,29.07,2018-10-28,Buy,18 Weeks,-5.09%,Rise by -10.19%,143.06%,Normal Case,
2018-11-11,31.19,2019-03-10,29.07,2018-10-21,Buy,17 Weeks,-6.8%,Rise by -10.74%,136.26%,Normal Case,
2018-11-18,30.96,2019-03-10,29.07,2018-08-19,Buy,16 Weeks,-6.1%,Rise by 1.26%,130.15%,Local Extrema Case,
2018-11-18,30.96,2019-03-10,29.07,2018-11-11,Buy,16 Weeks,-6.1%,Rise by 1.26%,124.05%,Normal Case,
2018-12-02,32.93,2019-03-10,29.07,2018-11-18,Buy,14 Weeks,-11.72%,Rise by -10.11%,112.33%,Normal Case,
2019-09-29,29.332,2020-01-05,31.17,2019-09-15,Buy,14 Weeks,6.27%,Rise by 10.01%,118.59%,Normal Case,
2020-03-29,15.55,2020-06-21,17.57,2020-03-22,Buy,12 Weeks,12.99%,Rise by -22.83%,131.58%,Normal Case,
2020-06-14,18.26,2020-10-04,17.33,2020-06-07,Buy,16 Weeks,-5.09%,Rise by -15.44%,126.49%,Normal Case,
2020-06-21,17.57,2020-10-04,17.33,2020-06-14,Buy,15 Weeks,-1.37%,Rise by 4.15%,125.12%,Normal Case,
2020-07-05,16.59,2020-10-04,17.33,2020-06-28,Buy,13 Weeks,4.46%,Rise by 10.31%,129.59%,Normal Case,
2020-09-06,18.25,2020-12-20,22.53,2020-08-30,Buy,15 Weeks,23.45%,Rise by 28.82%,153.04%,Normal Case,
2020-09-13,17.93,2020-12-20,22.53,2016-01-10,Buy,14 Weeks,25.66%,Rise by 31.12%,178.69%,Tangent Case,
2020-09-13,17.93,2020-12-20,22.53,2020-09-06,Buy,14 Weeks,25.66%,Rise by 31.12%,204.35%,Normal Case,
2020-09-20,18.15,2020-12-20,22.53,2020-09-13,Buy,13 Weeks,24.13%,Rise by 29.53%,228.48%,Normal Case,
2020-10-25,18.68,2021-04-04,27.05,2020-10-18,Buy,23 Weeks,44.81%,Rise by 50.21%,273.29%,Normal Case,
2021-02-28,26.11,2021-06-20,25.22,2021-02-21,Buy,16 Weeks,-3.41%,Rise by -14.13%,269.88%,Normal Case,
2021-03-28,26.67,2021-06-20,25.22,2016-01-24,Buy,12 Weeks,-5.44%,Rise by -10.09%,264.44%,Tangent Case,
2021-05-16,26.28,2021-10-24,22.6,2021-04-25,Buy,23 Weeks,-14.0%,Rise by -14.69%,250.44%,Normal Case,
2021-05-23,25.94,2021-10-24,22.6,2021-05-09,Buy,22 Weeks,-12.88%,Rise by -13.57%,237.56%,Normal Case,
2021-06-06,26.39,2021-10-24,22.6,2021-05-30,Buy,20 Weeks,-14.36%,Rise by -12.81%,223.2%,Normal Case,
2021-09-19,22.75,2022-01-30,20.42,2021-08-29,Buy,19 Weeks,-10.24%,Rise by -11.56%,212.96%,Normal Case,
2021-09-26,24.29,2022-01-30,20.42,2021-09-19,Buy,18 Weeks,-15.93%,Rise by -15.48%,197.03%,Normal Case,
2021-10-03,24.89,2022-01-30,20.42,2021-09-26,Buy,17 Weeks,-17.96%,Rise by -11.29%,179.07%,Normal Case,
2021-10-10,23.98,2022-01-30,20.42,2021-10-03,Buy,16 Weeks,-14.85%,Rise by -14.39%,164.22%,Normal Case,
2021-12-12,21.12,2022-03-06,19.03,2021-11-28,Buy,12 Weeks,-9.9%,Rise by 6.82%,154.33%,Normal Case,
2022-01-09,22.21,2022-05-08,20.41,2022-01-02,Buy,17 Weeks,-8.1%,Rise by -14.32%,146.22%,Normal Case,
2022-01-16,22.24,2022-05-08,20.41,2022-01-09,Buy,16 Weeks,-8.23%,Rise by -14.43%,137.99%,Normal Case,
2022-02-13,22.17,2022-05-08,20.41,2021-12-05,Buy,12 Weeks,-7.94%,Rise by 0.81%,130.06%,Local Extrema Case,
2022-02-13,22.17,2022-05-08,20.41,2022-02-06,Buy,12 Weeks,-7.94%,Rise by 0.81%,122.12%,Normal Case,
2022-02-20,22.56,2022-05-08,20.41,2022-02-13,Buy,11 Weeks,-9.53%,Rise by -10.73%,112.59%,Normal Case,
2022-03-27,20.84,2022-09-04,17.02,2021-12-26,Buy,23 Weeks,-18.33%,Rise by -12.62%,94.26%,Local Extrema Case,
2022-04-17,21.76,2022-09-04,17.02,2022-03-27,Buy,20 Weeks,-21.78%,Rise by -16.31%,72.47%,Normal Case,
